R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
  time_Gyr   Prad    Ptidal    Fcore     Pint     Hint     conv melt P(MPa)   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid   T_core
 0.10000D-01   1.0375   0.4800    1.814   0.7200 0.25723D-08  0  0   12.05   10.000  0.01187  272.25  266.70   33.215   56.305   10.00   274.64
 0.12270D-01   1.0362   0.4800    2.008   0.7200 0.16213D-08  1  0   18.74   15.926  0.01241  271.64  266.78   16.721   39.895   10.83   277.02
 0.14540D-01   1.0349   0.4800    2.185   0.7200 0.12708D-08  1  0   24.10   20.376  0.01284  271.17  266.72   15.288   38.405   11.19   279.41
 0.16810D-01   1.0336   0.4800    2.348   0.7200 0.10582D-08  1  0   29.12   24.537  0.01327  270.72  266.59   14.228   37.298   11.46   281.79
 0.19080D-01   1.0324   0.4800    2.500   0.7200 0.91579D-09  1  0   33.80   28.423  0.01370  270.29  266.44   13.396   36.426   11.67   284.17
 0.21350D-01   1.0311   0.4800    2.643   0.7200 0.81387D-09  1  0   38.19   32.057  0.01413  269.88  266.27   12.715   35.712   11.85   286.55
 0.23620D-01   1.0298   0.4800    2.778   0.7200 0.73729D-09  1  0   42.30   35.465  0.01455  269.50  266.09   12.142   35.110   12.00   288.92
 0.25890D-01   1.0285   0.4800    2.907   0.7200 0.67764D-09  1  0   46.17   38.666  0.01496  269.12  265.91   11.647   34.590   12.13   291.30
 0.28160D-01   1.0273   0.4800    3.030   0.7200 0.62987D-09  1  0   49.81   41.680  0.01537  268.76  265.72   11.212   34.135   12.24   293.67
 0.30430D-01   1.0260   0.4800    3.147   0.7200 0.59076D-09  1  0   53.24   44.521  0.01578  268.42  265.53   10.825   33.730   12.34   296.04
 0.32700D-01   1.0247   0.4800    3.261   0.7200 0.55816D-09  1  0   56.48   47.203  0.01619  268.09  265.34   10.477   33.367   12.43   298.41
 0.34970D-01   1.0234   0.4800    3.370   0.7200 0.53059D-09  1  0   59.54   49.737  0.01659  267.78  265.16   10.161   33.037   12.50   300.77
 0.37240D-01   1.0222   0.4800    3.475   0.7200 0.50699D-09  1  0   62.43   52.133  0.01698  267.47  264.98    9.872   32.737   12.58   303.14
 0.39510D-01   1.0209   0.4800    3.577   0.7200 0.48658D-09  1  0   65.17   54.400  0.01737  267.18  264.80    9.606   32.461   12.64   305.50
 0.41780D-01   1.0196   0.4800    3.676   0.7200 0.46877D-09  1  0   67.77   56.545  0.01776  266.90  264.62    9.359   32.207   12.70   307.86
 0.44050D-01   1.0184   0.4800    3.773   0.7200 0.45311D-09  1  0   70.22   58.577  0.01814  266.63  264.45    9.130   31.971   12.76   310.22
 0.46320D-01   1.0171   0.4800    3.866   0.7200 0.43925D-09  1  0   72.55   60.501  0.01852  266.37  264.29    8.916   31.752   12.81   312.58
 0.48590D-01   1.0159   0.4800    3.957   0.7200 0.42691D-09  1  0   74.75   62.322  0.01888  266.12  264.13    8.716   31.548   12.86   314.93
 0.50860D-01   1.0146   0.4800    4.046   0.7200 0.41588D-09  1  0   76.84   64.047  0.01925  265.88  263.97    8.529   31.357   12.90   317.28
 0.53130D-01   1.0134   0.4800    4.133   0.7200 0.40597D-09  1  0   78.81   65.680  0.01960  265.65  263.82    8.353   31.178   12.94   319.63
 0.55400D-01   1.0121   0.4800    4.218   0.7200 0.39704D-09  1  0   80.69   67.226  0.01995  265.43  263.68    8.187   31.011   12.98   321.98
 0.57670D-01   1.0109   0.4800    4.301   0.7200 0.38895D-09  1  0   82.45   68.688  0.02029  265.22  263.54    8.031   30.853   13.02   324.33
 0.59940D-01   1.0096   0.4800    4.382   0.7200 0.38162D-09  1  0   84.13   70.072  0.02062  265.02  263.40    7.884   30.706   13.05   326.67
 0.62210D-01   1.0084   0.4800    4.461   0.7200 0.37495D-09  1  0   85.71   71.379  0.02094  264.82  263.27    7.745   30.566   13.09   329.01
 0.64480D-01   1.0071   0.4800    4.539   0.7200 0.36886D-09  1  0   87.21   72.614  0.02125  264.64  263.15    7.614   30.436   13.12   331.35
 0.66750D-01   1.0059   0.4800    4.616   0.7200 0.36331D-09  1  0   88.62   73.780  0.02156  264.46  263.03    7.490   30.312   13.15   333.69
 0.69020D-01   1.0046   0.4800    4.691   0.7200 0.35823D-09  1  0   89.95   74.881  0.02185  264.29  262.91    7.373   30.196   13.17   336.03
 0.71290D-01   1.0034   0.4800    4.764   0.7200 0.35357D-09  1  0   91.21   75.918  0.02214  264.13  262.81    7.263   30.087   13.20   338.36
 0.73560D-01   1.0021   0.4800    4.836   0.7200 0.34930D-09  1  0   92.39   76.895  0.02241  263.98  262.70    7.159   29.984   13.22   340.70
 0.75830D-01   1.0009   0.4800    4.907   0.7200 0.34538D-09  1  0   93.51   77.814  0.02268  263.84  262.60    7.060   29.887   13.25   343.03
 0.78100D-01   0.9997   0.4800    4.977   0.7200 0.34178D-09  1  0   94.56   78.678  0.02293  263.70  262.51    6.968   29.797   13.27   345.36
 0.80370D-01   0.9984   0.4800    5.046   0.7200 0.33847D-09  1  0   95.54   79.490  0.02317  263.57  262.42    6.881   29.711   13.29   347.68
 0.82640D-01   0.9972   0.4800    5.114   0.7200 0.33543D-09  1  0   96.46   80.250  0.02341  263.45  262.33    6.799   29.631   13.31   350.01
 0.84910D-01   0.9960   0.4800    5.180   0.7200 0.33263D-09  1  0   97.33   80.963  0.02363  263.33  262.25    6.721   29.556   13.33   352.33
 0.87180D-01   0.9947   0.4800    5.246   0.7200 0.33006D-09  1  0   98.13   81.629  0.02384  263.22  262.18    6.649   29.485   13.34   354.65
 0.89450D-01   0.9935   0.4800    5.310   0.7200 0.32770D-09  1  0   98.89   82.251  0.02404  263.12  262.11    6.582   29.420   13.36   356.97
 0.91720D-01   0.9923   0.4800    5.374   0.7200 0.32552D-09  1  0   99.59   82.831  0.02423  263.02  262.04    6.518   29.358   13.37   359.29
 0.93990D-01   0.9911   0.4800    5.437   0.7200 0.32353D-09  1  0  100.25   83.371  0.02441  262.93  261.98    6.459   29.301   13.39   361.60
 0.96260D-01   0.9898   0.4800    5.499   0.7200 0.32171D-09  1  0  100.85   83.871  0.02458  262.85  261.92    6.404   29.248   13.40   363.92
 0.98530D-01   0.9886   0.4800    5.560   0.7200 0.32003D-09  1  0  101.42   84.335  0.02474  262.77  261.86    6.353   29.199   13.41   366.23
 0.10080D+00   0.9874   0.4800    5.620   0.7200 0.31851D-09  1  0  101.94   84.763  0.02488  262.69  261.81    6.306   29.153   13.42   368.54
 0.10307D+00   0.9862   0.4800    5.679   0.7200 0.31711D-09  1  0  102.42   85.158  0.02502  262.63  261.77    6.262   29.111   13.43   370.85
 0.10534D+00   0.9850   0.4800    5.738   0.7200 0.31584D-09  1  0  102.86   85.520  0.02515  262.56  261.72    6.222   29.072   13.44   373.15
 0.10761D+00   0.9838   0.4800    5.796   0.7200 0.31469D-09  1  0  103.26   85.851  0.02527  262.51  261.68    6.185   29.037   13.45   375.45
 0.10988D+00   0.9826   0.4800    5.853   0.7200 0.31365D-09  1  0  103.63   86.153  0.02537  262.45  261.65    6.151   29.004   13.46   377.76
 0.11215D+00   0.9813   0.4800    5.910   0.7200 0.31271D-09  1  0  103.96   86.427  0.02547  262.41  261.61    6.121   28.975   13.47   380.06
 0.11442D+00   0.9801   0.4800    5.966   0.7200 0.31187D-09  1  0  104.26   86.674  0.02556  262.36  261.58    6.093   28.949   13.47   382.35
