R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
  time_Gyr   Prad    Ptidal    Fcore     Pint     Hint     conv melt P(MPa)   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid   T_core
 0.10000D-01   1.0375   0.0000    0.746   0.8000 0.28581D-08  0  0   12.05   10.000  0.01187  272.25  267.28   31.898   57.617   10.00   273.88
 0.12270D-01   1.0362   0.0000    1.398   0.8000 0.18226D-08  0  0   18.97   15.739  0.01239  271.66  267.41   15.405   41.222   15.74   275.51
 0.14540D-01   1.0349   0.0000    1.745   0.8000 0.14523D-08  1  0   23.43   19.804  0.01279  271.23  267.39   13.785   39.563   10.87   277.14
 0.16810D-01   1.0336   0.0000    2.031   0.8000 0.12238D-08  1  0   27.96   23.558  0.01317  270.83  267.31   12.792   38.535   11.10   278.77
 0.19080D-01   1.0324   0.0000    2.274   0.8000 0.10690D-08  1  0   32.15   27.030  0.01355  270.45  267.20   12.012   37.726   11.29   280.39
 0.21350D-01   1.0311   0.0000    2.487   0.8000 0.95731D-09  1  0   36.04   30.247  0.01391  270.09  267.08   11.375   37.064   11.45   282.01
 0.23620D-01   1.0298   0.0000    2.676   0.8000 0.87288D-09  1  0   39.65   33.236  0.01427  269.75  266.94   10.839   36.509   11.57   283.64
 0.25890D-01   1.0285   0.0000    2.849   0.8000 0.80682D-09  1  0   43.02   36.022  0.01462  269.43  266.80   10.379   36.032   11.68   285.25
 0.28160D-01   1.0273   0.0000    3.007   0.8000 0.75375D-09  1  0   46.16   38.623  0.01496  269.13  266.66    9.977   35.616   11.78   286.87
 0.30430D-01   1.0260   0.0000    3.153   0.8000 0.71019D-09  1  0   49.10   41.057  0.01529  268.84  266.52    9.622   35.249   11.86   288.49
 0.32700D-01   1.0247   0.0000    3.290   0.8000 0.67381D-09  1  0   51.86   43.337  0.01561  268.57  266.38    9.304   34.921   11.94   290.10
 0.34970D-01   1.0234   0.0000    3.418   0.8000 0.64300D-09  1  0   54.45   45.476  0.01593  268.31  266.24    9.018   34.626   12.00   291.71
 0.37240D-01   1.0222   0.0000    3.539   0.8000 0.61660D-09  1  0   56.88   47.485  0.01623  268.06  266.11    8.757   34.359   12.06   293.32
 0.39510D-01   1.0209   0.0000    3.654   0.8000 0.59374D-09  1  0   59.17   49.374  0.01653  267.82  265.98    8.520   34.115   12.12   294.92
 0.41780D-01   1.0196   0.0000    3.762   0.8000 0.57379D-09  1  0   61.32   51.150  0.01682  267.60  265.85    8.301   33.892   12.16   296.53
 0.44050D-01   1.0184   0.0000    3.866   0.8000 0.55624D-09  1  0   63.34   52.820  0.01710  267.38  265.73    8.100   33.687   12.21   298.13
 0.46320D-01   1.0171   0.0000    3.965   0.8000 0.54071D-09  1  0   65.24   54.393  0.01737  267.18  265.61    7.914   33.498   12.25   299.73
 0.48590D-01   1.0159   0.0000    4.060   0.8000 0.52688D-09  1  0   67.04   55.874  0.01764  266.99  265.49    7.742   33.324   12.29   301.33
 0.50860D-01   1.0146   0.0000    4.151   0.8000 0.51452D-09  1  0   68.73   57.268  0.01789  266.80  265.38    7.582   33.162   12.32   302.93
 0.53130D-01   1.0134   0.0000    4.238   0.8000 0.50342D-09  1  0   70.32   58.580  0.01814  266.63  265.28    7.432   33.011   12.36   304.52
 0.55400D-01   1.0121   0.0000    4.322   0.8000 0.49342D-09  1  0   71.81   59.816  0.01838  266.46  265.17    7.293   32.871   12.39   306.12
 0.57670D-01   1.0109   0.0000    4.404   0.8000 0.48437D-09  1  0   73.22   60.979  0.01861  266.30  265.08    7.163   32.740   12.41   307.71
 0.59940D-01   1.0096   0.0000    4.482   0.8000 0.47617D-09  1  0   74.55   62.073  0.01883  266.15  264.98    7.042   32.619   12.44   309.30
 0.62210D-01   1.0084   0.0000    4.558   0.8000 0.46872D-09  1  0   75.80   63.103  0.01905  266.01  264.89    6.928   32.505   12.46   310.88
 0.64480D-01   1.0071   0.0000    4.632   0.8000 0.46193D-09  1  0   76.97   64.071  0.01925  265.88  264.81    6.822   32.399   12.49   312.47
 0.66750D-01   1.0059   0.0000    4.703   0.8000 0.45573D-09  1  0   78.08   64.980  0.01945  265.75  264.73    6.722   32.300   12.51   314.05
 0.69020D-01   1.0046   0.0000    4.772   0.8000 0.45007D-09  1  0   79.11   65.835  0.01963  265.63  264.65    6.629   32.208   12.53   315.63
 0.71290D-01   1.0034   0.0000    4.839   0.8000 0.44488D-09  1  0   80.09   66.636  0.01981  265.52  264.58    6.542   32.121   12.55   317.21
 0.73560D-01   1.0021   0.0000    4.905   0.8000 0.44013D-09  1  0   81.00   67.388  0.01998  265.41  264.51    6.460   32.040   12.56   318.79
 0.75830D-01   1.0009   0.0000    4.968   0.8000 0.43578D-09  1  0   81.85   68.093  0.02015  265.31  264.45    6.384   31.965   12.58   320.36
 0.78100D-01   0.9997   0.0000    5.031   0.8000 0.43179D-09  1  0   82.66   68.752  0.02030  265.21  264.38    6.312   31.895   12.59   321.94
 0.80370D-01   0.9984   0.0000    5.091   0.8000 0.42812D-09  1  0   83.40   69.369  0.02045  265.12  264.33    6.246   31.829   12.61   323.51
 0.82640D-01   0.9972   0.0000    5.150   0.8000 0.42475D-09  1  0   84.10   69.945  0.02059  265.04  264.27    6.184   31.768   12.62   325.08
 0.84910D-01   0.9960   0.0000    5.208   0.8000 0.42166D-09  1  0   84.76   70.482  0.02072  264.96  264.22    6.126   31.711   12.63   326.65
 0.87180D-01   0.9947   0.0000    5.264   0.8000 0.41883D-09  1  0   85.36   70.982  0.02084  264.88  264.17    6.072   31.658   12.64   328.21
 0.89450D-01   0.9935   0.0000    5.319   0.8000 0.41623D-09  1  0   85.93   71.447  0.02096  264.81  264.13    6.022   31.609   12.65   329.77
 0.91720D-01   0.9923   0.0000    5.373   0.8000 0.41384D-09  1  0   86.45   71.879  0.02107  264.75  264.08    5.975   31.564   12.66   331.34
 0.93990D-01   0.9911   0.0000    5.426   0.8000 0.41166D-09  1  0   86.94   72.279  0.02117  264.69  264.05    5.932   31.521   12.67   332.90
