R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.90872D-09 0.25750D+13 0.10000D+13   0.0300  1  107.870  0.07386  252.88  261.42    0.000   84.093    3.52
 0.91567D-09 0.25875D+13 0.10000D+13   0.0300  1  107.548  0.07338  253.02  261.57    0.000   84.502    3.51
 0.92266D-09 0.26000D+13 0.10000D+13   0.0300  1  107.226  0.07291  253.15  261.71    0.000   84.910    3.49
 0.92969D-09 0.26125D+13 0.10000D+13   0.0300  1  106.904  0.07245  253.29  261.86    0.000   85.318    3.48
 0.93677D-09 0.26250D+13 0.10000D+13   0.0300  1  106.582  0.07200  253.42  262.00    0.000   85.726    3.46
 0.94388D-09 0.26375D+13 0.10000D+13   0.0300  1  106.260  0.07154  253.55  262.14    0.000   86.134    3.45
 0.95104D-09 0.26500D+13 0.10000D+13   0.0300  1  105.938  0.07110  253.68  262.28    0.000   86.543    3.44
 0.95823D-09 0.26625D+13 0.10000D+13   0.0300  1  105.616  0.07066  253.81  262.42    0.000   86.951    3.42
 0.96547D-09 0.26750D+13 0.10000D+13   0.0300  1  105.294  0.07022  253.93  262.55    0.000   87.359    3.41
 0.97275D-09 0.26875D+13 0.10000D+13   0.0300  1  104.972  0.06979  254.06  262.69    0.000   87.767    3.40
 0.98008D-09 0.27000D+13 0.10000D+13   0.0300  1  104.650  0.06937  254.18  262.83    0.000   88.176    3.38
 0.98745D-09 0.27125D+13 0.10000D+13   0.0300  1  104.328  0.06895  254.31  262.96    0.000   88.584    3.37
 0.99486D-09 0.27250D+13 0.10000D+13   0.0300  1  104.006  0.06853  254.43  263.10    0.000   88.992    3.36
 0.10023D-08 0.27375D+13 0.10000D+13   0.0300  1  103.684  0.06812  254.55  263.23    0.000   89.400    3.35
 0.10098D-08 0.27500D+13 0.10000D+13   0.0300  1  103.362  0.06772  254.67  263.36    0.000   89.808    3.34
 0.10174D-08 0.27625D+13 0.10000D+13   0.0300  1  103.040  0.06732  254.79  263.49    0.000   90.217    3.32
 0.10250D-08 0.27750D+13 0.10000D+13   0.0300  1  102.718  0.06692  254.91  263.62    0.000   90.625    3.31
 0.10326D-08 0.27875D+13 0.10000D+13   0.0300  1  102.396  0.06653  255.03  263.75    0.000   91.033    3.30
 0.10403D-08 0.28000D+13 0.10000D+13   0.0300  1  102.074  0.06614  255.14  263.88    0.000   91.441    3.29
 0.10480D-08 0.28125D+13 0.10000D+13   0.0300  1  101.752  0.06576  255.26  264.01    0.000   91.850    3.28
 0.10558D-08 0.28250D+13 0.10000D+13   0.0300  1  101.430  0.06538  255.37  264.13    0.000   92.258    3.27
 0.10636D-08 0.28375D+13 0.10000D+13   0.0300  1  101.108  0.06500  255.48  264.26    0.000   92.666    3.25
 0.10715D-08 0.28500D+13 0.10000D+13   0.0300  1  100.786  0.06463  255.59  264.38    0.000   93.074    3.24
 0.10794D-08 0.28625D+13 0.10000D+13   0.0300  1  100.464  0.06426  255.70  264.51    0.000   93.482    3.23
 0.10874D-08 0.28750D+13 0.10000D+13   0.0300  1  100.142  0.06390  255.81  264.63    0.000   93.891    3.22
 0.10954D-08 0.28875D+13 0.10000D+13   0.0300  1   99.820  0.06354  255.92  264.75    0.000   94.299    3.21
 0.11068D-08 0.29000D+13 0.10000D+13   0.0300  1   99.176  0.06284  256.14  264.91    0.000   94.707    3.20
 0.11150D-08 0.29125D+13 0.10000D+13   0.0300  1   98.854  0.06249  256.24  265.03    0.000   95.115    3.19
 0.11232D-08 0.29250D+13 0.10000D+13   0.0300  1   98.532  0.06215  256.35  265.15    0.000   95.523    3.18
 0.11314D-08 0.29375D+13 0.10000D+13   0.0300  1   98.210  0.06181  256.45  265.26    0.000   95.932    3.17
 0.11397D-08 0.29500D+13 0.10000D+13   0.0300  1   97.888  0.06147  256.56  265.38    0.000   96.340    3.16
 0.11481D-08 0.29625D+13 0.10000D+13   0.0300  1   97.566  0.06114  256.66  265.50    0.000   96.748    3.15
 0.11565D-08 0.29750D+13 0.10000D+13   0.0300  1   97.244  0.06081  256.76  265.61    0.000   97.156    3.14
 0.11686D-08 0.29875D+13 0.10000D+13   0.0300  1   96.600  0.06016  256.96  265.76    0.000   97.565    3.13
 0.11772D-08 0.30000D+13 0.10000D+13   0.0300  1   96.278  0.05984  257.06  265.88    0.000   97.973    3.12
