R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
   zbot    P(MPa) Hint     conv melt pCLA   Tbot     Tm     etam        k   Fcond_bot Fcond_top   Fbot     Ftop    dlid z_topTBL z_botTBL
    0.00   -0.00 0.11024D-05  0  0  0.01847  273.16  261.49 0.32472D+15  2.168    0.000    0.000    0.000    0.000    0.00    0.00    0.00
    0.32    0.39 0.11026D-06  0  0  0.01851  273.12  265.26 0.21885D+15  2.168 1398.183 1397.607 1381.850 1413.938    0.32    0.32    0.32
    0.64    0.77 0.55143D-07  0  0  0.01856  273.09  265.87 0.20505D+15  2.168  699.103  698.526  682.765  714.859    0.64    0.64    0.64
    0.97    1.16 0.36770D-07  0  0  0.01860  273.06  266.26 0.19656D+15  2.168  466.076  465.499  449.734  481.835    0.97    0.97    0.97
    1.29    1.55 0.27583D-07  0  0  0.01864  273.02  266.54 0.19036D+15  2.169  349.562  348.986  333.215  365.323    1.29    1.29    1.29
    1.61    1.94 0.22071D-07  0  0  0.01868  272.99  266.77 0.18548D+15  2.169  279.654  279.077  263.303  295.417    1.61    1.61    1.61
    1.93    2.33 0.18396D-07  0  0  0.01872  272.96  266.96 0.18144D+15  2.169  233.048  232.472  216.693  248.814    1.93    1.93    1.93
    2.25    2.71 0.15771D-07  0  0  0.01877  272.93  267.12 0.17799D+15  2.170  199.759  199.182  183.398  215.527    2.25    2.25    2.25
    2.58    3.10 0.13803D-07  0  0  0.01881  272.89  267.26 0.17497D+15  2.170  174.791  174.215  158.426  190.562    2.58    2.58    2.58
    2.90    3.49 0.12272D-07  0  0  0.01885  272.86  267.39 0.17230D+15  2.170  155.372  154.796  139.003  171.145    2.90    2.90    2.90
    3.22    3.88 0.11047D-07  0  0  0.01889  272.83  267.50 0.16990D+15  2.170  139.837  139.261  123.463  155.612    3.22    3.22    3.22
    3.54    4.27 0.10045D-07  0  0  0.01894  272.79  267.60 0.16772D+15  2.171  127.126  126.550  110.748  142.903    3.54    3.54    3.54
    3.86    4.65 0.92095D-08  0  0  0.01898  272.76  267.69 0.16573D+15  2.171  116.534  115.957  100.151  132.313    3.86    3.86    3.86
    4.19    5.04 0.85028D-08  0  0  0.01902  272.72  267.77 0.16389D+15  2.171  107.571  106.995   91.184  123.353    4.19    4.19    4.19
    4.51    5.43 0.78971D-08  0  0  0.01907  272.69  267.84 0.16218D+15  2.171   99.888   99.312   83.497  115.673    4.51    4.51    4.51
    4.83    5.82 0.73721D-08  0  0  0.01911  272.66  267.91 0.16058D+15  2.172   93.230   92.654   76.834  109.017    4.83    4.83    4.83
    5.15    6.21 0.69128D-08  0  0  0.01916  272.62  267.98 0.15909D+15  2.172   87.404   86.828   71.004  103.193    5.15    5.15    5.15
    5.47    6.59 0.65075D-08  0  0  0.01920  272.59  268.03 0.15768D+15  2.172   82.264   81.688   65.858   98.055    5.47    5.47    5.47
    5.80    6.98 0.61473D-08  0  0  0.01924  272.56  268.09 0.15636D+15  2.173   77.695   77.119   61.285   93.488    5.80    5.80    5.80
    6.12    7.37 0.58249D-08  0  0  0.01929  272.52  268.14 0.15510D+15  2.173   73.606   73.030   57.192   89.402    6.12    6.12    6.12
    6.44    7.76 0.55348D-08  0  0  0.01933  272.49  268.19 0.15391D+15  2.173   69.926   69.351   53.507   85.725    6.44    6.44    6.44
    6.76    8.15 0.52723D-08  0  0  0.01938  272.45  268.23 0.15277D+15  2.173   66.597   66.022   50.174   82.398    6.76    6.76    6.76
    7.08    8.54 0.50337D-08  0  0  0.01942  272.42  268.27 0.15169D+15  2.174   63.571   62.995   47.143   79.373    7.08    7.08    7.08
    7.41    8.92 0.48159D-08  0  0  0.01947  272.39  268.31 0.15065D+15  2.174   60.807   60.232   44.375   76.612    7.41    7.41    7.41
    7.73    9.31 0.46162D-08  0  0  0.01951  272.35  268.35 0.14966D+15  2.174   58.274   57.699   41.837   74.081    7.73    7.73    7.73
    8.05    9.70 0.44324D-08  0  0  0.01956  272.32  268.38 0.14871D+15  2.175   55.944   55.368   39.502   71.753    8.05    8.05    8.05
    8.37   10.09 0.42628D-08  0  0  0.01961  272.28  268.42 0.14780D+15  2.175   53.792   53.217   37.346   69.604    8.37    8.37    8.37
    8.69   10.48 0.41058D-08  0  0  0.01965  272.25  268.45 0.14692D+15  2.175   51.801   51.225   35.350   67.615    8.69    8.69    8.69
    9.02   10.86 0.39600D-08  0  0  0.01970  272.21  268.47 0.14607D+15  2.176   49.951   49.376   33.496   65.767    9.02    9.02    9.02
    9.34   11.25 0.38242D-08  0  0  0.01975  272.18  268.50 0.14525D+15  2.176   48.229   47.653   31.769   64.048    9.34    9.34    9.34
    9.66   11.64 0.36975D-08  0  0  0.01979  272.14  268.53 0.14446D+15  2.176   46.621   46.046   30.157   62.443    9.66    9.66    9.66
    9.98   12.03 0.35790D-08  0  0  0.01984  272.11  268.55 0.14369D+15  2.176   45.118   44.543   28.649   60.941    9.98    9.98    9.98
   10.30   12.42 0.34679D-08  0  0  0.01989  272.08  268.57 0.14295D+15  2.177   43.708   43.133   27.235   59.534   10.30   10.30   10.30
   10.63   12.80 0.33635D-08  0  0  0.01993  272.04  268.59 0.14223D+15  2.177   42.384   41.809   25.906   58.212   10.63   10.63   10.63
   10.95   13.19 0.32652D-08  0  0  0.01998  272.01  268.61 0.14154D+15  2.177   41.137   40.562   24.655   56.968   10.95   10.95   10.95
   11.27   13.58 0.31726D-08  0  0  0.02003  271.97  268.63 0.14086D+15  2.178   39.962   39.387   23.475   55.795   11.27   11.27   11.27
   11.59   13.97 0.30851D-08  0  0  0.02008  271.94  268.64 0.14020D+15  2.178   38.852   38.277   22.361   54.687   11.59   11.59   11.59
   11.91   14.36 0.30023D-08  0  0  0.02013  271.90  268.66 0.13956D+15  2.178   37.802   37.228   21.306   53.640   11.91   11.91   11.91
   12.24   14.74 0.29239D-08  0  0  0.02017  271.87  268.68 0.13894D+15  2.178   36.808   36.233   20.307   52.647   12.24   12.24   12.24
   12.56   15.13 0.28495D-08  0  0  0.02022  271.83  268.69 0.13834D+15  2.179   35.864   35.289   19.359   51.706   12.56   12.56   12.56
   12.88   15.52 0.27789D-08  0  0  0.02027  271.79  268.70 0.13775D+15  2.179   34.968   34.393   18.458   50.812   12.88   12.88   12.88
   13.20   15.91 0.27117D-08  0  0  0.02032  271.76  268.71 0.13717D+15  2.179   34.115   33.540   17.600   49.961   13.20   13.20   13.20
   13.52   16.30 0.26476D-08  0  0  0.02037  271.72  268.72 0.13661D+15  2.180   33.303   32.728   16.784   49.152   13.52   13.52   13.52
   13.85   16.68 0.25866D-08  0  0  0.02042  271.69  268.73 0.13606D+15  2.180   32.528   31.954   16.005   48.379   13.85   13.85   13.85
   14.17   17.07 0.25283D-08  0  0  0.02047  271.65  268.74 0.13553D+15  2.180   31.789   31.215   15.261   47.643   14.17   14.17   14.17
   14.49   17.46 0.24727D-08  0  0  0.02052  271.62  268.75 0.13501D+15  2.181   31.083   30.508   14.550   46.938   14.49   14.49   14.49
   14.81   17.85 0.24194D-08  0  0  0.02057  271.58  268.76 0.13450D+15  2.181   30.407   29.833   13.869   46.265   14.81   14.81   14.81
   15.13   18.24 0.23684D-08  0  0  0.02062  271.55  268.77 0.13400D+15  2.181   29.760   29.186   13.218   45.620   15.13   15.13   15.13
   15.46   18.63 0.23196D-08  0  0  0.02067  271.51  268.77 0.13351D+15  2.181   29.140   28.566   12.593   45.003   15.46   15.46   15.46
   15.78   19.01 0.22727D-08  0  0  0.02072  271.47  268.78 0.13303D+15  2.182   28.545   27.971   11.994   44.410   15.78   15.78   15.78
   16.10   19.40 0.22277D-08  0  0  0.02077  271.44  268.78 0.13256D+15  2.182   27.974   27.400   11.419   43.842   16.10   16.10   16.10
   16.42   19.79 0.21845D-08  0  0  0.02082  271.40  268.79 0.13210D+15  2.182   27.426   26.852   10.865   43.296   16.42   16.42   16.42
   16.74   20.18 0.21429D-08  0  0  0.02087  271.37  268.79 0.13165D+15  2.183   26.898   26.324   10.333   42.770   16.74   16.74   16.74
   17.07   20.18 0.21029D-08  1  0  0.02093  271.33  268.79 0.13121D+15  2.183   26.391   25.817   10.203   42.639   10.11   14.53   16.42
   17.39   20.57 0.20644D-08  1  0  0.02098  271.29  268.80 0.13078D+15  2.183   25.902   25.328   10.092   42.526   10.13   14.47   16.74
   17.71   20.96 0.20273D-08  1  0  0.02103  271.26  268.80 0.13036D+15  2.184   25.431   24.857    9.983   42.416   10.15   14.40   17.07
   18.03   21.35 0.19915D-08  1  0  0.02108  271.22  268.80 0.12994D+15  2.184   24.977   24.403    9.876   42.307   10.17   14.35   17.39
