R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
   zbot    P(MPa) Hint     conv melt pCLA   Tbot     Tm     etam        k   Fcond_bot Fcond_top   Fbot     Ftop    dlid z_topTBL z_botTBL
    0.00   -0.00 0.92604D-06  0  0  0.01105  273.24  261.57 0.32206D+15  2.167    0.000    0.000    0.000    0.000    0.00    0.00    0.00
    0.32    0.39 0.92621D-07  0  0  0.01108  273.21  264.78 0.23005D+15  2.167 1398.882 1398.305 1385.162 1412.023    0.32    0.32    0.32
    0.64    0.77 0.46320D-07  0  0  0.01110  273.18  265.30 0.21738D+15  2.167  699.459  698.882  685.735  712.602    0.64    0.64    0.64
    0.97    1.16 0.30886D-07  0  0  0.01113  273.15  265.63 0.20950D+15  2.168  466.317  465.740  452.590  479.462    0.97    0.97    0.97
    1.29    1.55 0.23170D-07  0  0  0.01115  273.12  265.88 0.20371D+15  2.168  349.747  349.170  336.015  362.893    1.29    1.29    1.29
    1.61    1.94 0.18539D-07  0  0  0.01118  273.08  266.07 0.19911D+15  2.168  279.804  279.227  266.069  292.953    1.61    1.61    1.61
    1.93    2.33 0.15453D-07  0  0  0.01120  273.05  266.24 0.19529D+15  2.168  233.176  232.599  219.437  246.326    1.93    1.93    1.93
    2.25    2.71 0.13248D-07  0  0  0.01123  273.02  266.37 0.19202D+15  2.169  199.870  199.293  186.127  213.022    2.25    2.25    2.25
    2.58    3.10 0.11594D-07  0  0  0.01125  272.99  266.49 0.18915D+15  2.169  174.890  174.313  161.144  188.045    2.58    2.58    2.58
    2.90    3.49 0.10308D-07  0  0  0.01128  272.96  266.60 0.18659D+15  2.169  155.462  154.885  141.711  168.618    2.90    2.90    2.90
    3.22    3.88 0.92793D-08  0  0  0.01131  272.93  266.69 0.18429D+15  2.170  139.919  139.342  126.165  153.077    3.22    3.22    3.22
    3.54    4.27 0.84375D-08  0  0  0.01133  272.89  266.78 0.18220D+15  2.170  127.202  126.625  113.444  140.362    3.54    3.54    3.54
    3.86    4.65 0.77360D-08  0  0  0.01136  272.86  266.85 0.18027D+15  2.170  116.604  116.028  102.843  129.766    3.86    3.86    3.86
    4.19    5.04 0.71424D-08  0  0  0.01138  272.83  266.92 0.17849D+15  2.170  107.637  107.061   93.872  120.801    4.19    4.19    4.19
    4.51    5.43 0.66336D-08  0  0  0.01141  272.80  266.98 0.17683D+15  2.171   99.951   99.374   86.182  113.117    4.51    4.51    4.51
    4.83    5.82 0.61926D-08  0  0  0.01144  272.77  267.04 0.17529D+15  2.171   93.290   92.713   79.517  106.458    4.83    4.83    4.83
    5.15    6.21 0.58068D-08  0  0  0.01146  272.74  267.10 0.17383D+15  2.171   87.461   86.884   73.684  100.631    5.15    5.15    5.15
    5.47    6.59 0.54663D-08  0  0  0.01149  272.70  267.14 0.17246D+15  2.171   82.318   81.742   68.537   95.490    5.47    5.47    5.47
    5.80    6.98 0.51637D-08  0  0  0.01151  272.67  267.19 0.17117D+15  2.172   77.746   77.170   63.962   90.920    5.80    5.80    5.80
    6.12    7.37 0.48929D-08  0  0  0.01154  272.64  267.23 0.16994D+15  2.172   73.656   73.080   59.868   86.832    6.12    6.12    6.12
    6.44    7.76 0.46492D-08  0  0  0.01157  272.61  267.27 0.16877D+15  2.172   69.975   69.398   56.183   83.152    6.44    6.44    6.44
    6.76    8.15 0.44288D-08  0  0  0.01159  272.57  267.31 0.16765D+15  2.173   66.644   66.068   52.848   79.824    6.76    6.76    6.76
    7.08    8.54 0.42283D-08  0  0  0.01162  272.54  267.34 0.16659D+15  2.173   63.616   63.040   49.816   76.798    7.08    7.08    7.08
    7.41    8.92 0.40453D-08  0  0  0.01165  272.51  267.37 0.16557D+15  2.173   60.851   60.275   47.048   74.035    7.41    7.41    7.41
    7.73    9.31 0.38776D-08  0  0  0.01168  272.48  267.40 0.16459D+15  2.173   58.317   57.741   44.510   71.502    7.73    7.73    7.73
    8.05    9.70 0.37232D-08  0  0  0.01170  272.45  267.43 0.16365D+15  2.174   55.985   55.409   42.174   69.173    8.05    8.05    8.05
    8.37   10.09 0.35808D-08  0  0  0.01173  272.41  267.46 0.16274D+15  2.174   53.833   53.257   40.018   67.022    8.37    8.37    8.37
    8.69   10.48 0.34489D-08  0  0  0.01176  272.38  267.48 0.16187D+15  2.174   51.840   51.264   38.022   65.032    8.69    8.69    8.69
    9.02   10.86 0.33264D-08  0  0  0.01179  272.35  267.50 0.16102D+15  2.174   49.990   49.414   36.167   63.183    9.02    9.02    9.02
    9.34   11.25 0.32123D-08  0  0  0.01181  272.31  267.52 0.16021D+15  2.175   48.267   47.691   34.441   61.462    9.34    9.34    9.34
    9.66   11.64 0.31059D-08  0  0  0.01184  272.28  267.54 0.15942D+15  2.175   46.659   46.083   32.829   59.856    9.66    9.66    9.66
    9.98   12.03 0.30063D-08  0  0  0.01187  272.25  267.56 0.15866D+15  2.175   45.154   44.579   31.321   58.354    9.98    9.98    9.98
   10.30   12.42 0.29130D-08  0  0  0.01190  272.22  267.58 0.15792D+15  2.176   43.744   43.168   29.906   56.945   10.30   10.30   10.30
   10.63   12.80 0.28253D-08  0  0  0.01193  272.18  267.59 0.15720D+15  2.176   42.419   41.844   28.578   55.622   10.63   10.63   10.63
   10.95   13.19 0.27428D-08  0  0  0.01195  272.15  267.61 0.15650D+15  2.176   41.172   40.597   27.327   54.377   10.95   10.95   10.95
   11.27   13.58 0.26650D-08  0  0  0.01198  272.12  267.62 0.15583D+15  2.176   39.997   39.421   26.147   53.204   11.27   11.27   11.27
   11.59   13.97 0.25915D-08  0  0  0.01201  272.09  267.63 0.15517D+15  2.177   38.886   38.311   25.033   52.095   11.59   11.59   11.59
   11.91   14.36 0.25220D-08  0  0  0.01204  272.05  267.65 0.15452D+15  2.177   37.836   37.261   23.979   51.047   11.91   11.91   11.91
   12.24   14.74 0.24561D-08  0  0  0.01207  272.02  267.66 0.15390D+15  2.177   36.841   36.266   22.980   50.054   12.24   12.24   12.24
   12.56   15.13 0.23936D-08  0  0  0.01210  271.99  267.67 0.15329D+15  2.178   35.897   35.321   22.032   49.112   12.56   12.56   12.56
   12.88   15.52 0.23343D-08  0  0  0.01213  271.95  267.67 0.15269D+15  2.178   35.000   34.425   21.132   48.217   12.88   12.88   12.88
   13.20   15.91 0.22778D-08  0  0  0.01216  271.92  267.68 0.15211D+15  2.178   34.147   33.572   20.275   47.365   13.20   13.20   13.20
   13.52   16.30 0.22240D-08  0  0  0.01219  271.89  267.69 0.15154D+15  2.178   33.334   32.759   19.458   46.555   13.52   13.52   13.52
   13.85   16.68 0.21727D-08  0  0  0.01222  271.85  267.70 0.15099D+15  2.179   32.559   31.984   18.680   45.782   13.85   13.85   13.85
   14.17   17.07 0.21238D-08  0  0  0.01224  271.82  267.70 0.15045D+15  2.179   31.820   31.245   17.936   45.044   14.17   14.17   14.17
   14.49   17.46 0.20770D-08  0  0  0.01227  271.79  267.71 0.14992D+15  2.179   31.113   30.538   17.226   44.340   14.49   14.49   14.49
   14.81   17.85 0.20323D-08  0  0  0.01230  271.75  267.71 0.14940D+15  2.180   30.437   29.862   16.546   43.666   14.81   14.81   14.81
   15.13   18.24 0.19895D-08  0  0  0.01233  271.72  267.71 0.14889D+15  2.180   29.790   29.215   15.895   43.021   15.13   15.13   15.13
   15.46   18.63 0.19484D-08  0  0  0.01236  271.69  267.72 0.14839D+15  2.180   29.170   28.595   15.271   42.402   15.46   15.46   15.46
   15.78   19.01 0.19091D-08  0  0  0.01239  271.65  267.72 0.14790D+15  2.180   28.575   28.000   14.672   41.809   15.78   15.78   15.78
   16.10   18.97 0.18713D-08  1  0  0.01243  271.62  267.72 0.14743D+15  2.181   28.004   27.429   14.150   41.292   10.46   14.49   15.38
   16.42   19.36 0.18350D-08  1  0  0.01246  271.59  267.72 0.14696D+15  2.181   27.455   26.880   14.034   41.172   10.49   14.44   15.71
   16.74   19.75 0.18000D-08  1  0  0.01249  271.55  267.72 0.14650D+15  2.181   26.927   26.353   13.920   41.056   10.51   14.38   16.03
   17.07   20.14 0.17664D-08  1  0  0.01252  271.52  267.72 0.14604D+15  2.182   26.420   25.845   13.809   40.941   10.54   14.34   16.35
   17.39   20.53 0.17341D-08  1  0  0.01255  271.48  267.72 0.14560D+15  2.182   25.931   25.356   13.700   40.829   10.56   14.29   16.67
