R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.53346D-09 0.13125D+13 0.32000D+14   0.0300  1   92.736  0.05653  258.11  263.30    0.000   42.863    8.92
 0.57028D-09 0.13250D+13 0.32000D+14   0.0300  1   87.262  0.05205  259.59  263.97    0.000   43.271    8.86
 0.60082D-09 0.13375D+13 0.32000D+14   0.0300  1   83.398  0.04927  260.53  264.44    0.000   43.680    8.81
 0.62708D-09 0.13500D+13 0.32000D+14   0.0300  1   80.500  0.04737  261.20  264.79    0.000   44.088    8.76
 0.65528D-09 0.13625D+13 0.32000D+14   0.0300  1   77.602  0.04560  261.84  265.13    0.000   44.496    8.72
 0.68008D-09 0.13750D+13 0.32000D+14   0.0300  1   75.348  0.04431  262.32  265.40    0.000   44.904    8.68
 0.70639D-09 0.13875D+13 0.32000D+14   0.0300  1   73.094  0.04309  262.78  265.66    0.000   45.312    8.64
 0.73435D-09 0.14000D+13 0.32000D+14   0.0300  1   70.840  0.04193  263.23  265.91    0.000   45.721    8.61
 0.76072D-09 0.14125D+13 0.32000D+14   0.0300  1   68.908  0.04098  263.60  266.13    0.000   46.129    8.57
 0.78500D-09 0.14250D+13 0.32000D+14   0.0300  1   67.298  0.04022  263.90  266.33    0.000   46.537    8.53
 0.81044D-09 0.14375D+13 0.32000D+14   0.0300  1   65.688  0.03948  264.20  266.52    0.000   46.945    8.50
 0.86641D-09 0.14500D+13 0.32000D+14   0.0300  1   61.824  0.03782  264.88  266.93    0.498   47.813    8.42
 0.94497D-09 0.14625D+13 0.32000D+14   0.0300  1   56.994  0.03592  265.70  267.47    1.191   48.868    8.31
 0.10139D-08 0.14750D+13 0.32000D+14   0.0300  1   53.452  0.03463  266.27  267.86    1.633   49.693    8.22
 0.10790D-08 0.14875D+13 0.32000D+14   0.0300  1   50.554  0.03365  266.72  268.17    1.953   50.406    8.14
 0.11446D-08 0.15000D+13 0.32000D+14   0.0300  1   47.978  0.03281  267.11  268.44    2.216   51.069    8.07
 0.12093D-08 0.15125D+13 0.32000D+14   0.0300  1   45.724  0.03211  267.45  268.68    2.423   51.678    8.00
 0.12715D-08 0.15250D+13 0.32000D+14   0.0300  1   43.792  0.03153  267.73  268.89    2.571   52.231    7.94
 0.13394D-08 0.15375D+13 0.32000D+14   0.0300  1   41.860  0.03097  268.00  269.09    2.728   52.795    7.88
 0.14028D-08 0.15500D+13 0.32000D+14   0.0300  1   40.250  0.03052  268.23  269.26    2.823   53.299    7.82
 0.14715D-08 0.15625D+13 0.32000D+14   0.0300  1   38.640  0.03008  268.45  269.42    2.927   53.811    7.76
 0.15332D-08 0.15750D+13 0.32000D+14   0.0300  1   37.352  0.02974  268.63  269.56    2.964   54.259    7.72
 0.16133D-08 0.15875D+13 0.32000D+14   0.0300  1   35.742  0.02932  268.85  269.72    3.087   54.791    7.66
 0.16854D-08 0.16000D+13 0.32000D+14   0.0300  1   34.454  0.02899  269.02  269.85    3.141   55.256    7.61
 0.17465D-08 0.16125D+13 0.32000D+14   0.0300  1   33.488  0.02875  269.15  269.96    3.121   55.648    7.56
 0.18289D-08 0.16250D+13 0.32000D+14   0.0300  1   32.200  0.02843  269.32  270.08    3.191   56.129    7.51
 0.18988D-08 0.16375D+13 0.32000D+14   0.0300  1   31.234  0.02820  269.44  270.19    3.184   56.534    7.47
 0.19731D-08 0.16500D+13 0.32000D+14   0.0300  1   30.268  0.02797  269.57  270.29    3.183   56.946    7.43
 0.20523D-08 0.16625D+13 0.32000D+14   0.0300  1   29.302  0.02774  269.69  270.39    3.190   57.364    7.38
 0.21369D-08 0.16750D+13 0.32000D+14   0.0300  1   28.336  0.02752  269.81  270.48    3.204   57.790    7.34
 0.22274D-08 0.16875D+13 0.32000D+14   0.0300  1   27.370  0.02730  269.94  270.57    3.226   58.223    7.29
 0.23246D-08 0.17000D+13 0.32000D+14   0.0300  1   26.404  0.02709  270.06  270.66    3.257   58.666    7.25
 0.23992D-08 0.17125D+13 0.32000D+14   0.0300  1   25.760  0.02694  270.14  270.74    3.194   59.016    7.21
 0.25093D-08 0.17250D+13 0.32000D+14   0.0300  1   24.794  0.02673  270.26  270.82    3.242   59.474    7.17
 0.25938D-08 0.17375D+13 0.32000D+14   0.0300  1   24.150  0.02659  270.34  270.89    3.191   59.836    7.13
 0.26829D-08 0.17500D+13 0.32000D+14   0.0300  1   23.506  0.02646  270.41  270.96    3.146   60.202    7.09
 0.27771D-08 0.17625D+13 0.32000D+14   0.0300  1   22.862  0.02632  270.49  271.03    3.106   60.574    7.05
 0.28766D-08 0.17750D+13 0.32000D+14   0.0300  1   22.218  0.02619  270.57  271.09    3.072   60.952    7.02
 0.29821D-08 0.17875D+13 0.32000D+14   0.0300  1   21.574  0.02605  270.65  271.16    3.044   61.336    6.98
 0.30941D-08 0.18000D+13 0.32000D+14   0.0300  1   20.930  0.02592  270.73  271.22    3.024   61.727    6.94
 0.32132D-08 0.18125D+13 0.32000D+14   0.0300  1   20.286  0.02579  270.80  271.27    3.011   62.125    6.90
 0.33400D-08 0.18250D+13 0.32000D+14   0.0300  1   19.642  0.02566  270.88  271.33    3.006   62.531    6.86
 0.34182D-08 0.18375D+13 0.32000D+14   0.0300  1   19.320  0.02559  270.92  271.39    2.872   62.810    6.84
 0.35587D-08 0.18500D+13 0.32000D+14   0.0300  1   18.676  0.02546  270.99  271.43    2.880   63.228    6.80
 0.36448D-08 0.18625D+13 0.32000D+14   0.0300  1   18.354  0.02540  271.03  271.49    2.753   63.514    6.77
 0.38012D-08 0.18750D+13 0.32000D+14   0.0300  1   17.710  0.02527  271.11  271.53    2.776   63.946    6.73
 0.38966D-08 0.18875D+13 0.32000D+14   0.0300  1   17.388  0.02521  271.15  271.58    2.657   64.239    6.70
 0.40715D-08 0.19000D+13 0.32000D+14   0.0300  1   16.744  0.02509  271.22  271.62    2.696   64.688    6.66
 0.41778D-08 0.19125D+13 0.32000D+14   0.0300  1   16.422  0.02502  271.26  271.67    2.586   64.989    6.63
 0.43749D-08 0.19250D+13 0.32000D+14   0.0300  1   15.778  0.02490  271.33  271.70    2.644   65.457    6.59
 0.44942D-08 0.19375D+13 0.32000D+14   0.0300  1   15.456  0.02484  271.37  271.74    2.543   65.767    6.56
 0.46184D-08 0.19500D+13 0.32000D+14   0.0300  1   15.134  0.02478  271.41  271.79    2.447   66.082    6.53
 0.47481D-08 0.19625D+13 0.32000D+14   0.0300  1   14.812  0.02472  271.44  271.83    2.354   66.400    6.50
 0.48835D-08 0.19750D+13 0.32000D+14   0.0300  1   14.490  0.02466  271.48  271.87    2.265   66.722    6.48
 0.50251D-08 0.19875D+13 0.32000D+14   0.0300  1   14.168  0.02460  271.52  271.90    2.180   67.047    6.45
 0.52953D-08 0.20000D+13 0.32000D+14   0.0300  1   13.524  0.02448  271.59  271.92    2.293   67.569    6.40
 0.54572D-08 0.20125D+13 0.32000D+14   0.0300  1   13.202  0.02442  271.63  271.95    2.222   67.908    6.37
 0.56272D-08 0.20250D+13 0.32000D+14   0.0300  1   12.880  0.02436  271.67  271.98    2.156   68.252    6.34
 0.56620D-08 0.20375D+13 0.32000D+14   0.0300  1   12.880  0.02436  271.67  272.04    1.886   68.395    6.33
 0.56967D-08 0.20500D+13 0.32000D+14   0.0300  1   12.880  0.02436  271.67  272.09    1.616   68.538    6.32
 0.57314D-08 0.20625D+13 0.32000D+14   0.0300  1   12.880  0.02436  271.67  272.15    1.346   68.680    6.30
 0.57662D-08 0.20750D+13 0.32000D+14   0.0300  1   12.880  0.02436  271.67  272.21    1.076   68.823    6.29
 0.58009D-08 0.20875D+13 0.32000D+14   0.0300  1   12.880  0.02436  271.67  272.26    0.805   68.965    6.28
 0.58356D-08 0.21000D+13 0.32000D+14   0.0300  1   12.880  0.02436  271.67  272.32    0.535   69.107    6.27
 0.58704D-08 0.21125D+13 0.32000D+14   0.0300  1   12.880  0.02436  271.67  272.37    0.264   69.249    6.25
 0.30522D-08 0.21250D+13 0.32000D+14   0.0300  1   25.116  0.02680  270.22  270.85   -4.449   65.091    7.04
 0.31094D-08 0.21375D+13 0.32000D+14   0.0300  1   24.794  0.02673  270.26  270.89   -4.651   65.301    7.02
 0.31680D-08 0.21500D+13 0.32000D+14   0.0300  1   24.472  0.02666  270.30  270.93   -4.854   65.511    7.00
 0.32283D-08 0.21625D+13 0.32000D+14   0.0300  1   24.150  0.02659  270.34  270.96   -5.057   65.720    6.98
 0.32901D-08 0.21750D+13 0.32000D+14   0.0300  1   23.828  0.02653  270.37  270.99   -5.261   65.929    6.96
