R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
  time_Gyr   Prad    Ptidal    Fcore     Pint     Hint     conv melt P(MPa)   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid   T_core
 0.10000D-01   1.0375   0.0900    0.811   0.5100 0.18220D-08  0  0   12.05   10.000  0.01187  272.25  265.11   36.674   52.861   10.00   274.02
 0.12270D-01   1.0362   0.0900    1.572   0.5100 0.10567D-08  1  0   20.38   17.325  0.01254  271.49  264.98   20.550   36.752   11.74   275.79
 0.14540D-01   1.0349   0.0900    2.007   0.5100 0.78499D-09  1  0   27.71   23.412  0.01316  270.84  264.73   18.812   34.908   12.26   277.57
 0.16810D-01   1.0336   0.0900    2.352   0.5100 0.63548D-09  1  0   34.46   29.025  0.01377  270.23  264.42   17.597   33.604   12.64   279.33
 0.19080D-01   1.0324   0.0900    2.642   0.5100 0.54071D-09  1  0   40.73   34.226  0.01439  269.64  264.10   16.668   32.601   12.94   281.10
 0.21350D-01   1.0311   0.0900    2.896   0.5100 0.47513D-09  1  0   46.57   39.073  0.01502  269.07  263.76   15.918   31.787   13.19   282.86
 0.23620D-01   1.0298   0.0900    3.122   0.5100 0.42696D-09  1  0   52.03   43.608  0.01565  268.53  263.41   15.288   31.101   13.40   284.63
 0.25890D-01   1.0285   0.0900    3.328   0.5100 0.39005D-09  1  0   57.16   47.867  0.01629  268.01  263.07   14.744   30.509   13.58   286.39
 0.28160D-01   1.0273   0.0900    3.518   0.5100 0.36083D-09  1  0   62.00   51.877  0.01694  267.51  262.73   14.263   29.986   13.73   288.15
 0.30430D-01   1.0260   0.0900    3.694   0.5100 0.33714D-09  1  0   66.56   55.659  0.01760  267.02  262.39   13.832   29.519   13.88   289.90
 0.32700D-01   1.0247   0.0900    3.858   0.5100 0.31753D-09  1  0   70.86   59.233  0.01827  266.54  262.06   13.439   29.094   14.01   291.66
 0.34970D-01   1.0234   0.0900    4.013   0.5100 0.30105D-09  1  0   74.94   62.613  0.01894  266.08  261.73   13.078   28.706   14.12   293.41
 0.37240D-01   1.0222   0.0900    4.159   0.5100 0.28701D-09  1  0   78.80   65.813  0.01963  265.63  261.41   12.743   28.347   14.23   295.16
 0.39510D-01   1.0209   0.0900    4.297   0.5100 0.27491D-09  1  0   82.45   68.844  0.02032  265.20  261.10   12.430   28.014   14.34   296.91
 0.41780D-01   1.0196   0.0900    4.429   0.5100 0.26440D-09  1  0   85.92   71.716  0.02102  264.77  260.79   12.136   27.702   14.43   298.65
 0.44050D-01   1.0184   0.0900    4.554   0.5100 0.25518D-09  1  0   89.20   74.438  0.02173  264.36  260.49   11.858   27.409   14.52   300.40
 0.46320D-01   1.0171   0.0900    4.674   0.5100 0.24705D-09  1  0   92.31   77.017  0.02245  263.96  260.19   11.594   27.133   14.61   302.14
 0.48590D-01   1.0159   0.0900    4.788   0.5100 0.23983D-09  1  0   95.26   79.461  0.02316  263.57  259.90   11.343   26.873   14.69   303.88
 0.50860D-01   1.0146   0.0900    4.898   0.5100 0.23339D-09  1  0   98.05   81.776  0.02389  263.20  259.62   11.103   26.625   14.77   305.62
 0.53130D-01   1.0134   0.0900    5.004   0.5100 0.22762D-09  1  0  100.70   83.969  0.02461  262.83  259.35   10.873   26.390   14.85   307.36
 0.55400D-01   1.0121   0.0900    5.105   0.5100 0.22243D-09  1  0  103.20   86.045  0.02534  262.47  259.08   10.653   26.166   14.92   309.09
 0.57670D-01   1.0109   0.0900    5.202   0.5100 0.21775D-09  1  0  105.57   88.008  0.02606  262.13  258.82   10.442   25.953   14.99   310.82
 0.59940D-01   1.0096   0.0900    5.296   0.5100 0.21351D-09  1  0  107.81   89.865  0.02678  261.79  258.57   10.239   25.749   15.06   312.55
 0.62210D-01   1.0084   0.0900    5.386   0.5100 0.20966D-09  1  0  109.93   91.619  0.02750  261.47  258.33   10.044   25.555   15.13   314.28
 0.64480D-01   1.0071   0.0900    5.473   0.5100 0.20616D-09  1  0  111.93   93.276  0.02821  261.16  258.10    9.857   25.369   15.19   316.01
 0.66750D-01   1.0059   0.0900    5.557   0.5100 0.20297D-09  1  0  113.82   94.838  0.02892  260.85  257.87    9.677   25.192   15.25   317.73
 0.69020D-01   1.0046   0.0900    5.638   0.5100 0.20006D-09  1  0  115.59   96.311  0.02961  260.56  257.65    9.504   25.023   15.31   319.46
 0.71290D-01   1.0034   0.0900    5.716   0.5100 0.19740D-09  1  0  117.27   97.697  0.03030  260.28  257.44    9.338   24.861   15.37   321.18
 0.73560D-01   1.0021   0.0900    5.792   0.5100 0.19497D-09  1  0  118.84   99.002  0.03097  260.01  257.24    9.178   24.707   15.43   322.90
 0.75830D-01   1.0009   0.0900    5.864   0.5100 0.19274D-09  1  0  120.32  100.227  0.03163  259.75  257.04    9.026   24.559   15.48   324.61
 0.78100D-01   0.9997   0.0900    5.935   0.5100 0.19069D-09  1  0  121.71  101.377  0.03228  259.50  256.86    8.880   24.419   15.53   326.33
 0.80370D-01   0.9984   0.0900    6.002   0.5100 0.18882D-09  1  0  123.02  102.456  0.03290  259.27  256.68    8.740   24.286   15.58   328.04
 0.82640D-01   0.9972   0.0900    6.068   0.5100 0.18710D-09  1  0  124.24  103.466  0.03351  259.04  256.51    8.607   24.159   15.63   329.75
 0.84910D-01   0.9960   0.0900    6.132   0.5100 0.18552D-09  1  0  125.38  104.410  0.03410  258.82  256.35    8.480   24.039   15.68   331.46
 0.87180D-01   0.9947   0.0900    6.193   0.5100 0.18407D-09  1  0  126.44  105.292  0.03467  258.62  256.19    8.360   23.925   15.72   333.17
 0.89450D-01   0.9935   0.0900    6.253   0.5100 0.18275D-09  1  0  127.44  106.115  0.03522  258.42  256.05    8.245   23.818   15.77   334.87
 0.91720D-01   0.9923   0.0900    6.310   0.5100 0.18153D-09  1  0  128.36  106.881  0.03574  258.24  255.91    8.137   23.716   15.81   336.58
 0.93990D-01   0.9911   0.0900    6.366   0.5100 0.18041D-09  1  0  129.23  107.594  0.03624  258.06  255.78    8.035   23.621   15.85   338.28
 0.96260D-01   0.9898   0.0900    6.420   0.5100 0.17938D-09  1  0  130.03  108.255  0.03672  257.90  255.65    7.938   23.531   15.88   339.98
 0.98530D-01   0.9886   0.0900    6.473   0.5100 0.17844D-09  1  0  130.77  108.869  0.03717  257.74  255.54    7.847   23.446   15.92   341.68
 0.10080D+00   0.9874   0.0900    6.524   0.5100 0.17759D-09  1  0  131.46  109.436  0.03760  257.60  255.43    7.762   23.367   15.95   343.37
 0.10307D+00   0.9862   0.0900    6.574   0.5100 0.17680D-09  1  0  132.09  109.961  0.03801  257.46  255.33    7.682   23.294   15.98   345.07
 0.10534D+00   0.9850   0.0900    6.622   0.5100 0.17608D-09  1  0  132.67  110.444  0.03839  257.33  255.24    7.608   23.225   16.01   346.76
 0.10761D+00   0.9838   0.0900    6.669   0.5100 0.17543D-09  1  0  133.21  110.888  0.03875  257.21  255.15    7.539   23.161   16.04   348.45
 0.10988D+00   0.9826   0.0900    6.715   0.5100 0.17483D-09  1  0  133.71  111.296  0.03908  257.10  255.07    7.475   23.102   16.06   350.14
 0.11215D+00   0.9813   0.0900    6.760   0.5100 0.17429D-09  1  0  134.16  111.669  0.03939  257.00  254.99    7.415   23.048   16.09   351.82
 0.11442D+00   0.9801   0.0900    6.804   0.5100 0.17380D-09  1  0  134.57  112.010  0.03968  256.91  254.92    7.360   22.997   16.11   353.51
 0.11669D+00   0.9789   0.0900    6.847   0.5100 0.17335D-09  1  0  134.95  112.320  0.03995  256.82  254.86    7.310   22.951   16.13   355.19
 0.11896D+00   0.9777   0.0900    6.890   0.5100 0.17295D-09  1  0  135.29  112.602  0.04019  256.75  254.80    7.264   22.910   16.15   356.87
 0.12123D+00   0.9765   0.0900    6.931   0.5100 0.17259D-09  1  0  135.60  112.856  0.04041  256.67  254.75    7.223   22.871   16.16   358.55
 0.12350D+00   0.9753   0.0900    6.972   0.5100 0.17227D-09  1  0  135.87  113.084  0.04062  256.61  254.70    7.185   22.837   16.18   360.22
 0.12577D+00   0.9741   0.0900    7.011   0.5100 0.17198D-09  1  0  136.12  113.289  0.04080  256.55  254.66    7.151   22.806   16.19   361.90
 0.12804D+00   0.9729   0.0900    7.051   0.5100 0.17173D-09  1  0  136.34  113.471  0.04096  256.50  254.62    7.120   22.778   16.20   363.57
 0.13031D+00   0.9717   0.0900    7.089   0.5100 0.17150D-09  1  0  136.54  113.632  0.04111  256.45  254.59    7.093   22.754   16.21   365.24
 0.13258D+00   0.9705   0.0900    7.127   0.5100 0.17130D-09  1  0  136.71  113.773  0.04124  256.41  254.56    7.069   22.732   16.22   366.91
 0.13485D+00   0.9693   0.0900    7.165   0.5100 0.17113D-09  1  0  136.86  113.895  0.04135  256.38  254.53    7.049   22.713   16.23   368.58
 0.13712D+00   0.9681   0.0900    7.202   0.5100 0.17099D-09  1  0  136.98  114.000  0.04145  256.35  254.51    7.031   22.697   16.24   370.24
 0.13939D+00   0.9670   0.0900    7.239   0.5100 0.17086D-09  1  0  137.09  114.088  0.04153  256.32  254.49    7.016   22.683   16.25   371.91
 0.14166D+00   0.9658   0.0900    7.275   0.5100 0.17076D-09  1  0  137.18  114.162  0.04160  256.30  254.47    7.003   22.672   16.25   373.57
 0.14393D+00   0.9646   0.0900    7.311   0.5100 0.17068D-09  1  0  137.25  114.220  0.04165  256.28  254.46    6.993   22.663   16.26   375.23
 0.14620D+00   0.9634   0.0900    7.346   0.5100 0.17062D-09  1  0  137.30  114.265  0.04169  256.27  254.45    6.986   22.656   16.26   376.89
 0.14847D+00   0.9622   0.0900    7.381   0.5100 0.17057D-09  1  0  137.34  114.298  0.04172  256.26  254.44    6.980   22.651   16.26   378.54
 0.15074D+00   0.9610   0.0900    7.416   0.5100 0.17055D-09  1  0  137.37  114.319  0.04174  256.25  254.44    6.976   22.647   16.26   380.20
 0.15301D+00   0.9599   0.0900    7.450   0.5100 0.17053D-09  1  0  137.38  114.328  0.04175  256.25  254.44    6.975   22.646   16.26   381.85
 0.15528D+00   0.9587   0.0900    7.484   0.5100 0.17053D-09  1  0  137.38  114.328  0.04175  256.25  254.44    6.975   22.646   16.26   383.50
 0.15755D+00   0.9575   0.0900    7.518   0.5100 0.17055D-09  1  0  137.37  114.317  0.04174  256.25  254.44    6.977   22.648   16.26   385.15
 0.15982D+00   0.9563   0.0900    7.552   0.5100 0.17058D-09  1  0  137.34  114.297  0.04172  256.26  254.44    6.980   22.651   16.26   386.80
 0.16209D+00   0.9552   0.0900    7.585   0.5100 0.17061D-09  1  0  137.31  114.269  0.04170  256.27  254.45    6.985   22.655   16.26   388.44
 0.16436D+00   0.9540   0.0900    7.618   0.5100 0.17066D-09  1  0  137.27  114.233  0.04166  256.28  254.46    6.991   22.661   16.26   390.08
 0.16663D+00   0.9528   0.0900    7.651   0.5100 0.17072D-09  1  0  137.21  114.189  0.04162  256.29  254.47    6.999   22.667   16.25   391.72
 0.16890D+00   0.9516   0.0900    7.684   0.5100 0.17079D-09  1  0  137.15  114.139  0.04157  256.31  254.48    7.007   22.675   16.25   393.36
 0.17117D+00   0.9505   0.0900    7.716   0.5100 0.17087D-09  1  0  137.08  114.082  0.04152  256.32  254.49    7.017   22.684   16.25   395.00
 0.17344D+00   0.9493   0.0900    7.749   0.5100 0.17096D-09  1  0  137.00  114.018  0.04146  256.34  254.50    7.028   22.694   16.24   396.64
 0.17571D+00   0.9481   0.0900    7.781   0.5100 0.17106D-09  1  0  136.92  113.949  0.04140  256.36  254.52    7.040   22.705   16.24   398.27
 0.17798D+00   0.9470   0.0900    7.812   0.5100 0.17116D-09  1  0  136.83  113.875  0.04133  256.38  254.53    7.052   22.716   16.23   399.90
 0.18025D+00   0.9458   0.0900    7.844   0.5100 0.17127D-09  1  0  136.73  113.795  0.04126  256.41  254.55    7.066   22.728   16.23   401.53
 0.18252D+00   0.9447   0.0900    7.876   0.5100 0.17139D-09  1  0  136.63  113.711  0.04118  256.43  254.57    7.080   22.741   16.22   403.16
 0.18479D+00   0.9435   0.0900    7.907   0.5100 0.17151D-09  1  0  136.52  113.622  0.04110  256.46  254.59    7.095   22.755   16.21   404.79
 0.18706D+00   0.9424   0.0900    7.938   0.5100 0.17164D-09  1  0  136.41  113.530  0.04102  256.48  254.61    7.110   22.769   16.21   406.41
 0.18933D+00   0.9412   0.0900    7.969   0.5100 0.17178D-09  1  0  136.30  113.433  0.04093  256.51  254.63    7.127   22.784   16.20   408.04
 0.19160D+00   0.9401   0.0900    7.999   0.5100 0.17192D-09  1  0  136.17  113.333  0.04084  256.54  254.65    7.143   22.799   16.19   409.66
 0.19387D+00   0.9389   0.0900    8.030   0.5100 0.17206D-09  1  0  136.05  113.229  0.04074  256.57  254.67    7.161   22.815   16.19   411.28
 0.19614D+00   0.9378   0.0900    8.060   0.5100 0.17221D-09  1  0  135.92  113.123  0.04065  256.60  254.69    7.178   22.831   16.18   412.89
 0.19841D+00   0.9366   0.0900    8.091   0.5100 0.17237D-09  1  0  135.79  113.013  0.04055  256.63  254.72    7.197   22.848   16.17   414.51
 0.20068D+00   0.9355   0.0900    8.121   0.5100 0.17253D-09  1  0  135.65  112.900  0.04045  256.66  254.74    7.215   22.865   16.17   416.12
 0.20295D+00   0.9343   0.0900    8.151   0.5100 0.17269D-09  1  0  135.51  112.785  0.04035  256.69  254.76    7.234   22.882   16.16   417.74
 0.20522D+00   0.9332   0.0900    8.180   0.5100 0.17286D-09  1  0  135.37  112.668  0.04025  256.73  254.79    7.254   22.900   16.15   419.35
 0.20749D+00   0.9320   0.0900    8.210   0.5100 0.17303D-09  1  0  135.22  112.548  0.04014  256.76  254.81    7.273   22.918   16.14   420.95
 0.20976D+00   0.9309   0.0900    8.239   0.5100 0.17320D-09  1  0  135.08  112.426  0.04004  256.79  254.84    7.293   22.936   16.13   422.56
 0.21203D+00   0.9298   0.0900    8.268   0.5100 0.17338D-09  1  0  134.93  112.303  0.03993  256.83  254.86    7.313   22.954   16.13   424.17
 0.21430D+00   0.9286   0.0900    8.297   0.5100 0.17356D-09  1  0  134.77  112.177  0.03982  256.86  254.89    7.334   22.973   16.12   425.77
 0.21657D+00   0.9275   0.0900    8.326   0.5100 0.17374D-09  1  0  134.62  112.050  0.03972  256.90  254.91    7.354   22.992   16.11   427.37
 0.21884D+00   0.9264   0.0900    8.355   0.5100 0.17393D-09  1  0  134.46  111.921  0.03961  256.93  254.94    7.375   23.011   16.10   428.97
 0.22111D+00   0.9252   0.0900    8.383   0.5100 0.17411D-09  1  0  134.31  111.790  0.03950  256.97  254.97    7.396   23.030   16.09   430.57
 0.22338D+00   0.9241   0.0900    8.412   0.5100 0.17430D-09  1  0  134.15  111.659  0.03938  257.01  254.99    7.417   23.049   16.09   432.16
 0.22565D+00   0.9230   0.0900    8.440   0.5100 0.17450D-09  1  0  133.98  111.526  0.03927  257.04  255.02    7.438   23.069   16.08   433.76
 0.22792D+00   0.9218   0.0900    8.468   0.5100 0.17469D-09  1  0  133.82  111.391  0.03916  257.08  255.05    7.459   23.088   16.07   435.35
 0.23019D+00   0.9207   0.0900    8.496   0.5100 0.17489D-09  1  0  133.66  111.256  0.03905  257.11  255.07    7.481   23.108   16.06   436.94
 0.23246D+00   0.9196   0.0900    8.524   0.5100 0.17509D-09  1  0  133.49  111.120  0.03894  257.15  255.10    7.502   23.128   16.05   438.53
 0.23473D+00   0.9185   0.0900    8.552   0.5100 0.17529D-09  1  0  133.33  110.983  0.03883  257.19  255.13    7.524   23.148   16.04   440.12
