R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       etaref      pCLA conv P(MPa)   zbot     %vol    Tbot     Tm      TH2O      Fbot     Ftop     dlid   T_core
 0.00000D+00 0.10000D+15   0.0050  1  184.86  155.068  0.11567  234.88  224.79  254.40    7.817    6.341   45.66  1500.58
 0.12500D+11 0.10000D+15   0.0050  1  184.85  154.962  0.11356  235.34  225.83  254.42    7.810    6.745   45.97  1500.60
 0.25000D+11 0.10000D+15   0.0050  1  184.77  154.810  0.11064  235.98  226.98  254.44    7.805    7.150   43.57  1500.67
 0.37500D+11 0.10000D+15   0.0050  1  184.67  154.650  0.10775  236.62  228.08  254.47    7.800    7.555   41.43  1500.73
 0.50000D+11 0.10000D+15   0.0050  1  184.55  154.484  0.10487  237.24  229.13  254.50    7.794    7.961   39.51  1500.80
 0.62500D+11 0.10000D+15   0.0050  1  184.42  154.309  0.10202  237.85  230.13  254.52    7.789    8.366   37.76  1500.87
 0.75000D+11 0.10000D+15   0.0050  1  184.27  154.127  0.09920  238.46  231.10  254.55    7.784    8.772   36.18  1500.93
 0.87500D+11 0.10000D+15   0.0050  1  184.11  153.936  0.09642  239.05  232.03  254.58    7.779    9.178   34.73  1501.00
 0.10000D+12 0.10000D+15   0.0050  1  183.93  153.736  0.09366  239.64  232.92  254.62    7.774    9.584   33.41  1501.06
 0.11250D+12 0.10000D+15   0.0050  1  183.73  153.527  0.09093  240.21  233.79  254.65    7.769    9.990   32.19  1501.12
 0.12500D+12 0.10000D+15   0.0050  1  183.52  153.307  0.08824  240.78  234.63  254.69    7.764   10.396   31.06  1501.19
 0.13750D+12 0.10000D+15   0.0050  1  183.30  153.077  0.08558  241.33  235.45  254.72    7.759   10.802   30.01  1501.25
 0.15000D+12 0.10000D+15   0.0050  1  183.05  152.835  0.08295  241.88  236.23  254.76    7.754   11.208   29.04  1501.31
 0.16250D+12 0.10000D+15   0.0050  1  182.79  152.580  0.08036  242.42  237.00  254.80    7.749   11.615   28.14  1501.37
 0.17500D+12 0.10000D+15   0.0050  1  182.51  152.312  0.07779  242.95  237.75  254.85    7.743   12.021   27.29  1501.44
 0.18750D+12 0.10000D+15   0.0050  1  182.21  152.029  0.07526  243.47  238.48  254.89    7.738   12.428   26.50  1501.50
 0.20000D+12 0.10000D+15   0.0050  1  181.89  151.731  0.07276  243.99  239.19  254.94    7.733   12.834   25.76  1501.56
 0.21250D+12 0.10000D+15   0.0050  1  181.55  151.416  0.07029  244.49  239.88  254.99    7.728   13.241   25.06  1501.62
 0.22500D+12 0.10000D+15   0.0050  1  181.18  151.083  0.06785  244.99  240.56  255.05    7.723   13.648   24.40  1501.68
 0.23750D+12 0.10000D+15   0.0050  1  180.79  150.729  0.06544  245.49  241.22  255.10    7.717   14.055   23.78  1501.73
 0.25000D+12 0.10000D+15   0.0050  1  180.37  150.354  0.06307  245.98  241.87  255.16    7.712   14.462   23.20  1501.79
 0.26250D+12 0.10000D+15   0.0050  1  179.92  149.955  0.06072  246.46  242.51  255.23    7.706   14.869   22.64  1501.85
 0.27500D+12 0.10000D+15   0.0050  1  179.44  149.530  0.05841  246.94  243.14  255.29    7.700   15.277   22.12  1501.91
 0.28750D+12 0.10000D+15   0.0050  1  178.92  149.077  0.05613  247.41  243.75  255.36    7.695   15.684   21.62  1501.97
 0.30000D+12 0.10000D+15   0.0050  1  178.37  148.594  0.05388  247.88  244.36  255.44    7.689   16.092   21.15  1502.03
 0.31250D+12 0.10000D+15   0.0050  1  177.77  148.076  0.05166  248.35  244.96  255.52    7.682   16.499   20.70  1502.09
 0.32500D+12 0.10000D+15   0.0050  1  177.13  147.521  0.04947  248.81  245.54  255.61    7.676   16.907   20.27  1502.15
 0.33750D+12 0.10000D+15   0.0050  1  176.43  146.926  0.04732  249.27  246.12  255.70    7.669   17.315   19.86  1502.20
 0.35000D+12 0.10000D+15   0.0050  1  175.68  146.286  0.04521  249.72  246.70  255.80    7.662   17.724   19.47  1502.26
 0.36250D+12 0.10000D+15   0.0050  1  174.88  145.596  0.04313  250.18  247.26  255.91    7.655   18.132   19.10  1502.32
 0.37500D+12 0.10000D+15   0.0050  1  174.00  144.853  0.04110  250.63  247.83  256.03    7.647   18.540   18.75  1502.38
 0.38750D+12 0.10000D+15   0.0050  1  173.06  144.051  0.03910  251.08  248.38  256.15    7.639   18.949   18.41  1502.44
 0.40000D+12 0.10000D+15   0.0050  1  172.03  143.183  0.03715  251.54  248.94  256.29    7.631   19.358   18.08  1502.50
 0.41250D+12 0.10000D+15   0.0050  1  170.92  142.245  0.03524  251.99  249.49  256.43    7.622   19.767   17.77  1502.56
 0.42500D+12 0.10000D+15   0.0050  1  169.71  141.229  0.03338  252.44  250.03  256.59    7.612   20.176   17.48  1502.62
 0.43750D+12 0.10000D+15   0.0050  1  168.40  140.128  0.03158  252.90  250.58  256.75    7.602   20.586   17.19  1502.68
 0.45000D+12 0.10000D+15   0.0050  1  166.98  138.935  0.02983  253.35  251.12  256.93    7.591   20.996   16.92  1502.74
 0.46250D+12 0.10000D+15   0.0050  1  165.44  137.644  0.02814  253.81  251.66  257.13    7.579   21.405   16.66  1502.79
 0.47500D+12 0.10000D+15   0.0050  1  163.78  136.247  0.02651  254.28  252.21  257.34    7.566   21.815   16.42  1502.85
 0.48750D+12 0.10000D+15   0.0050  1  161.97  134.738  0.02494  254.74  252.75  257.56    7.552   22.226   16.18  1502.91
