R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       etaref      pCLA conv P(MPa)   zbot     %vol    Tbot     Tm      TH2O      Fbot     Ftop     dlid   T_core
 0.00000D+00 0.32000D+15   0.0000  1  137.39  115.060  0.00000  260.35  248.54  260.35   14.523   12.461   28.02  1502.51
 0.12500D+11 0.32000D+15   0.0000  1  143.99  120.494  0.00000  259.61  248.17  259.61   14.630   12.867   29.11  1502.46
 0.25000D+11 0.32000D+15   0.0000  1  138.85  116.204  0.00000  260.20  249.12  260.20   14.542   13.274   28.41  1502.51
 0.37500D+11 0.32000D+15   0.0000  1  133.73  111.929  0.00000  260.78  250.03  260.78   14.454   13.680   27.75  1502.55
 0.50000D+11 0.32000D+15   0.0000  1  128.64  107.680  0.00000  261.34  250.92  261.34   14.368   14.087   27.12  1502.60
 0.62500D+11 0.32000D+15   0.0000  1  123.59  103.469  0.00000  261.89  251.77  261.89   14.284   14.494   26.52  1502.64
 0.75000D+11 0.32000D+15   0.0000  1  118.60   99.306  0.00000  262.43  252.59  262.43   14.201   14.901   25.96  1502.69
 0.87500D+11 0.32000D+15   0.0000  1  113.67   95.200  0.00000  262.95  253.39  262.95   14.120   15.308   25.42  1502.74
 0.10000D+12 0.32000D+15   0.0000  1  108.83   91.161  0.00000  263.45  254.15  263.45   14.041   15.714   24.91  1502.79
 0.11250D+12 0.32000D+15   0.0000  1  104.07   87.197  0.00000  263.94  254.88  263.94   13.963   16.121   24.42  1502.85
 0.12500D+12 0.32000D+15   0.0000  1   99.42   83.316  0.00000  264.41  255.59  264.41   13.888   16.528   23.95  1502.90
 0.13750D+12 0.32000D+15   0.0000  1   94.87   79.524  0.00000  264.86  256.26  264.86   13.815   16.934   23.50  1502.95
 0.15000D+12 0.32000D+15   0.0000  1   90.43   75.827  0.00000  265.29  256.91  265.29   13.745   17.341   23.07  1503.00
 0.16250D+12 0.32000D+15   0.0000  1   86.12   72.232  0.00000  265.71  257.53  265.71   13.677   17.747   22.65  1503.06
 0.17500D+12 0.32000D+15   0.0000  1   81.93   68.742  0.00000  266.11  258.12  266.11   13.611   18.154   22.25  1503.11
 0.18750D+12 0.32000D+15   0.0000  1   77.87   65.362  0.00000  266.50  258.68  266.50   13.548   18.560   21.86  1503.17
 0.20000D+12 0.32000D+15   0.0000  1   73.95   62.095  0.00000  266.86  259.22  266.86   13.487   18.967   21.48  1503.22
 0.21250D+12 0.32000D+15   0.0000  1   70.16   58.942  0.00000  267.21  259.74  267.21   13.429   19.373   21.12  1503.28
 0.22500D+12 0.32000D+15   0.0000  1   66.52   55.906  0.00000  267.55  260.23  267.55   13.373   19.780   20.77  1503.33
 0.23750D+12 0.32000D+15   0.0000  1   63.02   52.988  0.00000  267.86  260.69  267.86   13.319   20.187   20.43  1503.39
 0.25000D+12 0.32000D+15   0.0000  1   59.66   50.188  0.00000  268.16  261.13  268.16   13.268   20.593   20.10  1503.45
 0.26250D+12 0.32000D+15   0.0000  1   56.44   47.506  0.00000  268.45  261.56  268.45   13.220   21.000   19.78  1503.52
 0.27500D+12 0.32000D+15   0.0000  1   53.36   44.941  0.00000  268.72  261.96  268.72   13.174   21.407   19.47  1503.58
 0.28750D+12 0.32000D+15   0.0000  1   50.42   42.492  0.00000  268.98  262.33  268.98   13.130   21.814   19.17  1503.64
 0.30000D+12 0.32000D+15   0.0000  1   47.61   40.157  0.00000  269.22  262.69  269.22   13.088   22.220   18.87  1503.70
