R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.75000D+11 0.18666D-10 0.10000D+13   0.0300  0  157.862  0.32100  176.85  179.57    0.000    2.449  157.86
 0.87500D+11 0.23274D-10 0.10000D+13   0.0300  0  146.633  0.30354  183.09  184.17    0.000    2.858  146.63
 0.10000D+12 0.26812D-10 0.10000D+13   0.0300  0  145.468  0.27819  192.10  191.04   -0.000    3.266  126.17
 0.11250D+12 0.30224D-10 0.10000D+13   0.0300  0  145.071  0.27050  194.75  194.03   -0.000    3.674  103.70
 0.12500D+12 0.33649D-10 0.10000D+13   0.0300  1  144.777  0.26506  196.61  195.70   -0.000    4.082   57.43
 0.13750D+12 0.37014D-10 0.10000D+13   0.0300  1  144.620  0.26224  197.57  197.91   -0.000    4.490   50.74
 0.15000D+12 0.40460D-10 0.10000D+13   0.0300  1  144.377  0.25801  198.99  198.89   -0.000    4.899   48.13
 0.16250D+12 0.43921D-10 0.10000D+13   0.0300  1  144.144  0.25408  200.30  199.74   -0.000    5.307   45.91
 0.17500D+12 0.47299D-10 0.10000D+13   0.0300  1  143.987  0.25147  201.17  201.66    0.000    5.715   41.44
 0.18750D+12 0.50780D-10 0.10000D+13   0.0300  1  143.776  0.24809  202.29  202.26   -0.000    6.123   40.15
 0.20000D+12 0.54275D-10 0.10000D+13   0.0300  1  143.578  0.24497  203.31  202.74    0.000    6.532   39.02
 0.21250D+12 0.57668D-10 0.10000D+13   0.0300  1  143.417  0.24250  204.12  204.48   -0.000    6.940   35.73
 0.22500D+12 0.61184D-10 0.10000D+13   0.0300  1  143.249  0.23996  204.95  204.72    0.000    7.348   35.18
 0.23750D+12 0.64583D-10 0.10000D+13   0.0300  1  143.065  0.23727  205.82  206.47   -0.000    7.756   32.26
 0.25000D+12 0.68121D-10 0.10000D+13   0.0300  1  142.940  0.23544  206.41  206.44    0.000    8.164   32.19
 0.26250D+12 0.71527D-10 0.10000D+13   0.0300  1  142.720  0.23235  207.40  208.27    0.000    8.573   29.46
 0.27500D+12 0.75086D-10 0.10000D+13   0.0300  1  142.646  0.23130  207.74  207.95    0.000    8.981   30.18
 0.28750D+12 0.78499D-10 0.10000D+13   0.0300  1  142.383  0.22773  208.87  209.90    0.000    9.389   27.18
 0.30000D+12 0.82080D-10 0.10000D+13   0.0300  1  142.324  0.22693  209.13  209.58   -0.000    9.797   27.79
 0.31250D+12 0.85500D-10 0.10000D+13   0.0300  1  142.062  0.22350  210.21  211.34    0.000   10.206   25.32
 0.32500D+12 0.89103D-10 0.10000D+13   0.0300  1  142.002  0.22272  210.46  211.12   -0.000   10.614   25.73
 0.33750D+12 0.92530D-10 0.10000D+13   0.0300  1  141.869  0.22104  210.99  212.13   -0.000   11.022   24.31
 0.35000D+12 0.96154D-10 0.10000D+13   0.0300  1  141.680  0.21866  211.74  212.59   -0.000   11.430   23.94
 0.36250D+12 0.99588D-10 0.10000D+13   0.0300  1  141.680  0.21866  211.74  212.95   -0.000   11.838   23.45
 0.37500D+12 0.10324D-09 0.10000D+13   0.0300  1  141.358  0.21474  212.96  213.98    0.000   12.247   22.38
 0.38750D+12 0.10668D-09 0.10000D+13   0.0300  1  141.358  0.21474  212.96  214.33    0.000   12.655   21.94
 0.40000D+12 0.11035D-09 0.10000D+13   0.0300  1  141.036  0.21096  214.13  215.31   -0.000   13.063   21.00
 0.41250D+12 0.11379D-09 0.10000D+13   0.0300  1  141.036  0.21096  214.13  215.65   -0.000   13.471   20.61
 0.42500D+12 0.11749D-09 0.10000D+13   0.0300  1  140.714  0.20731  215.25  216.58   -0.000   13.879   19.77
 0.43750D+12 0.12094D-09 0.10000D+13   0.0300  1  140.714  0.20731  215.25  216.91    0.000   14.288   19.43
 0.45000D+12 0.12466D-09 0.10000D+13   0.0300  1  140.392  0.20378  216.33  217.80   -0.000   14.696   18.68
 0.46250D+12 0.12812D-09 0.10000D+13   0.0300  1  140.392  0.20378  216.33  218.11    0.000   15.104   18.37
 0.47500D+12 0.13185D-09 0.10000D+13   0.0300  1  140.070  0.20037  217.36  218.97    0.000   15.512   17.70
 0.48750D+12 0.13532D-09 0.10000D+13   0.0300  1  140.070  0.20037  217.36  219.27    0.000   15.921   17.41
 0.50000D+12 0.13908D-09 0.10000D+13   0.0300  1  139.748  0.19707  218.36  220.09   -0.000   16.329   16.81
 0.51250D+12 0.14256D-09 0.10000D+13   0.0300  1  139.748  0.19707  218.36  220.38   -0.000   16.737   16.55
 0.52500D+12 0.14635D-09 0.10000D+13   0.0300  1  139.426  0.19387  219.32  221.17    0.000   17.145   16.01
 0.53750D+12 0.14983D-09 0.10000D+13   0.0300  1  139.426  0.19387  219.32  221.45   -0.000   17.553   15.77
 0.55000D+12 0.15331D-09 0.10000D+13   0.0300  1  139.426  0.19387  219.32  221.73    0.000   17.962   15.55
 0.56250D+12 0.15713D-09 0.10000D+13   0.0300  1  139.104  0.19078  220.24  222.49   -0.000   18.370   15.06
 0.57500D+12 0.16062D-09 0.10000D+13   0.0300  1  139.104  0.19078  220.24  222.75   -0.000   18.778   14.85
 0.58750D+12 0.16446D-09 0.10000D+13   0.0300  1  138.782  0.18778  221.13  223.48   -0.000   19.186   14.41
 0.60000D+12 0.16796D-09 0.10000D+13   0.0300  1  138.782  0.18778  221.13  223.74    0.000   19.595   14.22
 0.61250D+12 0.17182D-09 0.10000D+13   0.0300  1  138.460  0.18487  221.99  224.44   -0.000   20.003   13.82
 0.62500D+12 0.17532D-09 0.10000D+13   0.0300  1  138.460  0.18487  221.99  224.70    0.000   20.411   13.64
 0.63750D+12 0.17921D-09 0.10000D+13   0.0300  1  138.138  0.18205  222.82  225.37   -0.000   20.819   13.27
 0.65000D+12 0.18272D-09 0.10000D+13   0.0300  1  138.138  0.18205  222.82  225.62    0.000   21.227   13.10
 0.66250D+12 0.18663D-09 0.10000D+13   0.0300  1  137.816  0.17931  223.62  226.28   -0.000   21.636   12.76
