R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
  time_Gyr   Prad    Ptidal    Fcore     Pint     Hint     conv melt P(MPa)   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid   T_core
 0.10000D-01   1.0375   0.1306    0.840   1.1758 0.83740D-08  0  0    6.02    5.000  0.01145  272.75  268.13   70.838  108.782    5.00   274.59
 0.12270D-01   1.0362   0.1329    1.489   1.1960 0.43854D-08  0  0   11.74    9.742  0.01185  272.27  268.86   26.576   65.303    9.74   276.43
 0.14540D-01   1.0349   0.1350    1.891   1.2151 0.31675D-08  1  0   16.23   13.738  0.01221  271.86  269.21   12.893   52.351    8.28   278.27
 0.16810D-01   1.0336   0.1370    2.172   1.2330 0.26697D-08  1  0   19.67   16.570  0.01247  271.57  269.40   11.224   51.254    8.42   280.11
 0.19080D-01   1.0324   0.1388    2.419   1.2493 0.23543D-08  1  0   22.70   19.069  0.01271  271.31  269.54    9.926   50.485    8.52   281.96
 0.21350D-01   1.0311   0.1404    2.636   1.2639 0.21405D-08  1  0   25.36   21.249  0.01293  271.07  269.64    8.889   49.926    8.60   283.80
 0.23620D-01   1.0298   0.1419    2.829   1.2767 0.19877D-08  1  0   27.66   23.140  0.01313  270.87  269.72    8.049   49.505    8.65   285.64
 0.25890D-01   1.0285   0.1430    3.003   1.2873 0.18739D-08  1  0   29.67   24.777  0.01330  270.69  269.77    7.367   49.175    8.69   287.49
 0.28160D-01   1.0273   0.1440    3.163   1.2957 0.17858D-08  1  0   31.40   26.193  0.01345  270.54  269.81    6.817   48.905    8.72   289.33
 0.30430D-01   1.0260   0.1446    3.312   1.3018 0.17152D-08  1  0   32.91   27.421  0.01359  270.40  269.83    6.381   48.673    8.75   291.17
 0.32700D-01   1.0247   0.1451    3.451   1.3055 0.16566D-08  1  0   34.22   28.492  0.01371  270.28  269.83    6.046   48.463    8.77   293.01
 0.34970D-01   1.0234   0.1452    3.582   1.3068 0.16061D-08  1  0   35.38   29.434  0.01382  270.18  269.82    5.801   48.261    8.80   294.85
 0.37240D-01   1.0222   0.1451    3.707   1.3056 0.15609D-08  1  0   36.40   30.274  0.01392  270.09  269.79    5.638   48.059    8.83   296.69
 0.39510D-01   1.0209   0.1447    3.827   1.3020 0.15191D-08  1  0   37.33   31.037  0.01401  270.00  269.75    5.548   47.849    8.86   298.52
 0.41780D-01   1.0196   0.1440    3.942   1.2959 0.14790D-08  1  0   38.19   31.744  0.01409  269.92  269.69    5.525   47.624    8.89   300.36
 0.44050D-01   1.0184   0.1431    4.053   1.2875 0.14395D-08  1  0   39.00   32.418  0.01417  269.84  269.61    5.562   47.382    8.93   302.18
 0.46320D-01   1.0171   0.1419    4.162   1.2770 0.13999D-08  1  0   39.79   33.076  0.01425  269.77  269.52    5.652   47.118    8.97   304.01
 0.48590D-01   1.0159   0.1405    4.268   1.2643 0.13595D-08  1  0   40.58   33.736  0.01433  269.69  269.41    5.788   46.830    9.02   305.83
 0.50860D-01   1.0146   0.1389    4.371   1.2497 0.13180D-08  1  0   41.38   34.411  0.01441  269.62  269.28    5.964   46.518    9.07   307.64
 0.53130D-01   1.0134   0.1371    4.473   1.2335 0.12753D-08  1  0   42.22   35.116  0.01450  269.54  269.14    6.174   46.181    9.13   309.45
 0.55400D-01   1.0121   0.1351    4.573   1.2156 0.12314D-08  1  0   43.11   35.862  0.01460  269.45  268.98    6.410   45.819    9.19   311.26
 0.57670D-01   1.0109   0.1329    4.671   1.1965 0.11863D-08  1  0   44.05   36.657  0.01470  269.36  268.81    6.668   45.433    9.26   313.06
 0.59940D-01   1.0096   0.1307    4.768   1.1763 0.11404D-08  1  0   45.06   37.508  0.01481  269.26  268.63    6.941   45.026    9.33   314.85
 0.62210D-01   1.0084   0.1284    4.864   1.1553 0.10940D-08  1  0   46.15   38.422  0.01493  269.15  268.44    7.223   44.600    9.41   316.64
 0.64480D-01   1.0071   0.1260    4.958   1.1336 0.10475D-08  1  0   47.32   39.401  0.01506  269.04  268.23    7.509   44.156    9.49   318.43
 0.66750D-01   1.0059   0.1235    5.052   1.1116 0.10013D-08  1  0   48.57   40.449  0.01520  268.91  268.01    7.795   43.699    9.58   320.20
 0.69020D-01   1.0046   0.1211    5.144   1.0895 0.95571D-09  1  0   49.90   41.564  0.01536  268.78  267.78    8.075   43.232    9.66   321.98
