R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.22585D-09 0.80000D+12 0.10000D+15   0.0050  1  137.494  0.02795  253.86  257.37    0.000   26.126   13.14
 0.23185D-09 0.81250D+12 0.10000D+15   0.0050  1  135.884  0.02611  254.39  257.89    0.000   26.534   12.99
 0.28716D-09 0.82500D+12 0.10000D+15   0.0050  1  109.480  0.01243  260.13  261.15    2.971   29.511   12.83
 0.31393D-09 0.83750D+12 0.10000D+15   0.0050  1  101.108  0.01063  261.47  262.24    3.432   30.353   12.65
 0.33886D-09 0.85000D+12 0.10000D+15   0.0050  1   94.668  0.00955  262.43  263.06    3.699   31.023   12.51
 0.36241D-09 0.86250D+12 0.10000D+15   0.0050  1   89.516  0.00882  263.17  263.70    3.853   31.591   12.38
 0.38602D-09 0.87500D+12 0.10000D+15   0.0050  1   85.008  0.00827  263.79  264.25    3.954   32.110   12.27
 0.41069D-09 0.88750D+12 0.10000D+15   0.0050  1   80.822  0.00782  264.35  264.75    4.031   32.608   12.15
 0.43629D-09 0.90000D+12 0.10000D+15   0.0050  1   76.958  0.00744  264.85  265.21    4.087   33.086   12.05
 0.46262D-09 0.91250D+12 0.10000D+15   0.0050  1   73.416  0.00712  265.30  265.62    4.122   33.544   11.94
 0.48944D-09 0.92500D+12 0.10000D+15   0.0050  1   70.196  0.00685  265.71  266.00    4.136   33.981   11.84
 0.51882D-09 0.93750D+12 0.10000D+15   0.0050  1   66.976  0.00660  266.10  266.36    4.157   34.425   11.75
 0.54848D-09 0.95000D+12 0.10000D+15   0.0050  1   64.078  0.00639  266.45  266.69    4.157   34.847   11.65
 0.58093D-09 0.96250D+12 0.10000D+15   0.0050  1   61.180  0.00619  266.80  267.00    4.165   35.278   11.55
 0.61331D-09 0.97500D+12 0.10000D+15   0.0050  1   58.604  0.00602  267.10  267.29    4.150   35.685   11.46
 0.64865D-09 0.98750D+12 0.10000D+15   0.0050  1   56.028  0.00586  267.40  267.57    4.144   36.101   11.37
