R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.75000D+11 0.18666D-10 0.10000D+15   0.0300  0  157.862  0.32100  176.85  189.71    0.000    2.449  157.86
 0.87500D+11 0.23274D-10 0.10000D+15   0.0300  0  146.633  0.30354  183.09  193.83    0.000    2.858  146.63
 0.10000D+12 0.26865D-10 0.10000D+15   0.0300  0  145.187  0.27270  194.00  199.74   -0.000    3.266  145.19
 0.11250D+12 0.30530D-10 0.10000D+15   0.0300  0  143.364  0.24169  204.38  206.10   -0.000    3.674  143.36
 0.12500D+12 0.34412D-10 0.10000D+15   0.0300  0  141.054  0.21118  214.06  212.68   -0.000    4.082  141.05
 0.13750D+12 0.38248D-10 0.10000D+15   0.0300  0  139.592  0.19552  218.82  217.88    0.000    4.490  101.24
 0.15000D+12 0.41813D-10 0.10000D+15   0.0300  0  139.107  0.19081  220.23  220.86   -0.000    4.899   57.60
 0.16250D+12 0.45488D-10 0.10000D+15   0.0300  1  138.508  0.18530  221.86  222.12   -0.000    5.307   53.88
 0.17500D+12 0.49195D-10 0.10000D+15   0.0300  1  137.913  0.18014  223.38  223.27   -0.000    5.715   51.27
 0.18750D+12 0.52821D-10 0.10000D+15   0.0300  1  137.499  0.17670  224.38  225.16    0.000    6.123   47.18
 0.20000D+12 0.56583D-10 0.10000D+15   0.0300  1  136.909  0.17203  225.73  226.12   -0.000    6.532   45.32
 0.21250D+12 0.60377D-10 0.10000D+15   0.0300  1  136.324  0.16763  227.00  226.99   -0.000    6.940   43.69
 0.22500D+12 0.64066D-10 0.10000D+15   0.0300  1  135.895  0.16454  227.88  228.78    0.000    7.348   40.52
 0.23750D+12 0.67918D-10 0.10000D+15   0.0300  1  135.314  0.16053  229.02  229.51   -0.000    7.756   39.33
 0.25000D+12 0.71803D-10 0.10000D+15   0.0300  1  134.742  0.15677  230.08  230.15   -0.000    8.164   38.31
 0.26250D+12 0.75558D-10 0.10000D+15   0.0300  1  134.275  0.15382  230.91  232.02   -0.000    8.573   35.51
 0.27500D+12 0.79502D-10 0.10000D+15   0.0300  1  133.710  0.15040  231.87  232.53    0.000    8.981   34.79
 0.28750D+12 0.83482D-10 0.10000D+15   0.0300  1  133.168  0.14726  232.75  232.87   -0.000    9.389   34.30
 0.30000D+12 0.87498D-10 0.10000D+15   0.0300  1  132.664  0.14444  233.53  232.95    0.000    9.797   34.77
 0.31250D+12 0.91346D-10 0.10000D+15   0.0300  1  132.038  0.14109  234.46  235.64   -0.000   10.206   30.80
 0.32500D+12 0.95424D-10 0.10000D+15   0.0300  1  131.658  0.13913  235.00  234.93   -0.000   10.614   31.57
