R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       etaref      pCLA conv P(MPa)   zbot     %vol    Tbot     Tm      TH2O      Fbot     Ftop     dlid   T_core
 0.00000D+00 0.32000D+14   0.0200  1  170.38  142.984  0.15302  229.24  219.73  256.32    7.702    6.356   43.82  1499.70
 0.12500D+11 0.32000D+14   0.0200  1  170.19  142.736  0.15080  229.83  220.85  256.36    7.694    6.759   44.38  1499.73
 0.25000D+11 0.32000D+14   0.0200  1  169.96  142.463  0.14843  230.46  221.96  256.40    7.687    7.165   42.08  1499.80
 0.37500D+11 0.32000D+14   0.0200  1  169.71  142.183  0.14607  231.08  223.01  256.44    7.681    7.570   40.03  1499.87
 0.50000D+11 0.32000D+14   0.0200  1  169.45  141.897  0.14374  231.69  224.03  256.48    7.674    7.975   38.18  1499.93
 0.62500D+11 0.32000D+14   0.0200  1  169.17  141.606  0.14144  232.29  225.00  256.53    7.668    8.381   36.50  1500.00
 0.75000D+11 0.32000D+14   0.0200  1  168.88  141.309  0.13917  232.88  225.93  256.57    7.662    8.787   34.98  1500.06
 0.87500D+11 0.32000D+14   0.0200  1  168.58  141.007  0.13693  233.46  226.82  256.62    7.655    9.192   33.59  1500.12
 0.10000D+12 0.32000D+14   0.0200  1  168.27  140.700  0.13473  234.04  227.69  256.67    7.649    9.598   32.32  1500.18
 0.11250D+12 0.32000D+14   0.0200  1  167.95  140.387  0.13255  234.60  228.53  256.71    7.643   10.004   31.14  1500.25
 0.12500D+12 0.32000D+14   0.0200  1  167.62  140.069  0.13041  235.15  229.34  256.76    7.637   10.410   30.06  1500.31
 0.13750D+12 0.32000D+14   0.0200  1  167.27  139.745  0.12830  235.69  230.12  256.81    7.630   10.816   29.05  1500.37
 0.15000D+12 0.32000D+14   0.0200  1  166.92  139.415  0.12622  236.22  230.88  256.86    7.624   11.222   28.12  1500.43
 0.16250D+12 0.32000D+14   0.0200  1  166.56  139.079  0.12417  236.75  231.62  256.91    7.618   11.628   27.24  1500.48
 0.17500D+12 0.32000D+14   0.0200  1  166.19  138.738  0.12215  237.26  232.34  256.96    7.612   12.034   26.43  1500.54
 0.18750D+12 0.32000D+14   0.0200  1  165.81  138.390  0.12016  237.77  233.04  257.02    7.606   12.441   25.67  1500.60
 0.20000D+12 0.32000D+14   0.0200  1  165.42  138.036  0.11820  238.27  233.72  257.07    7.600   12.847   24.95  1500.66
 0.21250D+12 0.32000D+14   0.0200  1  165.02  137.676  0.11626  238.76  234.38  257.12    7.594   13.253   24.28  1500.71
 0.22500D+12 0.32000D+14   0.0200  1  164.62  137.309  0.11436  239.24  235.03  257.18    7.588   13.660   23.64  1500.77
 0.23750D+12 0.32000D+14   0.0200  1  164.20  136.935  0.11247  239.71  235.67  257.24    7.582   14.066   23.05  1500.82
 0.25000D+12 0.32000D+14   0.0200  1  163.77  136.553  0.11062  240.18  236.29  257.29    7.576   14.473   22.48  1500.88
 0.26250D+12 0.32000D+14   0.0200  1  163.33  136.165  0.10879  240.64  236.89  257.35    7.570   14.880   21.94  1500.93
 0.27500D+12 0.32000D+14   0.0200  1  162.88  135.769  0.10698  241.10  237.49  257.41    7.564   15.286   21.43  1500.98
 0.28750D+12 0.32000D+14   0.0200  1  162.42  135.365  0.10520  241.54  238.07  257.47    7.558   15.693   20.95  1501.04
 0.30000D+12 0.32000D+14   0.0200  1  161.95  134.953  0.10344  241.99  238.64  257.53    7.552   16.100   20.49  1501.09
 0.31250D+12 0.32000D+14   0.0200  1  161.47  134.533  0.10171  242.42  239.20  257.59    7.546   16.507   20.05  1501.14
 0.32500D+12 0.32000D+14   0.0200  1  160.98  134.104  0.10000  242.85  239.75  257.66    7.539   16.913   19.64  1501.19
 0.33750D+12 0.32000D+14   0.0200  1  160.47  133.666  0.09831  243.28  240.29  257.72    7.533   17.320   19.24  1501.24
 0.35000D+12 0.32000D+14   0.0200  1  159.96  133.219  0.09664  243.70  240.81  257.79    7.527   17.727   18.86  1501.29
 0.36250D+12 0.32000D+14   0.0200  1  159.43  132.762  0.09499  244.11  241.34  257.85    7.521   18.134   18.49  1501.34
 0.37500D+12 0.32000D+14   0.0200  1  158.89  132.296  0.09336  244.52  241.85  257.92    7.514   18.541   18.14  1501.39
 0.38750D+12 0.32000D+14   0.0200  1  158.33  131.820  0.09176  244.92  242.35  257.99    7.508   18.948   17.81  1501.44
 0.40000D+12 0.32000D+14   0.0200  1  157.76  131.333  0.09017  245.32  242.85  258.06    7.501   19.355   17.49  1501.49
 0.41250D+12 0.32000D+14   0.0200  1  157.18  130.835  0.08860  245.72  243.34  258.14    7.495   19.762   17.18  1501.53
 0.42500D+12 0.32000D+14   0.0200  1  156.59  130.327  0.08705  246.11  243.82  258.21    7.488   20.170   16.89  1501.58
 0.43750D+12 0.32000D+14   0.0200  1  155.98  129.806  0.08552  246.50  244.29  258.29    7.482   20.577   16.60  1501.63
 0.45000D+12 0.32000D+14   0.0200  1  155.36  129.274  0.08401  246.88  244.76  258.36    7.475   20.984   16.33  1501.68
 0.46250D+12 0.32000D+14   0.0200  1  154.72  128.730  0.08252  247.26  245.22  258.44    7.468   21.391   16.06  1501.72
 0.47500D+12 0.32000D+14   0.0200  1  154.06  128.173  0.08105  247.64  245.68  258.52    7.461   21.798   15.81  1501.77
 0.48750D+12 0.32000D+14   0.0200  1  153.39  127.603  0.07959  248.01  246.13  258.60    7.454   22.206   15.57  1501.81
 0.50000D+12 0.32000D+14   0.0200  1  152.70  127.020  0.07815  248.38  246.57  258.69    7.447   22.613   15.33  1501.86
 0.51250D+12 0.32000D+14   0.0200  1  152.00  126.423  0.07673  248.75  247.01  258.77    7.440   23.020   15.10  1501.90
 0.52500D+12 0.32000D+14   0.0200  1  151.28  125.812  0.07533  249.11  247.44  258.86    7.432   23.428   14.88  1501.95
 0.53750D+12 0.32000D+14   0.0200  1  150.54  125.186  0.07394  249.47  247.87  258.95    7.425   23.835   14.67  1501.99
 0.55000D+12 0.32000D+14   0.0200  1  149.78  124.544  0.07258  249.83  248.30  259.04    7.417   24.243   14.46  1502.04
 0.56250D+12 0.32000D+14   0.0200  1  149.00  123.888  0.07122  250.18  248.72  259.13    7.410   24.650   14.27  1502.08
 0.57500D+12 0.32000D+14   0.0200  1  148.20  123.215  0.06989  250.53  249.13  259.23    7.402   25.058   14.07  1502.13
 0.58750D+12 0.32000D+14   0.0200  1  147.38  122.525  0.06857  250.88  249.54  259.32    7.394   25.465   13.89  1502.17
 0.60000D+12 0.32000D+14   0.0200  1  146.54  121.819  0.06727  251.23  249.95  259.42    7.386   25.873   13.71  1502.21
 0.61250D+12 0.32000D+14   0.0200  1  145.68  121.095  0.06599  251.57  250.35  259.52    7.378   26.280   13.53  1502.26
 0.62500D+12 0.32000D+14   0.0200  1  144.80  120.353  0.06472  251.92  250.75  259.63    7.370   26.688   13.36  1502.30
 0.63750D+12 0.32000D+14   0.0200  1  143.90  119.593  0.06347  252.26  251.14  259.73    7.361   27.096   13.20  1502.34
 0.65000D+12 0.32000D+14   0.0200  1  142.97  118.814  0.06224  252.59  251.54  259.84    7.352   27.503   13.04  1502.38
