R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
  time_Gyr   Prad    Ptidal    Fcore     Pint     Hint     conv melt P(MPa)   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid   T_core
 0.10000D-01   1.0375   0.0000    0.746   1.0439 0.74346D-08  0  0    6.02    5.000  0.01145  272.75  270.23   73.001  106.624    5.00   274.38
 0.12270D-01   1.0362   0.0000    1.360   1.0530 0.37396D-08  0  0   12.12   10.060  0.01188  272.24  271.21   27.461   61.497   10.06   276.01
 0.14540D-01   1.0349   0.0000    1.740   1.0616 0.26174D-08  0  0   17.51   14.533  0.01228  271.78  271.67   13.469   47.890   14.53   277.64
 0.16810D-01   1.0336   0.0000    1.967   1.0697 0.22313D-08  0  0   20.73   17.206  0.01253  271.50  271.88    8.479   43.226   17.21   279.27
 0.19080D-01   1.0324   0.0000    2.146   1.0770 0.20494D-08  0  0   22.75   18.881  0.01269  271.33  267.28    6.008   41.035   18.88   280.89
 0.21350D-01   1.0311   0.0000    2.301   1.0835 0.19513D-08  0  0   24.06   19.965  0.01280  271.21  267.49    4.588   39.856   19.96   282.52
 0.23620D-01   1.0298   0.0000    2.441   1.0891 0.18955D-08  0  0   24.91   20.669  0.01287  271.14  267.64    3.714   39.185   20.67   284.14
 0.25890D-01   1.0285   0.0000    2.571   1.0939 0.18636D-08  0  0   25.45   21.120  0.01292  271.09  267.74    3.163   38.801   21.12   285.76
 0.28160D-01   1.0273   0.0000    2.693   1.0976 0.18460D-08  0  0   25.79   21.398  0.01295  271.06  267.82    2.819   38.588   21.40   287.37
 0.30430D-01   1.0260   0.0000    2.810   1.1003 0.18371D-08  0  0   25.98   21.557  0.01296  271.04  267.86    2.616   38.478   21.56   288.99
 0.32700D-01   1.0247   0.0000    2.921   1.1019 0.18332D-08  0  0   26.07   21.636  0.01297  271.03  267.89    2.512   38.429   21.64   290.60
 0.34970D-01   1.0234   0.0000    3.029   1.1025 0.18320D-08  0  0   26.10   21.662  0.01297  271.03  267.90    2.477   38.414   21.66   292.21
