R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       etaref      pCLA conv P(MPa)   zbot     %vol    Tbot     Tm      TH2O      Fbot     Ftop     dlid   T_core
 0.00000D+00 0.32000D+14   0.0100  1  180.77  151.592  0.14712  228.72  219.17  254.96    7.793    6.353   43.61  1499.70
 0.12500D+11 0.32000D+14   0.0100  1  180.71  151.446  0.14474  229.31  220.29  254.99    7.786    6.757   43.95  1499.73
 0.25000D+11 0.32000D+14   0.0100  1  180.61  151.288  0.14224  229.92  221.39  255.01    7.781    7.162   41.66  1499.80
 0.37500D+11 0.32000D+14   0.0100  1  180.50  151.125  0.13975  230.53  222.44  255.04    7.776    7.568   39.62  1499.86
 0.50000D+11 0.32000D+14   0.0100  1  180.38  150.958  0.13729  231.13  223.44  255.07    7.771    7.973   37.78  1499.93
 0.62500D+11 0.32000D+14   0.0100  1  180.25  150.786  0.13486  231.72  224.40  255.09    7.765    8.379   36.12  1499.99
 0.75000D+11 0.32000D+14   0.0100  1  180.11  150.611  0.13246  232.29  225.32  255.12    7.760    8.784   34.61  1500.05
 0.87500D+11 0.32000D+14   0.0100  1  179.95  150.432  0.13009  232.86  226.21  255.15    7.755    9.190   33.23  1500.11
 0.10000D+12 0.32000D+14   0.0100  1  179.79  150.248  0.12775  233.42  227.06  255.18    7.750    9.596   31.96  1500.17
 0.11250D+12 0.32000D+14   0.0100  1  179.62  150.060  0.12544  233.97  227.89  255.21    7.745   10.002   30.79  1500.23
 0.12500D+12 0.32000D+14   0.0100  1  179.44  149.868  0.12316  234.51  228.69  255.24    7.741   10.408   29.71  1500.29
 0.13750D+12 0.32000D+14   0.0100  1  179.25  149.672  0.12091  235.04  229.46  255.27    7.736   10.814   28.71  1500.35
 0.15000D+12 0.32000D+14   0.0100  1  179.06  149.471  0.11869  235.56  230.21  255.30    7.731   11.220   27.79  1500.41
 0.16250D+12 0.32000D+14   0.0100  1  178.85  149.265  0.11650  236.07  230.94  255.34    7.726   11.626   26.92  1500.46
 0.17500D+12 0.32000D+14   0.0100  1  178.64  149.054  0.11434  236.57  231.65  255.37    7.721   12.032   26.11  1500.52
 0.18750D+12 0.32000D+14   0.0100  1  178.42  148.838  0.11221  237.06  232.34  255.40    7.717   12.439   25.35  1500.58
 0.20000D+12 0.32000D+14   0.0100  1  178.19  148.617  0.11011  237.55  233.01  255.44    7.712   12.845   24.64  1500.63
 0.21250D+12 0.32000D+14   0.0100  1  177.95  148.390  0.10804  238.03  233.67  255.47    7.707   13.251   23.97  1500.69
 0.22500D+12 0.32000D+14   0.0100  1  177.71  148.158  0.10599  238.50  234.31  255.51    7.703   13.658   23.34  1500.74
 0.23750D+12 0.32000D+14   0.0100  1  177.45  147.919  0.10396  238.96  234.93  255.55    7.698   14.065   22.75  1500.79
 0.25000D+12 0.32000D+14   0.0100  1  177.19  147.675  0.10197  239.42  235.54  255.59    7.694   14.471   22.18  1500.85
 0.26250D+12 0.32000D+14   0.0100  1  176.91  147.424  0.10000  239.86  236.14  255.63    7.689   14.878   21.65  1500.90
 0.27500D+12 0.32000D+14   0.0100  1  176.63  147.166  0.09805  240.31  236.72  255.67    7.684   15.284   21.15  1500.95
 0.28750D+12 0.32000D+14   0.0100  1  176.34  146.901  0.09612  240.74  237.29  255.71    7.680   15.691   20.67  1501.00
 0.30000D+12 0.32000D+14   0.0100  1  176.04  146.629  0.09422  241.17  237.85  255.75    7.675   16.098   20.21  1501.05
 0.31250D+12 0.32000D+14   0.0100  1  175.73  146.350  0.09235  241.60  238.40  255.79    7.670   16.505   19.77  1501.10
 0.32500D+12 0.32000D+14   0.0100  1  175.41  146.062  0.09049  242.02  238.94  255.84    7.665   16.912   19.36  1501.15
 0.33750D+12 0.32000D+14   0.0100  1  175.07  145.766  0.08866  242.43  239.47  255.89    7.661   17.319   18.96  1501.20
 0.35000D+12 0.32000D+14   0.0100  1  174.73  145.461  0.08684  242.84  239.99  255.93    7.656   17.726   18.58  1501.25
 0.36250D+12 0.32000D+14   0.0100  1  174.37  145.147  0.08505  243.24  240.51  255.98    7.651   18.133   18.22  1501.30
 0.37500D+12 0.32000D+14   0.0100  1  174.00  144.824  0.08328  243.64  241.01  256.03    7.646   18.540   17.88  1501.35
 0.38750D+12 0.32000D+14   0.0100  1  173.62  144.491  0.08153  244.03  241.51  256.08    7.641   18.947   17.54  1501.39
 0.40000D+12 0.32000D+14   0.0100  1  173.23  144.147  0.07980  244.42  241.99  256.14    7.636   19.354   17.23  1501.44
 0.41250D+12 0.32000D+14   0.0100  1  172.82  143.793  0.07809  244.81  242.47  256.19    7.631   19.761   16.92  1501.49
 0.42500D+12 0.32000D+14   0.0100  1  172.40  143.427  0.07640  245.19  242.95  256.25    7.626   20.168   16.63  1501.54
 0.43750D+12 0.32000D+14   0.0100  1  171.96  143.049  0.07472  245.57  243.41  256.31    7.621   20.576   16.34  1501.58
 0.45000D+12 0.32000D+14   0.0100  1  171.51  142.658  0.07307  245.94  243.88  256.37    7.615   20.983   16.07  1501.63
 0.46250D+12 0.32000D+14   0.0100  1  171.04  142.255  0.07144  246.31  244.33  256.43    7.610   21.390   15.81  1501.67
 0.47500D+12 0.32000D+14   0.0100  1  170.55  141.838  0.06982  246.68  244.78  256.49    7.605   21.798   15.56  1501.72
 0.48750D+12 0.32000D+14   0.0100  1  170.05  141.406  0.06822  247.04  245.22  256.56    7.599   22.205   15.32  1501.76
 0.50000D+12 0.32000D+14   0.0100  1  169.52  140.959  0.06664  247.41  245.66  256.63    7.593   22.613   15.08  1501.81
 0.51250D+12 0.32000D+14   0.0100  1  168.98  140.497  0.06508  247.76  246.09  256.70    7.588   23.020   14.86  1501.85
 0.52500D+12 0.32000D+14   0.0100  1  168.42  140.018  0.06354  248.12  246.52  256.77    7.582   23.428   14.64  1501.90
 0.53750D+12 0.32000D+14   0.0100  1  167.84  139.522  0.06202  248.47  246.95  256.85    7.576   23.835   14.43  1501.94
 0.55000D+12 0.32000D+14   0.0100  1  167.23  139.007  0.06051  248.82  247.37  256.92    7.569   24.243   14.22  1501.99
 0.56250D+12 0.32000D+14   0.0100  1  166.60  138.474  0.05903  249.17  247.78  257.00    7.563   24.651   14.03  1502.03
 0.57500D+12 0.32000D+14   0.0100  1  165.95  137.921  0.05756  249.52  248.19  257.09    7.557   25.058   13.83  1502.08
 0.58750D+12 0.32000D+14   0.0100  1  165.27  137.346  0.05611  249.86  248.60  257.17    7.550   25.466   13.65  1502.12
 0.60000D+12 0.32000D+14   0.0100  1  164.56  136.750  0.05468  250.21  249.01  257.26    7.543   25.874   13.47  1502.16
 0.61250D+12 0.32000D+14   0.0100  1  163.83  136.131  0.05327  250.55  249.41  257.36    7.536   26.282   13.30  1502.21
 0.62500D+12 0.32000D+14   0.0100  1  163.07  135.489  0.05188  250.89  249.81  257.45    7.529   26.690   13.13  1502.25
 0.63750D+12 0.32000D+14   0.0100  1  162.27  134.821  0.05050  251.23  250.20  257.55    7.521   27.097   12.97  1502.29
 0.65000D+12 0.32000D+14   0.0100  1  161.45  134.127  0.04915  251.56  250.60  257.65    7.514   27.505   12.81  1502.34
 0.66250D+12 0.32000D+14   0.0100  1  160.59  133.406  0.04782  251.90  250.99  257.76    7.506   27.913   12.66  1502.38
 0.67500D+12 0.32000D+14   0.0100  1  159.70  132.656  0.04651  252.23  251.37  257.87    7.498   28.321   12.51  1502.42
 0.68750D+12 0.32000D+14   0.0100  1  158.77  131.877  0.04522  252.57  251.76  257.98    7.489   28.730   12.37  1502.47
 0.70000D+12 0.32000D+14   0.0100  1  157.80  131.067  0.04395  252.90  252.14  258.10    7.481   29.138   12.23  1502.51
 0.71250D+12 0.32000D+14   0.0100  1  156.80  130.224  0.04270  253.23  252.52  258.22    7.472   29.546   12.09  1502.55
 0.72500D+12 0.32000D+14   0.0100  1  155.75  129.349  0.04148  253.57  252.90  258.35    7.463   29.954   11.96  1502.60
 0.73750D+12 0.32000D+14   0.0100  1  154.67  128.439  0.04028  253.90  253.28  258.48    7.453   30.362   11.83  1502.64
 0.75000D+12 0.32000D+14   0.0100  1  153.53  127.493  0.03910  254.23  253.66  258.62    7.443   30.770   11.71  1502.68
 0.76250D+12 0.32000D+14   0.0100  1  152.36  126.511  0.03794  254.56  254.03  258.76    7.433   31.179   11.59  1502.72
 0.77500D+12 0.32000D+14   0.0100  1  151.14  125.491  0.03681  254.89  254.40  258.90    7.423   31.587   11.47  1502.77
 0.78750D+12 0.32000D+14   0.0100  1  149.87  124.432  0.03570  255.22  254.78  259.05    7.412   31.995   11.36  1502.81
 0.80000D+12 0.32000D+14   0.0100  1  148.55  123.332  0.03462  255.55  255.14  259.21    7.401   32.404   11.24  1502.85
 0.81250D+12 0.32000D+14   0.0100  1  147.19  122.192  0.03356  255.88  255.51  259.37    7.389   32.812   11.14  1502.89
 0.82500D+12 0.32000D+14   0.0100  1  145.77  121.011  0.03253  256.21  255.88  259.53    7.377   33.220   11.03  1502.93
 0.83750D+12 0.32000D+14   0.0100  1  144.30  119.787  0.03153  256.54  256.25  259.70    7.365   33.629   10.93  1502.98
 0.85000D+12 0.32000D+14   0.0100  1  142.79  118.521  0.03055  256.87  256.61  259.88    7.352   34.037   10.83  1503.02
