R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.40235D-09 0.10125D+13 0.10000D+15   0.0250  1   94.990  0.04865  258.72  263.02    0.000   33.066   12.25
 0.43215D-09 0.10250D+13 0.10000D+15   0.0250  1   89.194  0.04448  260.15  263.74    0.000   33.474   12.16
 0.45771D-09 0.10375D+13 0.10000D+15   0.0250  1   85.008  0.04187  261.09  264.25    0.000   33.882   12.08
 0.60331D-09 0.10500D+13 0.10000D+15   0.0250  1   64.400  0.03235  264.97  266.64    0.526   34.774   11.57
 0.66835D-09 0.10625D+13 0.10000D+15   0.0250  1   58.604  0.03038  265.90  267.29    1.041   35.663   11.39
 0.72626D-09 0.10750D+13 0.10000D+15   0.0250  1   54.418  0.02909  266.53  267.74    1.345   36.360   11.24
 0.77928D-09 0.10875D+13 0.10000D+15   0.0250  1   51.198  0.02816  267.00  268.10    1.525   36.942   11.12
 0.83397D-09 0.11000D+13 0.10000D+15   0.0250  1   48.300  0.02737  267.42  268.41    1.669   37.491   11.01
 0.89560D-09 0.11125D+13 0.10000D+15   0.0250  1   45.402  0.02663  267.82  268.71    1.826   38.053   10.89
 0.95159D-09 0.11250D+13 0.10000D+15   0.0250  1   43.148  0.02607  268.13  268.95    1.898   38.535   10.79
 0.10137D-08 0.11375D+13 0.10000D+15   0.0250  1   40.894  0.02554  268.43  269.18    1.982   39.027   10.69
 0.10743D-08 0.11500D+13 0.10000D+15   0.0250  1   38.962  0.02509  268.68  269.38    2.025   39.481   10.60
 0.11316D-08 0.11625D+13 0.10000D+15   0.0250  1   37.352  0.02474  268.89  269.56    2.024   39.893   10.51
 0.12047D-08 0.11750D+13 0.10000D+15   0.0250  1   35.420  0.02432  269.14  269.75    2.089   40.368   10.41
 0.12624D-08 0.11875D+13 0.10000D+15   0.0250  1   34.132  0.02405  269.30  269.90    2.050   40.742   10.34
 0.13375D-08 0.12000D+13 0.10000D+15   0.0250  1   32.522  0.02372  269.50  270.05    2.079   41.182   10.25
 0.14059D-08 0.12125D+13 0.10000D+15   0.0250  1   31.234  0.02346  269.66  270.19    2.056   41.572   10.17
 0.14803D-08 0.12250D+13 0.10000D+15   0.0250  1   29.946  0.02321  269.82  270.32    2.043   41.971   10.09
 0.15613D-08 0.12375D+13 0.10000D+15   0.0250  1   28.658  0.02296  269.98  270.45    2.039   42.379   10.01
 0.16499D-08 0.12500D+13 0.10000D+15   0.0250  1   27.370  0.02271  270.13  270.57    2.046   42.797    9.93
 0.17263D-08 0.12625D+13 0.10000D+15   0.0250  1   26.404  0.02254  270.25  270.67    1.991   43.155    9.86
 0.18085D-08 0.12750D+13 0.10000D+15   0.0250  1   25.438  0.02236  270.36  270.78    1.944   43.519    9.79
 0.18971D-08 0.12875D+13 0.10000D+15   0.0250  1   24.472  0.02218  270.48  270.87    1.904   43.892    9.72
