R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
   zbot    P(MPa) Hint     conv melt pCLA   Tbot     Tm     etam        k   Fcond_bot Fcond_top   Fbot     Ftop    dlid z_topTBL z_botTBL
    0.00   -0.00 0.66146D-06  0  0  0.01105  273.24  261.57 0.32206D+15  2.167    0.000    0.000    0.000    0.000    0.00    0.00    0.00
    0.32    0.39 0.66158D-07  0  0  0.01108  273.21  263.91 0.25160D+15  2.167 1398.882 1398.305 1389.082 1408.104    0.32    0.32    0.32
    0.64    0.77 0.33086D-07  0  0  0.01110  273.18  264.29 0.24109D+15  2.167  699.459  698.882  689.656  708.682    0.64    0.64    0.64
    0.97    1.16 0.22062D-07  0  0  0.01113  273.15  264.54 0.23444D+15  2.168  466.317  465.740  456.512  475.542    0.97    0.97    0.97
    1.29    1.55 0.16550D-07  0  0  0.01115  273.12  264.71 0.22950D+15  2.168  349.747  349.170  339.939  358.972    1.29    1.29    1.29
    1.61    1.94 0.13242D-07  0  0  0.01118  273.08  264.86 0.22555D+15  2.168  279.804  279.227  269.993  289.031    1.61    1.61    1.61
    1.93    2.33 0.11038D-07  0  0  0.01120  273.05  264.97 0.22224D+15  2.168  233.176  232.599  223.362  242.404    1.93    1.93    1.93
    2.25    2.71 0.94628D-08  0  0  0.01123  273.02  265.07 0.21939D+15  2.169  199.870  199.293  190.054  209.100    2.25    2.25    2.25
    2.58    3.10 0.82817D-08  0  0  0.01125  272.99  265.15 0.21688D+15  2.169  174.890  174.313  165.071  184.121    2.58    2.58    2.58
    2.90    3.49 0.73630D-08  0  0  0.01128  272.96  265.23 0.21463D+15  2.169  155.462  154.885  145.640  164.694    2.90    2.90    2.90
    3.22    3.88 0.66281D-08  0  0  0.01131  272.93  265.29 0.21260D+15  2.170  139.919  139.342  130.094  149.153    3.22    3.22    3.22
    3.54    4.27 0.60268D-08  0  0  0.01133  272.89  265.35 0.21075D+15  2.170  127.202  126.625  117.375  136.437    3.54    3.54    3.54
    3.86    4.65 0.55257D-08  0  0  0.01136  272.86  265.40 0.20904D+15  2.170  116.604  116.028  106.774  125.841    3.86    3.86    3.86
    4.19    5.04 0.51017D-08  0  0  0.01138  272.83  265.44 0.20746D+15  2.170  107.637  107.061   97.805  116.875    4.19    4.19    4.19
    4.51    5.43 0.47383D-08  0  0  0.01141  272.80  265.48 0.20598D+15  2.171   99.951   99.374   90.116  109.191    4.51    4.51    4.51
    4.83    5.82 0.44233D-08  0  0  0.01144  272.77  265.52 0.20460D+15  2.171   93.290   92.713   83.452  102.531    4.83    4.83    4.83
    5.15    6.21 0.41477D-08  0  0  0.01146  272.74  265.56 0.20330D+15  2.171   87.461   86.884   77.620   96.703    5.15    5.15    5.15
    5.47    6.59 0.39045D-08  0  0  0.01149  272.70  265.59 0.20207D+15  2.171   82.318   81.742   72.475   91.562    5.47    5.47    5.47
