R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       etaref      pCLA conv P(MPa)   zbot     %vol    Tbot     Tm      TH2O      Fbot     Ftop     dlid   T_core
 0.00000D+00 0.10000D+15   0.0200  1  166.24  139.639  0.12763  235.86  225.85  256.83    7.656    6.348   46.05  1500.65
 0.12500D+11 0.10000D+15   0.0200  1  166.00  139.348  0.12581  236.33  226.88  256.87    7.648    6.751   46.77  1500.66
 0.25000D+11 0.10000D+15   0.0200  1  165.58  138.912  0.12318  237.00  228.05  256.94    7.639    7.157   44.35  1500.73
 0.37500D+11 0.10000D+15   0.0200  1  165.13  138.462  0.12057  237.66  229.17  257.01    7.631    7.562   42.19  1500.81
 0.50000D+11 0.10000D+15   0.0200  1  164.65  137.998  0.11799  238.32  230.25  257.08    7.623    7.968   40.25  1500.88
 0.62500D+11 0.10000D+15   0.0200  1  164.15  137.520  0.11544  238.96  231.28  257.15    7.615    8.373   38.49  1500.95
 0.75000D+11 0.10000D+15   0.0200  1  163.63  137.027  0.11293  239.60  232.27  257.22    7.606    8.779   36.89  1501.01
 0.87500D+11 0.10000D+15   0.0200  1  163.09  136.519  0.11045  240.22  233.22  257.30    7.598    9.185   35.43  1501.08
 0.10000D+12 0.10000D+15   0.0200  1  162.52  135.996  0.10801  240.84  234.14  257.38    7.590    9.591   34.09  1501.15
 0.11250D+12 0.10000D+15   0.0200  1  161.93  135.458  0.10561  241.44  235.03  257.46    7.581    9.997   32.86  1501.22
 0.12500D+12 0.10000D+15   0.0200  1  161.31  134.904  0.10324  242.04  235.90  257.54    7.573   10.403   31.73  1501.28
 0.13750D+12 0.10000D+15   0.0200  1  160.68  134.334  0.10091  242.62  236.74  257.62    7.564   10.809   30.67  1501.35
 0.15000D+12 0.10000D+15   0.0200  1  160.02  133.746  0.09861  243.20  237.55  257.71    7.556   11.215   29.69  1501.42
 0.16250D+12 0.10000D+15   0.0200  1  159.33  133.141  0.09635  243.77  238.34  257.80    7.547   11.621   28.78  1501.48
 0.17500D+12 0.10000D+15   0.0200  1  158.62  132.517  0.09413  244.33  239.11  257.89    7.538   12.028   27.93  1501.54
 0.18750D+12 0.10000D+15   0.0200  1  157.89  131.874  0.09194  244.88  239.87  257.98    7.530   12.434   27.13  1501.61
 0.20000D+12 0.10000D+15   0.0200  1  157.13  131.211  0.08978  245.42  240.60  258.08    7.521   12.841   26.38  1501.67
