R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.75000D+11 0.18666D-10 0.32000D+15   0.0300  0  157.862  0.32100  176.85  192.98    0.000    2.449  157.86
 0.87500D+11 0.23274D-10 0.32000D+15   0.0300  0  146.633  0.30354  183.09  197.05    0.000    2.858  146.63
 0.10000D+12 0.26865D-10 0.32000D+15   0.0300  0  145.187  0.27270  194.00  202.63   -0.000    3.266  145.19
 0.11250D+12 0.30530D-10 0.32000D+15   0.0300  0  143.364  0.24169  204.38  208.61   -0.000    3.674  143.36
 0.12500D+12 0.34412D-10 0.32000D+15   0.0300  0  141.054  0.21118  214.06  214.81   -0.000    4.082  141.05
 0.13750D+12 0.38571D-10 0.32000D+15   0.0300  0  138.144  0.18210  222.80  220.93    0.000    4.490  138.14
 0.15000D+12 0.42528D-10 0.32000D+15   0.0300  0  136.599  0.16967  226.41  226.36    0.000    4.899   76.71
 0.16250D+12 0.46370D-10 0.32000D+15   0.0300  1  135.663  0.16291  228.34  227.98    0.000    5.307   57.59
 0.17500D+12 0.50153D-10 0.32000D+15   0.0300  1  134.987  0.15836  229.64  229.70    0.000    5.715   53.62
 0.18750D+12 0.53970D-10 0.32000D+15   0.0300  1  134.307  0.15402  230.86  231.35   -0.000    6.123   50.09
 0.20000D+12 0.57947D-10 0.32000D+15   0.0300  1  133.408  0.14863  232.36  232.28   -0.000    6.532   48.30
 0.21250D+12 0.61840D-10 0.32000D+15   0.0300  1  132.721  0.14476  233.44  233.85    0.000    6.940   45.38
 0.22500D+12 0.65769D-10 0.32000D+15   0.0300  1  132.025  0.14103  234.47  235.40    0.000    7.348   42.66
 0.23750D+12 0.69889D-10 0.32000D+15   0.0300  1  131.120  0.13646  235.73  236.19    0.000    7.756   41.43
 0.25000D+12 0.74065D-10 0.32000D+15   0.0300  1  130.215  0.13216  236.91  236.93    0.000    8.164   40.28
 0.26250D+12 0.78121D-10 0.32000D+15   0.0300  1  129.495  0.12893  237.79  238.50   -0.000    8.573   37.95
 0.27500D+12 0.82402D-10 0.32000D+15   0.0300  1  128.584  0.12506  238.85  239.19   -0.000    8.981   36.99
 0.28750D+12 0.86744D-10 0.32000D+15   0.0300  1  127.675  0.12142  239.84  239.84    0.000    9.389   36.12
 0.30000D+12 0.90935D-10 0.32000D+15   0.0300  1  126.893  0.11844  240.64  241.70   -0.000    9.797   33.74
 0.31250D+12 0.95388D-10 0.32000D+15   0.0300  1  125.960  0.11508  241.55  242.43    0.000   10.206   32.87
 0.32500D+12 0.99905D-10 0.32000D+15   0.0300  1  125.022  0.11188  242.42  243.17    0.000   10.614   32.03
 0.33750D+12 0.10449D-09 0.32000D+15   0.0300  1  124.072  0.10881  243.25  243.95    0.000   11.022   31.16
 0.35000D+12 0.10914D-09 0.32000D+15   0.0300  1  123.070  0.10575  244.08  245.05    0.000   11.430   29.99
 0.36250D+12 0.11413D-09 0.32000D+15   0.0300  1  122.038  0.10276  244.89  244.37   -0.000   11.838   31.28
 0.37500D+12 0.11893D-09 0.32000D+15   0.0300  1  121.072  0.10012  245.60  245.20   -0.000   12.247   30.38
 0.38750D+12 0.12381D-09 0.32000D+15   0.0300  1  120.106  0.09760  246.29  246.00    0.000   12.655   29.55
 0.40000D+12 0.12908D-09 0.32000D+15   0.0300  1  118.818  0.09443  247.15  246.88    0.000   13.063   28.69
 0.41250D+12 0.13446D-09 0.32000D+15   0.0300  1  117.530  0.09145  247.96  247.73    0.000   13.471   27.90
 0.42500D+12 0.13995D-09 0.32000D+15   0.0300  1  116.242  0.08865  248.73  248.54   -0.000   13.879   27.16
 0.43750D+12 0.14518D-09 0.32000D+15   0.0300  1  115.276  0.08666  249.28  249.22   -0.000   14.288   26.55
 0.45000D+12 0.15128D-09 0.32000D+15   0.0300  1  113.666  0.08352  250.15  250.06   -0.000   14.696   25.86
 0.46250D+12 0.15713D-09 0.32000D+15   0.0300  1  112.378  0.08117  250.81  250.78    0.000   15.104   25.27
 0.47500D+12 0.16311D-09 0.32000D+15   0.0300  1  111.090  0.07894  251.44  251.47    0.000   15.512   24.72
 0.48750D+12 0.16969D-09 0.32000D+15   0.0300  1  109.480  0.07632  252.18  252.22   -0.000   15.921   24.17
 0.50000D+12 0.17596D-09 0.32000D+15   0.0300  1  108.192  0.07434  252.74  252.86   -0.000   16.329   23.69
 0.51250D+12 0.18289D-09 0.32000D+15   0.0300  1  106.582  0.07200  253.42  253.55   -0.000   16.737   23.21
 0.52500D+12 0.19003D-09 0.32000D+15   0.0300  1  104.972  0.06979  254.06  254.21   -0.000   17.145   22.76
 0.53750D+12 0.19737D-09 0.32000D+15   0.0300  1  103.362  0.06772  254.67  254.85    0.000   17.553   22.34
 0.55000D+12 0.20555D-09 0.32000D+15   0.0300  1  101.430  0.06538  255.37  255.52    0.000   17.962   21.92
 0.56250D+12 0.21339D-09 0.32000D+15   0.0300  1   99.820  0.06354  255.92  256.10    0.000   18.370   21.55
 0.57500D+12 0.22215D-09 0.32000D+15   0.0300  1   97.888  0.06147  256.56  256.72    0.000   18.778   21.19
 0.58750D+12 0.23126D-09 0.32000D+15   0.0300  1   95.956  0.05952  257.16  257.31   -0.000   19.186   20.85
 0.60000D+12 0.24073D-09 0.32000D+15   0.0300  1   94.024  0.05769  257.74  257.88    0.000   19.595   20.52
 0.61250D+12 0.25058D-09 0.32000D+15   0.0300  1   92.092  0.05596  258.30  258.43   -0.000   20.003   20.22
 0.62500D+12 0.26173D-09 0.32000D+15   0.0300  1   89.838  0.05407  258.91  259.00    0.000   20.411   19.93
 0.63750D+12 0.27343D-09 0.32000D+15   0.0300  1   87.584  0.05229  259.50  259.54    0.000   20.819   19.65
 0.65000D+12 0.28574D-09 0.32000D+15   0.0300  1   85.330  0.05062  260.07  260.05    0.000   21.227   19.40
