R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.75000D+11 0.18666D-10 0.32000D+16   0.0300  0  157.862  0.32100  176.85  200.28    0.000    2.449  157.86
 0.87500D+11 0.23274D-10 0.32000D+16   0.0300  0  146.633  0.30354  183.09  204.31    0.000    2.858  146.63
 0.10000D+12 0.26865D-10 0.32000D+16   0.0300  0  145.187  0.27270  194.00  209.39   -0.000    3.266  145.19
 0.11250D+12 0.30530D-10 0.32000D+16   0.0300  0  143.364  0.24169  204.38  214.75   -0.000    3.674  143.36
 0.12500D+12 0.34412D-10 0.32000D+16   0.0300  0  141.054  0.21118  214.06  220.28   -0.000    4.082  141.05
 0.13750D+12 0.38571D-10 0.32000D+16   0.0300  0  138.144  0.18210  222.80  225.75    0.000    4.490  138.14
 0.15000D+12 0.43176D-10 0.32000D+16   0.0300  0  134.566  0.15564  230.40  230.91   -0.000    4.899  134.57
 0.16250D+12 0.48142D-10 0.32000D+16   0.0300  0  130.358  0.13282  236.73  235.50    0.000    5.307  130.36
 0.17500D+12 0.53543D-10 0.32000D+16   0.0300  0  125.675  0.11409  241.82  239.41    0.000    5.715  125.68
 0.18750D+12 0.58890D-10 0.32000D+16   0.0300  0  122.144  0.10306  244.80  244.36   -0.000    6.123   77.29
 0.20000D+12 0.63743D-10 0.32000D+16   0.0300  0  120.126  0.09765  246.27  246.84   -0.000    6.532   56.66
 0.21250D+12 0.68917D-10 0.32000D+16   0.0300  0  117.870  0.09222  247.75  248.38    0.000    6.940   53.69
 0.22500D+12 0.74280D-10 0.32000D+16   0.0300  1  115.603  0.08732  249.10  249.91    0.000    7.348   47.85
 0.23750D+12 0.80053D-10 0.32000D+16   0.0300  1  113.034  0.08235  250.48  251.25   -0.000    7.756   45.91
 0.25000D+12 0.86080D-10 0.32000D+16   0.0300  1  110.449  0.07788  251.74  252.65   -0.000    8.164   43.95
 0.26250D+12 0.92636D-10 0.32000D+16   0.0300  1  107.554  0.07339  253.02  253.91    0.000    8.573   42.33
 0.27500D+12 0.99823D-10 0.32000D+16   0.0300  1  104.346  0.06897  254.30  255.07   -0.000    8.981   40.96
 0.28750D+12 0.10745D-09 0.32000D+16   0.0300  1  101.122  0.06502  255.48  256.31   -0.000    9.389   39.52
 0.30000D+12 0.11591D-09 0.32000D+16   0.0300  1   97.582  0.06115  256.66  257.46   -0.000    9.797   38.28
 0.31250D+12 0.12498D-09 0.32000D+16   0.0300  1   94.030  0.05769  257.74  258.67   -0.000   10.206   36.99
 0.32500D+12 0.13519D-09 0.32000D+16   0.0300  1   90.162  0.05433  258.83  259.80    0.000   10.614   35.87
 0.33750D+12 0.14679D-09 0.32000D+16   0.0300  1   85.977  0.05109  259.91  260.85   -0.000   11.022   34.89
 0.35000D+12 0.16015D-09 0.32000D+16   0.0300  1   81.475  0.04799  260.98  261.83    0.000   11.430   34.02
 0.36250D+12 0.17503D-09 0.32000D+16   0.0300  1   76.964  0.04523  261.98  262.83   -0.000   11.838   33.13
 0.37500D+12 0.19253D-09 0.32000D+16   0.0300  0   72.142  0.04259  262.97  263.69    0.000   12.247   33.93
 0.38750D+12 0.21249D-09 0.32000D+16   0.0300  0   67.337  0.04024  263.89  264.25   -0.000   12.655   35.89
 0.40000D+12 0.22874D-09 0.32000D+16   0.0300  0   64.555  0.03898  264.40  261.36   -0.000   13.063   64.55
 0.41250D+12 0.24284D-09 0.32000D+16   0.0300  0   62.744  0.03821  264.72  261.82    0.000   13.471   62.74
 0.42500D+12 0.25651D-09 0.32000D+16   0.0300  0   61.031  0.03750  265.02  262.26   -0.000   13.879   61.03
 0.43750D+12 0.27091D-09 0.32000D+16   0.0300  0   59.407  0.03685  265.30  262.69   -0.000   14.288   59.41
 0.45000D+12 0.28609D-09 0.32000D+16   0.0300  0   57.866  0.03625  265.56  263.09    0.000   14.696   57.87
 0.46250D+12 0.30047D-09 0.32000D+16   0.0300  0   56.401  0.03570  265.80  263.48    0.000   15.104   56.40
 0.47500D+12 0.31728D-09 0.32000D+16   0.0300  0   55.008  0.03519  266.02  263.85   -0.000   15.512   55.01
 0.48750D+12 0.33315D-09 0.32000D+16   0.0300  0   53.681  0.03472  266.23  264.21    0.000   15.921   53.68
 0.50000D+12 0.34979D-09 0.32000D+16   0.0300  0   52.416  0.03428  266.43  264.55   -0.000   16.329   52.42
 0.51250D+12 0.36503D-09 0.32000D+16   0.0300  0   51.208  0.03386  266.62  264.88   -0.000   16.737   51.21
 0.52500D+12 0.38320D-09 0.32000D+16   0.0300  0   50.055  0.03348  266.80  265.20    0.000   17.145   50.05
