R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
   zbot    P(MPa) Hint     conv melt pCLA   Tbot     Tm     etam        k   Fcond_bot Fcond_top   Fbot     Ftop    dlid z_topTBL z_botTBL
    0.00   -0.00 0.93706D-06  0  0  0.01105  273.24  261.57 0.32206D+15  2.167    0.000    0.000    0.000    0.000    0.00    0.00    0.00
    0.32    0.39 0.93724D-07  0  0  0.01108  273.21  264.81 0.22921D+15  2.167 1398.882 1398.305 1384.999 1412.186    0.32    0.32    0.32
    0.64    0.77 0.46871D-07  0  0  0.01110  273.18  265.34 0.21647D+15  2.167  699.459  698.882  685.571  712.765    0.64    0.64    0.64
    0.97    1.16 0.31254D-07  0  0  0.01113  273.15  265.68 0.20855D+15  2.168  466.317  465.740  452.426  479.626    0.97    0.97    0.97
    1.29    1.55 0.23445D-07  0  0  0.01115  273.12  265.92 0.20274D+15  2.168  349.747  349.170  335.852  363.057    1.29    1.29    1.29
    1.61    1.94 0.18760D-07  0  0  0.01118  273.08  266.12 0.19812D+15  2.168  279.804  279.227  265.906  293.116    1.61    1.61    1.61
    1.93    2.33 0.15637D-07  0  0  0.01120  273.05  266.29 0.19428D+15  2.168  233.176  232.599  219.273  246.490    1.93    1.93    1.93
    2.25    2.71 0.13406D-07  0  0  0.01123  273.02  266.43 0.19100D+15  2.169  199.870  199.293  185.963  213.186    2.25    2.25    2.25
    2.58    3.10 0.11732D-07  0  0  0.01125  272.99  266.55 0.18812D+15  2.169  174.890  174.313  160.980  188.208    2.58    2.58    2.58
    2.90    3.49 0.10431D-07  0  0  0.01128  272.96  266.65 0.18555D+15  2.169  155.462  154.885  141.548  168.782    2.90    2.90    2.90
    3.22    3.88 0.93898D-08  0  0  0.01131  272.93  266.75 0.18324D+15  2.170  139.919  139.342  126.001  153.241    3.22    3.22    3.22
    3.54    4.27 0.85379D-08  0  0  0.01133  272.89  266.83 0.18114D+15  2.170  127.202  126.625  113.280  140.526    3.54    3.54    3.54
    3.86    4.65 0.78281D-08  0  0  0.01136  272.86  266.91 0.17921D+15  2.170  116.604  116.028  102.679  129.930    3.86    3.86    3.86
    4.19    5.04 0.72274D-08  0  0  0.01138  272.83  266.98 0.17742D+15  2.170  107.637  107.061   93.708  120.965    4.19    4.19    4.19
    4.51    5.43 0.67125D-08  0  0  0.01141  272.80  267.04 0.17576D+15  2.171   99.951   99.374   86.018  113.281    4.51    4.51    4.51
    4.83    5.82 0.62663D-08  0  0  0.01144  272.77  267.10 0.17421D+15  2.171   93.290   92.713   79.353  106.621    4.83    4.83    4.83
    5.15    6.21 0.58759D-08  0  0  0.01146  272.74  267.16 0.17275D+15  2.171   87.461   86.884   73.520  100.795    5.15    5.15    5.15
    5.47    6.59 0.55314D-08  0  0  0.01149  272.70  267.21 0.17138D+15  2.171   82.318   81.742   68.373   95.654    5.47    5.47    5.47
    5.80    6.98 0.52252D-08  0  0  0.01151  272.67  267.25 0.17008D+15  2.172   77.746   77.170   63.798   91.084    5.80    5.80    5.80
    6.12    7.37 0.49512D-08  0  0  0.01154  272.64  267.30 0.16885D+15  2.172   73.656   73.080   59.704   86.996    6.12    6.12    6.12
    6.44    7.76 0.47046D-08  0  0  0.01157  272.61  267.34 0.16768D+15  2.172   69.975   69.398   56.018   83.316    6.44    6.44    6.44
    6.76    8.15 0.44815D-08  0  0  0.01159  272.57  267.37 0.16656D+15  2.173   66.644   66.068   52.684   79.987    6.76    6.76    6.76
    7.08    8.54 0.42787D-08  0  0  0.01162  272.54  267.41 0.16549D+15  2.173   63.616   63.040   49.652   76.961    7.08    7.08    7.08
    7.41    8.92 0.40935D-08  0  0  0.01165  272.51  267.44 0.16447D+15  2.173   60.851   60.275   46.883   74.199    7.41    7.41    7.41
    7.73    9.31 0.39237D-08  0  0  0.01168  272.48  267.47 0.16349D+15  2.173   58.317   57.741   44.345   71.666    7.73    7.73    7.73
    8.05    9.70 0.37676D-08  0  0  0.01170  272.45  267.50 0.16254D+15  2.174   55.985   55.409   42.010   69.337    8.05    8.05    8.05
    8.37   10.09 0.36234D-08  0  0  0.01173  272.41  267.52 0.16163D+15  2.174   53.833   53.257   39.854   67.186    8.37    8.37    8.37
    8.69   10.48 0.34899D-08  0  0  0.01176  272.38  267.55 0.16076D+15  2.174   51.840   51.264   37.857   65.195    8.69    8.69    8.69
