R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.37611D-09 0.15250D+13 0.32000D+13   0.0000  1  159.712  0.00000  253.63  253.69   17.284   63.731    5.50
 0.38476D-09 0.15375D+13 0.32000D+13   0.0000  1  157.136  0.00000  254.06  254.11   17.350   64.244    5.49
 0.39294D-09 0.15500D+13 0.32000D+13   0.0000  1  154.882  0.00000  254.43  254.49   17.375   64.717    5.47
 0.40136D-09 0.15625D+13 0.32000D+13   0.0000  1  152.628  0.00000  254.80  254.86   17.400   65.191    5.45
 0.41082D-09 0.15750D+13 0.32000D+13   0.0000  1  150.052  0.00000  255.21  255.26   17.468   65.707    5.43
 0.41977D-09 0.15875D+13 0.32000D+13   0.0000  1  147.798  0.00000  255.57  255.62   17.494   66.182    5.41
 0.42899D-09 0.16000D+13 0.32000D+13   0.0000  1  145.544  0.00000  255.92  255.98   17.522   66.659    5.39
 0.43849D-09 0.16125D+13 0.32000D+13   0.0000  1  143.290  0.00000  256.27  256.33   17.551   67.137    5.38
 0.44828D-09 0.16250D+13 0.32000D+13   0.0000  1  141.036  0.00000  256.62  256.67   17.580   67.616    5.36
 0.45838D-09 0.16375D+13 0.32000D+13   0.0000  1  138.782  0.00000  256.96  257.01   17.611   68.096    5.34
 0.46881D-09 0.16500D+13 0.32000D+13   0.0000  1  136.528  0.00000  257.30  257.35   17.644   68.577    5.32
 0.47958D-09 0.16625D+13 0.32000D+13   0.0000  1  134.274  0.00000  257.63  257.68   17.678   69.060    5.31
 0.48961D-09 0.16750D+13 0.32000D+13   0.0000  1  132.342  0.00000  257.92  257.97   17.670   69.502    5.29
 0.50107D-09 0.16875D+13 0.32000D+13   0.0000  1  130.088  0.00000  258.24  258.29   17.707   69.989    5.27
 0.51174D-09 0.17000D+13 0.32000D+13   0.0000  1  128.156  0.00000  258.52  258.58   17.703   70.433    5.25
 0.52395D-09 0.17125D+13 0.32000D+13   0.0000  1  125.902  0.00000  258.85  258.90   17.744   70.923    5.24
 0.53532D-09 0.17250D+13 0.32000D+13   0.0000  1  123.970  0.00000  259.12  259.17   17.743   71.371    5.22
 0.54704D-09 0.17375D+13 0.32000D+13   0.0000  1  122.038  0.00000  259.39  259.45   17.744   71.821    5.20
 0.56052D-09 0.17500D+13 0.32000D+13   0.0000  1  119.784  0.00000  259.71  259.75   17.791   72.317    5.19
 0.57305D-09 0.17625D+13 0.32000D+13   0.0000  1  117.852  0.00000  259.97  260.02   17.797   72.770    5.17
 0.58598D-09 0.17750D+13 0.32000D+13   0.0000  1  115.920  0.00000  260.24  260.28   17.804   73.225    5.15
 0.59935D-09 0.17875D+13 0.32000D+13   0.0000  1  113.988  0.00000  260.50  260.54   17.814   73.683    5.14
 0.61154D-09 0.18000D+13 0.32000D+13   0.0000  1  112.378  0.00000  260.72  260.77   17.780   74.096    5.12
 0.62577D-09 0.18125D+13 0.32000D+13   0.0000  1  110.446  0.00000  260.97  261.03   17.795   74.558    5.10
