R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.32360D-09 0.10750D+13 0.32000D+14   0.0100  1  128.156  0.03992  254.00  258.64    0.000   35.107    9.50
 0.32964D-09 0.10875D+13 0.32000D+14   0.0100  1  127.190  0.03873  254.33  259.00    0.000   35.515    9.41
 0.33577D-09 0.11000D+13 0.32000D+14   0.0100  1  126.224  0.03762  254.65  259.34    0.000   35.923    9.33
 0.34198D-09 0.11125D+13 0.32000D+14   0.0100  1  125.258  0.03656  254.96  259.68    0.000   36.332    9.25
 0.34912D-09 0.11250D+13 0.32000D+14   0.0100  1  123.970  0.03524  255.36  260.05    0.000   36.740    9.17
 0.35555D-09 0.11375D+13 0.32000D+14   0.0100  1  123.004  0.03431  255.65  260.37    0.000   37.148    9.10
 0.36295D-09 0.11500D+13 0.32000D+14   0.0100  1  121.716  0.03314  256.02  260.73    0.000   37.556    9.03
 0.37051D-09 0.11625D+13 0.32000D+14   0.0100  1  120.428  0.03205  256.37  261.07    0.000   37.964    8.96
 0.37822D-09 0.11750D+13 0.32000D+14   0.0100  1  119.140  0.03102  256.71  261.40    0.000   38.373    8.90
 0.47340D-09 0.11875D+13 0.32000D+14   0.0100  1   94.668  0.01916  261.73  263.05    3.857   42.184    9.16
 0.51292D-09 0.12000D+13 0.32000D+14   0.0100  1   87.906  0.01729  262.83  263.89    4.515   43.210    9.04
 0.54868D-09 0.12125D+13 0.32000D+14   0.0100  1   82.754  0.01609  263.61  264.51    4.932   44.021    8.95
 0.58002D-09 0.12250D+13 0.32000D+14   0.0100  1   78.890  0.01529  264.18  264.98    5.174   44.669    8.88
 0.61207D-09 0.12375D+13 0.32000D+14   0.0100  1   75.348  0.01461  264.68  265.40    5.373   45.280    8.80
 0.64450D-09 0.12500D+13 0.32000D+14   0.0100  1   72.128  0.01405  265.13  265.77    5.532   45.855    8.74
 0.67692D-09 0.12625D+13 0.32000D+14   0.0100  1   69.230  0.01358  265.52  266.10    5.653   46.393    8.67
 0.71215D-09 0.12750D+13 0.32000D+14   0.0100  1   66.332  0.01313  265.91  266.43    5.780   46.938    8.61
 0.74693D-09 0.12875D+13 0.32000D+14   0.0100  1   63.756  0.01276  266.24  266.71    5.869   47.446    8.55
 0.78068D-09 0.13000D+13 0.32000D+14   0.0100  1   61.502  0.01245  266.53  266.97    5.919   47.917    8.49
 0.81698D-09 0.13125D+13 0.32000D+14   0.0100  1   59.248  0.01215  266.81  267.22    5.976   48.394    8.43
 0.85149D-09 0.13250D+13 0.32000D+14   0.0100  1   57.316  0.01191  267.06  267.44    5.992   48.831    8.38
 0.88839D-09 0.13375D+13 0.32000D+14   0.0100  1   55.384  0.01168  267.29  267.65    6.014   49.274    8.33
 0.92795D-09 0.13500D+13 0.32000D+14   0.0100  1   53.452  0.01145  267.53  267.86    6.043   49.724    8.28
 0.97044D-09 0.13625D+13 0.32000D+14   0.0100  1   51.520  0.01123  267.76  268.06    6.079   50.180    8.22
 0.10099D-08 0.13750D+13 0.32000D+14   0.0100  1   49.910  0.01106  267.96  268.24    6.071   50.594    8.17
 0.10519D-08 0.13875D+13 0.32000D+14   0.0100  1   48.300  0.01088  268.15  268.41    6.070   51.013    8.12
 0.10969D-08 0.14000D+13 0.32000D+14   0.0100  1   46.690  0.01072  268.33  268.58    6.076   51.438    8.07
 0.11450D-08 0.14125D+13 0.32000D+14   0.0100  1   45.080  0.01056  268.52  268.75    6.089   51.871    8.02
 0.11881D-08 0.14250D+13 0.32000D+14   0.0100  1   43.792  0.01043  268.67  268.89    6.052   52.254    7.98
 0.12338D-08 0.14375D+13 0.32000D+14   0.0100  1   42.504  0.01031  268.82  269.03    6.021   52.643    7.93
 0.12922D-08 0.14500D+13 0.32000D+14   0.0100  1   40.894  0.01016  269.00  269.18    6.057   53.097    7.88
 0.13340D-08 0.14625D+13 0.32000D+14   0.0100  1   39.928  0.01007  269.11  269.30    5.978   53.437    7.84
 0.13891D-08 0.14750D+13 0.32000D+14   0.0100  1   38.640  0.00995  269.26  269.43    5.966   53.845    7.80
 0.14480D-08 0.14875D+13 0.32000D+14   0.0100  1   37.352  0.00984  269.40  269.56    5.963   54.259    7.75
 0.14980D-08 0.15000D+13 0.32000D+14   0.0100  1   36.386  0.00976  269.51  269.67    5.899   54.614    7.71
 0.15646D-08 0.15125D+13 0.32000D+14   0.0100  1   35.098  0.00965  269.65  269.78    5.911   55.043    7.66
 0.16212D-08 0.15250D+13 0.32000D+14   0.0100  1   34.132  0.00957  269.76  269.89    5.859   55.409    7.62
 0.16810D-08 0.15375D+13 0.32000D+14   0.0100  1   33.166  0.00949  269.86  269.99    5.814   55.780    7.58
 0.17445D-08 0.15500D+13 0.32000D+14   0.0100  1   32.200  0.00941  269.97  270.09    5.774   56.158    7.54
 0.18118D-08 0.15625D+13 0.32000D+14   0.0100  1   31.234  0.00934  270.07  270.18    5.741   56.541    7.50
 0.18834D-08 0.15750D+13 0.32000D+14   0.0100  1   30.268  0.00926  270.18  270.28    5.715   56.932    7.45
 0.19388D-08 0.15875D+13 0.32000D+14   0.0100  1   29.624  0.00921  270.25  270.36    5.614   57.247    7.42
 0.20187D-08 0.16000D+13 0.32000D+14   0.0100  1   28.658  0.00914  270.35  270.45    5.601   57.649    7.38
 0.21041D-08 0.16125D+13 0.32000D+14   0.0100  1   27.692  0.00907  270.45  270.53    5.597   58.060    7.33
 0.21700D-08 0.16250D+13 0.32000D+14   0.0100  1   27.048  0.00902  270.52  270.61    5.510   58.389    7.30
