R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.16625D+13 0.40855D-09 0.10000D+14   0.0000  1  160.356  0.00000  253.52  262.24   -0.000   54.293    5.26
 0.16750D+13 0.41763D-09 0.10000D+14   0.0000  1  157.780  0.00000  253.95  262.61    0.000   54.701    5.26
 0.16875D+13 0.42700D-09 0.10000D+14   0.0000  1  155.204  0.00000  254.38  262.98   -0.000   55.110    5.26
 0.17000D+13 0.43668D-09 0.10000D+14   0.0000  1  152.628  0.00000  254.80  263.33    0.000   55.518    5.26
 0.17125D+13 0.44668D-09 0.10000D+14   0.0000  1  150.052  0.00000  255.21  263.68    0.000   55.926    5.26
 0.17250D+13 0.45702D-09 0.10000D+14   0.0000  1  147.476  0.00000  255.62  264.02    0.000   56.334    5.26
 0.17375D+13 0.46772D-09 0.10000D+14   0.0000  1  144.900  0.00000  256.02  264.35   -0.000   56.743    5.26
 0.17500D+13 0.47880D-09 0.10000D+14   0.0000  1  142.324  0.00000  256.42  264.67   -0.000   57.151    5.26
 0.17625D+13 0.49027D-09 0.10000D+14   0.0000  1  139.748  0.00000  256.81  264.98   -0.000   57.559    5.26
 0.17750D+13 0.50217D-09 0.10000D+14   0.0000  1  137.172  0.00000  257.20  265.29    0.000   57.967    5.26
 0.17875D+13 0.51451D-09 0.10000D+14   0.0000  1  134.596  0.00000  257.58  265.59   -0.000   58.375    5.26
 0.18000D+13 0.52615D-09 0.10000D+14   0.0000  1  132.342  0.00000  257.92  265.86   -0.000   58.784    5.26
 0.18125D+13 0.53941D-09 0.10000D+14   0.0000  1  129.766  0.00000  258.29  266.14   -0.000   59.192    5.26
 0.18250D+13 0.55319D-09 0.10000D+14   0.0000  1  127.190  0.00000  258.66  266.42   -0.000   59.600    5.26
 0.18375D+13 0.56619D-09 0.10000D+14   0.0000  1  124.936  0.00000  258.98  266.67   -0.000   60.008    5.26
 0.18500D+13 0.58105D-09 0.10000D+14   0.0000  1  122.360  0.00000  259.35  266.93    0.000   60.417    5.27
 0.18625D+13 0.59507D-09 0.10000D+14   0.0000  1  120.106  0.00000  259.66  267.16    0.000   60.825    5.26
 0.18750D+13 0.61116D-09 0.10000D+14   0.0000  1  117.530  0.00000  260.02  267.41    0.000   61.233    5.27
 0.18875D+13 0.62634D-09 0.10000D+14   0.0000  1  115.276  0.00000  260.32  267.63   -0.000   61.641    5.27
 0.19000D+13 0.64381D-09 0.10000D+14   0.0000  1  112.700  0.00000  260.67  267.86    0.000   62.049    5.27
 0.19125D+13 0.66029D-09 0.10000D+14   0.0000  1  110.446  0.00000  260.97  268.07   -0.000   62.458    5.27
 0.19250D+13 0.67745D-09 0.10000D+14   0.0000  1  108.192  0.00000  261.27  268.28    0.000   62.866    5.27
 0.19375D+13 0.69533D-09 0.10000D+14   0.0000  1  105.938  0.00000  261.57  268.47    0.000   63.274    5.27
 0.19500D+13 0.71398D-09 0.10000D+14   0.0000  1  103.684  0.00000  261.86  268.66    0.000   63.682    5.28
 0.19625D+13 0.73344D-09 0.10000D+14   0.0000  1  101.430  0.00000  262.16  268.85    0.000   64.091    5.28
 0.19750D+13 0.75377D-09 0.10000D+14   0.0000  1   99.176  0.00000  262.44  269.03   -0.000   64.499    5.28
 0.19875D+13 0.77504D-09 0.10000D+14   0.0000  1   96.922  0.00000  262.73  269.20   -0.000   64.907    5.28
 0.20000D+13 0.79477D-09 0.10000D+14   0.0000  1   94.990  0.00000  262.97  269.35    0.000   65.315    5.28
 0.20125D+13 0.81797D-09 0.10000D+14   0.0000  1   92.736  0.00000  263.26  269.51   -0.000   65.723    5.28
 0.20250D+13 0.83951D-09 0.10000D+14   0.0000  1   90.804  0.00000  263.49  269.66   -0.000   66.132    5.28
 0.20375D+13 0.86492D-09 0.10000D+14   0.0000  1   88.550  0.00000  263.77  269.80    0.000   66.540    5.29
 0.20500D+13 0.88851D-09 0.10000D+14   0.0000  1   86.618  0.00000  264.01  269.93   -0.000   66.948    5.29
 0.20625D+13 0.91317D-09 0.10000D+14   0.0000  1   84.686  0.00000  264.24  270.06   -0.000   67.356    5.29
 0.20750D+13 0.93897D-09 0.10000D+14   0.0000  1   82.754  0.00000  264.47  270.18    0.000   67.765    5.29
 0.20875D+13 0.96965D-09 0.10000D+14   0.0000  1   80.500  0.00000  264.74  270.30   -0.000   68.173    5.29
