R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
  time_Gyr   Prad    Ptidal    Fcore     Pint     Hint     conv melt P(MPa)   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid   T_core
 0.10000D-01   1.0375   0.1000    0.818   0.9000 0.32153D-08  0  0   12.05   10.000  0.01187  272.25  267.98   30.251   59.256   10.00   274.04
 0.12270D-01   1.0362   0.1000    1.484   0.9000 0.21151D-08  0  0   18.38   15.253  0.01235  271.71  268.17   14.668   43.775   15.25   275.83
 0.14540D-01   1.0349   0.1000    1.837   0.9000 0.17324D-08  1  0   22.08   18.664  0.01267  271.35  268.19   12.027   41.133   10.47   277.61
 0.16810D-01   1.0336   0.1000    2.131   0.9000 0.14886D-08  1  0   25.83   21.763  0.01298  271.02  268.16   11.144   40.228   10.66   279.40
 0.19080D-01   1.0324   0.1000    2.383   0.9000 0.13189D-08  1  0   29.27   24.610  0.01328  270.71  268.11   10.443   39.509   10.82   281.18
 0.21350D-01   1.0311   0.1000    2.605   0.9000 0.11940D-08  1  0   32.44   27.229  0.01357  270.42  268.04    9.869   38.919   10.94   282.96
 0.23620D-01   1.0298   0.1000    2.803   0.9000 0.10984D-08  1  0   35.36   29.644  0.01384  270.16  267.96    9.385   38.424   11.05   284.74
 0.25890D-01   1.0285   0.1000    2.983   0.9000 0.10230D-08  1  0   38.06   31.876  0.01410  269.91  267.88    8.972   38.001   11.14   286.51
 0.28160D-01   1.0273   0.1000    3.149   0.9000 0.96201D-09  1  0   40.56   33.942  0.01436  269.67  267.79    8.612   37.634   11.22   288.29
 0.30430D-01   1.0260   0.1000    3.303   0.9000 0.91175D-09  1  0   42.88   35.857  0.01460  269.45  267.70    8.297   37.312   11.29   290.06
 0.32700D-01   1.0247   0.1000    3.447   0.9000 0.86968D-09  1  0   45.04   37.635  0.01483  269.24  267.62    8.017   37.027   11.34   291.83
 0.34970D-01   1.0234   0.1000    3.583   0.9000 0.83400D-09  1  0   47.04   39.287  0.01505  269.05  267.53    7.766   36.772   11.40   293.60
 0.37240D-01   1.0222   0.1000    3.711   0.9000 0.80343D-09  1  0   48.90   40.823  0.01526  268.87  267.45    7.541   36.544   11.45   295.36
 0.39510D-01   1.0209   0.1000    3.832   0.9000 0.77698D-09  1  0   50.64   42.251  0.01546  268.70  267.37    7.338   36.338   11.49   297.13
 0.41780D-01   1.0196   0.1000    3.947   0.9000 0.75393D-09  1  0   52.25   43.580  0.01565  268.54  267.29    7.153   36.151   11.53   298.89
 0.44050D-01   1.0184   0.1000    4.058   0.9000 0.73371D-09  1  0   53.75   44.817  0.01583  268.39  267.22    6.986   35.982   11.56   300.65
 0.46320D-01   1.0171   0.1000    4.163   0.9000 0.71587D-09  1  0   55.15   45.968  0.01600  268.25  267.15    6.832   35.828   11.59   302.41
 0.48590D-01   1.0159   0.1000    4.265   0.9000 0.70007D-09  1  0   56.45   47.038  0.01616  268.11  267.08    6.692   35.687   11.62   304.16
 0.50860D-01   1.0146   0.1000    4.362   0.9000 0.68600D-09  1  0   57.66   48.034  0.01632  267.99  267.01    6.564   35.558   11.65   305.92
 0.53130D-01   1.0134   0.1000    4.456   0.9000 0.67344D-09  1  0   58.78   48.959  0.01646  267.87  266.95    6.446   35.440   11.67   307.67
 0.55400D-01   1.0121   0.1000    4.547   0.9000 0.66219D-09  1  0   59.83   49.818  0.01660  267.77  266.90    6.338   35.332   11.69   309.42
 0.57670D-01   1.0109   0.1000    4.635   0.9000 0.65210D-09  1  0   60.79   50.615  0.01673  267.67  266.84    6.239   35.233   11.71   311.17
 0.59940D-01   1.0096   0.1000    4.720   0.9000 0.64303D-09  1  0   61.69   51.354  0.01685  267.57  266.79    6.148   35.142   11.73   312.92
 0.62210D-01   1.0084   0.1000    4.802   0.9000 0.63486D-09  1  0   62.52   52.038  0.01697  267.48  266.74    6.064   35.058   11.75   314.66
 0.64480D-01   1.0071   0.1000    4.882   0.9000 0.62750D-09  1  0   63.29   52.670  0.01707  267.40  266.70    5.987   34.982   11.76   316.40
 0.66750D-01   1.0059   0.1000    4.960   0.9000 0.62086D-09  1  0   64.00   53.253  0.01717  267.33  266.66    5.917   34.912   11.77   318.14
 0.69020D-01   1.0046   0.1000    5.036   0.9000 0.61487D-09  1  0   64.66   53.790  0.01727  267.26  266.62    5.852   34.848   11.79   319.88
 0.71290D-01   1.0034   0.1000    5.109   0.9000 0.60948D-09  1  0   65.26   54.284  0.01735  267.20  266.58    5.794   34.789   11.80   321.62
 0.73560D-01   1.0021   0.1000    5.181   0.9000 0.60461D-09  1  0   65.81   54.737  0.01743  267.14  266.55    5.740   34.736   11.81   323.35
 0.75830D-01   1.0009   0.1000    5.252   0.9000 0.60024D-09  1  0   66.31   55.150  0.01751  267.08  266.52    5.691   34.688   11.82   325.09
 0.78100D-01   0.9997   0.1000    5.320   0.9000 0.59631D-09  1  0   66.77   55.527  0.01758  267.03  266.49    5.646   34.644   11.83   326.82
 0.80370D-01   0.9984   0.1000    5.388   0.9000 0.59279D-09  1  0   67.19   55.870  0.01764  266.99  266.47    5.606   34.604   11.83   328.55
 0.82640D-01   0.9972   0.1000    5.453   0.9000 0.58964D-09  1  0   67.57   56.179  0.01769  266.95  266.44    5.570   34.568   11.84   330.27
 0.84910D-01   0.9960   0.1000    5.518   0.9000 0.58684D-09  1  0   67.90   56.457  0.01774  266.91  266.42    5.537   34.536   11.85   332.00
 0.87180D-01   0.9947   0.1000    5.581   0.9000 0.58436D-09  1  0   68.21   56.706  0.01779  266.88  266.40    5.508   34.507   11.85   333.72
 0.89450D-01   0.9935   0.1000    5.642   0.9000 0.58218D-09  1  0   68.48   56.927  0.01783  266.85  266.39    5.483   34.482   11.86   335.44
 0.91720D-01   0.9923   0.1000    5.703   0.9000 0.58027D-09  1  0   68.71   57.121  0.01787  266.82  266.37    5.460   34.460   11.86   337.16
 0.93990D-01   0.9911   0.1000    5.763   0.9000 0.57862D-09  1  0   68.92   57.291  0.01790  266.80  266.36    5.440   34.440   11.87   338.88
 0.96260D-01   0.9898   0.1000    5.821   0.9000 0.57720D-09  1  0   69.10   57.437  0.01793  266.78  266.35    5.423   34.424   11.87   340.59
 0.98530D-01   0.9886   0.1000    5.879   0.9000 0.57601D-09  1  0   69.25   57.560  0.01795  266.76  266.34    5.409   34.409   11.87   342.31
 0.10080D+00   0.9874   0.1000    5.935   0.9000 0.57503D-09  1  0   69.37   57.662  0.01797  266.75  266.33    5.397   34.398   11.87   344.02
 0.10307D+00   0.9862   0.1000    5.991   0.9000 0.57425D-09  1  0   69.47   57.744  0.01798  266.74  266.32    5.388   34.389   11.88   345.73
 0.10534D+00   0.9850   0.1000    6.046   0.9000 0.57365D-09  1  0   69.55   57.806  0.01800  266.73  266.32    5.381   34.381   11.88   347.43
 0.10761D+00   0.9838   0.1000    6.100   0.9000 0.57322D-09  1  0   69.60   57.851  0.01800  266.73  266.32    5.375   34.376   11.88   349.14
 0.10988D+00   0.9826   0.1000    6.153   0.9000 0.57296D-09  1  0   69.64   57.879  0.01801  266.72  266.31    5.372   34.373   11.88   350.84
