R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.74029D-09 0.86250D+12 0.32000D+15   0.0300  1   42.504  0.03116  267.91  269.02    0.092   28.254   14.70
 0.80447D-09 0.87500D+12 0.32000D+15   0.0300  1   39.606  0.03034  268.32  269.33    0.172   28.739   14.52
 0.87873D-09 0.88750D+12 0.32000D+15   0.0300  1   36.708  0.02957  268.72  269.61    0.270   29.241   14.33
 0.94803D-09 0.90000D+12 0.32000D+15   0.0300  1   34.454  0.02899  269.02  269.85    0.298   29.677   14.17
 0.10170D-08 0.91250D+12 0.32000D+15   0.0300  1   32.522  0.02851  269.27  270.06    0.295   30.083   14.01
 0.10947D-08 0.92500D+12 0.32000D+15   0.0300  1   30.590  0.02805  269.53  270.25    0.305   30.502   13.86
 0.11699D-08 0.93750D+12 0.32000D+15   0.0300  1   28.980  0.02767  269.73  270.42    0.279   30.885   13.72
 0.12120D-08 0.95000D+12 0.32000D+15   0.0300  1   28.336  0.02752  269.81  270.56    0.107   31.128   13.62
 0.59292D-09 0.96250D+12 0.32000D+15   0.0300  1   59.892  0.03704  265.22  267.35   -3.228   28.447   15.27
 0.62657D-09 0.97500D+12 0.32000D+15   0.0300  1   57.316  0.03604  265.65  267.58   -3.328   28.753   15.18
 0.65592D-09 0.98750D+12 0.32000D+15   0.0300  1   55.384  0.03532  265.96  267.79   -3.461   29.030   15.08
 0.68737D-09 0.10000D+13 0.32000D+15   0.0300  1   53.452  0.03463  266.27  267.98   -3.598   29.302   14.99
 0.71682D-09 0.10125D+13 0.32000D+15   0.0300  1   51.842  0.03408  266.52  268.16   -3.752   29.559   14.90
 0.74815D-09 0.10250D+13 0.32000D+15   0.0300  1   50.232  0.03354  266.77  268.33   -3.909   29.813   14.81
 0.78658D-09 0.10375D+13 0.32000D+15   0.0300  1   48.300  0.03291  267.07  268.48   -4.055   30.074   14.72
 0.81719D-09 0.10500D+13 0.32000D+15   0.0300  1   47.012  0.03251  267.26  268.64   -4.230   30.312   14.64
 0.84950D-09 0.10625D+13 0.32000D+15   0.0300  1   45.724  0.03211  267.45  268.78   -4.406   30.547   14.55
 0.88367D-09 0.10750D+13 0.32000D+15   0.0300  1   44.436  0.03172  267.64  268.92   -4.584   30.780   14.47
 0.92659D-09 0.10875D+13 0.32000D+15   0.0300  1   42.826  0.03125  267.87  269.04   -4.751   31.021   14.39
 0.96550D-09 0.11000D+13 0.32000D+15   0.0300  1   41.538  0.03088  268.05  269.16   -4.933   31.250   14.32
 0.99909D-09 0.11125D+13 0.32000D+15   0.0300  1   40.572  0.03061  268.19  269.28   -5.128   31.467   14.24
 0.10426D-08 0.11250D+13 0.32000D+15   0.0300  1   39.284  0.03026  268.37  269.38   -5.312   31.692   14.16
 0.10801D-08 0.11375D+13 0.32000D+15   0.0300  1   38.318  0.02999  268.50  269.49   -5.510   31.905   14.09
 0.11195D-08 0.11500D+13 0.32000D+15   0.0300  1   37.352  0.02974  268.63  269.60   -5.709   32.117   14.02
 0.11610D-08 0.11625D+13 0.32000D+15   0.0300  1   36.386  0.02948  268.76  269.70   -5.909   32.328   13.94
 0.12047D-08 0.11750D+13 0.32000D+15   0.0300  1   35.420  0.02924  268.89  269.79   -6.110   32.537   13.87
 0.12395D-08 0.11875D+13 0.32000D+15   0.0300  1   34.776  0.02907  268.98  269.90   -6.323   32.736   13.80
 0.12997D-08 0.12000D+13 0.32000D+15   0.0300  1   33.488  0.02875  269.15  269.95   -6.515   32.951   13.74
 0.13257D-08 0.12125D+13 0.32000D+15   0.0300  1   33.166  0.02867  269.19  270.08   -6.742   33.139   13.67
 0.13394D-08 0.12250D+13 0.32000D+15   0.0300  1   33.166  0.02867  269.19  270.23   -6.980   33.319   13.59
 0.13530D-08 0.12375D+13 0.32000D+15   0.0300  1   33.166  0.02867  269.19  270.38   -7.218   33.499   13.52
 0.13538D-08 0.12500D+13 0.32000D+15   0.0300  1   33.488  0.02875  269.15  270.57   -7.465   33.674   13.44
 0.13674D-08 0.12625D+13 0.32000D+15   0.0300  1   33.488  0.02875  269.15  270.72   -7.702   33.855   13.37
 0.13809D-08 0.12750D+13 0.32000D+15   0.0300  1   33.488  0.02875  269.15  270.87   -7.938   34.038   13.30
 0.13945D-08 0.12875D+13 0.32000D+15   0.0300  1   33.488  0.02875  269.15  271.03   -8.174   34.220   13.23
 0.14080D-08 0.13000D+13 0.32000D+15   0.0300  1   33.488  0.02875  269.15  271.18   -8.409   34.403   13.16
 0.14083D-08 0.13125D+13 0.32000D+15   0.0300  1   33.810  0.02883  269.11  271.36   -8.651   34.583   13.08
 0.14217D-08 0.13250D+13 0.32000D+15   0.0300  1   33.810  0.02883  269.11  271.52   -8.885   34.767   13.01
 0.14351D-08 0.13375D+13 0.32000D+15   0.0300  1   33.810  0.02883  269.11  271.67   -9.119   34.951   12.95
 0.14485D-08 0.13500D+13 0.32000D+15   0.0300  1   33.810  0.02883  269.11  271.82   -9.352   35.136   12.88
 0.14619D-08 0.13625D+13 0.32000D+15   0.0300  1   33.810  0.02883  269.11  271.97   -9.585   35.322   12.81
 0.14753D-08 0.13750D+13 0.32000D+15   0.0300  1   33.810  0.02883  269.11  272.13   -9.818   35.507   12.74
 0.14750D-08 0.13875D+13 0.32000D+15   0.0300  1   34.132  0.02891  269.06  272.31  -10.054   35.693   12.67
 0.14883D-08 0.14000D+13 0.32000D+15   0.0300  1   34.132  0.02891  269.06  272.47  -10.286   35.880   12.60
 0.15016D-08 0.14125D+13 0.32000D+15   0.0300  1   34.132  0.02891  269.06  272.62  -10.517   36.067   12.54
 0.15149D-08 0.14250D+13 0.32000D+15   0.0300  1   34.132  0.02891  269.06  272.77  -10.747   36.255   12.47
 0.15282D-08 0.14375D+13 0.32000D+15   0.0300  1   34.132  0.02891  269.06  272.92  -10.977   36.443   12.41
 0.15415D-08 0.14500D+13 0.32000D+15   0.0300  1   34.132  0.02891  269.06  273.07  -11.207   36.631   12.35
 0.15405D-08 0.14625D+13 0.32000D+15   0.0300  1   34.454  0.02899  269.02  273.26  -11.438   36.823   12.28
 0.15537D-08 0.14750D+13 0.32000D+15   0.0300  1   34.454  0.02899  269.02  273.41  -11.667   37.012   12.21
 0.15669D-08 0.14875D+13 0.32000D+15   0.0300  1   34.454  0.02899  269.02  273.56  -11.896   37.202   12.15
 0.15800D-08 0.15000D+13 0.32000D+15   0.0300  1   34.454  0.02899  269.02  273.71  -12.124   37.392   12.09
 0.15932D-08 0.15125D+13 0.32000D+15   0.0300  1   34.454  0.02899  269.02  273.86  -12.351   37.582   12.03
 0.16064D-08 0.15250D+13 0.32000D+15   0.0300  1   34.454  0.02899  269.02  274.01  -12.579   37.773   11.97
