R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.35344D-09 0.96250D+12 0.10000D+15   0.0200  1  103.362  0.04478  257.78  261.95    0.000   31.433   12.45
 0.38259D-09 0.97500D+12 0.10000D+15   0.0200  1   96.278  0.03961  259.54  262.86    0.000   31.841   12.35
 0.40668D-09 0.98750D+12 0.10000D+15   0.0200  1   91.448  0.03669  260.62  263.46    0.000   32.249   12.27
 0.50911D-09 0.10000D+13 0.10000D+15   0.0200  1   73.094  0.02858  264.06  265.65    0.997   33.564   11.85
 0.56553D-09 0.10125D+13 0.10000D+15   0.0200  1   66.332  0.02639  265.14  266.43    1.563   34.499   11.66
 0.61554D-09 0.10250D+13 0.10000D+15   0.0200  1   61.502  0.02501  265.87  266.97    1.889   35.218   11.51
 0.66315D-09 0.10375D+13 0.10000D+15   0.0200  1   57.638  0.02400  266.43  267.40    2.103   35.833   11.38
 0.71344D-09 0.10500D+13 0.10000D+15   0.0200  1   54.096  0.02314  266.93  267.78    2.286   36.421   11.25
 0.76137D-09 0.10625D+13 0.10000D+15   0.0200  1   51.198  0.02248  267.33  268.09    2.396   36.940   11.14
 0.80979D-09 0.10750D+13 0.10000D+15   0.0200  1   48.622  0.02192  267.67  268.37    2.473   37.428   11.04
 0.86359D-09 0.10875D+13 0.10000D+15   0.0200  1   46.046  0.02139  268.01  268.64    2.561   37.927   10.93
 0.91714D-09 0.11000D+13 0.10000D+15   0.0200  1   43.792  0.02094  268.30  268.88    2.614   38.393   10.84
 0.96916D-09 0.11125D+13 0.10000D+15   0.0200  1   41.860  0.02057  268.55  269.09    2.630   38.823   10.75
 0.10262D-08 0.11250D+13 0.10000D+15   0.0200  1   39.928  0.02021  268.79  269.29    2.656   39.262   10.65
 0.10801D-08 0.11375D+13 0.10000D+15   0.0200  1   38.318  0.01992  268.99  269.46    2.641   39.661   10.57
 0.11485D-08 0.11500D+13 0.10000D+15   0.0200  1   36.386  0.01959  269.22  269.65    2.687   40.120   10.48
 0.12026D-08 0.11625D+13 0.10000D+15   0.0200  1   35.098  0.01937  269.38  269.80    2.636   40.483   10.40
 0.12726D-08 0.11750D+13 0.10000D+15   0.0200  1   33.488  0.01910  269.57  269.95    2.649   40.910   10.32
 0.13365D-08 0.11875D+13 0.10000D+15   0.0200  1   32.200  0.01889  269.73  270.09    2.614   41.288   10.24
 0.14057D-08 0.12000D+13 0.10000D+15   0.0200  1   30.912  0.01869  269.88  270.23    2.588   41.675   10.16
 0.14808D-08 0.12125D+13 0.10000D+15   0.0200  1   29.624  0.01848  270.03  270.35    2.570   42.071   10.08
 0.15628D-08 0.12250D+13 0.10000D+15   0.0200  1   28.336  0.01829  270.18  270.47    2.563   42.476   10.00
 0.16334D-08 0.12375D+13 0.10000D+15   0.0200  1   27.370  0.01814  270.29  270.58    2.497   42.824    9.94
 0.17300D-08 0.12500D+13 0.10000D+15   0.0200  1   26.082  0.01795  270.44  270.69    2.510   43.249    9.86
 0.18134D-08 0.12625D+13 0.10000D+15   0.0200  1   25.116  0.01781  270.55  270.79    2.461   43.613    9.79
 0.19034D-08 0.12750D+13 0.10000D+15   0.0200  1   24.150  0.01767  270.66  270.88    2.420   43.984    9.72
 0.19739D-08 0.12875D+13 0.10000D+15   0.0200  1   23.506  0.01758  270.73  270.97    2.308   44.286    9.66
 0.20772D-08 0.13000D+13 0.10000D+15   0.0200  1   22.540  0.01745  270.84  271.06    2.283   44.672    9.59
 0.21897D-08 0.13125D+13 0.10000D+15   0.0200  1   21.574  0.01731  270.95  271.14    2.269   45.069    9.51
 0.22776D-08 0.13250D+13 0.10000D+15   0.0200  1   20.930  0.01723  271.02  271.22    2.175   45.389    9.45
 0.23711D-08 0.13375D+13 0.10000D+15   0.0200  1   20.286  0.01714  271.09  271.30    2.087   45.713    9.40
 0.25114D-08 0.13500D+13 0.10000D+15   0.0200  1   19.320  0.01701  271.20  271.36    2.102   46.138    9.32
 0.26209D-08 0.13625D+13 0.10000D+15   0.0200  1   18.676  0.01692  271.27  271.43    2.030   46.478    9.26
 0.26908D-08 0.13750D+13 0.10000D+15   0.0200  1   18.354  0.01688  271.30  271.50    1.861   46.722    9.22
 0.27153D-08 0.13875D+13 0.10000D+15   0.0200  1   18.354  0.01688  271.30  271.58    1.590   46.865    9.19
 0.26931D-08 0.14000D+13 0.10000D+15   0.0200  1   18.676  0.01692  271.27  271.68    1.216   46.908    9.17
 0.27171D-08 0.14125D+13 0.10000D+15   0.0200  1   18.676  0.01692  271.27  271.76    0.945   47.051    9.15
 0.27412D-08 0.14250D+13 0.10000D+15   0.0200  1   18.676  0.01692  271.27  271.84    0.673   47.194    9.12
 0.27652D-08 0.14375D+13 0.10000D+15   0.0200  1   18.676  0.01692  271.27  271.92    0.401   47.337    9.09
 0.27892D-08 0.14500D+13 0.10000D+15   0.0200  1   18.676  0.01692  271.27  272.00    0.129   47.480    9.06
 0.15405D-08 0.14625D+13 0.10000D+15   0.0200  1   34.454  0.01926  269.46  269.88   -3.302   44.604   10.16
 0.15826D-08 0.14750D+13 0.10000D+15   0.0200  1   33.810  0.01915  269.54  269.95   -3.501   44.819   10.12
 0.16264D-08 0.14875D+13 0.10000D+15   0.0200  1   33.166  0.01905  269.61  270.01   -3.702   45.032   10.08
 0.16718D-08 0.15000D+13 0.10000D+15   0.0200  1   32.522  0.01894  269.69  270.08   -3.902   45.245   10.04
 0.17191D-08 0.15125D+13 0.10000D+15   0.0200  1   31.878  0.01884  269.77  270.14   -4.104   45.457   10.01
 0.17683D-08 0.15250D+13 0.10000D+15   0.0200  1   31.234  0.01874  269.84  270.19   -4.306   45.667    9.97
 0.18196D-08 0.15375D+13 0.10000D+15   0.0200  1   30.590  0.01863  269.92  270.25   -4.509   45.877    9.93
 0.18535D-08 0.15500D+13 0.10000D+15   0.0200  1   30.268  0.01858  269.95  270.33   -4.724   46.076    9.89
 0.19083D-08 0.15625D+13 0.10000D+15   0.0200  1   29.624  0.01848  270.03  270.38   -4.928   46.284    9.86
 0.19655D-08 0.15750D+13 0.10000D+15   0.0200  1   28.980  0.01839  270.10  270.42   -5.133   46.491    9.82
 0.20029D-08 0.15875D+13 0.10000D+15   0.0200  1   28.658  0.01834  270.14  270.49   -5.350   46.688    9.78
 0.20642D-08 0.16000D+13 0.10000D+15   0.0200  1   28.014  0.01824  270.22  270.53   -5.556   46.894    9.75
 0.21041D-08 0.16125D+13 0.10000D+15   0.0200  1   27.692  0.01819  270.25  270.60   -5.775   47.089    9.71
 0.21700D-08 0.16250D+13 0.10000D+15   0.0200  1   27.048  0.01809  270.33  270.63   -5.982   47.292    9.68
 0.22126D-08 0.16375D+13 0.10000D+15   0.0200  1   26.726  0.01805  270.36  270.70   -6.201   47.486    9.64
 0.22836D-08 0.16500D+13 0.10000D+15   0.0200  1   26.082  0.01795  270.44  270.72   -6.410   47.688    9.61
