R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       etaref      pCLA conv P(MPa)   zbot     %vol    Tbot     Tm      TH2O      Fbot     Ftop     dlid   T_core
 0.00000D+00 0.32000D+14   0.0000  1  193.29  161.000  0.00000  253.41  241.68  253.41   24.606   19.792   16.89  1502.13
 0.12500D+11 0.32000D+14   0.0000  1  193.32  161.000  0.00000  253.41  241.93  253.41   25.082   20.583   17.00  1502.13
 0.25000D+11 0.32000D+14   0.0000  1  193.33  161.000  0.00000  253.41  242.18  253.41   24.860   20.813   16.81  1502.13
 0.37500D+11 0.32000D+14   0.0000  1  193.34  161.000  0.00000  253.41  242.42  253.41   24.637   21.042   16.63  1502.13
 0.50000D+11 0.32000D+14   0.0000  1  193.35  161.000  0.00000  253.41  242.66  253.41   24.412   21.269   16.45  1502.13
 0.62500D+11 0.32000D+14   0.0000  1  193.35  161.000  0.00000  253.41  242.89  253.41   24.185   21.495   16.28  1502.13
 0.75000D+11 0.32000D+14   0.0000  1  193.36  161.000  0.00000  253.41  243.12  253.41   23.956   21.719   16.11  1502.13
 0.87500D+11 0.32000D+14   0.0000  1  193.37  161.000  0.00000  253.41  243.35  253.41   23.726   21.942   15.95  1502.13
 0.10000D+12 0.32000D+14   0.0000  1  193.38  161.000  0.00000  253.41  243.57  253.41   23.495   22.164   15.79  1502.13
 0.11250D+12 0.32000D+14   0.0000  1  193.39  161.000  0.00000  253.41  243.79  253.41   23.261   22.384   15.63  1502.13
 0.12500D+12 0.32000D+14   0.0000  1  193.40  161.000  0.00000  253.41  244.01  253.41   23.027   22.604   15.48  1502.13
 0.13750D+12 0.32000D+14   0.0000  1  193.40  161.000  0.00000  253.41  244.22  253.41   22.790   22.822   15.33  1502.13
 0.15000D+12 0.32000D+14   0.0000  1  193.41  161.000  0.00000  253.41  244.43  253.41   22.553   23.039   15.19  1502.13
 0.16250D+12 0.32000D+14   0.0000  1  193.42  161.000  0.00000  253.41  244.64  253.41   22.314   23.255   15.05  1502.13
 0.17500D+12 0.32000D+14   0.0000  1  193.43  161.000  0.00000  253.41  244.85  253.41   22.074   23.470   14.91  1502.13
 0.18750D+12 0.32000D+14   0.0000  1  193.44  161.000  0.00000  253.41  245.05  253.41   21.832   23.684   14.78  1502.13
 0.20000D+12 0.32000D+14   0.0000  1  193.44  161.000  0.00000  253.41  245.25  253.41   21.589   23.897   14.64  1502.13
 0.21250D+12 0.32000D+14   0.0000  1  193.45  161.000  0.00000  253.41  245.45  253.41   21.345   24.109   14.51  1502.14
 0.22500D+12 0.32000D+14   0.0000  1  193.46  161.000  0.00000  253.41  245.65  253.41   21.100   24.320   14.39  1502.14
 0.23750D+12 0.32000D+14   0.0000  1  193.47  161.000  0.00000  253.41  245.84  253.41   20.854   24.530   14.27  1502.14
 0.25000D+12 0.32000D+14   0.0000  1  193.48  161.000  0.00000  253.41  246.04  253.41   20.607   24.740   14.14  1502.14
 0.26250D+12 0.32000D+14   0.0000  1  193.48  161.000  0.00000  253.41  246.23  253.41   20.358   24.948   14.03  1502.14
 0.27500D+12 0.32000D+14   0.0000  1  193.49  161.000  0.00000  253.41  246.41  253.41   20.109   25.155   13.91  1502.14
 0.28750D+12 0.32000D+14   0.0000  1  193.50  161.000  0.00000  253.41  246.60  253.41   19.858   25.362   13.80  1502.14
 0.30000D+12 0.32000D+14   0.0000  1  193.51  161.000  0.00000  253.41  246.78  253.41   19.606   25.568   13.69  1502.14
 0.31250D+12 0.32000D+14   0.0000  1  193.51  161.000  0.00000  253.41  246.96  253.41   19.354   25.773   13.58  1502.14
 0.32500D+12 0.32000D+14   0.0000  1  193.52  161.000  0.00000  253.41  247.14  253.41   19.100   25.977   13.47  1502.14
 0.33750D+12 0.32000D+14   0.0000  1  193.53  161.000  0.00000  253.41  247.32  253.41   18.846   26.181   13.37  1502.14
 0.35000D+12 0.32000D+14   0.0000  1  193.54  161.000  0.00000  253.41  247.50  253.41   18.590   26.383   13.26  1502.14
 0.36250D+12 0.32000D+14   0.0000  1  193.55  161.000  0.00000  253.41  247.67  253.41   18.334   26.585   13.16  1502.14
 0.37500D+12 0.32000D+14   0.0000  1  193.55  161.000  0.00000  253.41  247.85  253.41   18.077   26.787   13.06  1502.14
 0.38750D+12 0.32000D+14   0.0000  1  193.56  161.000  0.00000  253.41  248.02  253.41   17.819   26.987   12.97  1502.14
 0.40000D+12 0.32000D+14   0.0000  1  193.57  161.000  0.00000  253.41  248.19  253.41   17.560   27.187   12.87  1502.14
 0.41250D+12 0.32000D+14   0.0000  1  193.58  161.000  0.00000  253.41  248.35  253.41   17.300   27.387   12.78  1502.14
 0.42500D+12 0.32000D+14   0.0000  1  193.59  161.000  0.00000  253.41  248.52  253.41   17.040   27.585   12.69  1502.14
 0.43750D+12 0.32000D+14   0.0000  1  193.60  161.000  0.00000  253.41  248.69  253.41   16.778   27.783   12.60  1502.14
 0.45000D+12 0.32000D+14   0.0000  1  193.60  161.000  0.00000  253.41  248.85  253.41   16.516   27.981   12.51  1502.14
 0.46250D+12 0.32000D+14   0.0000  1  193.61  161.000  0.00000  253.41  249.01  253.41   16.253   28.178   12.42  1502.15
 0.47500D+12 0.32000D+14   0.0000  1  193.62  161.000  0.00000  253.41  249.17  253.41   15.990   28.374   12.33  1502.15
 0.48750D+12 0.32000D+14   0.0000  1  193.63  161.000  0.00000  253.41  249.33  253.41   15.725   28.569   12.25  1502.16
 0.50000D+12 0.32000D+14   0.0000  1  193.56  160.932  0.00000  253.43  249.50  253.43   15.465   28.769   12.17  1502.17
 0.51250D+12 0.32000D+14   0.0000  1  189.85  157.849  0.00000  253.94  250.10  253.94   15.396   29.177   12.06  1502.18
 0.52500D+12 0.32000D+14   0.0000  1  186.14  154.769  0.00000  254.45  250.68  254.45   15.328   29.585   11.96  1502.20
 0.53750D+12 0.32000D+14   0.0000  1  182.44  151.695  0.00000  254.95  251.26  254.95   15.261   29.993   11.86  1502.22
 0.55000D+12 0.32000D+14   0.0000  1  178.75  148.627  0.00000  255.44  251.83  255.44   15.194   30.400   11.77  1502.25
 0.56250D+12 0.32000D+14   0.0000  1  175.07  145.568  0.00000  255.92  252.38  255.92   15.128   30.808   11.67  1502.27
 0.57500D+12 0.32000D+14   0.0000  1  171.40  142.519  0.00000  256.39  252.93  256.39   15.063   31.216   11.58  1502.30
 0.58750D+12 0.32000D+14   0.0000  1  167.75  139.484  0.00000  256.85  253.46  256.85   14.998   31.624   11.49  1502.33
 0.60000D+12 0.32000D+14   0.0000  1  164.12  136.462  0.00000  257.31  253.98  257.31   14.934   32.032   11.40  1502.36
 0.61250D+12 0.32000D+14   0.0000  1  160.50  133.457  0.00000  257.75  254.49  257.75   14.870   32.439   11.31  1502.39
 0.62500D+12 0.32000D+14   0.0000  1  156.90  130.471  0.00000  258.19  254.99  258.19   14.808   32.847   11.22  1502.43
 0.63750D+12 0.32000D+14   0.0000  1  153.33  127.504  0.00000  258.62  255.48  258.62   14.746   33.255   11.14  1502.46
 0.65000D+12 0.32000D+14   0.0000  1  149.79  124.559  0.00000  259.04  255.96  259.04   14.685   33.662   11.06  1502.50
 0.66250D+12 0.32000D+14   0.0000  1  146.27  121.638  0.00000  259.45  256.43  259.45   14.625   34.070   10.98  1502.53
 0.67500D+12 0.32000D+14   0.0000  1  142.79  118.742  0.00000  259.85  256.88  259.85   14.566   34.478   10.89  1502.57
 0.68750D+12 0.32000D+14   0.0000  1  139.33  115.873  0.00000  260.24  257.33  260.24   14.507   34.885   10.82  1502.61
 0.70000D+12 0.32000D+14   0.0000  1  135.92  113.033  0.00000  260.63  257.76  260.63   14.450   35.293   10.74  1502.65
 0.71250D+12 0.32000D+14   0.0000  1  132.53  110.223  0.00000  261.00  258.19  261.00   14.393   35.701   10.66  1502.69
 0.72500D+12 0.32000D+14   0.0000  1  129.19  107.445  0.00000  261.37  258.61  261.37   14.337   36.108   10.58  1502.73
 0.73750D+12 0.32000D+14   0.0000  1  125.89  104.701  0.00000  261.73  259.01  261.73   14.283   36.516   10.51  1502.77
 0.75000D+12 0.32000D+14   0.0000  1  122.63  101.991  0.00000  262.08  259.41  262.08   14.229   36.924   10.43  1502.81
 0.76250D+12 0.32000D+14   0.0000  1  119.41   99.318  0.00000  262.43  259.79  262.43   14.176   37.331   10.36  1502.86
 0.77500D+12 0.32000D+14   0.0000  1  116.23   96.683  0.00000  262.76  260.17  262.76   14.125   37.739   10.29  1502.90
 0.78750D+12 0.32000D+14   0.0000  1  113.11   94.086  0.00000  263.09  260.53  263.09   14.074   38.147   10.22  1502.94
 0.80000D+12 0.32000D+14   0.0000  1  110.03   91.530  0.00000  263.40  260.89  263.40   14.025   38.554   10.15  1502.99
 0.81250D+12 0.32000D+14   0.0000  1  107.00   89.015  0.00000  263.71  261.23  263.71   13.976   38.962   10.08  1503.03
 0.82500D+12 0.32000D+14   0.0000  1  104.02   86.541  0.00000  264.02  261.57  264.02   13.928   39.369   10.01  1503.07
 0.83750D+12 0.32000D+14   0.0000  1  101.10   84.111  0.00000  264.31  261.89  264.31   13.882   39.777    9.94  1503.12
 0.85000D+12 0.32000D+14   0.0000  1   98.22   81.725  0.00000  264.60  262.21  264.60   13.836   40.185    9.87  1503.17
 0.86250D+12 0.32000D+14   0.0000  1   95.41   79.383  0.00000  264.88  262.52  264.88   13.792   40.592    9.80  1503.21
 0.87500D+12 0.32000D+14   0.0000  1   92.64   77.087  0.00000  265.15  262.82  265.15   13.749   41.000    9.74  1503.26
 0.88750D+12 0.32000D+14   0.0000  1   89.93   74.837  0.00000  265.41  263.11  265.41   13.706   41.407    9.67  1503.31
 0.90000D+12 0.32000D+14   0.0000  1   87.28   72.633  0.00000  265.67  263.39  265.67   13.665   41.815    9.61  1503.35
 0.91250D+12 0.32000D+14   0.0000  1   84.68   70.475  0.00000  265.91  263.67  265.91   13.625   42.223    9.54  1503.40
 0.92500D+12 0.32000D+14   0.0000  1   82.14   68.365  0.00000  266.16  263.93  266.16   13.586   42.630    9.48  1503.44
 0.93750D+12 0.32000D+14   0.0000  1   79.65   66.302  0.00000  266.39  264.19  266.39   13.548   43.038    9.42  1503.48
 0.95000D+12 0.32000D+14   0.0000  1   77.23   64.287  0.00000  266.62  264.44  266.62   13.511   43.445    9.35  1503.52
 0.96250D+12 0.32000D+14   0.0000  1   74.86   62.319  0.00000  266.84  264.68  266.84   13.474   43.853    9.29  1503.56
 0.97500D+12 0.32000D+14   0.0000  1   72.54   60.398  0.00000  267.05  264.91  267.05   13.439   44.261    9.23  1503.60
 0.98750D+12 0.32000D+14   0.0000  1   70.29   58.525  0.00000  267.26  265.13  267.26   13.405   44.668    9.17  1503.64
 0.10000D+13 0.32000D+14   0.0000  1   68.09   56.699  0.00000  267.46  265.35  267.46   13.372   45.076    9.11  1503.67
 0.10125D+13 0.32000D+14   0.0000  1   65.94   54.920  0.00000  267.65  265.56  267.65   13.340   45.484    9.04  1503.71
 0.10250D+13 0.32000D+14   0.0000  1   63.86   53.187  0.00000  267.84  265.77  267.84   13.309   45.891    8.98  1503.75
 0.10375D+13 0.32000D+14   0.0000  1   61.83   51.501  0.00000  268.02  265.96  268.02   13.278   46.299    8.93  1503.78
 0.10500D+13 0.32000D+14   0.0000  1   59.85   49.861  0.00000  268.20  266.15  268.20   13.249   46.707    8.87  1503.81
 0.10625D+13 0.32000D+14   0.0000  1   57.93   48.265  0.00000  268.37  266.34  268.37   13.220   47.114    8.81  1503.84
 0.10750D+13 0.32000D+14   0.0000  1   56.06   46.715  0.00000  268.53  266.51  268.53   13.193   47.522    8.75  1503.88
 0.10875D+13 0.32000D+14   0.0000  1   54.25   45.209  0.00000  268.69  266.68  268.69   13.166   47.930    8.69  1503.91
 0.11000D+13 0.32000D+14   0.0000  1   52.48   43.746  0.00000  268.85  266.85  268.85   13.140   48.337    8.64  1503.94
 0.11125D+13 0.32000D+14   0.0000  1   50.77   42.326  0.00000  269.00  267.01  269.00   13.115   48.745    8.58  1503.96
 0.11250D+13 0.32000D+14   0.0000  1   49.11   40.948  0.00000  269.14  267.16  269.14   13.091   49.153    8.52  1503.99
 0.11375D+13 0.32000D+14   0.0000  1   47.50   39.611  0.00000  269.28  267.31  269.28   13.067   49.561    8.47  1504.02
 0.11500D+13 0.32000D+14   0.0000  1   45.94   38.315  0.00000  269.41  267.45  269.41   13.045   49.968    8.41  1504.04
 0.11625D+13 0.32000D+14   0.0000  1   44.43   37.059  0.00000  269.54  267.58  269.54   13.023   50.376    8.36  1504.07
 0.11750D+13 0.32000D+14   0.0000  1   42.96   35.841  0.00000  269.67  267.71  269.67   13.001   50.784    8.30  1504.09
 0.11875D+13 0.32000D+14   0.0000  1   41.54   34.662  0.00000  269.79  267.84  269.79   12.981   51.192    8.25  1504.12
 0.12000D+13 0.32000D+14   0.0000  1   40.16   33.520  0.00000  269.91  267.96  269.91   12.961   51.599    8.19  1504.14
 0.12125D+13 0.32000D+14   0.0000  1   38.83   32.414  0.00000  270.02  268.08  270.02   12.942   52.007    8.14  1504.16
 0.12250D+13 0.32000D+14   0.0000  1   37.54   31.344  0.00000  270.13  268.19  270.13   12.923   52.415    8.09  1504.18
 0.12375D+13 0.32000D+14   0.0000  1   36.29   30.309  0.00000  270.23  268.30  270.23   12.905   52.823    8.04  1504.21
 0.12500D+13 0.32000D+14   0.0000  1   35.09   29.307  0.00000  270.33  268.40  270.33   12.888   53.231    7.99  1504.23
 0.12625D+13 0.32000D+14   0.0000  1   33.92   28.338  0.00000  270.43  268.50  270.43   12.872   53.639    7.93  1504.25
 0.12750D+13 0.32000D+14   0.0000  1   32.79   27.401  0.00000  270.52  268.60  270.52   12.855   54.047    7.88  1504.26
 0.12875D+13 0.32000D+14   0.0000  1   31.70   26.495  0.00000  270.61  268.69  270.61   12.840   54.454    7.83  1504.28
 0.13000D+13 0.32000D+14   0.0000  1   30.64   25.619  0.00000  270.70  268.78  270.70   12.825   54.862    7.78  1504.30
 0.13125D+13 0.32000D+14   0.0000  1   29.62   24.772  0.00000  270.79  268.87  270.79   12.811   55.270    7.73  1504.32
 0.13250D+13 0.32000D+14   0.0000  1   28.63   23.954  0.00000  270.87  268.95  270.87   12.797   55.678    7.69  1504.33
 0.13375D+13 0.32000D+14   0.0000  1   27.68   23.164  0.00000  270.95  269.03  270.95   12.783   56.086    7.64  1504.35
 0.13500D+13 0.32000D+14   0.0000  1   26.76   22.400  0.00000  271.02  269.10  271.02   12.770   56.494    7.59  1504.37
 0.13625D+13 0.32000D+14   0.0000  1   25.87   21.663  0.00000  271.09  269.17  271.09   12.758   56.902    7.54  1504.38
 0.13750D+13 0.32000D+14   0.0000  1   25.01   20.950  0.00000  271.16  269.24  271.16   12.746   57.310    7.49  1504.39
 0.13875D+13 0.32000D+14   0.0000  1   24.18   20.262  0.00000  271.23  269.31  271.23   12.734   57.718    7.45  1504.41
 0.14000D+13 0.32000D+14   0.0000  1   23.38   19.598  0.00000  271.30  269.37  271.30   12.723   58.126    7.40  1504.42
