R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.27477D-09 0.10125D+13 0.32000D+14   0.0050  1  143.612  0.03809  251.32  256.35    0.000   33.066    9.69
 0.27987D-09 0.10250D+13 0.32000D+14   0.0050  1  142.646  0.03603  251.80  256.80    0.000   33.474    9.58
 0.28444D-09 0.10375D+13 0.32000D+14   0.0050  1  142.002  0.03478  252.10  257.16    0.000   33.882    9.48
 0.28906D-09 0.10500D+13 0.32000D+14   0.0050  1  141.358  0.03361  252.39  257.50    0.000   34.290    9.39
 0.29432D-09 0.10625D+13 0.32000D+14   0.0050  1  140.392  0.03199  252.79  257.90    0.000   34.699    9.29
 0.29903D-09 0.10750D+13 0.32000D+14   0.0050  1  139.748  0.03100  253.05  258.23    0.000   35.107    9.21
 0.30442D-09 0.10875D+13 0.32000D+14   0.0050  1  138.782  0.02962  253.41  258.61    0.000   35.515    9.12
 0.38927D-09 0.11000D+13 0.32000D+14   0.0050  1  107.548  0.01197  260.45  261.40    5.164   40.400    9.41
 0.41577D-09 0.11125D+13 0.32000D+14   0.0050  1  101.430  0.01069  261.42  262.20    5.612   41.238    9.31
 0.44007D-09 0.11250D+13 0.32000D+14   0.0050  1   96.600  0.00985  262.15  262.82    5.890   41.923    9.23
 0.46385D-09 0.11375D+13 0.32000D+14   0.0050  1   92.414  0.00922  262.76  263.34    6.089   42.537    9.16
 0.48817D-09 0.11500D+13 0.32000D+14   0.0050  1   88.550  0.00870  263.30  263.81    6.250   43.117    9.09
 0.51286D-09 0.11625D+13 0.32000D+14   0.0050  1   85.008  0.00827  263.79  264.24    6.376   43.665    9.02
 0.53565D-09 0.11750D+13 0.32000D+14   0.0050  1   82.110  0.00795  264.18  264.60    6.433   44.147    8.96
 0.56227D-09 0.11875D+13 0.32000D+14   0.0050  1   78.890  0.00762  264.60  264.97    6.530   44.668    8.90
 0.58638D-09 0.12000D+13 0.32000D+14   0.0050  1   76.314  0.00738  264.93  265.29    6.558   45.122    8.84
 0.61471D-09 0.12125D+13 0.32000D+14   0.0050  1   73.416  0.00712  265.30  265.61    6.629   45.617    8.78
 0.64256D-09 0.12250D+13 0.32000D+14   0.0050  1   70.840  0.00690  265.63  265.91    6.668   46.082    8.73
 0.66946D-09 0.12375D+13 0.32000D+14   0.0050  1   68.586  0.00672  265.91  266.17    6.673   46.513    8.67
 0.69818D-09 0.12500D+13 0.32000D+14   0.0050  1   66.332  0.00655  266.18  266.43    6.684   46.950    8.62
 0.72890D-09 0.12625D+13 0.32000D+14   0.0050  1   64.078  0.00639  266.45  266.68    6.701   47.392    8.57
 0.75805D-09 0.12750D+13 0.32000D+14   0.0050  1   62.146  0.00625  266.68  266.90    6.683   47.800    8.52
 0.79313D-09 0.12875D+13 0.32000D+14   0.0050  1   59.892  0.00610  266.95  267.14    6.713   48.255    8.46
 0.82649D-09 0.13000D+13 0.32000D+14   0.0050  1   57.960  0.00598  267.18  267.36    6.708   48.674    8.41
 0.85738D-09 0.13125D+13 0.32000D+14   0.0050  1   56.350  0.00588  267.37  267.54    6.664   49.055    8.36
 0.89515D-09 0.13250D+13 0.32000D+14   0.0050  1   54.418  0.00577  267.59  267.75    6.672   49.486    8.31
 0.93018D-09 0.13375D+13 0.32000D+14   0.0050  1   52.808  0.00568  267.77  267.93    6.639   49.877    8.27
 0.96738D-09 0.13500D+13 0.32000D+14   0.0050  1   51.198  0.00559  267.96  268.10    6.613   50.274    8.22
 0.10070D-08 0.13625D+13 0.32000D+14   0.0050  1   49.588  0.00550  268.14  268.27    6.593   50.677    8.17
 0.10492D-08 0.13750D+13 0.32000D+14   0.0050  1   47.978  0.00541  268.32  268.44    6.580   51.086    8.12
 0.10871D-08 0.13875D+13 0.32000D+14   0.0050  1   46.690  0.00535  268.46  268.59    6.522   51.450    8.08
 0.11349D-08 0.14000D+13 0.32000D+14   0.0050  1   45.080  0.00527  268.64  268.75    6.523   51.873    8.03
 0.11777D-08 0.14125D+13 0.32000D+14   0.0050  1   43.792  0.00521  268.78  268.89    6.477   52.248    7.99
 0.12231D-08 0.14250D+13 0.32000D+14   0.0050  1   42.504  0.00514  268.92  269.02    6.437   52.629    7.94
 0.12713D-08 0.14375D+13 0.32000D+14   0.0050  1   41.216  0.00508  269.06  269.16    6.404   53.015    7.90
