R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.21466D-09 0.86250D+12 0.32000D+14   0.0000  1  158.102  0.00000  253.90  253.96    7.723   34.405   10.22
 0.22349D-09 0.87500D+12 0.32000D+14   0.0000  1  153.594  0.00000  254.64  254.69    7.770   34.891   10.16
 0.23239D-09 0.88750D+12 0.32000D+14   0.0000  1  149.408  0.00000  255.31  255.36    7.794   35.357   10.10
 0.24130D-09 0.90000D+12 0.32000D+14   0.0000  1  145.544  0.00000  255.92  255.98    7.796   35.802   10.04
 0.25121D-09 0.91250D+12 0.32000D+14   0.0000  1  141.358  0.00000  256.57  256.62    7.823   36.271    9.98
 0.26114D-09 0.92500D+12 0.32000D+14   0.0000  1  137.494  0.00000  257.15  257.21    7.830   36.719    9.93
 0.27163D-09 0.93750D+12 0.32000D+14   0.0000  1  133.630  0.00000  257.73  257.78    7.839   37.170    9.87
 0.28272D-09 0.95000D+12 0.32000D+14   0.0000  1  129.766  0.00000  258.29  258.34    7.850   37.624    9.81
 0.29380D-09 0.96250D+12 0.32000D+14   0.0000  1  126.224  0.00000  258.80  258.85    7.841   38.057    9.75
 0.30623D-09 0.97500D+12 0.32000D+14   0.0000  1  122.360  0.00000  259.35  259.39    7.860   38.517    9.70
 0.31866D-09 0.98750D+12 0.32000D+14   0.0000  1  118.818  0.00000  259.84  259.88    7.858   38.956    9.64
 0.33098D-09 0.10000D+13 0.32000D+14   0.0000  1  115.598  0.00000  260.28  260.33    7.834   39.375    9.59
 0.34491D-09 0.10125D+13 0.32000D+14   0.0000  1  112.056  0.00000  260.76  260.81    7.840   39.821    9.53
 0.35874D-09 0.10250D+13 0.32000D+14   0.0000  1  108.836  0.00000  261.19  261.24    7.825   40.246    9.48
 0.37340D-09 0.10375D+13 0.32000D+14   0.0000  1  105.616  0.00000  261.61  261.66    7.814   40.675    9.42
 0.38782D-09 0.10500D+13 0.32000D+14   0.0000  1  102.718  0.00000  261.99  262.04    7.782   41.082    9.37
 0.40428D-09 0.10625D+13 0.32000D+14   0.0000  1   99.498  0.00000  262.40  262.45    7.780   41.519    9.31
 0.42051D-09 0.10750D+13 0.32000D+14   0.0000  1   96.600  0.00000  262.77  262.82    7.757   41.934    9.26
 0.43773D-09 0.10875D+13 0.32000D+14   0.0000  1   93.702  0.00000  263.13  263.18    7.739   42.353    9.21
 0.45603D-09 0.11000D+13 0.32000D+14   0.0000  1   90.804  0.00000  263.49  263.53    7.726   42.777    9.16
 0.47388D-09 0.11125D+13 0.32000D+14   0.0000  1   88.228  0.00000  263.81  263.86    7.690   43.176    9.10
 0.49279D-09 0.11250D+13 0.32000D+14   0.0000  1   85.652  0.00000  264.12  264.17    7.658   43.581    9.05
 0.51285D-09 0.11375D+13 0.32000D+14   0.0000  1   83.076  0.00000  264.44  264.48    7.632   43.989    9.00
 0.53418D-09 0.11500D+13 0.32000D+14   0.0000  1   80.500  0.00000  264.74  264.78    7.612   44.403    8.95
 0.55473D-09 0.11625D+13 0.32000D+14   0.0000  1   78.246  0.00000  265.01  265.06    7.566   44.791    8.90
 0.57647D-09 0.11750D+13 0.32000D+14   0.0000  1   75.992  0.00000  265.27  265.32    7.525   45.183    8.85
 0.59954D-09 0.11875D+13 0.32000D+14   0.0000  1   73.738  0.00000  265.54  265.59    7.490   45.580    8.80
 0.62403D-09 0.12000D+13 0.32000D+14   0.0000  1   71.484  0.00000  265.80  265.84    7.460   45.982    8.75
 0.65011D-09 0.12125D+13 0.32000D+14   0.0000  1   69.230  0.00000  266.06  266.10    7.437   46.389    8.70
 0.67482D-09 0.12250D+13 0.32000D+14   0.0000  1   67.298  0.00000  266.28  266.32    7.384   46.767    8.65
 0.70097D-09 0.12375D+13 0.32000D+14   0.0000  1   65.366  0.00000  266.50  266.54    7.337   47.149    8.60
 0.72871D-09 0.12500D+13 0.32000D+14   0.0000  1   63.434  0.00000  266.71  266.76    7.296   47.537    8.56
 0.75816D-09 0.12625D+13 0.32000D+14   0.0000  1   61.502  0.00000  266.93  266.97    7.261   47.930    8.51
 0.78951D-09 0.12750D+13 0.32000D+14   0.0000  1   59.570  0.00000  267.14  267.18    7.232   48.329    8.46
 0.81854D-09 0.12875D+13 0.32000D+14   0.0000  1   57.960  0.00000  267.32  267.37    7.169   48.693    8.41
 0.84922D-09 0.13000D+13 0.32000D+14   0.0000  1   56.350  0.00000  267.50  267.55    7.111   49.062    8.37
 0.88671D-09 0.13125D+13 0.32000D+14   0.0000  1   54.418  0.00000  267.71  267.74    7.103   49.479    8.32
 0.91609D-09 0.13250D+13 0.32000D+14   0.0000  1   53.130  0.00000  267.85  267.90    7.013   49.815    8.28
 0.95264D-09 0.13375D+13 0.32000D+14   0.0000  1   51.520  0.00000  268.02  268.07    6.973   50.200    8.23
 0.99152D-09 0.13500D+13 0.32000D+14   0.0000  1   49.910  0.00000  268.19  268.24    6.940   50.591    8.19
 0.10264D-08 0.13625D+13 0.32000D+14   0.0000  1   48.622  0.00000  268.33  268.38    6.866   50.941    8.14
 0.10701D-08 0.13750D+13 0.32000D+14   0.0000  1   47.012  0.00000  268.50  268.54    6.846   51.344    8.10
 0.11093D-08 0.13875D+13 0.32000D+14   0.0000  1   45.724  0.00000  268.64  268.68    6.783   51.704    8.05
 0.11508D-08 0.14000D+13 0.32000D+14   0.0000  1   44.436  0.00000  268.78  268.82    6.726   52.069    8.01
 0.11948D-08 0.14125D+13 0.32000D+14   0.0000  1   43.148  0.00000  268.91  268.96    6.675   52.440    7.97
