R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
  time_Gyr   Prad    Ptidal    Fcore     Pint     Hint     conv melt P(MPa)   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid   T_core
 0.10000D-01   1.0375   0.0000    1.814   0.8000 0.28581D-08  0  0   12.05   10.000  0.01187  272.25  267.28   31.898   57.617   10.00   273.88
 0.12270D-01   1.0362   0.0000    2.008   0.8000 0.18462D-08  0  0   18.72   15.536  0.01237  271.68  267.41   15.782   41.595   15.54   275.51
 0.14540D-01   1.0349   0.0000    2.185   0.8000 0.14787D-08  1  0   23.00   19.446  0.01275  271.27  267.39   13.890   39.672   10.84   277.14
 0.16810D-01   1.0336   0.0000    2.348   0.8000 0.12483D-08  1  0   27.39   23.088  0.01312  270.88  267.32   12.907   38.654   11.08   278.77
 0.19080D-01   1.0324   0.0000    2.500   0.8000 0.10907D-08  1  0   31.49   26.483  0.01349  270.51  267.22   12.128   37.846   11.26   280.39
 0.21350D-01   1.0311   0.0000    2.643   0.8000 0.97621D-09  1  0   35.32   29.650  0.01384  270.16  267.10   11.488   37.182   11.42   282.01
 0.23620D-01   1.0298   0.0000    2.778   0.8000 0.88930D-09  1  0   38.89   32.609  0.01419  269.82  266.97   10.948   36.621   11.55   283.64
 0.25890D-01   1.0285   0.0000    2.907   0.8000 0.82111D-09  1  0   42.24   35.380  0.01454  269.50  266.84   10.482   36.138   11.66   285.25
 0.28160D-01   1.0273   0.0000    3.030   0.8000 0.76621D-09  1  0   45.38   37.979  0.01487  269.20  266.70   10.075   35.716   11.76   286.87
 0.30430D-01   1.0260   0.0000    3.147   0.8000 0.72108D-09  1  0   48.33   40.420  0.01520  268.92  266.56    9.713   35.343   11.84   288.49
 0.32700D-01   1.0247   0.0000    3.261   0.8000 0.68336D-09  1  0   51.11   42.715  0.01552  268.64  266.42    9.390   35.009   11.92   290.10
 0.34970D-01   1.0234   0.0000    3.370   0.8000 0.65138D-09  1  0   53.72   44.874  0.01584  268.38  266.28    9.097   34.708   11.98   291.71
