R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.77071D-09 0.20500D+13 0.32000D+13   0.0300  1  100.786  0.06463  255.59  262.39    0.000   66.948    4.80
 0.78007D-09 0.20625D+13 0.32000D+13   0.0300  1  100.142  0.06390  255.81  262.58    0.000   67.356    4.78
 0.78954D-09 0.20750D+13 0.32000D+13   0.0300  1   99.498  0.06319  256.03  262.77    0.000   67.765    4.76
 0.79671D-09 0.20875D+13 0.32000D+13   0.0300  1   99.176  0.06284  256.14  262.92    0.000   68.173    4.73
 0.80638D-09 0.21000D+13 0.32000D+13   0.0300  1   98.532  0.06215  256.35  263.11    0.000   68.581    4.71
 0.81367D-09 0.21125D+13 0.32000D+13   0.0300  1   98.210  0.06181  256.45  263.26    0.000   68.989    4.69
 0.82354D-09 0.21250D+13 0.32000D+13   0.0300  1   97.566  0.06114  256.66  263.44    0.000   69.397    4.67
 0.83095D-09 0.21375D+13 0.32000D+13   0.0300  1   97.244  0.06081  256.76  263.58    0.000   69.806    4.65
 0.84103D-09 0.21500D+13 0.32000D+13   0.0300  1   96.600  0.06016  256.96  263.76    0.000   70.214    4.63
 0.85124D-09 0.21625D+13 0.32000D+13   0.0300  1   95.956  0.05952  257.16  263.94    0.000   70.622    4.61
 0.85886D-09 0.21750D+13 0.32000D+13   0.0300  1   95.634  0.05921  257.26  264.08    0.000   71.030    4.59
 0.86929D-09 0.21875D+13 0.32000D+13   0.0300  1   94.990  0.05859  257.46  264.25    0.000   71.439    4.57
 0.87985D-09 0.22000D+13 0.32000D+13   0.0300  1   94.346  0.05799  257.65  264.42    0.000   71.847    4.55
 0.88769D-09 0.22125D+13 0.32000D+13   0.0300  1   94.024  0.05769  257.74  264.56    0.000   72.255    4.54
 0.89849D-09 0.22250D+13 0.32000D+13   0.0300  1   93.380  0.05710  257.93  264.73    0.000   72.663    4.52
 0.90943D-09 0.22375D+13 0.32000D+13   0.0300  1   92.736  0.05653  258.11  264.89    0.000   73.071    4.50
 0.92051D-09 0.22500D+13 0.32000D+13   0.0300  1   92.092  0.05596  258.30  265.05    0.000   73.480    4.48
 0.92868D-09 0.22625D+13 0.32000D+13   0.0300  1   91.770  0.05568  258.39  265.18    0.000   73.888    4.47
 0.94002D-09 0.22750D+13 0.32000D+13   0.0300  1   91.126  0.05513  258.56  265.34    0.000   74.296    4.45
 0.95151D-09 0.22875D+13 0.32000D+13   0.0300  1   90.482  0.05459  258.74  265.50    0.000   74.704    4.43
 0.96316D-09 0.23000D+13 0.32000D+13   0.0300  1   89.838  0.05407  258.91  265.65    0.000   75.112    4.42
 0.97498D-09 0.23125D+13 0.32000D+13   0.0300  1   89.194  0.05355  259.08  265.81    0.000   75.521    4.40
 0.98359D-09 0.23250D+13 0.32000D+13   0.0300  1   88.872  0.05329  259.17  265.93    0.000   75.929    4.38
 0.99568D-09 0.23375D+13 0.32000D+13   0.0300  1   88.228  0.05279  259.34  266.08    0.000   76.337    4.37
 0.10079D-08 0.23500D+13 0.32000D+13   0.0300  1   87.584  0.05229  259.50  266.23    0.000   76.745    4.35
 0.10204D-08 0.23625D+13 0.32000D+13   0.0300  1   86.940  0.05180  259.67  266.37    0.000   77.154    4.34
 0.10330D-08 0.23750D+13 0.32000D+13   0.0300  1   86.296  0.05132  259.83  266.52    0.000   77.562    4.32
 0.10458D-08 0.23875D+13 0.32000D+13   0.0300  1   85.652  0.05085  259.99  266.66    0.000   77.970    4.31
 0.10588D-08 0.24000D+13 0.32000D+13   0.0300  1   85.008  0.05039  260.15  266.80    0.000   78.378    4.30
 0.10720D-08 0.24125D+13 0.32000D+13   0.0300  1   84.364  0.04994  260.30  266.93    0.000   78.786    4.28
 0.10854D-08 0.24250D+13 0.32000D+13   0.0300  1   83.720  0.04949  260.46  267.07    0.000   79.195    4.27
 0.10950D-08 0.24375D+13 0.32000D+13   0.0300  1   83.398  0.04927  260.53  267.19    0.000   79.603    4.25
 0.11087D-08 0.24500D+13 0.32000D+13   0.0300  1   82.754  0.04884  260.69  267.32    0.000   80.011    4.24
 0.11226D-08 0.24625D+13 0.32000D+13   0.0300  1   82.110  0.04841  260.84  267.45    0.000   80.419    4.23
 0.11367D-08 0.24750D+13 0.32000D+13   0.0300  1   81.466  0.04799  260.98  267.58    0.000   80.828    4.22
 0.11511D-08 0.24875D+13 0.32000D+13   0.0300  1   80.822  0.04757  261.13  267.71    0.000   81.236    4.20
 0.11657D-08 0.25000D+13 0.32000D+13   0.0300  1   80.178  0.04717  261.28  267.83    0.000   81.644    4.19
 0.11850D-08 0.25125D+13 0.32000D+13   0.0300  1   79.212  0.04657  261.49  267.97    0.000   82.052    4.18
 0.12002D-08 0.25250D+13 0.32000D+13   0.0300  1   78.568  0.04618  261.63  268.09    0.000   82.460    4.17
 0.12156D-08 0.25375D+13 0.32000D+13   0.0300  1   77.924  0.04579  261.77  268.21    0.000   82.869    4.16
 0.12313D-08 0.25500D+13 0.32000D+13   0.0300  1   77.280  0.04541  261.91  268.33    0.000   83.277    4.15
 0.12472D-08 0.25625D+13 0.32000D+13   0.0300  1   76.636  0.04504  262.05  268.45    0.000   83.685    4.13
 0.15085D-08 0.25750D+13 0.32000D+13   0.0300  1   63.112  0.03836  264.66  266.79    4.831   88.542    4.54
 0.16022D-08 0.25875D+13 0.32000D+13   0.0300  1   59.570  0.03691  265.27  267.18    5.865   89.928    4.50
 0.16799D-08 0.26000D+13 0.32000D+13   0.0300  1   56.994  0.03592  265.70  267.46    6.545   90.986    4.46
 0.17550D-08 0.26125D+13 0.32000D+13   0.0300  1   54.740  0.03509  266.07  267.71    7.112   91.940    4.43
 0.18149D-08 0.26250D+13 0.32000D+13   0.0300  1   53.130  0.03452  266.32  267.89    7.445   92.673    4.41
 0.18900D-08 0.26375D+13 0.32000D+13   0.0300  1   51.198  0.03386  266.62  268.09    7.903   93.528    4.38
 0.19463D-08 0.26500D+13 0.32000D+13   0.0300  1   49.910  0.03343  266.82  268.24    8.126   94.158    4.36
 0.20186D-08 0.26625D+13 0.32000D+13   0.0300  1   48.300  0.03291  267.07  268.40    8.477   94.911    4.34
 0.20819D-08 0.26750D+13 0.32000D+13   0.0300  1   47.012  0.03251  267.26  268.54    8.710   95.553    4.32
 0.21342D-08 0.26875D+13 0.32000D+13   0.0300  1   46.046  0.03221  267.40  268.65    8.825   96.079    4.30
 0.22039D-08 0.27000D+13 0.32000D+13   0.0300  1   44.758  0.03182  267.59  268.78    9.069   96.732    4.28
 0.22616D-08 0.27125D+13 0.32000D+13   0.0300  1   43.792  0.03153  267.73  268.89    9.192   97.268    4.26
 0.23389D-08 0.27250D+13 0.32000D+13   0.0300  1   42.504  0.03116  267.91  269.02    9.450   97.935    4.24
 0.24028D-08 0.27375D+13 0.32000D+13   0.0300  1   41.538  0.03088  268.05  269.12    9.584   98.481    4.22
 0.24697D-08 0.27500D+13 0.32000D+13   0.0300  1   40.572  0.03061  268.19  269.22    9.724   99.033    4.21
 0.25199D-08 0.27625D+13 0.32000D+13   0.0300  1   39.928  0.03043  268.28  269.30    9.733   99.459    4.19
 0.25924D-08 0.27750D+13 0.32000D+13   0.0300  1   38.962  0.03017  268.41  269.39    9.883  100.021    4.18
 0.26686D-08 0.27875D+13 0.32000D+13   0.0300  1   37.996  0.02991  268.54  269.49   10.039  100.589    4.16
 0.27257D-08 0.28000D+13 0.32000D+13   0.0300  1   37.352  0.02974  268.63  269.56   10.060  101.026    4.14
 0.28088D-08 0.28125D+13 0.32000D+13   0.0300  1   36.386  0.02948  268.76  269.65   10.228  101.606    4.13
 0.28709D-08 0.28250D+13 0.32000D+13   0.0300  1   35.742  0.02932  268.85  269.72   10.258  102.051    4.11
 0.29353D-08 0.28375D+13 0.32000D+13   0.0300  1   35.098  0.02915  268.93  269.79   10.292  102.500    4.10
 0.30021D-08 0.28500D+13 0.32000D+13   0.0300  1   34.454  0.02899  269.02  269.86   10.329  102.952    4.08
 0.31003D-08 0.28625D+13 0.32000D+13   0.0300  1   33.488  0.02875  269.15  269.94   10.523  103.559    4.07
 0.31736D-08 0.28750D+13 0.32000D+13   0.0300  1   32.844  0.02859  269.23  270.01   10.571  104.022    4.05
 0.32498D-08 0.28875D+13 0.32000D+13   0.0300  1   32.200  0.02843  269.32  270.07   10.624  104.489    4.04
 0.32961D-08 0.29000D+13 0.32000D+13   0.0300  1   31.878  0.02836  269.36  270.13   10.523  104.804    4.03
 0.33772D-08 0.29125D+13 0.32000D+13   0.0300  1   31.234  0.02820  269.44  270.19   10.583  105.279    4.01
 0.34616D-08 0.29250D+13 0.32000D+13   0.0300  1   30.590  0.02805  269.53  270.25   10.649  105.759    4.00
 0.35497D-08 0.29375D+13 0.32000D+13   0.0300  1   29.946  0.02790  269.61  270.31   10.721  106.245    3.98
 0.36417D-08 0.29500D+13 0.32000D+13   0.0300  1   29.302  0.02774  269.69  270.37   10.798  106.736    3.97
 0.36970D-08 0.29625D+13 0.32000D+13   0.0300  1   28.980  0.02767  269.73  270.42   10.709  107.063    3.96
 0.37954D-08 0.29750D+13 0.32000D+13   0.0300  1   28.336  0.02752  269.81  270.47   10.796  107.564    3.94
 0.38543D-08 0.29875D+13 0.32000D+13   0.0300  1   28.014  0.02745  269.85  270.52   10.712  107.896    3.93
 0.39599D-08 0.30000D+13 0.32000D+13   0.0300  1   27.370  0.02730  269.94  270.57   10.809  108.406    3.92
