R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.62500D+12 0.15612D-09 0.32000D+15   0.0000  1  157.458  0.00000  254.01  256.99    0.000   20.411   16.85
 0.63750D+12 0.16564D-09 0.32000D+15   0.0000  1  150.696  0.00000  255.11  257.94   -0.000   20.819   16.81
 0.65000D+12 0.17568D-09 0.32000D+15   0.0000  1  144.256  0.00000  256.12  258.82   -0.000   21.227   16.76
 0.66250D+12 0.18703D-09 0.32000D+15   0.0000  1  137.494  0.00000  257.15  259.67   -0.000   21.636   16.72
 0.67500D+12 0.19908D-09 0.32000D+15   0.0000  1  131.054  0.00000  258.10  260.45    0.000   22.044   16.69
 0.68750D+12 0.21234D-09 0.32000D+15   0.0000  1  124.614  0.00000  259.03  261.18    0.000   22.452   16.65
 0.70000D+12 0.22702D-09 0.32000D+15   0.0000  1  118.174  0.00000  259.93  261.87    0.000   22.860   16.62
 0.71250D+12 0.24271D-09 0.32000D+15   0.0000  1  112.056  0.00000  260.76  262.50    0.000   23.269   16.59
 0.72500D+12 0.26019D-09 0.32000D+15   0.0000  1  105.938  0.00000  261.57  263.09    0.000   23.677   16.56
 0.73750D+12 0.27893D-09 0.32000D+15   0.0000  1  100.142  0.00000  262.32  263.62    0.000   24.085   16.53
 0.75000D+12 0.29899D-09 0.32000D+15   0.0000  1   94.668  0.00000  263.01  264.11   -0.000   24.493   16.49
 0.76250D+12 0.32148D-09 0.32000D+15   0.0000  1   89.194  0.00000  263.69  264.55    0.000   24.901   16.45
 0.77500D+12 0.34687D-09 0.32000D+15   0.0000  1   83.720  0.00000  264.36  264.96    0.000   25.310   16.42
 0.78750D+12 0.37287D-09 0.32000D+15   0.0000  1   78.890  0.00000  264.93  265.32    0.000   25.718   16.38
 0.80000D+12 0.40223D-09 0.32000D+15   0.0000  1   74.060  0.00000  265.50  265.64    0.000   26.126   16.34
 0.81250D+12 0.43371D-09 0.32000D+15   0.0000  1   69.552  0.00000  266.02  265.93    0.000   26.534   16.30
 0.82500D+12 0.46953D-09 0.32000D+15   0.0000  1   65.044  0.00000  266.53  266.18   -0.000   26.943   16.26
 0.83750D+12 0.50548D-09 0.32000D+15   0.0000  1   61.180  0.00000  266.96  266.40   -0.000   27.351   16.20
 0.85000D+12 0.54921D-09 0.32000D+15   0.0000  1   56.994  0.00000  267.43  266.59    0.000   27.759   16.16
 0.86250D+12 0.59285D-09 0.32000D+15   0.0000  1   53.281  0.00000  267.83  268.09   -0.000   28.167   15.16
