R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.75000D+11 0.18666D-10 0.10000D+16   0.0300  0  157.862  0.32100  176.85  196.45    0.000    2.449  157.86
 0.87500D+11 0.23274D-10 0.10000D+16   0.0300  0  146.633  0.30354  183.09  200.49    0.000    2.858  146.63
 0.10000D+12 0.26865D-10 0.10000D+16   0.0300  0  145.187  0.27270  194.00  205.81   -0.000    3.266  145.19
 0.11250D+12 0.30530D-10 0.10000D+16   0.0300  0  143.364  0.24169  204.38  211.46   -0.000    3.674  143.36
 0.12500D+12 0.34412D-10 0.10000D+16   0.0300  0  141.054  0.21118  214.06  217.30   -0.000    4.082  141.05
 0.13750D+12 0.38571D-10 0.10000D+16   0.0300  0  138.144  0.18210  222.80  223.10    0.000    4.490  138.14
 0.15000D+12 0.43176D-10 0.10000D+16   0.0300  0  134.566  0.15564  230.40  228.52   -0.000    4.899  134.57
 0.16250D+12 0.47500D-10 0.10000D+16   0.0300  0  132.074  0.14129  234.40  234.53    0.000    5.307   71.20
 0.17500D+12 0.51613D-10 0.10000D+16   0.0300  0  130.797  0.13489  236.16  236.19    0.000    5.715   70.25
 0.18750D+12 0.55674D-10 0.10000D+16   0.0300  1  129.779  0.13019  237.45  238.10   -0.000    6.123   52.52
 0.20000D+12 0.59929D-10 0.10000D+16   0.0300  1  128.513  0.12477  238.93  239.40   -0.000    6.532   50.08
 0.21250D+12 0.64263D-10 0.10000D+16   0.0300  1  127.238  0.11974  240.29  240.69   -0.000    6.940   47.78
 0.22500D+12 0.68680D-10 0.10000D+16   0.0300  1  125.953  0.11505  241.56  241.98   -0.000    7.348   45.61
 0.23750D+12 0.73180D-10 0.10000D+16   0.0300  1  124.659  0.11069  242.74  243.29    0.000    7.756   43.54
 0.25000D+12 0.77769D-10 0.10000D+16   0.0300  1  123.353  0.10659  243.85  244.63    0.000    8.164   41.54
 0.26250D+12 0.82647D-10 0.10000D+16   0.0300  1  121.782  0.10205  245.08  245.53   -0.000    8.573   40.32
 0.27500D+12 0.87432D-10 0.10000D+16   0.0300  1  120.450  0.09848  246.05  246.96    0.000    8.981   38.37
 0.28750D+12 0.92543D-10 0.10000D+16   0.0300  1  118.852  0.09451  247.13  247.97   -0.000    9.389   37.12
 0.30000D+12 0.97786D-10 0.10000D+16   0.0300  1  117.238  0.09080  248.14  249.06    0.000    9.797   35.82
 0.31250D+12 0.10317D-09 0.10000D+16   0.0300  1  115.605  0.08733  249.10  250.24    0.000   10.206   34.46
 0.32500D+12 0.10897D-09 0.10000D+16   0.0300  1  113.709  0.08361  250.13  250.99    0.000   10.614   33.70
 0.33750D+12 0.11497D-09 0.10000D+16   0.0300  1  111.793  0.08014  251.10  251.86    0.000   11.022   32.82
 0.35000D+12 0.12117D-09 0.10000D+16   0.0300  1  109.854  0.07691  252.01  252.85   -0.000   11.430   31.83
 0.36250D+12 0.12757D-09 0.10000D+16   0.0300  1  107.889  0.07388  252.87  254.02   -0.000   11.838   30.71
 0.37500D+12 0.13458D-09 0.10000D+16   0.0300  1  105.660  0.07072  253.79  254.75    0.000   12.247   30.08
 0.38750D+12 0.14188D-09 0.10000D+16   0.0300  1  103.401  0.06777  254.66  255.66    0.000   12.655   29.29
 0.40000D+12 0.14949D-09 0.10000D+16   0.0300  1  101.112  0.06501  255.48  256.78    0.000   13.063   28.34
 0.41250D+12 0.15791D-09 0.10000D+16   0.0300  1   98.558  0.06217  256.34  257.47    0.000   13.471   27.82
 0.42500D+12 0.16677D-09 0.10000D+16   0.0300  1   95.971  0.05954  257.16  258.38    0.000   13.879   27.12
 0.43750D+12 0.17667D-09 0.10000D+16   0.0300  1   93.109  0.05686  258.01  258.93   -0.000   14.288   26.77
 0.45000D+12 0.18718D-09 0.10000D+16   0.0300  1   90.215  0.05437  258.81  259.69    0.000   14.696   26.23
 0.46250D+12 0.19837D-09 0.10000D+16   0.0300  1   87.298  0.05207  259.58  260.60   -0.000   15.104   25.59
 0.47500D+12 0.21031D-09 0.10000D+16   0.0300  1   84.368  0.04994  260.30  261.58   -0.000   15.512   24.89
 0.48750D+12 0.22390D-09 0.10000D+16   0.0300  1   81.152  0.04778  261.06  262.29    0.000   15.921   24.44
 0.50000D+12 0.23953D-09 0.10000D+16   0.0300  1   77.636  0.04562  261.84  262.80   -0.000   16.329   24.15
 0.51250D+12 0.25556D-09 0.10000D+16   0.0300  1   74.397  0.04379  262.52  263.62    0.000   16.737   23.60
 0.52500D+12 0.27419D-09 0.10000D+16   0.0300  1   70.861  0.04194  263.22  264.24    0.000   17.145   23.23
 0.53750D+12 0.29475D-09 0.10000D+16   0.0300  1   67.319  0.04023  263.90  264.87   -0.000   17.553   22.83
 0.55000D+12 0.31602D-09 0.10000D+16   0.0300  1   64.078  0.03878  264.49  265.64   -0.000   17.962   22.34
 0.56250D+12 0.34123D-09 0.10000D+16   0.0300  1   60.537  0.03730  265.11  266.21    0.000   18.370   21.98
 0.57500D+12 0.36952D-09 0.10000D+16   0.0300  1   56.995  0.03592  265.70  266.75   -0.000   18.778   21.63
 0.58750D+12 0.40149D-09 0.10000D+16   0.0300  1   53.455  0.03464  266.27  267.24   -0.000   19.186   21.30
 0.60000D+12 0.43794D-09 0.10000D+16   0.0300  1   49.917  0.03344  266.82  267.69   -0.000   19.595   21.00
 0.61250D+12 0.47669D-09 0.10000D+16   0.0300  1   46.693  0.03241  267.31  268.17   -0.000   20.003   20.65
 0.62500D+12 0.52110D-09 0.10000D+16   0.0300  0   43.475  0.03144  267.77  268.55    0.000   20.411   20.70
 0.63750D+12 0.55536D-09 0.10000D+16   0.0300  0   41.602  0.03090  268.04  264.91   -0.000   20.819   41.60
 0.65000D+12 0.57926D-09 0.10000D+16   0.0300  0   40.835  0.03068  268.15  265.12   -0.000   21.227   40.84
 0.66250D+12 0.59960D-09 0.10000D+16   0.0300  0   40.096  0.03048  268.25  265.34    0.000   21.636   40.10
 0.67500D+12 0.62059D-09 0.10000D+16   0.0300  0   39.382  0.03028  268.35  265.54   -0.000   22.044   39.38
 0.68750D+12 0.64226D-09 0.10000D+16   0.0300  0   38.694  0.03010  268.45  265.75   -0.000   22.452   38.69
 0.70000D+12 0.66465D-09 0.10000D+16   0.0300  0   38.029  0.02992  268.54  265.95   -0.000   22.860   38.03
 0.71250D+12 0.68780D-09 0.10000D+16   0.0300  0   37.386  0.02975  268.63  266.14    0.000   23.269   37.39
 0.72500D+12 0.71174D-09 0.10000D+16   0.0300  0   36.765  0.02958  268.71  266.33    0.000   23.677   36.76
 0.73750D+12 0.73652D-09 0.10000D+16   0.0300  0   36.164  0.02943  268.79  266.52   -0.000   24.085   36.16
 0.75000D+12 0.76219D-09 0.10000D+16   0.0300  0   35.582  0.02928  268.87  266.71    0.000   24.493   35.58
 0.76250D+12 0.78878D-09 0.10000D+16   0.0300  0   35.018  0.02913  268.94  266.89    0.000   24.901   35.02
 0.77500D+12 0.80896D-09 0.10000D+16   0.0300  0   34.472  0.02900  269.02  267.07   -0.000   25.310   34.47
 0.78750D+12 0.83717D-09 0.10000D+16   0.0300  0   33.943  0.02886  269.09  267.24   -0.000   25.718   33.94
 0.80000D+12 0.86646D-09 0.10000D+16   0.0300  0   33.430  0.02873  269.16  267.41    0.000   26.126   33.43
 0.81250D+12 0.88836D-09 0.10000D+16   0.0300  0   32.932  0.02861  269.22  267.58   -0.000   26.534   32.93
 0.82500D+12 0.91950D-09 0.10000D+16   0.0300  0   32.448  0.02849  269.28  267.75    0.000   26.943   32.45
 0.83750D+12 0.94257D-09 0.10000D+16   0.0300  0   31.979  0.02838  269.35  267.91    0.000   27.351   31.98
 0.85000D+12 0.97576D-09 0.10000D+16   0.0300  0   31.522  0.02827  269.40  268.07    0.000   27.759   31.52
 0.86250D+12 0.10001D-08 0.10000D+16   0.0300  0   31.079  0.02816  269.46  268.23   -0.000   28.167   31.08
 0.87500D+12 0.10250D-08 0.10000D+16   0.0300  0   30.648  0.02806  269.52  268.39   -0.000   28.575   30.65
 0.88750D+12 0.10613D-08 0.10000D+16   0.0300  0   30.228  0.02796  269.57  268.54    0.000   28.984   30.23
 0.90000D+12 0.10876D-08 0.10000D+16   0.0300  0   29.821  0.02787  269.62  268.69   -0.000   29.392   29.82
 0.91250D+12 0.11144D-08 0.10000D+16   0.0300  0   29.424  0.02777  269.68  268.84    0.000   29.800   29.42
 0.92500D+12 0.11419D-08 0.10000D+16   0.0300  0   29.037  0.02768  269.72  268.99   -0.000   30.208   29.04
 0.93750D+12 0.11699D-08 0.10000D+16   0.0300  0   28.659  0.02760  269.77  269.13    0.000   30.617   28.66
 0.95000D+12 0.12120D-08 0.10000D+16   0.0300  0   28.293  0.02751  269.82  269.28   -0.000   31.025   28.29
 0.96250D+12 0.12418D-08 0.10000D+16   0.0300  0   27.935  0.02743  269.86  269.42    0.000   31.433   27.93
 0.97500D+12 0.12723D-08 0.10000D+16   0.0300  0   27.586  0.02735  269.91  269.56    0.000   31.841   27.59
 0.98750D+12 0.13035D-08 0.10000D+16   0.0300  0   27.246  0.02727  269.95  269.70    0.000   32.249   27.25
 0.10000D+13 0.13354D-08 0.10000D+16   0.0300  0   26.914  0.02720  269.99  269.84   -0.000   32.658   26.91
 0.10125D+13 0.13681D-08 0.10000D+16   0.0300  0   26.590  0.02713  270.03  269.97    0.000   33.066   26.59
 0.10250D+13 0.14016D-08 0.10000D+16   0.0300  0   26.273  0.02706  270.07  270.11   -0.000   33.474   26.27
 0.10375D+13 0.14359D-08 0.10000D+16   0.0300  0   25.964  0.02699  270.11  270.24    0.000   33.882   25.96
 0.10500D+13 0.14710D-08 0.10000D+16   0.0300  0   25.663  0.02692  270.15  270.37    0.000   34.291   25.66
 0.10625D+13 0.15071D-08 0.10000D+16   0.0300  0   25.368  0.02686  270.19  270.50   -0.000   34.699   25.37
 0.10750D+13 0.15440D-08 0.10000D+16   0.0300  0   25.079  0.02680  270.22  270.63   -0.000   35.107   25.08
 0.10875D+13 0.15620D-08 0.10000D+16   0.0300  0   24.797  0.02673  270.26  270.75    0.000   35.515   24.80
 0.11000D+13 0.16001D-08 0.10000D+16   0.0300  0   24.522  0.02667  270.29  270.88   -0.000   35.923   24.52
 0.11125D+13 0.16393D-08 0.10000D+16   0.0300  0   24.253  0.02662  270.32  271.00   -0.000   36.332   24.25
 0.11250D+13 0.16795D-08 0.10000D+16   0.0300  0   23.990  0.02656  270.36  271.13    0.000   36.740   23.99
 0.11375D+13 0.17207D-08 0.10000D+16   0.0300  0   23.731  0.02650  270.39  271.25   -0.000   37.148   23.73
 0.11500D+13 0.17631D-08 0.10000D+16   0.0300  0   23.479  0.02645  270.42  271.37   -0.000   37.556   23.48
 0.11625D+13 0.17822D-08 0.10000D+16   0.0300  0   23.232  0.02640  270.45  271.49   -0.000   37.964   23.23
 0.11750D+13 0.18260D-08 0.10000D+16   0.0300  0   22.990  0.02635  270.48  271.61   -0.000   38.373   22.99
 0.11875D+13 0.18711D-08 0.10000D+16   0.0300  0   22.753  0.02630  270.51  271.72   -0.000   38.781   22.75
 0.12000D+13 0.19174D-08 0.10000D+16   0.0300  0   22.520  0.02625  270.53  271.84   -0.000   39.189   22.52
 0.12125D+13 0.19374D-08 0.10000D+16   0.0300  0   22.293  0.02620  270.56  271.96   -0.000   39.597   22.29
 0.12250D+13 0.19853D-08 0.10000D+16   0.0300  0   22.071  0.02615  270.59  272.07    0.000   40.006   22.07
 0.12375D+13 0.20346D-08 0.10000D+16   0.0300  0   21.852  0.02611  270.62  272.18   -0.000   40.414   21.85
 0.12500D+13 0.20552D-08 0.10000D+16   0.0300  0   21.637  0.02606  270.64  272.30    0.000   40.822   21.64
 0.12625D+13 0.21063D-08 0.10000D+16   0.0300  0   21.428  0.02602  270.67  272.41    0.000   41.230   21.43
 0.12750D+13 0.21589D-08 0.10000D+16   0.0300  0   21.221  0.02598  270.69  272.52    0.000   41.638   21.22
 0.12875D+13 0.21801D-08 0.10000D+16   0.0300  0   21.019  0.02594  270.72  272.63    0.000   42.047   21.02
 0.13000D+13 0.22346D-08 0.10000D+16   0.0300  0   20.821  0.02590  270.74  272.74    0.000   42.455   20.82
 0.13125D+13 0.22561D-08 0.10000D+16   0.0300  0   20.626  0.02586  270.76  272.84    0.000   42.863   20.63
 0.13250D+13 0.23127D-08 0.10000D+16   0.0300  0   20.436  0.02582  270.79  272.95   -0.000   43.271   20.44
 0.13375D+13 0.23711D-08 0.10000D+16   0.0300  0   20.247  0.02578  270.81  273.06    0.000   43.680   20.25
 0.13500D+13 0.23933D-08 0.10000D+16   0.0300  0   20.064  0.02574  270.83  273.16    0.000   44.088   20.06
 0.13625D+13 0.24539D-08 0.10000D+16   0.0300  0   19.883  0.02571  270.85  273.27    0.000   44.496   19.88
 0.13750D+13 0.24764D-08 0.10000D+16   0.0300  0   19.705  0.02567  270.87  273.37    0.000   44.904   19.71
 0.13875D+13 0.25393D-08 0.10000D+16   0.0300  0   19.531  0.02564  270.89  273.47   -0.000   45.312   19.53
 0.14000D+13 0.25622D-08 0.10000D+16   0.0300  0   19.359  0.02560  270.91  273.58    0.000   45.721   19.36
 0.14125D+13 0.26276D-08 0.10000D+16   0.0300  0   19.192  0.02557  270.93  273.68    0.000   46.129   19.19
 0.14250D+13 0.26509D-08 0.10000D+16   0.0300  0   19.025  0.02553  270.95  273.78   -0.000   46.537   19.03
 0.14375D+13 0.27189D-08 0.10000D+16   0.0300  0   18.863  0.02550  270.97  273.88    0.000   46.945   18.86
 0.14500D+13 0.27425D-08 0.10000D+16   0.0300  0   18.703  0.02547  270.99  273.98    0.000   47.354   18.70
 0.14625D+13 0.28133D-08 0.10000D+16   0.0300  0   18.546  0.02544  271.01  274.08    0.000   47.762   18.55
 0.14750D+13 0.28373D-08 0.10000D+16   0.0300  0   18.391  0.02541  271.03  274.17    0.000   48.170   18.39
 0.14875D+13 0.29110D-08 0.10000D+16   0.0300  0   18.240  0.02538  271.05  274.27    0.000   48.578   18.24
 0.15000D+13 0.29354D-08 0.10000D+16   0.0300  0   18.090  0.02535  271.06  274.37   -0.000   48.986   18.09
 0.15125D+13 0.30121D-08 0.10000D+16   0.0300  0   17.943  0.02532  271.08  274.47    0.000   49.395   17.94
 0.15250D+13 0.30370D-08 0.10000D+16   0.0300  0   17.798  0.02529  271.10  274.56    0.000   49.803   17.80
 0.15375D+13 0.31169D-08 0.10000D+16   0.0300  0   17.655  0.02526  271.11  274.66   -0.000   50.211   17.66
 0.15500D+13 0.31423D-08 0.10000D+16   0.0300  0   17.516  0.02524  271.13  274.75   -0.000   50.619   17.52
 0.15625D+13 0.32256D-08 0.10000D+16   0.0300  0   17.377  0.02521  271.15  274.84   -0.000   51.028   17.38
 0.15750D+13 0.32514D-08 0.10000D+16   0.0300  0   17.242  0.02518  271.16  274.94    0.000   51.436   17.24
 0.15875D+13 0.32772D-08 0.10000D+16   0.0300  0   17.108  0.02516  271.18  275.03    0.000   51.844   17.11
 0.16000D+13 0.33647D-08 0.10000D+16   0.0300  0   16.976  0.02513  271.19  275.12   -0.000   52.252   16.98
 0.16125D+13 0.33909D-08 0.10000D+16   0.0300  0   16.847  0.02511  271.21  275.21    0.000   52.660   16.85
 0.16250D+13 0.34822D-08 0.10000D+16   0.0300  0   16.718  0.02508  271.22  275.30   -0.000   53.069   16.72
 0.16375D+13 0.35090D-08 0.10000D+16   0.0300  0   16.594  0.02506  271.24  275.39   -0.000   53.477   16.59
 0.16500D+13 0.35358D-08 0.10000D+16   0.0300  0   16.469  0.02503  271.25  275.48   -0.000   53.885   16.47
 0.16625D+13 0.36317D-08 0.10000D+16   0.0300  0   16.347  0.02501  271.27  275.57    0.000   54.293   16.35
 0.16750D+13 0.36590D-08 0.10000D+16   0.0300  0   16.228  0.02499  271.28  275.66   -0.000   54.702   16.23
 0.16875D+13 0.36863D-08 0.10000D+16   0.0300  0   16.108  0.02496  271.30  275.75    0.000   55.110   16.11
 0.17000D+13 0.37871D-08 0.10000D+16   0.0300  0   15.992  0.02494  271.31  275.84    0.000   55.518   15.99
 0.17125D+13 0.38149D-08 0.10000D+16   0.0300  0   15.877  0.02492  271.32  275.92    0.000   55.926   15.88
 0.17250D+13 0.39204D-08 0.10000D+16   0.0300  0   15.763  0.02490  271.34  276.01    0.000   56.334   15.76
 0.17375D+13 0.39488D-08 0.10000D+16   0.0300  0   15.652  0.02488  271.35  276.10   -0.000   56.743   15.65
 0.17500D+13 0.39772D-08 0.10000D+16   0.0300  0   15.541  0.02486  271.36  276.18    0.000   57.151   15.54
 0.17625D+13 0.40882D-08 0.10000D+16   0.0300  0   15.432  0.02484  271.37  276.27   -0.000   57.559   15.43
 0.17750D+13 0.41172D-08 0.10000D+16   0.0300  0   15.326  0.02482  271.39  276.35   -0.000   57.967   15.33
 0.17875D+13 0.41462D-08 0.10000D+16   0.0300  0   15.220  0.02480  271.40  276.44    0.000   58.376   15.22
 0.18000D+13 0.42632D-08 0.10000D+16   0.0300  0   15.115  0.02478  271.41  276.52   -0.000   58.784   15.11
 0.18125D+13 0.42928D-08 0.10000D+16   0.0300  0   15.013  0.02476  271.42  276.61   -0.000   59.192   15.01
 0.18250D+13 0.43224D-08 0.10000D+16   0.0300  0   14.911  0.02474  271.43  276.69   -0.000   59.600   14.91
 0.18375D+13 0.44457D-08 0.10000D+16   0.0300  0   14.810  0.02472  271.45  276.77   -0.000   60.008   14.81
 0.18500D+13 0.44759D-08 0.10000D+16   0.0300  0   14.712  0.02470  271.46  276.85   -0.000   60.417   14.71
 0.18625D+13 0.45062D-08 0.10000D+16   0.0300  0   14.615  0.02468  271.47  276.94    0.000   60.825   14.62
 0.18750D+13 0.45364D-08 0.10000D+16   0.0300  0   14.518  0.02466  271.48  277.02    0.000   61.233   14.52
 0.18875D+13 0.46672D-08 0.10000D+16   0.0300  0   14.423  0.02465  271.49  277.10    0.000   61.641   14.42
 0.19000D+13 0.46981D-08 0.10000D+16   0.0300  0   14.330  0.02463  271.50  277.18    0.000   62.050   14.33
 0.19125D+13 0.47290D-08 0.10000D+16   0.0300  0   14.237  0.02461  271.51  277.26   -0.000   62.458   14.24
 0.19250D+13 0.48671D-08 0.10000D+16   0.0300  0   14.145  0.02459  271.52  277.34    0.000   62.866   14.15
 0.19375D+13 0.48987D-08 0.10000D+16   0.0300  0   14.056  0.02458  271.53  277.42   -0.000   63.274   14.06
 0.19500D+13 0.49303D-08 0.10000D+16   0.0300  0   13.967  0.02456  271.54  277.50    0.000   63.682   13.97
 0.19625D+13 0.49619D-08 0.10000D+16   0.0300  0   13.878  0.02454  271.55  277.58    0.000   64.091   13.88
 0.19750D+13 0.51085D-08 0.10000D+16   0.0300  0   13.792  0.02453  271.56  277.65   -0.000   64.499   13.79
 0.19875D+13 0.51409D-08 0.10000D+16   0.0300  0   13.707  0.02451  271.57  277.73    0.000   64.907   13.71
 0.20000D+13 0.51732D-08 0.10000D+16   0.0300  0   13.622  0.02450  271.58  277.81   -0.000   65.315   13.62
 0.20125D+13 0.52055D-08 0.10000D+16   0.0300  0   13.537  0.02448  271.59  277.89    0.000   65.723   13.54
 0.20250D+13 0.53615D-08 0.10000D+16   0.0300  0   13.456  0.02447  271.60  277.96   -0.000   66.132   13.46
 0.20375D+13 0.53946D-08 0.10000D+16   0.0300  0   13.375  0.02445  271.61  278.04   -0.000   66.540   13.37
 0.20500D+13 0.54277D-08 0.10000D+16   0.0300  0   13.294  0.02444  271.62  278.12    0.000   66.948   13.29
 0.20625D+13 0.54608D-08 0.10000D+16   0.0300  0   13.213  0.02442  271.63  278.19    0.000   67.356   13.21
