R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       etaref      pCLA   zbot_avg zbot_min zbot_max
 0.61500D+12 0.14125D+14   0.0150  136.097  132.703  139.122
 0.61500D+12 0.15849D+14   0.0150  135.115  131.474  138.369
 0.61500D+12 0.17783D+14   0.0150  134.044  130.140  137.543
 0.61500D+12 0.19953D+14   0.0150  132.872  128.678  136.636
 0.61500D+12 0.22387D+14   0.0150  131.585  127.087  135.641
 0.61500D+12 0.25119D+14   0.0150  130.168  125.353  134.533
 0.61500D+12 0.28184D+14   0.0150  128.603  123.447  133.301
 0.61500D+12 0.31623D+14   0.0150  126.871  121.368  131.921
 0.61500D+12 0.35481D+14   0.0150  124.948  119.084  130.365
 0.61500D+12 0.39811D+14   0.0150  122.808  116.578  128.612
 0.61500D+12 0.44668D+14   0.0150  120.423  113.831  126.618
 0.61500D+12 0.50119D+14   0.0150  117.759  110.797  124.356
 0.61500D+12 0.56234D+14   0.0150  114.783  107.470  121.779
 0.61500D+12 0.63096D+14   0.0150  111.460  103.796  118.853
 0.61500D+12 0.70795D+14   0.0150  107.757   99.758  115.534
 0.61500D+12 0.79433D+14   0.0150  103.645   95.339  111.798
 0.61500D+12 0.89125D+14   0.0150   99.109   90.505  107.606
 0.61500D+12 0.10000D+15   0.0150   94.149   85.275  102.978
 0.61500D+12 0.11220D+15   0.0150   88.786   79.677   97.903
 0.61500D+12 0.12589D+15   0.0150   83.067   73.763   92.424
 0.61500D+12 0.14125D+15   0.0150   77.065   67.608   86.615
 0.61500D+12 0.15849D+15   0.0150   70.874   61.312   80.563
 0.61500D+12 0.17783D+15   0.0150   64.605   54.990   74.369
 0.61500D+12 0.19953D+15   0.0150   58.376   48.760   68.152
 0.61500D+12 0.22387D+15   0.0150   52.302   42.738   62.025
 0.61500D+12 0.25119D+15   0.0150   46.485   37.031   56.095
 0.61500D+12 0.28184D+15   0.0150   41.013   31.726   50.460
 0.61500D+12 0.31623D+15   0.0150   35.950   26.893   45.186
 0.61500D+12 0.35481D+15   0.0150   31.958   24.349   40.510
 0.61500D+12 0.39811D+15   0.0150   29.699   23.896   37.163
 0.61500D+12 0.44668D+15   0.0150   28.140   23.731   34.288
 0.61500D+12 0.50119D+15   0.0150   27.139   23.680   31.890
 0.61500D+12 0.56234D+15   0.0150   26.690   23.671   30.160
 0.61500D+12 0.63096D+15   0.0150   26.665   23.671   29.814
 0.61500D+12 0.70795D+15   0.0150   26.665   23.671   29.814
 0.61500D+12 0.79433D+15   0.0150   26.665   23.671   29.814
 0.61500D+12 0.89125D+15   0.0150   26.665   23.671   29.814
 0.61500D+12 0.10000D+16   0.0150   26.665   23.671   29.814
 0.63000D+12 0.10000D+14   0.0150  138.234  135.357  140.796
 0.63000D+12 0.11220D+14   0.0150  137.438  134.356  140.182
 0.63000D+12 0.12589D+14   0.0150  136.575  133.268  139.517
 0.63000D+12 0.14125D+14   0.0150  135.636  132.086  138.800
 0.63000D+12 0.15849D+14   0.0150  134.613  130.803  138.017
 0.63000D+12 0.17783D+14   0.0150  133.495  129.406  137.157
 0.63000D+12 0.19953D+14   0.0150  132.269  127.877  136.212
 0.63000D+12 0.22387D+14   0.0150  130.921  126.213  135.171
 0.63000D+12 0.25119D+14   0.0150  129.435  124.392  134.008
 0.63000D+12 0.28184D+14   0.0150  127.792  122.396  132.716
 0.63000D+12 0.31623D+14   0.0150  125.971  120.219  131.260
 0.63000D+12 0.35481D+14   0.0150  123.947  117.819  129.621
 0.63000D+12 0.39811D+14   0.0150  121.693  115.193  127.762
 0.63000D+12 0.44668D+14   0.0150  119.177  112.302  125.653
 0.63000D+12 0.50119D+14   0.0150  116.368  109.121  123.249
 0.63000D+12 0.56234D+14   0.0150  113.229  105.629  120.520
 0.63000D+12 0.63096D+14   0.0150  109.726  101.771  117.413
 0.63000D+12 0.70795D+14   0.0150  105.829   97.545  113.906
 0.63000D+12 0.79433D+14   0.0150  101.513   92.924  109.957
 0.63000D+12 0.89125D+14   0.0150   96.770   87.888  105.556
 0.63000D+12 0.10000D+15   0.0150   91.609   82.469  100.711
 0.63000D+12 0.11220D+15   0.0150   86.063   76.703   95.435
 0.63000D+12 0.12589D+15   0.0150   80.191   70.654   89.782
 0.63000D+12 0.14125D+15   0.0150   74.078   64.410   83.839
 0.63000D+12 0.15849D+15   0.0150   67.827   58.078   77.699
 0.63000D+12 0.17783D+15   0.0150   61.555   51.777   71.472
 0.63000D+12 0.19953D+15   0.0150   55.380   45.628   65.277
 0.63000D+12 0.22387D+15   0.0150   49.412   39.743   59.226
 0.63000D+12 0.25119D+15   0.0150   43.748   34.220   53.422
 0.63000D+12 0.28184D+15   0.0150   38.463   29.138   47.951
 0.63000D+12 0.31623D+15   0.0150   33.655   24.618   42.861
 0.63000D+12 0.35481D+15   0.0150   30.597   23.725   38.830
 0.63000D+12 0.39811D+15   0.0150   28.659   23.438   35.674
 0.63000D+12 0.44668D+15   0.0150   27.327   23.335   32.971
 0.63000D+12 0.50119D+15   0.0150   26.530   23.309   30.786
 0.63000D+12 0.56234D+15   0.0150   26.291   23.306   29.442
 0.63000D+12 0.63096D+15   0.0150   26.291   23.306   29.437
 0.63000D+12 0.70795D+15   0.0150   26.291   23.306   29.437
 0.63000D+12 0.79433D+15   0.0150   26.291   23.306   29.437
 0.63000D+12 0.89125D+15   0.0150   26.291   23.306   29.437
 0.63000D+12 0.10000D+16   0.0150   26.291   23.306   29.437
 0.64500D+12 0.10000D+14   0.0150  137.867  134.864  140.537
 0.64500D+12 0.11220D+14   0.0150  137.039  133.822  139.902
 0.64500D+12 0.12589D+14   0.0150  136.141  132.685  139.215
 0.64500D+12 0.14125D+14   0.0150  135.164  131.452  138.470
 0.64500D+12 0.15849D+14   0.0150  134.097  130.113  137.656
 0.64500D+12 0.17783D+14   0.0150  132.929  128.650  136.759
 0.64500D+12 0.19953D+14   0.0150  131.647  127.051  135.776
 0.64500D+12 0.22387D+14   0.0150  130.235  125.312  134.685
 0.64500D+12 0.25119D+14   0.0150  128.677  123.401  133.465
 0.64500D+12 0.28184D+14   0.0150  126.952  121.313  132.108
 0.64500D+12 0.31623D+14   0.0150  125.038  119.028  130.572
 0.64500D+12 0.35481D+14   0.0150  122.909  116.512  128.845
 0.64500D+12 0.39811D+14   0.0150  120.535  113.762  126.873
 0.64500D+12 0.44668D+14   0.0150  117.884  110.724  124.644
 0.64500D+12 0.50119D+14   0.0150  114.923  107.392  122.092
 0.64500D+12 0.56234D+14   0.0150  111.616  103.723  119.202
 0.64500D+12 0.63096D+14   0.0150  107.929   99.685  115.909
 0.64500D+12 0.70795D+14   0.0150  103.835   95.268  112.208
 0.64500D+12 0.79433D+14   0.0150   99.315   90.444  108.046
 0.64500D+12 0.89125D+14   0.0150   94.369   85.216  103.437
 0.64500D+12 0.10000D+15   0.0150   89.016   79.619   98.385
 0.64500D+12 0.11220D+15   0.0150   83.302   73.701   92.920
 0.64500D+12 0.12589D+15   0.0150   77.298   67.539   87.112
 0.64500D+12 0.14125D+15   0.0150   71.099   61.231   81.057
 0.64500D+12 0.15849D+15   0.0150   64.816   54.891   74.855
 0.64500D+12 0.17783D+15   0.0150   58.569   48.642   68.622
 0.64500D+12 0.19953D+15   0.0150   52.473   42.600   62.476
 0.64500D+12 0.22387D+15   0.0150   46.633   36.874   56.524
 0.64500D+12 0.25119D+15   0.0150   41.138   31.554   50.868
 0.64500D+12 0.28184D+15   0.0150   36.051   26.711   45.565
 0.64500D+12 0.31623D+15   0.0150   31.828   23.708   40.742
 0.64500D+12 0.35481D+15   0.0150   29.414   23.208   37.275
 0.64500D+12 0.39811D+15   0.0150   27.733   23.023   34.282
 0.64500D+12 0.44668D+15   0.0150   26.608   22.966   31.744
 0.64500D+12 0.50119D+15   0.0150   26.012   22.953   29.798
 0.64500D+12 0.56234D+15   0.0150   25.927   22.952   29.069
 0.64500D+12 0.63096D+15   0.0150   25.927   22.952   29.069
 0.64500D+12 0.70795D+15   0.0150   25.927   22.952   29.069
 0.64500D+12 0.79433D+15   0.0150   25.927   22.952   29.069
 0.64500D+12 0.89125D+15   0.0150   25.927   22.952   29.069
 0.64500D+12 0.10000D+16   0.0150   25.927   22.952   29.069
 0.66000D+12 0.10000D+14   0.0150  137.490  134.358  140.273
 0.66000D+12 0.11220D+14   0.0150  136.631  133.272  139.616
 0.66000D+12 0.12589D+14   0.0150  135.697  132.086  138.905
 0.66000D+12 0.14125D+14   0.0150  134.679  130.800  138.133
 0.66000D+12 0.15849D+14   0.0150  133.566  129.403  137.286
 0.66000D+12 0.17783D+14   0.0150  132.346  127.871  136.351
 0.66000D+12 0.19953D+14   0.0150  131.006  126.202  135.326
 0.66000D+12 0.22387D+14   0.0150  129.528  124.382  134.183
 0.66000D+12 0.25119D+14   0.0150  127.894  122.380  132.907
 0.66000D+12 0.28184D+14   0.0150  126.084  120.196  131.478
 0.66000D+12 0.31623D+14   0.0150  124.072  117.797  129.860
 0.66000D+12 0.35481D+14   0.0150  121.832  115.165  128.034
 0.66000D+12 0.39811D+14   0.0150  119.333  112.279  125.952
 0.66000D+12 0.44668D+14   0.0150  116.542  109.096  123.587
 0.66000D+12 0.50119D+14   0.0150  113.424  105.608  120.889
 0.66000D+12 0.56234D+14   0.0150  109.943  101.758  117.824
 0.66000D+12 0.63096D+14   0.0150  106.068   97.538  114.349
 0.66000D+12 0.70795D+14   0.0150  101.776   92.930  110.441
 0.66000D+12 0.79433D+14   0.0150   97.055   87.906  106.067
 0.66000D+12 0.89125D+14   0.0150   91.912   82.494  101.255
 0.66000D+12 0.10000D+15   0.0150   86.379   76.732   96.004
 0.66000D+12 0.11220D+15   0.0150   80.514   70.681   90.368
 0.66000D+12 0.12589D+15   0.0150   74.400   64.430   84.424
 0.66000D+12 0.14125D+15   0.0150   68.140   58.084   78.282
 0.66000D+12 0.15849D+15   0.0150   61.852   51.765   72.044
 0.66000D+12 0.17783D+15   0.0150   55.655   45.594   65.831
 0.66000D+12 0.19953D+15   0.0150   49.661   39.685   59.756
 0.66000D+12 0.22387D+15   0.0150   43.969   34.139   53.930
 0.66000D+12 0.25119D+15   0.0150   38.656   29.039   48.427
 0.66000D+12 0.28184D+15   0.0150   33.785   24.441   43.300
 0.66000D+12 0.31623D+15   0.0150   30.437   23.083   39.064
 0.66000D+12 0.35481D+15   0.0150   28.363   22.762   35.790
 0.66000D+12 0.39811D+15   0.0150   26.905   22.647   32.957
 0.66000D+12 0.44668D+15   0.0150   25.977   22.613   30.614
 0.66000D+12 0.50119D+15   0.0150   25.587   22.607   28.951
 0.66000D+12 0.56234D+15   0.0150   25.573   22.607   28.709
 0.66000D+12 0.63096D+15   0.0150   25.573   22.607   28.709
 0.66000D+12 0.70795D+15   0.0150   25.573   22.607   28.709
 0.66000D+12 0.79433D+15   0.0150   25.573   22.607   28.709
 0.66000D+12 0.89125D+15   0.0150   25.573   22.607   28.709
 0.66000D+12 0.10000D+16   0.0150   25.573   22.607   28.709
 0.67500D+12 0.10000D+14   0.0150  137.105  133.840  140.004
 0.67500D+12 0.11220D+14   0.0150  136.213  132.706  139.325
 0.67500D+12 0.12589D+14   0.0150  135.241  131.471  138.589
 0.67500D+12 0.14125D+14   0.0150  134.181  130.131  137.787
 0.67500D+12 0.15849D+14   0.0150  133.020  128.671  136.906
 0.67500D+12 0.17783D+14   0.0150  131.747  127.070  135.934
 0.67500D+12 0.19953D+14   0.0150  130.345  125.327  134.863
 0.67500D+12 0.22387D+14   0.0150  128.797  123.419  133.665
 0.67500D+12 0.25119D+14   0.0150  127.085  121.327  132.328
 0.67500D+12 0.28184D+14   0.0150  125.185  119.046  130.822
 0.67500D+12 0.31623D+14   0.0150  123.072  116.528  129.120
 0.67500D+12 0.35481D+14   0.0150  120.717  113.776  127.188
 0.67500D+12 0.39811D+14   0.0150  118.087  110.747  124.990
 0.67500D+12 0.44668D+14   0.0150  115.150  107.418  122.482
 0.67500D+12 0.50119D+14   0.0150  111.869  103.765  119.631
 0.67500D+12 0.56234D+14   0.0150  108.210   99.737  116.385
 0.67500D+12 0.63096D+14   0.0150  104.146   95.332  112.723
 0.67500D+12 0.70795D+14   0.0150   99.655   90.530  108.607
 0.67500D+12 0.79433D+14   0.0150   94.736   85.316  104.030
 0.67500D+12 0.89125D+14   0.0150   89.405   79.729   99.014
 0.67500D+12 0.10000D+15   0.0150   83.706   73.818   93.578
 0.67500D+12 0.11220D+15   0.0150   77.709   67.655   87.787
 0.67500D+12 0.12589D+15   0.0150   71.508   61.338   81.731
 0.67500D+12 0.14125D+15   0.0150   65.214   54.983   75.524
 0.67500D+12 0.15849D+15   0.0150   58.947   48.711   69.277
 0.67500D+12 0.17783D+15   0.0150   52.824   42.643   63.108
 0.67500D+12 0.19953D+15   0.0150   46.953   36.889   57.133
 0.67500D+12 0.22387D+15   0.0150   41.425   31.543   51.442
 0.67500D+12 0.25119D+15   0.0150   36.304   26.674   46.100
 0.67500D+12 0.28184D+15   0.0150   31.854   23.151   41.160
 0.67500D+12 0.31623D+15   0.0150   29.238   22.572   37.516
 0.67500D+12 0.35481D+15   0.0150   27.422   22.362   34.402
 0.67500D+12 0.39811D+15   0.0150   26.168   22.295   31.725
 0.67500D+12 0.44668D+15   0.0150   25.428   22.274   29.575
 0.67500D+12 0.50119D+15   0.0150   25.229   22.273   28.358
 0.67500D+12 0.56234D+15   0.0150   25.229   22.273   28.358
 0.67500D+12 0.63096D+15   0.0150   25.229   22.273   28.358
 0.67500D+12 0.70795D+15   0.0150   25.229   22.273   28.358
 0.67500D+12 0.79433D+15   0.0150   25.229   22.273   28.358
 0.67500D+12 0.89125D+15   0.0150   25.229   22.273   28.358
 0.67500D+12 0.10000D+16   0.0150   25.229   22.273   28.358
 0.69000D+12 0.10000D+14   0.0150  136.712  133.309  139.730
 0.69000D+12 0.11220D+14   0.0150  135.784  132.126  139.027
 0.69000D+12 0.12589D+14   0.0150  134.774  130.840  138.266
 0.69000D+12 0.14125D+14   0.0150  133.669  129.442  137.433
 0.69000D+12 0.15849D+14   0.0150  132.459  127.915  136.516
 0.69000D+12 0.17783D+14   0.0150  131.129  126.245  135.505
 0.69000D+12 0.19953D+14   0.0150  129.663  124.426  134.384
 0.69000D+12 0.22387D+14   0.0150  128.043  122.428  133.128
 0.69000D+12 0.25119D+14   0.0150  126.249  120.243  131.728
 0.69000D+12 0.28184D+14   0.0150  124.255  117.852  130.140
 0.69000D+12 0.31623D+14   0.0150  122.036  115.221  128.349
 0.69000D+12 0.35481D+14   0.0150  119.560  112.345  126.304
 0.69000D+12 0.39811D+14   0.0150  116.795  109.169  123.985
 0.69000D+12 0.44668D+14   0.0150  113.707  105.689  121.326
 0.69000D+12 0.50119D+14   0.0150  110.258  101.862  118.316
 0.69000D+12 0.56234D+14   0.0150  106.419   97.658  114.884
 0.69000D+12 0.63096D+14   0.0150  102.162   93.069  111.032
 0.69000D+12 0.70795D+14   0.0150   97.475   88.072  106.709
 0.69000D+12 0.79433D+14   0.0150   92.363   82.678  101.933
 0.69000D+12 0.89125D+14   0.0150   86.855   76.929   96.721
 0.69000D+12 0.10000D+15   0.0150   81.006   70.886   91.114
 0.69000D+12 0.11220D+15   0.0150   74.898   64.632   85.188
 0.69000D+12 0.12589D+15   0.0150   68.634   58.276   79.043
 0.69000D+12 0.14125D+15   0.0150   62.331   51.937   72.796
 0.69000D+12 0.15849D+15   0.0150   56.109   45.739   66.564
 0.69000D+12 0.17783D+15   0.0150   50.083   39.799   60.467
 0.69000D+12 0.19953D+15   0.0150   44.354   34.221   54.605
 0.69000D+12 0.22387D+15   0.0150   39.002   29.089   49.060
 0.69000D+12 0.25119D+15   0.0150   34.083   24.449   43.886
 0.69000D+12 0.28184D+15   0.0150   30.397   22.495   39.431
 0.69000D+12 0.31623D+15   0.0150   28.169   22.132   36.036
 0.69000D+12 0.35481D+15   0.0150   26.577   22.001   33.072
 0.69000D+12 0.39811D+15   0.0150   25.513   21.959   30.567
 0.69000D+12 0.44668D+15   0.0150   24.960   21.948   28.648
 0.69000D+12 0.50119D+15   0.0150   24.894   21.948   28.015
 0.69000D+12 0.56234D+15   0.0150   24.894   21.948   28.015
 0.69000D+12 0.63096D+15   0.0150   24.894   21.948   28.015
 0.69000D+12 0.70795D+15   0.0150   24.894   21.948   28.015
 0.69000D+12 0.79433D+15   0.0150   24.894   21.948   28.015
 0.69000D+12 0.89125D+15   0.0150   24.894   21.948   28.015
 0.69000D+12 0.10000D+16   0.0150   24.894   21.948   28.015
 0.70500D+12 0.10000D+14   0.0150  136.308  132.763  139.450
 0.70500D+12 0.11220D+14   0.0150  135.345  131.530  138.723
 0.70500D+12 0.12589D+14   0.0150  134.294  130.191  137.935
 0.70500D+12 0.14125D+14   0.0150  133.143  128.735  137.070
 0.70500D+12 0.15849D+14   0.0150  131.881  127.138  136.115
 0.70500D+12 0.17783D+14   0.0150  130.492  125.397  135.063
 0.70500D+12 0.19953D+14   0.0150  128.960  123.498  133.891
 0.70500D+12 0.22387D+14   0.0150  127.265  121.407  132.576
 0.70500D+12 0.25119D+14   0.0150  125.384  119.127  131.105
 0.70500D+12 0.28184D+14   0.0150  123.293  116.622  129.433
 0.70500D+12 0.31623D+14   0.0150  120.963  113.874  127.546
 0.70500D+12 0.35481D+14   0.0150  118.362  110.863  125.387
 0.70500D+12 0.39811D+14   0.0150  115.457  107.544  122.934
 0.70500D+12 0.44668D+14   0.0150  112.212  103.910  120.129
 0.70500D+12 0.50119D+14   0.0150  108.592   99.905  116.944
 0.70500D+12 0.56234D+14   0.0150  104.568   95.523  113.331
 0.70500D+12 0.63096D+14   0.0150  100.119   90.750  109.277
 0.70500D+12 0.70795D+14   0.0150   95.238   85.564  104.748
 0.70500D+12 0.79433D+14   0.0150   89.942   79.998   99.779
 0.70500D+12 0.89125D+14   0.0150   84.270   74.102   94.384
 0.70500D+12 0.10000D+15   0.0150   78.289   67.945   88.621
 0.70500D+12 0.11220D+15   0.0150   72.091   61.625   82.581
 0.70500D+12 0.12589D+15   0.0150   65.789   55.254   76.370
 0.70500D+12 0.14125D+15   0.0150   59.501   48.958   70.109
 0.70500D+12 0.15849D+15   0.0150   53.348   42.859   63.919
 0.70500D+12 0.17783D+15   0.0150   47.440   37.068   57.910
 0.70500D+12 0.19953D+15   0.0150   41.868   31.684   52.175
 0.70500D+12 0.22387D+15   0.0150   36.702   26.774   46.784
 0.70500D+12 0.25119D+15   0.0150   32.066   22.687   41.784
 0.70500D+12 0.28184D+15   0.0150   29.171   21.982   37.885
 0.70500D+12 0.31623D+15   0.0150   27.209   21.744   34.646
 0.70500D+12 0.35481D+15   0.0150   25.818   21.664   31.830
 0.70500D+12 0.39811D+15   0.0150   24.935   21.637   29.495
 0.70500D+12 0.44668D+15   0.0150   24.577   21.633   27.866
 0.70500D+12 0.50119D+15   0.0150   24.567   21.633   27.680
 0.70500D+12 0.56234D+15   0.0150   24.567   21.633   27.680
 0.70500D+12 0.63096D+15   0.0150   24.567   21.633   27.680
 0.70500D+12 0.70795D+15   0.0150   24.567   21.633   27.680
 0.70500D+12 0.79433D+15   0.0150   24.567   21.633   27.680
 0.70500D+12 0.89125D+15   0.0150   24.567   21.633   27.680
 0.70500D+12 0.10000D+16   0.0150   24.567   21.633   27.680
 0.72000D+12 0.10000D+14   0.0150  135.896  132.201  139.165
 0.72000D+12 0.11220D+14   0.0150  134.895  130.919  138.414
 0.72000D+12 0.12589D+14   0.0150  133.801  129.525  137.597
 0.72000D+12 0.14125D+14   0.0150  132.603  128.007  136.698
 0.72000D+12 0.15849D+14   0.0150  131.287  126.340  135.703
 0.72000D+12 0.17783D+14   0.0150  129.837  124.524  134.608
 0.72000D+12 0.19953D+14   0.0150  128.235  122.537  133.381
 0.72000D+12 0.22387D+14   0.0150  126.461  120.356  132.006
 0.72000D+12 0.25119D+14   0.0150  124.490  117.978  130.458
 0.72000D+12 0.28184D+14   0.0150  122.297  115.355  128.702
 0.72000D+12 0.31623D+14   0.0150  119.852  112.488  126.707
 0.72000D+12 0.35481D+14   0.0150  117.121  109.335  124.433
 0.72000D+12 0.39811D+14   0.0150  114.071  105.871  121.836
 0.72000D+12 0.44668D+14   0.0150  110.665  102.075  118.879
 0.72000D+12 0.50119D+14   0.0150  106.870   97.895  115.514
 0.72000D+12 0.56234D+14   0.0150  102.660   93.334  111.717
 0.72000D+12 0.63096D+14   0.0150   98.019   88.377  107.461
 0.72000D+12 0.70795D+14   0.0150   92.950   83.010  102.734
 0.72000D+12 0.79433D+14   0.0150   87.479   77.284   97.575
 0.72000D+12 0.89125D+14   0.0150   81.657   71.256   92.009
 0.72000D+12 0.10000D+15   0.0150   75.563   65.007   86.110
 0.72000D+12 0.11220D+15   0.0150   69.299   58.643   79.976
 0.72000D+12 0.12589D+15   0.0150   62.982   52.284   73.723
 0.72000D+12 0.14125D+15   0.0150   56.734   46.056   67.474
 0.72000D+12 0.15849D+15   0.0150   50.671   40.078   61.345
 0.72000D+12 0.17783D+15   0.0150   44.897   34.458   55.440
 0.72000D+12 0.19953D+15   0.0150   39.496   29.283   49.844
 0.72000D+12 0.22387D+15   0.0150   34.524   24.595   44.614
 0.72000D+12 0.25119D+15   0.0150   30.486   21.981   39.934
 0.72000D+12 0.28184D+15   0.0150   28.080   21.547   36.410
 0.72000D+12 0.31623D+15   0.0150   26.344   21.395   33.316
 0.72000D+12 0.35481D+15   0.0150   25.139   21.343   30.649
 0.72000D+12 0.39811D+15   0.0150   24.430   21.328   28.519
 0.72000D+12 0.44668D+15   0.0150   24.249   21.327   27.353
 0.72000D+12 0.50119D+15   0.0150   24.249   21.327   27.353
 0.72000D+12 0.56234D+15   0.0150   24.249   21.327   27.353
 0.72000D+12 0.63096D+15   0.0150   24.249   21.327   27.353
 0.72000D+12 0.70795D+15   0.0150   24.249   21.327   27.353
 0.72000D+12 0.79433D+15   0.0150   24.249   21.327   27.353
 0.72000D+12 0.89125D+15   0.0150   24.249   21.327   27.353
 0.72000D+12 0.10000D+16   0.0150   24.249   21.327   27.353
 0.73500D+12 0.10000D+14   0.0150  135.473  131.625  138.875
 0.73500D+12 0.11220D+14   0.0150  134.433  130.291  138.099
 0.73500D+12 0.12589D+14   0.0150  133.296  128.840  137.251
 0.73500D+12 0.14125D+14   0.0150  132.048  127.255  136.316
 0.73500D+12 0.15849D+14   0.0150  130.675  125.519  135.282
 0.73500D+12 0.17783D+14   0.0150  129.161  123.627  134.138
 0.73500D+12 0.19953D+14   0.0150  127.487  121.549  132.853
 0.73500D+12 0.22387D+14   0.0150  125.630  119.276  131.416
 0.73500D+12 0.25119D+14   0.0150  123.567  116.789  129.785
 0.73500D+12 0.28184D+14   0.0150  121.268  114.052  127.941
 0.73500D+12 0.31623D+14   0.0150  118.702  111.062  125.833
 0.73500D+12 0.35481D+14   0.0150  115.837  107.763  123.437
 0.73500D+12 0.39811D+14   0.0150  112.636  104.151  120.689
 0.73500D+12 0.44668D+14   0.0150  109.065  100.184  117.575
 0.73500D+12 0.50119D+14   0.0150  105.093   95.832  114.025
 0.73500D+12 0.56234D+14   0.0150  100.696   91.094  110.043
 0.73500D+12 0.63096D+14   0.0150   95.866   85.951  105.585
 0.73500D+12 0.70795D+14   0.0150   90.616   80.416  100.668
 0.73500D+12 0.79433D+14   0.0150   84.981   74.543   95.327
 0.73500D+12 0.89125D+14   0.0150   79.025   68.401   89.605
 0.73500D+12 0.10000D+15   0.0150   72.839   62.081   83.588
 0.73500D+12 0.11220D+15   0.0150   66.531   55.698   77.384
 0.73500D+12 0.12589D+15   0.0150   60.223   49.376   71.112
 0.73500D+12 0.14125D+15   0.0150   54.037   43.240   64.895
 0.73500D+12 0.15849D+15   0.0150   48.085   37.405   58.846
 0.73500D+12 0.17783D+15   0.0150   42.461   31.973   53.061
 0.73500D+12 0.19953D+15   0.0150   37.239   27.010   47.612
 0.73500D+12 0.22387D+15   0.0150   32.478   22.573   42.548
 0.73500D+12 0.25119D+15   0.0150   29.221   21.447   38.383
 0.73500D+12 0.28184D+15   0.0150   27.098   21.168   35.015
 0.73500D+12 0.31623D+15   0.0150   25.562   21.071   32.058
 0.73500D+12 0.35481D+15   0.0150   24.533   21.038   29.556
 0.73500D+12 0.39811D+15   0.0150   24.000   21.030   27.644
 0.73500D+12 0.44668D+15   0.0150   23.939   21.030   27.033
 0.73500D+12 0.50119D+15   0.0150   23.939   21.030   27.033
 0.73500D+12 0.56234D+15   0.0150   23.939   21.030   27.033
 0.73500D+12 0.63096D+15   0.0150   23.939   21.030   27.033
 0.73500D+12 0.70795D+15   0.0150   23.939   21.030   27.033
 0.73500D+12 0.79433D+15   0.0150   23.939   21.030   27.033
 0.73500D+12 0.89125D+15   0.0150   23.939   21.030   27.033
 0.73500D+12 0.10000D+16   0.0150   23.939   21.030   27.033
 0.75000D+12 0.10000D+14   0.0150  135.040  131.034  138.578
 0.75000D+12 0.11220D+14   0.0150  133.960  129.647  137.776
 0.75000D+12 0.12589D+14   0.0150  132.777  128.138  136.897
 0.75000D+12 0.14125D+14   0.0150  131.477  126.483  135.924
 0.75000D+12 0.15849D+14   0.0150  130.046  124.675  134.850
 0.75000D+12 0.17783D+14   0.0150  128.466  122.704  133.654
 0.75000D+12 0.19953D+14   0.0150  126.716  120.532  132.308
 0.75000D+12 0.22387D+14   0.0150  124.773  118.164  130.803
 0.75000D+12 0.25119D+14   0.0150  122.612  115.563  129.086
 0.75000D+12 0.28184D+14   0.0150  120.203  112.711  127.148
 0.75000D+12 0.31623D+14   0.0150  117.513  109.587  124.924
 0.75000D+12 0.35481D+14   0.0150  114.509  106.146  122.397
 0.75000D+12 0.39811D+14   0.0150  111.153  102.383  119.502
 0.75000D+12 0.44668D+14   0.0150  107.413   98.242  116.217
 0.75000D+12 0.50119D+14   0.0150  103.261   93.719  112.487
 0.75000D+12 0.56234D+14   0.0150   98.678   88.803  108.310
 0.75000D+12 0.63096D+14   0.0150   93.664   83.481  103.653
 0.75000D+12 0.70795D+14   0.0150   88.240   77.788   98.553
 0.75000D+12 0.79433D+14   0.0150   82.455   71.783   93.041
 0.75000D+12 0.89125D+14   0.0150   76.383   65.545   87.179
 0.75000D+12 0.10000D+15   0.0150   70.125   59.177   81.065
 0.75000D+12 0.11220D+15   0.0150   63.797   52.800   74.813
 0.75000D+12 0.12589D+15   0.0150   57.522   46.539   68.545
 0.75000D+12 0.14125D+15   0.0150   51.419   40.517   62.382
 0.75000D+12 0.15849D+15   0.0150   45.593   34.846   56.429
 0.75000D+12 0.17783D+15   0.0150   40.133   29.616   50.775
 0.75000D+12 0.19953D+15   0.0150   35.098   24.869   45.480
 0.75000D+12 0.22387D+15   0.0150   30.735   21.531   40.597
 0.75000D+12 0.25119D+15   0.0150   28.101   21.010   36.909
 0.75000D+12 0.28184D+15   0.0150   26.208   20.827   33.684
 0.75000D+12 0.31623D+15   0.0150   24.857   20.764   30.868
 0.75000D+12 0.35481D+15   0.0150   23.995   20.744   28.527
 0.75000D+12 0.39811D+15   0.0150   23.646   20.741   26.904
 0.75000D+12 0.44668D+15   0.0150   23.637   20.741   26.722
 0.75000D+12 0.50119D+15   0.0150   23.637   20.741   26.722
 0.75000D+12 0.56234D+15   0.0150   23.637   20.741   26.722
 0.75000D+12 0.63096D+15   0.0150   23.637   20.741   26.722
 0.75000D+12 0.70795D+15   0.0150   23.637   20.741   26.722
 0.75000D+12 0.79433D+15   0.0150   23.637   20.741   26.722
 0.75000D+12 0.89125D+15   0.0150   23.637   20.741   26.722
 0.75000D+12 0.10000D+16   0.0150   23.637   20.741   26.722
 0.76500D+12 0.10000D+14   0.0150  134.597  130.428  138.275
 0.76500D+12 0.11220D+14   0.0150  133.474  128.986  137.446
