R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       etaref      pCLA   zbot_avg zbot_min zbot_max
 0.30000D+12 0.35481D+15   0.0150  100.685   94.788  106.485
 0.30000D+12 0.39811D+15   0.0150   95.952   89.693  102.022
 0.30000D+12 0.44668D+15   0.0150   90.845   84.266   97.165
 0.30000D+12 0.50119D+15   0.0150   85.406   78.562   91.946
 0.30000D+12 0.56234D+15   0.0150   79.699   72.657   86.412
 0.30000D+12 0.63096D+15   0.0150   73.801   66.639   80.638
 0.30000D+12 0.70795D+15   0.0150   67.807   60.608   74.710
 0.30000D+12 0.79433D+15   0.0150   61.818   54.663   68.729
 0.30000D+12 0.89125D+15   0.0150   55.933   48.903   62.798
 0.30000D+12 0.10000D+16   0.0150   50.244   43.413   57.011
 0.31500D+12 0.10000D+14   0.0150  144.435  143.411  145.382
 0.31500D+12 0.11220D+14   0.0150  144.078  142.999  145.075
 0.31500D+12 0.12589D+14   0.0150  143.701  142.563  144.750
 0.31500D+12 0.14125D+14   0.0150  143.300  142.101  144.407
 0.31500D+12 0.15849D+14   0.0150  142.876  141.608  144.044
 0.31500D+12 0.17783D+14   0.0150  142.425  141.082  143.659
 0.31500D+12 0.19953D+14   0.0150  141.944  140.523  143.249
 0.31500D+12 0.22387D+14   0.0150  141.432  139.925  142.815
 0.31500D+12 0.25119D+14   0.0150  140.884  139.286  142.352
 0.31500D+12 0.28184D+14   0.0150  140.297  138.601  141.856
 0.31500D+12 0.31623D+14   0.0150  139.667  137.863  141.324
 0.31500D+12 0.35481D+14   0.0150  138.989  137.070  140.753
 0.31500D+12 0.39811D+14   0.0150  138.258  136.216  140.138
 0.31500D+12 0.44668D+14   0.0150  137.468  135.296  139.474
 0.31500D+12 0.50119D+14   0.0150  136.612  134.296  138.754
 0.31500D+12 0.56234D+14   0.0150  135.682  133.215  137.968
 0.31500D+12 0.63096D+14   0.0150  134.668  132.043  137.114
 0.31500D+12 0.70795D+14   0.0150  133.560  130.764  136.175
 0.31500D+12 0.79433D+14   0.0150  132.346  129.371  135.142
 0.31500D+12 0.89125D+14   0.0150  131.011  127.852  134.003
 0.31500D+12 0.10000D+15   0.0150  129.540  126.183  132.736
 0.31500D+12 0.11220D+15   0.0150  127.913  124.355  131.330
 0.31500D+12 0.12589D+15   0.0150  126.109  122.344  129.756
 0.31500D+12 0.14125D+15   0.0150  124.105  120.124  127.995
 0.31500D+12 0.15849D+15   0.0150  121.872  117.675  126.015
 0.31500D+12 0.17783D+15   0.0150  119.382  114.959  123.789
 0.31500D+12 0.19953D+15   0.0150  116.602  111.951  121.283
 0.31500D+12 0.22387D+15   0.0150  113.500  108.622  118.463
 0.31500D+12 0.25119D+15   0.0150  110.045  104.934  115.299
 0.31500D+12 0.28184D+15   0.0150  106.212  100.781  111.754
 0.31500D+12 0.31623D+15   0.0150  101.984   96.157  107.819
 0.31500D+12 0.35481D+15   0.0150   97.357   91.156  103.471
 0.31500D+12 0.39811D+15   0.0150   92.346   85.809   98.716
 0.31500D+12 0.44668D+15   0.0150   86.986   80.164   93.587
 0.31500D+12 0.50119D+15   0.0150   81.334   74.292   88.125
 0.31500D+12 0.56234D+15   0.0150   75.465   68.279   82.396
 0.31500D+12 0.63096D+15   0.0150   69.471   62.221   76.486
 0.31500D+12 0.70795D+15   0.0150   63.449   56.220   70.491
 0.31500D+12 0.79433D+15   0.0150   57.504   50.377   64.517
 0.31500D+12 0.89125D+15   0.0150   51.731   44.781   58.661
 0.31500D+12 0.10000D+16   0.0150   46.215   39.519   53.014
 0.33000D+12 0.10000D+14   0.0150  144.192  143.106  145.193
 0.33000D+12 0.11220D+14   0.0150  143.821  142.676  144.875
 0.33000D+12 0.12589D+14   0.0150  143.428  142.221  144.539
 0.33000D+12 0.14125D+14   0.0150  143.011  141.736  144.184
 0.33000D+12 0.15849D+14   0.0150  142.568  141.219  143.808
 0.33000D+12 0.17783D+14   0.0150  142.097  140.668  143.408
 0.33000D+12 0.19953D+14   0.0150  141.595  140.080  142.982
 0.33000D+12 0.22387D+14   0.0150  141.058  139.451  142.530
 0.33000D+12 0.25119D+14   0.0150  140.484  138.778  142.047
 0.33000D+12 0.28184D+14   0.0150  139.867  138.055  141.530
 0.33000D+12 0.31623D+14   0.0150  139.205  137.276  140.974
 0.33000D+12 0.35481D+14   0.0150  138.491  136.437  140.375
 0.33000D+12 0.39811D+14   0.0150  137.720  135.534  139.730
 0.33000D+12 0.44668D+14   0.0150  136.885  134.556  139.032
 0.33000D+12 0.50119D+14   0.0150  135.978  133.495  138.271
 0.33000D+12 0.56234D+14   0.0150  134.991  132.347  137.442
 0.33000D+12 0.63096D+14   0.0150  133.913  131.097  136.536
 0.33000D+12 0.70795D+14   0.0150  132.733  129.734  135.538
 0.33000D+12 0.79433D+14   0.0150  131.437  128.249  134.438
 0.33000D+12 0.89125D+14   0.0150  130.009  126.622  133.219
 0.33000D+12 0.10000D+15   0.0150  128.432  124.837  131.861
 0.33000D+12 0.11220D+15   0.0150  126.686  122.881  130.349
 0.33000D+12 0.12589D+15   0.0150  124.746  120.719  128.651
 0.33000D+12 0.14125D+15   0.0150  122.586  118.336  126.750
 0.33000D+12 0.15849D+15   0.0150  120.178  115.702  124.604
 0.33000D+12 0.17783D+15   0.0150  117.490  112.780  122.196
 0.33000D+12 0.19953D+15   0.0150  114.489  109.547  119.476
 0.33000D+12 0.22387D+15   0.0150  111.145  105.969  116.425
 0.33000D+12 0.25119D+15   0.0150  107.428  102.014  113.001
 0.33000D+12 0.28184D+15   0.0150  103.318   97.569  109.183
 0.33000D+12 0.31623D+15   0.0150   98.807   92.674  104.959
 0.33000D+12 0.35481D+15   0.0150   93.903   87.418  100.321
 0.33000D+12 0.39811D+15   0.0150   88.634   81.845   95.289
 0.33000D+12 0.44668D+15   0.0150   83.050   76.018   89.912
 0.33000D+12 0.50119D+15   0.0150   77.223   70.021   84.242
 0.33000D+12 0.56234D+15   0.0150   71.240   63.947   78.362
 0.33000D+12 0.63096D+15   0.0150   65.197   57.898   72.365
 0.33000D+12 0.70795D+15   0.0150   59.199   51.977   66.356
 0.33000D+12 0.79433D+15   0.0150   53.346   46.280   60.438
 0.33000D+12 0.89125D+15   0.0150   47.726   40.889   54.703
 0.33000D+12 0.10000D+16   0.0150   42.450   36.071   49.237
 0.34500D+12 0.10000D+14   0.0150  143.944  142.795  145.002
 0.34500D+12 0.11220D+14   0.0150  143.559  142.347  144.673
 0.34500D+12 0.12589D+14   0.0150  143.150  141.870  144.326
 0.34500D+12 0.14125D+14   0.0150  142.716  141.363  143.958
 0.34500D+12 0.15849D+14   0.0150  142.254  140.821  143.567
 0.34500D+12 0.17783D+14   0.0150  141.762  140.243  143.152
 0.34500D+12 0.19953D+14   0.0150  141.237  139.625  142.710
 0.34500D+12 0.22387D+14   0.0150  140.675  138.964  142.240
 0.34500D+12 0.25119D+14   0.0150  140.073  138.256  141.736
 0.34500D+12 0.28184D+14   0.0150  139.426  137.491  141.196
 0.34500D+12 0.31623D+14   0.0150  138.729  136.669  140.614
 0.34500D+12 0.35481D+14   0.0150  137.977  135.783  139.987
 0.34500D+12 0.39811D+14   0.0150  137.163  134.827  139.310
 0.34500D+12 0.44668D+14   0.0150  136.280  133.788  138.575
 0.34500D+12 0.50119D+14   0.0150  135.320  132.663  137.772
 0.34500D+12 0.56234D+14   0.0150  134.272  131.444  136.896
 0.34500D+12 0.63096D+14   0.0150  133.126  130.111  135.934
 0.34500D+12 0.70795D+14   0.0150  131.869  128.660  134.871
 0.34500D+12 0.79433D+14   0.0150  130.486  127.077  133.700
 0.34500D+12 0.89125D+14   0.0150  128.959  125.336  132.395
 0.34500D+12 0.10000D+15   0.0150  127.269  123.430  130.941
 0.34500D+12 0.11220D+15   0.0150  125.394  121.331  129.312
 0.34500D+12 0.12589D+15   0.0150  123.309  119.015  127.484
 0.34500D+12 0.14125D+15   0.0150  120.984  116.462  125.428
 0.34500D+12 0.15849D+15   0.0150  118.389  113.628  123.110
 0.34500D+12 0.17783D+15   0.0150  115.492  110.492  120.500
 0.34500D+12 0.19953D+15   0.0150  112.260  107.025  117.559
 0.34500D+12 0.22387D+15   0.0150  108.664  103.187  114.262
 0.34500D+12 0.25119D+15   0.0150  104.679   98.965  110.569
 0.34500D+12 0.28184D+15   0.0150  100.292   94.236  106.475
 0.34500D+12 0.31623D+15   0.0150   95.505   89.082  101.965
 0.34500D+12 0.35481D+15   0.0150   90.340   83.593   97.048
 0.34500D+12 0.39811D+15   0.0150   84.839   77.826   91.762
 0.34500D+12 0.44668D+15   0.0150   79.066   71.857   86.166
 0.34500D+12 0.50119D+15   0.0150   73.106   65.779   80.329
 0.34500D+12 0.56234D+15   0.0150   67.054   59.693   74.343
 0.34500D+12 0.63096D+15   0.0150   61.012   53.701   68.310
 0.34500D+12 0.70795D+15   0.0150   55.085   47.906   62.336
 0.34500D+12 0.79433D+15   0.0150   49.366   42.393   56.518
 0.34500D+12 0.89125D+15   0.0150   43.940   37.255   50.944
 0.34500D+12 0.10000D+16   0.0150   39.410   33.813   45.737
 0.36000D+12 0.10000D+14   0.0150  143.693  142.478  144.808
 0.36000D+12 0.11220D+14   0.0150  143.292  142.010  144.468
 0.36000D+12 0.12589D+14   0.0150  142.867  141.512  144.109
 0.36000D+12 0.14125D+14   0.0150  142.414  140.980  143.728
 0.36000D+12 0.15849D+14   0.0150  141.933  140.412  143.323
 0.36000D+12 0.17783D+14   0.0150  141.419  139.806  142.892
 0.36000D+12 0.19953D+14   0.0150  140.870  139.157  142.433
 0.36000D+12 0.22387D+14   0.0150  140.282  138.462  141.943
 0.36000D+12 0.25119D+14   0.0150  139.650  137.715  141.418
 0.36000D+12 0.28184D+14   0.0150  138.971  136.909  140.854
 0.36000D+12 0.31623D+14   0.0150  138.238  136.041  140.245
 0.36000D+12 0.35481D+14   0.0150  137.446  135.106  139.588
 0.36000D+12 0.39811D+14   0.0150  136.587  134.092  138.877
 0.36000D+12 0.44668D+14   0.0150  135.654  132.992  138.102
 0.36000D+12 0.50119D+14   0.0150  134.637  131.799  137.254
 0.36000D+12 0.56234D+14   0.0150  133.525  130.502  136.329
 0.36000D+12 0.63096D+14   0.0150  132.307  129.085  135.308
 0.36000D+12 0.70795D+14   0.0150  130.967  127.541  134.178
 0.36000D+12 0.79433D+14   0.0150  129.491  125.849  132.927
 0.36000D+12 0.89125D+14   0.0150  127.858  123.993  131.528
 0.36000D+12 0.10000D+15   0.0150  126.048  121.959  129.970
 0.36000D+12 0.11220D+15   0.0150  124.036  119.708  128.214
 0.36000D+12 0.12589D+15   0.0150  121.795  117.231  126.247
 0.36000D+12 0.14125D+15   0.0150  119.294  114.490  124.024
 0.36000D+12 0.15849D+15   0.0150  116.502  111.452  121.523
 0.36000D+12 0.17783D+15   0.0150  113.386  108.094  118.699
 0.36000D+12 0.19953D+15   0.0150  109.913  104.379  115.528
 0.36000D+12 0.22387D+15   0.0150  106.058  100.281  111.972
 0.36000D+12 0.25119D+15   0.0150  101.803   95.792  108.009
 0.36000D+12 0.28184D+15   0.0150   97.143   90.793  103.636
 0.36000D+12 0.31623D+15   0.0150   92.093   85.401   98.848
 0.36000D+12 0.35481D+15   0.0150   86.688   79.706   93.671
 0.36000D+12 0.39811D+15   0.0150   80.985   73.780   88.158
 0.36000D+12 0.44668D+15   0.0150   75.063   67.711   82.378
 0.36000D+12 0.50119D+15   0.0150   69.014   61.599   76.417
 0.36000D+12 0.56234D+15   0.0150   62.940   55.546   70.372
 0.36000D+12 0.63096D+15   0.0150   56.947   49.658   64.351
 0.36000D+12 0.70795D+15   0.0150   51.133   44.028   58.457
 0.36000D+12 0.79433D+15   0.0150   45.585   38.736   52.779
 0.36000D+12 0.89125D+15   0.0150   40.473   33.868   47.405
 0.36000D+12 0.10000D+16   0.0150   37.399   32.667   43.223
 0.37500D+12 0.10000D+14   0.0150  143.437  142.155  144.612
 0.37500D+12 0.11220D+14   0.0150  143.020  141.666  144.261
 0.37500D+12 0.12589D+14   0.0150  142.578  141.145  143.889
 0.37500D+12 0.14125D+14   0.0150  142.107  140.588  143.494
 0.37500D+12 0.15849D+14   0.0150  141.605  139.993  143.075
 0.37500D+12 0.17783D+14   0.0150  141.068  139.357  142.627
 0.37500D+12 0.19953D+14   0.0150  140.494  138.676  142.150
 0.37500D+12 0.22387D+14   0.0150  139.878  137.946  141.640
 0.37500D+12 0.25119D+14   0.0150  139.216  137.158  141.093
 0.37500D+12 0.28184D+14   0.0150  138.503  136.308  140.503
 0.37500D+12 0.31623D+14   0.0150  137.732  135.393  139.866
 0.37500D+12 0.35481D+14   0.0150  136.897  134.405  139.178
 0.37500D+12 0.39811D+14   0.0150  135.991  133.330  138.431
 0.37500D+12 0.44668D+14   0.0150  135.004  132.165  137.614
 0.37500D+12 0.50119D+14   0.0150  133.927  130.902  136.720
 0.37500D+12 0.56234D+14   0.0150  132.747  129.521  135.739
 0.37500D+12 0.63096D+14   0.0150  131.452  128.016  134.653
 0.37500D+12 0.70795D+14   0.0150  130.025  126.375  133.453
 0.37500D+12 0.79433D+14   0.0150  128.449  124.569  132.115
 0.37500D+12 0.89125D+14   0.0150  126.704  122.591  130.620
 0.37500D+12 0.10000D+15   0.0150  124.766  120.413  128.945
 0.37500D+12 0.11220D+15   0.0150  122.608  118.010  127.059
 0.37500D+12 0.12589D+15   0.0150  120.201  115.362  124.936
 0.37500D+12 0.14125D+15   0.0150  117.514  112.423  122.539
 0.37500D+12 0.15849D+15   0.0150  114.514  109.174  119.838
 0.37500D+12 0.17783D+15   0.0150  111.168  105.585  116.791
 0.37500D+12 0.19953D+15   0.0150  107.448  101.614  113.378
 0.37500D+12 0.22387D+15   0.0150  103.330   97.256  109.558
 0.37500D+12 0.25119D+15   0.0150   98.806   92.504  105.325
 0.37500D+12 0.28184D+15   0.0150   93.883   87.256  100.676
 0.37500D+12 0.31623D+15   0.0150   88.587   81.648   95.623
 0.37500D+12 0.35481D+15   0.0150   82.968   75.780   90.208
 0.37500D+12 0.39811D+15   0.0150   77.099   69.734   84.500
 0.37500D+12 0.44668D+15   0.0150   71.068   63.609   78.577
 0.37500D+12 0.50119D+15   0.0150   64.975   57.507   72.535
 0.37500D+12 0.56234D+15   0.0150   58.926   51.534   66.479
 0.37500D+12 0.63096D+15   0.0150   53.025   45.791   60.516
 0.37500D+12 0.70795D+15   0.0150   47.362   40.360   54.740
 0.37500D+12 0.79433D+15   0.0150   42.021   35.173   49.241
 0.37500D+12 0.89125D+15   0.0150   37.855   32.307   44.232
 0.37500D+12 0.10000D+16   0.0150   35.898   31.773   41.255
 0.39000D+12 0.10000D+14   0.0150  143.176  141.824  144.413
 0.39000D+12 0.11220D+14   0.0150  142.743  141.313  144.050
 0.39000D+12 0.12589D+14   0.0150  142.283  140.769  143.666
 0.39000D+12 0.14125D+14   0.0150  141.792  140.186  143.257
 0.39000D+12 0.15849D+14   0.0150  141.269  139.563  142.822
 0.39000D+12 0.17783D+14   0.0150  140.709  138.896  142.357
 0.39000D+12 0.19953D+14   0.0150  140.109  138.181  141.861
 0.39000D+12 0.22387D+14   0.0150  139.464  137.413  141.331
 0.39000D+12 0.25119D+14   0.0150  138.770  136.583  140.760
 0.39000D+12 0.28184D+14   0.0150  138.020  135.688  140.144
 0.39000D+12 0.31623D+14   0.0150  137.209  134.723  139.476
 0.39000D+12 0.35481D+14   0.0150  136.330  133.678  138.756
 0.39000D+12 0.39811D+14   0.0150  135.373  132.541  137.969
 0.39000D+12 0.44668D+14   0.0150  134.330  131.308  137.108
 0.39000D+12 0.50119D+14   0.0150  133.189  129.968  136.165
 0.39000D+12 0.56234D+14   0.0150  131.937  128.502  135.125
 0.39000D+12 0.63096D+14   0.0150  130.560  126.904  133.971
 0.39000D+12 0.70795D+14   0.0150  129.041  125.154  132.694
 0.39000D+12 0.79433D+14   0.0150  127.359  123.233  131.262
 0.39000D+12 0.89125D+14   0.0150  125.494  121.128  129.663
 0.39000D+12 0.10000D+15   0.0150  123.419  118.799  127.861
 0.39000D+12 0.11220D+15   0.0150  121.106  116.235  125.837
 0.39000D+12 0.12589D+15   0.0150  118.524  113.401  123.546
 0.39000D+12 0.14125D+15   0.0150  115.641  110.260  120.966
 0.39000D+12 0.15849D+15   0.0150  112.423  106.792  118.052
 0.39000D+12 0.17783D+15   0.0150  108.840  102.958  114.777
 0.39000D+12 0.19953D+15   0.0150  104.866   98.735  111.109
 0.39000D+12 0.22387D+15   0.0150  100.485   94.118  107.020
 0.39000D+12 0.25119D+15   0.0150   95.699   89.111  102.521
 0.39000D+12 0.28184D+15   0.0150   90.525   83.642   97.605
 0.39000D+12 0.31623D+15   0.0150   85.006   77.847   92.307
 0.39000D+12 0.35481D+15   0.0150   79.206   71.840   86.683
 0.39000D+12 0.39811D+15   0.0150   73.208   65.716   80.815
 0.39000D+12 0.44668D+15   0.0150   67.111   59.578   74.791
 0.39000D+12 0.50119D+15   0.0150   61.018   53.531   68.713
 0.39000D+12 0.56234D+15   0.0150   55.037   47.680   62.691
 0.39000D+12 0.63096D+15   0.0150   49.265   42.096   56.825
 0.39000D+12 0.70795D+15   0.0150   43.786   36.732   51.209
 0.39000D+12 0.79433D+15   0.0150   38.852   32.195   45.923
 0.39000D+12 0.89125D+15   0.0150   36.100   31.302   42.070
 0.39000D+12 0.10000D+16   0.0150   34.670   31.015   39.508
 0.40500D+12 0.10000D+14   0.0150  142.910  141.486  144.211
 0.40500D+12 0.11220D+14   0.0150  142.461  140.953  143.836
 0.40500D+12 0.12589D+14   0.0150  141.982  140.383  143.439
 0.40500D+12 0.14125D+14   0.0150  141.471  139.774  143.015
 0.40500D+12 0.15849D+14   0.0150  140.925  139.121  142.564
 0.40500D+12 0.17783D+14   0.0150  140.341  138.422  142.082
 0.40500D+12 0.19953D+14   0.0150  139.713  137.672  141.567
 0.40500D+12 0.22387D+14   0.0150  139.038  136.863  141.014
 0.40500D+12 0.25119D+14   0.0150  138.310  135.990  140.418
 0.40500D+12 0.28184D+14   0.0150  137.523  135.048  139.774
 0.40500D+12 0.31623D+14   0.0150  136.670  134.030  139.076
 0.40500D+12 0.35481D+14   0.0150  135.744  132.923  138.320
 0.40500D+12 0.39811D+14   0.0150  134.734  131.722  137.493
 0.40500D+12 0.44668D+14   0.0150  133.631  130.419  136.584
 0.40500D+12 0.50119D+14   0.0150  132.422  128.995  135.589
 0.40500D+12 0.56234D+14   0.0150  131.094  127.442  134.485
 0.40500D+12 0.63096D+14   0.0150  129.630  125.748  133.261
 0.40500D+12 0.70795D+14   0.0150  128.012  123.882  131.897
 0.40500D+12 0.79433D+14   0.0150  126.218  121.841  130.368
 0.40500D+12 0.89125D+14   0.0150  124.224  119.593  128.655
 0.40500D+12 0.10000D+15   0.0150  122.004  117.113  126.720
 0.40500D+12 0.11220D+15   0.0150  119.527  114.380  124.543
 0.40500D+12 0.12589D+15   0.0150  116.761  111.349  122.077
 0.40500D+12 0.14125D+15   0.0150  113.672  108.001  119.300
 0.40500D+12 0.15849D+15   0.0150  110.228  104.305  116.163
 0.40500D+12 0.17783D+15   0.0150  106.401  100.221  112.651
 0.40500D+12 0.19953D+15   0.0150  102.171   95.745  108.723
 0.40500D+12 0.22387D+15   0.0150   97.530   90.875  104.372
 0.40500D+12 0.25119D+15   0.0150   92.491   85.626   99.606
 0.40500D+12 0.28184D+15   0.0150   87.087   79.970   94.440
 0.40500D+12 0.31623D+15   0.0150   81.372   74.019   88.921
 0.40500D+12 0.35481D+15   0.0150   75.424   67.913   83.120
 0.40500D+12 0.39811D+15   0.0150   69.338   61.752   77.129
 0.40500D+12 0.44668D+15   0.0150   63.217   55.644   71.047
 0.40500D+12 0.50119D+15   0.0150   57.167   49.694   64.978
 0.40500D+12 0.56234D+15   0.0150   51.294   43.935   59.030
 0.40500D+12 0.63096D+15   0.0150   45.685   38.428   53.303
 0.40500D+12 0.70795D+15   0.0150   40.426   33.307   47.873
 0.40500D+12 0.79433D+15   0.0150   36.572   30.963   43.126
 0.40500D+12 0.89125D+15   0.0150   34.706   30.492   40.207
 0.40500D+12 0.10000D+16   0.0150   33.653   30.347   37.951
 0.42000D+12 0.10000D+14   0.0150  142.640  141.141  144.007
 0.42000D+12 0.11220D+14   0.0150  142.173  140.585  143.620
 0.42000D+12 0.12589D+14   0.0150  141.675  139.989  143.208
 0.42000D+12 0.14125D+14   0.0150  141.143  139.351  142.770
 0.42000D+12 0.15849D+14   0.0150  140.574  138.668  142.302
 0.42000D+12 0.17783D+14   0.0150  139.963  137.935  141.801
 0.42000D+12 0.19953D+14   0.0150  139.307  137.148  141.266
 0.42000D+12 0.22387D+14   0.0150  138.600  136.297  140.690
 0.42000D+12 0.25119D+14   0.0150  137.837  135.378  140.069
 0.42000D+12 0.28184D+14   0.0150  137.011  134.386  139.395
 0.42000D+12 0.31623D+14   0.0150  136.113  133.312  138.665
 0.42000D+12 0.35481D+14   0.0150  135.137  132.143  137.871
 0.42000D+12 0.39811D+14   0.0150  134.071  130.874  137.000
 0.42000D+12 0.44668D+14   0.0150  132.905  129.496  136.043
 0.42000D+12 0.50119D+14   0.0150  131.625  127.985  134.989
 0.42000D+12 0.56234D+14   0.0150  130.215  126.340  133.817
 0.42000D+12 0.63096D+14   0.0150  128.659  124.538  132.518
 0.42000D+12 0.70795D+14   0.0150  126.936  122.558  131.061
 0.42000D+12 0.79433D+14   0.0150  125.023  120.390  129.429
 0.42000D+12 0.89125D+14   0.0150  122.894  117.992  127.590
 0.42000D+12 0.10000D+15   0.0150  120.520  115.353  125.517
 0.42000D+12 0.11220D+15   0.0150  117.869  112.437  123.173
 0.42000D+12 0.12589D+15   0.0150  114.909  109.207  120.526
 0.42000D+12 0.14125D+15   0.0150  111.605  105.643  117.538
 0.42000D+12 0.15849D+15   0.0150  107.928  101.707  114.175
 0.42000D+12 0.17783D+15   0.0150  103.853   97.377  110.413
 0.42000D+12 0.19953D+15   0.0150   99.367   92.652  106.223
 0.42000D+12 0.22387D+15   0.0150   94.474   87.538  101.614
 0.42000D+12 0.25119D+15   0.0150   89.198   82.065   96.593
 0.42000D+12 0.28184D+15   0.0150   83.585   76.260   91.197
 0.42000D+12 0.31623D+15   0.0150   77.706   70.189   85.486
 0.42000D+12 0.35481D+15   0.0150   71.648   64.022   79.544
 0.42000D+12 0.39811D+15   0.0150   65.514   57.867   73.469
 0.42000D+12 0.44668D+15   0.0150   59.411   51.825   67.370
 0.42000D+12 0.50119D+15   0.0150   53.445   45.902   61.353
 0.42000D+12 0.56234D+15   0.0150   47.713   40.256   55.521
 0.42000D+12 0.63096D+15   0.0150   42.297   34.962   49.958
 0.42000D+12 0.70795D+15   0.0150   37.518   30.830   44.746
 0.42000D+12 0.79433D+15   0.0150   34.967   30.058   41.120
 0.42000D+12 0.89125D+15   0.0150   33.545   29.802   38.533
 0.42000D+12 0.10000D+16   0.0150   32.822   29.735   36.583
 0.43500D+12 0.10000D+14   0.0150  142.365  140.788  143.799
 0.43500D+12 0.11220D+14   0.0150  141.879  140.207  143.400
 0.43500D+12 0.12589D+14   0.0150  141.361  139.584  142.974
 0.43500D+12 0.14125D+14   0.0150  140.808  138.917  142.520
 0.43500D+12 0.15849D+14   0.0150  140.214  138.202  142.035
 0.43500D+12 0.17783D+14   0.0150  139.577  137.435  141.515
 0.43500D+12 0.19953D+14   0.0150  138.891  136.608  140.959
 0.43500D+12 0.22387D+14   0.0150  138.151  135.712  140.359
 0.43500D+12 0.25119D+14   0.0150  137.350  134.746  139.710
 0.43500D+12 0.28184D+14   0.0150  136.482  133.702  139.005
 0.43500D+12 0.31623D+14   0.0150  135.538  132.568  138.242
 0.43500D+12 0.35481D+14   0.0150  134.509  131.334  137.407
 0.43500D+12 0.39811D+14   0.0150  133.385  129.996  136.489
 0.43500D+12 0.44668D+14   0.0150  132.151  128.534  135.481
 0.43500D+12 0.50119D+14   0.0150  130.795  126.937  134.365
 0.43500D+12 0.56234D+14   0.0150  129.300  125.195  133.122
 0.43500D+12 0.63096D+14   0.0150  127.646  123.279  131.739
 0.43500D+12 0.70795D+14   0.0150  125.811  121.180  130.183
 0.43500D+12 0.79433D+14   0.0150  123.771  118.872  128.441
 0.43500D+12 0.89125D+14   0.0150  121.499  116.324  126.467
 0.43500D+12 0.10000D+15   0.0150  118.962  113.518  124.246
 0.43500D+12 0.11220D+15   0.0150  116.129  110.408  121.725
 0.43500D+12 0.12589D+15   0.0150  112.966  106.974  118.887
 0.43500D+12 0.14125D+15   0.0150  109.440  103.187  115.678
 0.43500D+12 0.15849D+15   0.0150  105.524   99.007  112.082
 0.43500D+12 0.17783D+15   0.0150  101.200   94.433  108.065
 0.43500D+12 0.19953D+15   0.0150   96.463   89.464  103.616
 0.43500D+12 0.22387D+15   0.0150   91.329   84.120   98.755
 0.43500D+12 0.25119D+15   0.0150   85.835   78.443   93.497
 0.43500D+12 0.28184D+15   0.0150   80.041   72.496   87.894
 0.43500D+12 0.31623D+15   0.0150   74.031   66.373   82.022
 0.43500D+12 0.35481D+15   0.0150   67.901   60.176   75.977
 0.43500D+12 0.39811D+15   0.0150   61.760   54.012   69.862
 0.43500D+12 0.44668D+15   0.0150   55.714   47.991   63.788
 0.43500D+12 0.50119D+15   0.0150   49.868   42.215   57.861
 0.43500D+12 0.56234D+15   0.0150   44.308   36.764   52.172
 0.43500D+12 0.63096D+15   0.0150   39.117   31.724   46.800
 0.43500D+12 0.70795D+15   0.0150   35.486   29.744   42.244
 0.43500D+12 0.79433D+15   0.0150   33.649   29.316   39.334
 0.43500D+12 0.89125D+15   0.0150   32.571   29.180   37.026
 0.43500D+12 0.10000D+16   0.0150   32.163   29.161   35.442
 0.45000D+12 0.10000D+14   0.0150  142.084  140.427  143.589
 0.45000D+12 0.11220D+14   0.0150  141.580  139.820  143.176
 0.45000D+12 0.12589D+14   0.0150  141.041  139.169  142.736
 0.45000D+12 0.14125D+14   0.0150  140.464  138.472  142.266
 0.45000D+12 0.15849D+14   0.0150  139.846  137.724  141.762
 0.45000D+12 0.17783D+14   0.0150  139.180  136.920  141.223
 0.45000D+12 0.19953D+14   0.0150  138.463  136.050  140.644
 0.45000D+12 0.22387D+14   0.0150  137.688  135.110  140.019
 0.45000D+12 0.25119D+14   0.0150  136.848  134.095  139.342
 0.45000D+12 0.28184D+14   0.0150  135.937  132.997  138.605
 0.45000D+12 0.31623D+14   0.0150  134.944  131.798  137.806
 0.45000D+12 0.35481D+14   0.0150  133.860  130.498  136.928
 0.45000D+12 0.39811D+14   0.0150  132.672  129.085  135.961
 0.45000D+12 0.44668D+14   0.0150  131.368  127.536  134.898
 0.45000D+12 0.50119D+14   0.0150  129.932  125.848  133.715
 0.45000D+12 0.56234D+14   0.0150  128.345  124.001  132.398
 0.45000D+12 0.63096D+14   0.0150  126.588  121.971  130.923
 0.45000D+12 0.70795D+14   0.0150  124.635  119.747  129.266
 0.45000D+12 0.79433D+14   0.0150  122.462  117.290  127.399
 0.45000D+12 0.89125D+14   0.0150  120.037  114.585  125.289
 0.45000D+12 0.10000D+15   0.0150  117.330  111.600  122.903
 0.45000D+12 0.11220D+15   0.0150  114.306  108.294  120.203
 0.45000D+12 0.12589D+15   0.0150  110.931  104.649  117.156
 0.45000D+12 0.14125D+15   0.0150  107.177  100.628  113.721
 0.45000D+12 0.15849D+15   0.0150  103.019   96.209  109.884
 0.45000D+12 0.17783D+15   0.0150   98.447   91.394  105.612
 0.45000D+12 0.19953D+15   0.0150   93.467   86.191  100.913
 0.45000D+12 0.22387D+15   0.0150   88.107   80.635   95.808
 0.45000D+12 0.25119D+15   0.0150   82.418   74.778   90.332
 0.45000D+12 0.28184D+15   0.0150   76.475   68.703   84.551
