R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.12245D-09 0.48750D+12 0.32000D+15   0.0000  1  156.492  0.00000  254.17  254.22    3.272   18.569   19.00
 0.13118D-09 0.50000D+12 0.32000D+15   0.0000  1  149.086  0.00000  255.36  255.42    3.280   19.012   18.80
 0.14080D-09 0.51250D+12 0.32000D+15   0.0000  1  141.680  0.00000  256.52  256.57    3.291   19.458   18.60
 0.15079D-09 0.52500D+12 0.32000D+15   0.0000  1  134.918  0.00000  257.54  257.59    3.280   19.883   18.41
 0.16180D-09 0.53750D+12 0.32000D+15   0.0000  1  128.156  0.00000  258.52  258.58    3.274   20.312   18.22
 0.17359D-09 0.55000D+12 0.32000D+15   0.0000  1  121.716  0.00000  259.44  259.49    3.260   20.734   18.03
 0.18666D-09 0.56250D+12 0.32000D+15   0.0000  1  115.276  0.00000  260.32  260.37    3.254   21.161   17.85
 0.20014D-09 0.57500D+12 0.32000D+15   0.0000  1  109.480  0.00000  261.10  261.15    3.226   21.568   17.67
 0.21449D-09 0.58750D+12 0.32000D+15   0.0000  1  104.006  0.00000  261.82  261.87    3.192   21.967   17.49
 0.23039D-09 0.60000D+12 0.32000D+15   0.0000  1   98.532  0.00000  262.53  262.57    3.166   22.373   17.31
 0.24734D-09 0.61250D+12 0.32000D+15   0.0000  1   93.380  0.00000  263.17  263.22    3.133   22.772   17.13
 0.26531D-09 0.62500D+12 0.32000D+15   0.0000  1   88.550  0.00000  263.77  263.82    3.094   23.164   16.96
 0.28533D-09 0.63750D+12 0.32000D+15   0.0000  1   83.720  0.00000  264.36  264.40    3.064   23.563   16.79
 0.30540D-09 0.65000D+12 0.32000D+15   0.0000  1   79.534  0.00000  264.86  264.90    3.010   23.939   16.62
 0.32767D-09 0.66250D+12 0.32000D+15   0.0000  1   75.348  0.00000  265.35  265.40    2.966   24.322   16.46
 0.35102D-09 0.67500D+12 0.32000D+15   0.0000  1   71.484  0.00000  265.80  265.85    2.913   24.696   16.29
 0.37700D-09 0.68750D+12 0.32000D+15   0.0000  1   67.620  0.00000  266.24  266.28    2.870   25.079   16.13
 0.40414D-09 0.70000D+12 0.32000D+15   0.0000  1   64.078  0.00000  266.64  266.68    2.818   25.452   15.97
 0.43222D-09 0.71250D+12 0.32000D+15   0.0000  1   60.858  0.00000  267.00  267.05    2.756   25.813   15.81
 0.46340D-09 0.72500D+12 0.32000D+15   0.0000  1   57.638  0.00000  267.36  267.40    2.703   26.184   15.66
 0.49542D-09 0.73750D+12 0.32000D+15   0.0000  1   54.740  0.00000  267.67  267.72    2.638   26.542   15.50
 0.53098D-09 0.75000D+12 0.32000D+15   0.0000  1   51.842  0.00000  267.99  268.03    2.584   26.909   15.35
 0.56711D-09 0.76250D+12 0.32000D+15   0.0000  1   49.266  0.00000  268.26  268.31    2.515   27.261   15.20
 0.60720D-09 0.77500D+12 0.32000D+15   0.0000  1   46.690  0.00000  268.54  268.58    2.457   27.622   15.05
 0.64734D-09 0.78750D+12 0.32000D+15   0.0000  1   44.436  0.00000  268.78  268.82    2.381   27.966   14.91
 0.69175D-09 0.80000D+12 0.32000D+15   0.0000  1   42.182  0.00000  269.01  269.06    2.316   28.318   14.77
 0.74114D-09 0.81250D+12 0.32000D+15   0.0000  1   39.928  0.00000  269.25  269.28    2.261   28.681   14.62
 0.78982D-09 0.82500D+12 0.32000D+15   0.0000  1   37.996  0.00000  269.45  269.49    2.185   29.023   14.49
 0.84368D-09 0.83750D+12 0.32000D+15   0.0000  1   36.064  0.00000  269.65  269.68    2.120   29.374   14.35
 0.89536D-09 0.85000D+12 0.32000D+15   0.0000  1   34.454  0.00000  269.81  269.86    2.028   29.699   14.22
 0.95207D-09 0.86250D+12 0.32000D+15   0.0000  1   32.844  0.00000  269.98  270.03    1.946   30.032   14.09
 0.10146D-08 0.87500D+12 0.32000D+15   0.0000  1   31.234  0.00000  270.14  270.19    1.873   30.374   13.96
 0.10839D-08 0.88750D+12 0.32000D+15   0.0000  1   29.624  0.00000  270.30  270.34    1.811   30.726   13.83
 0.11482D-08 0.90000D+12 0.32000D+15   0.0000  1   28.336  0.00000  270.43  270.49    1.716   31.046   13.71
 0.12185D-08 0.91250D+12 0.32000D+15   0.0000  1   27.048  0.00000  270.56  270.62    1.629   31.373   13.59
 0.12352D-08 0.92500D+12 0.32000D+15   0.0000  1   27.048  0.00000  270.56  270.74    1.356   31.517   13.52
 0.12519D-08 0.93750D+12 0.32000D+15   0.0000  1   27.048  0.00000  270.56  270.86    1.082   31.662   13.46
 0.12686D-08 0.95000D+12 0.32000D+15   0.0000  1   27.048  0.00000  270.56  270.99    0.809   31.806   13.40
 0.12705D-08 0.96250D+12 0.32000D+15   0.0000  1   27.370  0.00000  270.53  271.11    0.488   31.904   13.36
 0.12870D-08 0.97500D+12 0.32000D+15   0.0000  1   27.370  0.00000  270.53  271.23    0.214   32.047   13.30
 0.75848D-09 0.98750D+12 0.32000D+15   0.0000  1   47.656  0.00000  268.43  268.48   -2.183   30.197   14.79
 0.78876D-09 0.10000D+13 0.32000D+15   0.0000  1   46.368  0.00000  268.57  268.61   -2.390   30.408   14.71
 0.81510D-09 0.10125D+13 0.32000D+15   0.0000  1   45.402  0.00000  268.67  268.75   -2.602   30.613   14.63
 0.84855D-09 0.10250D+13 0.32000D+15   0.0000  1   44.114  0.00000  268.81  268.86   -2.810   30.821   14.56
 0.87757D-09 0.10375D+13 0.32000D+15   0.0000  1   43.148  0.00000  268.91  268.99   -3.024   31.023   14.48
 0.91471D-09 0.10500D+13 0.32000D+15   0.0000  1   41.860  0.00000  269.05  269.09   -3.233   31.229   14.41
 0.94688D-09 0.10625D+13 0.32000D+15   0.0000  1   40.894  0.00000  269.15  269.21   -3.448   31.429   14.33
 0.98058D-09 0.10750D+13 0.32000D+15   0.0000  1   39.928  0.00000  269.25  269.31   -3.664   31.628   14.26
 0.10159D-08 0.10875D+13 0.32000D+15   0.0000  1   38.962  0.00000  269.35  269.42   -3.880   31.826   14.19
 0.10531D-08 0.11000D+13 0.32000D+15   0.0000  1   37.996  0.00000  269.45  269.51   -4.097   32.023   14.12
 0.10922D-08 0.11125D+13 0.32000D+15   0.0000  1   37.030  0.00000  269.55  269.60   -4.315   32.219   14.05
 0.11333D-08 0.11250D+13 0.32000D+15   0.0000  1   36.064  0.00000  269.65  269.69   -4.533   32.414   13.98
 0.11662D-08 0.11375D+13 0.32000D+15   0.0000  1   35.420  0.00000  269.71  269.79   -4.758   32.603   13.91
 0.12114D-08 0.11500D+13 0.32000D+15   0.0000  1   34.454  0.00000  269.81  269.87   -4.977   32.796   13.85
 0.12473D-08 0.11625D+13 0.32000D+15   0.0000  1   33.810  0.00000  269.88  269.96   -5.204   32.984   13.78
 0.12970D-08 0.11750D+13 0.32000D+15   0.0000  1   32.844  0.00000  269.98  270.02   -5.424   33.174   13.72
 0.13365D-08 0.11875D+13 0.32000D+15   0.0000  1   32.200  0.00000  270.04  270.11   -5.652   33.360   13.65
 0.13639D-08 0.12000D+13 0.32000D+15   0.0000  1   31.878  0.00000  270.07  270.23   -5.886   33.541   13.58
 0.13781D-08 0.12125D+13 0.32000D+15   0.0000  1   31.878  0.00000  270.07  270.38   -6.126   33.719   13.51
 0.13923D-08 0.12250D+13 0.32000D+15   0.0000  1   31.878  0.00000  270.07  270.53   -6.366   33.897   13.44
 0.14065D-08 0.12375D+13 0.32000D+15   0.0000  1   31.878  0.00000  270.07  270.68   -6.606   34.075   13.37
 0.14068D-08 0.12500D+13 0.32000D+15   0.0000  1   32.200  0.00000  270.04  270.86   -6.849   34.253   13.30
 0.14209D-08 0.12625D+13 0.32000D+15   0.0000  1   32.200  0.00000  270.04  271.01   -7.087   34.433   13.23
 0.14350D-08 0.12750D+13 0.32000D+15   0.0000  1   32.200  0.00000  270.04  271.16   -7.325   34.613   13.16
 0.14490D-08 0.12875D+13 0.32000D+15   0.0000  1   32.200  0.00000  270.04  271.31   -7.562   34.793   13.09
 0.14631D-08 0.13000D+13 0.32000D+15   0.0000  1   32.200  0.00000  270.04  271.46   -7.799   34.974   13.02
 0.14628D-08 0.13125D+13 0.32000D+15   0.0000  1   32.522  0.00000  270.01  271.65   -8.037   35.158   12.95
 0.14768D-08 0.13250D+13 0.32000D+15   0.0000  1   32.522  0.00000  270.01  271.80   -8.272   35.340   12.88
 0.14907D-08 0.13375D+13 0.32000D+15   0.0000  1   32.522  0.00000  270.01  271.94   -8.508   35.523   12.82
 0.15046D-08 0.13500D+13 0.32000D+15   0.0000  1   32.522  0.00000  270.01  272.09   -8.743   35.706   12.75
 0.15186D-08 0.13625D+13 0.32000D+15   0.0000  1   32.522  0.00000  270.01  272.24   -8.977   35.889   12.69
 0.15178D-08 0.13750D+13 0.32000D+15   0.0000  1   32.844  0.00000  269.98  272.43   -9.210   36.078   12.61
 0.15316D-08 0.13875D+13 0.32000D+15   0.0000  1   32.844  0.00000  269.98  272.58   -9.443   36.263   12.55
 0.15454D-08 0.14000D+13 0.32000D+15   0.0000  1   32.844  0.00000  269.98  272.73   -9.676   36.448   12.49
 0.15592D-08 0.14125D+13 0.32000D+15   0.0000  1   32.844  0.00000  269.98  272.87   -9.908   36.633   12.42
 0.15730D-08 0.14250D+13 0.32000D+15   0.0000  1   32.844  0.00000  269.98  273.02  -10.140   36.819   12.36
 0.15868D-08 0.14375D+13 0.32000D+15   0.0000  1   32.844  0.00000  269.98  273.17  -10.372   37.005   12.30
 0.16006D-08 0.14500D+13 0.32000D+15   0.0000  1   32.844  0.00000  269.98  273.31  -10.604   37.192   12.24
 0.15990D-08 0.14625D+13 0.32000D+15   0.0000  1   33.166  0.00000  269.94  273.50  -10.830   37.387   12.17
 0.16127D-08 0.14750D+13 0.32000D+15   0.0000  1   33.166  0.00000  269.94  273.65  -11.060   37.575   12.11
 0.16264D-08 0.14875D+13 0.32000D+15   0.0000  1   33.166  0.00000  269.94  273.80  -11.290   37.763   12.05
 0.16400D-08 0.15000D+13 0.32000D+15   0.0000  1   33.166  0.00000  269.94  273.94  -11.519   37.951   11.99
 0.16537D-08 0.15125D+13 0.32000D+15   0.0000  1   33.166  0.00000  269.94  274.09  -11.748   38.140   11.93
 0.16674D-08 0.15250D+13 0.32000D+15   0.0000  1   33.166  0.00000  269.94  274.24  -11.977   38.329   11.87
 0.16810D-08 0.15375D+13 0.32000D+15   0.0000  1   33.166  0.00000  269.94  274.38  -12.206   38.518   11.81
