R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       etaref      pCLA conv P(MPa)   zbot     %vol    Tbot     Tm      TH2O      Fbot     Ftop     dlid   T_core
 0.00000D+00 0.10000D+14   0.0000  1  193.49  161.000  0.00000  253.41  241.68  253.41   33.685   27.095   12.37  1502.12
 0.12500D+11 0.10000D+14   0.0000  1  193.51  161.000  0.00000  253.41  241.87  253.41   34.424   28.097   12.45  1502.12
 0.25000D+11 0.10000D+14   0.0000  1  193.52  161.000  0.00000  253.41  242.06  253.41   34.210   28.333   12.35  1502.12
 0.37500D+11 0.10000D+14   0.0000  1  193.52  161.000  0.00000  253.41  242.24  253.41   33.994   28.568   12.25  1502.12
 0.50000D+11 0.10000D+14   0.0000  1  193.53  161.000  0.00000  253.41  242.42  253.41   33.778   28.802   12.15  1502.12
 0.62500D+11 0.10000D+14   0.0000  1  193.53  161.000  0.00000  253.41  242.59  253.41   33.559   29.035   12.05  1502.12
 0.75000D+11 0.10000D+14   0.0000  1  193.54  161.000  0.00000  253.41  242.77  253.41   33.340   29.267   11.96  1502.12
 0.87500D+11 0.10000D+14   0.0000  1  193.54  161.000  0.00000  253.41  242.94  253.41   33.119   29.497   11.86  1502.12
 0.10000D+12 0.10000D+14   0.0000  1  193.55  161.000  0.00000  253.41  243.11  253.41   32.897   29.727   11.77  1502.12
 0.11250D+12 0.10000D+14   0.0000  1  193.55  161.000  0.00000  253.41  243.28  253.41   32.673   29.955   11.68  1502.12
 0.12500D+12 0.10000D+14   0.0000  1  193.56  161.000  0.00000  253.41  243.45  253.41   32.449   30.183   11.59  1502.12
 0.13750D+12 0.10000D+14   0.0000  1  193.56  161.000  0.00000  253.41  243.62  253.41   32.223   30.409   11.51  1502.12
 0.15000D+12 0.10000D+14   0.0000  1  193.57  161.000  0.00000  253.41  243.78  253.41   31.996   30.635   11.42  1502.12
 0.16250D+12 0.10000D+14   0.0000  1  193.57  161.000  0.00000  253.41  243.95  253.41   31.768   30.860   11.34  1502.12
 0.17500D+12 0.10000D+14   0.0000  1  193.57  161.000  0.00000  253.41  244.11  253.41   31.539   31.084   11.26  1502.12
 0.18750D+12 0.10000D+14   0.0000  1  193.58  161.000  0.00000  253.41  244.27  253.41   31.309   31.307   11.18  1502.12
 0.20000D+12 0.10000D+14   0.0000  1  193.58  161.000  0.00000  253.41  244.43  253.41   31.077   31.529   11.10  1502.12
 0.21250D+12 0.10000D+14   0.0000  1  193.59  161.000  0.00000  253.41  244.58  253.41   30.845   31.750   11.02  1502.12
 0.22500D+12 0.10000D+14   0.0000  1  193.59  161.000  0.00000  253.41  244.74  253.41   30.611   31.971   10.95  1502.12
 0.23750D+12 0.10000D+14   0.0000  1  193.60  161.000  0.00000  253.41  244.89  253.41   30.377   32.190   10.87  1502.12
 0.25000D+12 0.10000D+14   0.0000  1  193.60  161.000  0.00000  253.41  245.04  253.41   30.142   32.409   10.80  1502.12
 0.26250D+12 0.10000D+14   0.0000  1  193.61  161.000  0.00000  253.41  245.19  253.41   29.905   32.627   10.73  1502.12
 0.27500D+12 0.10000D+14   0.0000  1  193.61  161.000  0.00000  253.41  245.34  253.41   29.668   32.845   10.65  1502.12
 0.28750D+12 0.10000D+14   0.0000  1  193.62  161.000  0.00000  253.41  245.49  253.41   29.430   33.061   10.58  1502.12
 0.30000D+12 0.10000D+14   0.0000  1  193.62  161.000  0.00000  253.41  245.64  253.41   29.191   33.277   10.52  1502.12
 0.31250D+12 0.10000D+14   0.0000  1  193.62  161.000  0.00000  253.41  245.78  253.41   28.951   33.492   10.45  1502.13
