R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.23000D+13 0.56420D-09 0.32000D+13   0.0000  1  160.678  0.00000  253.47  264.35   -0.000   75.112    3.56
 0.23125D+13 0.57344D-09 0.32000D+13   0.0000  1  158.746  0.00000  253.79  264.62    0.000   75.521    3.56
 0.23250D+13 0.58290D-09 0.32000D+13   0.0000  1  156.814  0.00000  254.11  264.89   -0.000   75.929    3.56
 0.23375D+13 0.59258D-09 0.32000D+13   0.0000  1  154.882  0.00000  254.43  265.16    0.000   76.337    3.56
 0.23500D+13 0.60251D-09 0.32000D+13   0.0000  1  152.950  0.00000  254.74  265.42   -0.000   76.745    3.56
 0.23625D+13 0.61150D-09 0.32000D+13   0.0000  1  151.340  0.00000  255.00  265.65    0.000   77.154    3.56
 0.23750D+13 0.62189D-09 0.32000D+13   0.0000  1  149.408  0.00000  255.31  265.91   -0.000   77.562    3.56
 0.23875D+13 0.63255D-09 0.32000D+13   0.0000  1  147.476  0.00000  255.62  266.15   -0.000   77.970    3.56
 0.24000D+13 0.64348D-09 0.32000D+13   0.0000  1  145.544  0.00000  255.92  266.40    0.000   78.378    3.56
 0.24125D+13 0.65470D-09 0.32000D+13   0.0000  1  143.612  0.00000  256.22  266.63    0.000   78.786    3.56
 0.24250D+13 0.66484D-09 0.32000D+13   0.0000  1  142.002  0.00000  256.47  266.85    0.000   79.195    3.56
 0.24375D+13 0.67662D-09 0.32000D+13   0.0000  1  140.070  0.00000  256.76  267.08    0.000   79.603    3.56
 0.24500D+13 0.68873D-09 0.32000D+13   0.0000  1  138.138  0.00000  257.05  267.30    0.000   80.011    3.56
 0.24625D+13 0.70117D-09 0.32000D+13   0.0000  1  136.206  0.00000  257.34  267.52    0.000   80.419    3.56
 0.24750D+13 0.71240D-09 0.32000D+13   0.0000  1  134.596  0.00000  257.58  267.72   -0.000   80.828    3.56
 0.24875D+13 0.72550D-09 0.32000D+13   0.0000  1  132.664  0.00000  257.87  267.93   -0.000   81.236    3.57
 0.25000D+13 0.73898D-09 0.32000D+13   0.0000  1  130.732  0.00000  258.15  268.14    0.000   81.644    3.57
 0.25125D+13 0.75114D-09 0.32000D+13   0.0000  1  129.122  0.00000  258.38  268.33   -0.000   82.052    3.57
 0.25250D+13 0.76537D-09 0.32000D+13   0.0000  1  127.190  0.00000  258.66  268.53    0.000   82.460    3.57
 0.25375D+13 0.77819D-09 0.32000D+13   0.0000  1  125.580  0.00000  258.89  268.71   -0.000   82.869    3.57
 0.25500D+13 0.79324D-09 0.32000D+13   0.0000  1  123.648  0.00000  259.17  268.90    0.000   83.277    3.57
 0.25625D+13 0.80679D-09 0.32000D+13   0.0000  1  122.038  0.00000  259.39  269.07   -0.000   83.685    3.57
 0.25750D+13 0.82272D-09 0.32000D+13   0.0000  1  120.106  0.00000  259.66  269.25    0.000   84.093    3.57
 0.25875D+13 0.83706D-09 0.32000D+13   0.0000  1  118.496  0.00000  259.88  269.41   -0.000   84.502    3.57
 0.26000D+13 0.85396D-09 0.32000D+13   0.0000  1  116.564  0.00000  260.15  269.59    0.000   84.910    3.58
 0.26125D+13 0.86917D-09 0.32000D+13   0.0000  1  114.954  0.00000  260.37  269.74    0.000   85.318    3.58
 0.26250D+13 0.88479D-09 0.32000D+13   0.0000  1  113.344  0.00000  260.59  269.90    0.000   85.726    3.58
 0.26375D+13 0.90328D-09 0.32000D+13   0.0000  1  111.412  0.00000  260.85  270.06    0.000   86.134    3.58
 0.26500D+13 0.91990D-09 0.32000D+13   0.0000  1  109.802  0.00000  261.06  270.20    0.000   86.543    3.58
 0.26625D+13 0.93700D-09 0.32000D+13   0.0000  1  108.192  0.00000  261.27  270.35    0.000   86.951    3.58
 0.26750D+13 0.95461D-09 0.32000D+13   0.0000  1  106.582  0.00000  261.49  270.49    0.000   87.359    3.59
 0.26875D+13 0.97554D-09 0.32000D+13   0.0000  1  104.650  0.00000  261.74  270.63    0.000   87.767    3.59
 0.27000D+13 0.99434D-09 0.32000D+13   0.0000  1  103.040  0.00000  261.95  270.76    0.000   88.176    3.59
 0.27125D+13 0.10137D-08 0.32000D+13   0.0000  1  101.430  0.00000  262.16  270.89    0.000   88.584    3.59
 0.27250D+13 0.10337D-08 0.32000D+13   0.0000  1   99.820  0.00000  262.36  271.01    0.000   88.992    3.59
 0.27375D+13 0.10544D-08 0.32000D+13   0.0000  1   98.210  0.00000  262.57  271.13   -0.000   89.400    3.60
 0.27500D+13 0.10757D-08 0.32000D+13   0.0000  1   96.600  0.00000  262.77  271.25    0.000   89.808    3.60
 0.27625D+13 0.10978D-08 0.32000D+13   0.0000  1   94.990  0.00000  262.97  271.36    0.000   90.217    3.60
 0.27750D+13 0.11170D-08 0.32000D+13   0.0000  1   93.702  0.00000  263.13  271.47    0.000   90.625    3.60
 0.27875D+13 0.11404D-08 0.32000D+13   0.0000  1   92.092  0.00000  263.34  271.57   -0.000   91.033    3.60
 0.28000D+13 0.11647D-08 0.32000D+13   0.0000  1   90.482  0.00000  263.53  271.68    0.000   91.441    3.60
 0.28125D+13 0.11898D-08 0.32000D+13   0.0000  1   88.872  0.00000  263.73  271.77   -0.000   91.850    3.61
 0.28250D+13 0.12117D-08 0.32000D+13   0.0000  1   87.584  0.00000  263.89  271.87   -0.000   92.258    3.61
 0.28375D+13 0.12385D-08 0.32000D+13   0.0000  1   85.974  0.00000  264.09  271.96    0.000   92.666    3.61
 0.28500D+13 0.12618D-08 0.32000D+13   0.0000  1   84.686  0.00000  264.24  272.04    0.000   93.074    3.61
 0.28625D+13 0.12906D-08 0.32000D+13   0.0000  1   83.076  0.00000  264.44  272.13    0.000   93.482    3.61
 0.28750D+13 0.13155D-08 0.32000D+13   0.0000  1   81.788  0.00000  264.59  272.21   -0.000   93.891    3.61
 0.28875D+13 0.13464D-08 0.32000D+13   0.0000  1   80.178  0.00000  264.78  272.28    0.000   94.299    3.62
 0.29000D+13 0.13731D-08 0.32000D+13   0.0000  1   78.890  0.00000  264.93  272.36   -0.000   94.707    3.62
 0.29125D+13 0.14007D-08 0.32000D+13   0.0000  1   77.602  0.00000  265.09  272.43   -0.000   95.115    3.62
