R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       etaref      pCLA conv P(MPa)   zbot     %vol    Tbot     Tm      TH2O      Fbot     Ftop     dlid   T_core
 0.00000D+00 0.32000D+13   0.0300  1  161.00  134.422  0.15473  230.66  221.11  257.61   14.845   12.399   23.05  1498.17
 0.12500D+11 0.32000D+13   0.0300  1  160.86  134.282  0.15386  230.90  221.66  257.63   14.842   12.807   23.76  1498.23
 0.25000D+11 0.32000D+13   0.0300  1  160.66  134.095  0.15271  231.22  222.26  257.66   14.839   13.215   23.09  1498.29
 0.37500D+11 0.32000D+13   0.0300  1  160.46  133.906  0.15156  231.55  222.84  257.69   14.835   13.623   22.45  1498.34
 0.50000D+11 0.32000D+13   0.0300  1  160.26  133.714  0.15042  231.87  223.41  257.71   14.831   14.032   21.85  1498.40
 0.62500D+11 0.32000D+13   0.0300  1  160.05  133.520  0.14928  232.18  223.97  257.74   14.827   14.440   21.29  1498.45
 0.75000D+11 0.32000D+13   0.0300  1  159.84  133.325  0.14815  232.50  224.52  257.77   14.823   14.848   20.76  1498.51
 0.87500D+11 0.32000D+13   0.0300  1  159.62  133.128  0.14702  232.81  225.05  257.80   14.819   15.256   20.25  1498.56
 0.10000D+12 0.32000D+13   0.0300  1  159.41  132.929  0.14590  233.12  225.57  257.83   14.814   15.665   19.77  1498.61
 0.11250D+12 0.32000D+13   0.0300  1  159.19  132.728  0.14479  233.43  226.08  257.86   14.810   16.073   19.32  1498.67
 0.12500D+12 0.32000D+13   0.0300  1  158.96  132.525  0.14369  233.74  226.58  257.89   14.806   16.481   18.89  1498.72
 0.13750D+12 0.32000D+13   0.0300  1  158.73  132.321  0.14259  234.04  227.07  257.92   14.802   16.889   18.47  1498.77
 0.15000D+12 0.32000D+13   0.0300  1  158.51  132.115  0.14150  234.34  227.55  257.95   14.798   17.297   18.08  1498.82
 0.16250D+12 0.32000D+13   0.0300  1  158.27  131.908  0.14042  234.64  228.02  257.98   14.793   17.706   17.71  1498.87
 0.17500D+12 0.32000D+13   0.0300  1  158.04  131.699  0.13934  234.94  228.48  258.01   14.789   18.114   17.35  1498.91
 0.18750D+12 0.32000D+13   0.0300  1  157.80  131.488  0.13828  235.23  228.94  258.04   14.785   18.522   17.00  1498.96
 0.20000D+12 0.32000D+13   0.0300  1  157.56  131.276  0.13722  235.52  229.38  258.07   14.780   18.930   16.68  1499.01
 0.21250D+12 0.32000D+13   0.0300  1  157.32  131.062  0.13617  235.81  229.82  258.10   14.776   19.339   16.36  1499.06
 0.22500D+12 0.32000D+13   0.0300  1  157.08  130.847  0.13513  236.10  230.25  258.13   14.771   19.747   16.06  1499.10
 0.23750D+12 0.32000D+13   0.0300  1  156.83  130.630  0.13409  236.38  230.67  258.17   14.767   20.155   15.77  1499.15
 0.25000D+12 0.32000D+13   0.0300  1  156.58  130.411  0.13307  236.66  231.09  258.20   14.762   20.563   15.49  1499.19
 0.26250D+12 0.32000D+13   0.0300  1  156.33  130.191  0.13205  236.94  231.50  258.23   14.758   20.972   15.22  1499.24
 0.27500D+12 0.32000D+13   0.0300  1  156.07  129.969  0.13104  237.22  231.90  258.26   14.753   21.380   14.96  1499.28
 0.28750D+12 0.32000D+13   0.0300  1  155.82  129.746  0.13004  237.49  232.30  258.29   14.749   21.788   14.72  1499.32
 0.30000D+12 0.32000D+13   0.0300  1  155.56  129.521  0.12904  237.76  232.69  258.33   14.744   22.196   14.48  1499.37
 0.31250D+12 0.32000D+13   0.0300  1  155.30  129.294  0.12805  238.03  233.08  258.36   14.740   22.604   14.24  1499.41
 0.32500D+12 0.32000D+13   0.0300  1  155.03  129.066  0.12707  238.30  233.45  258.39   14.735   23.013   14.02  1499.45
 0.33750D+12 0.32000D+13   0.0300  1  154.77  128.836  0.12610  238.56  233.83  258.43   14.730   23.421   13.80  1499.49
 0.35000D+12 0.32000D+13   0.0300  1  154.50  128.604  0.12514  238.83  234.20  258.46   14.725   23.829   13.60  1499.53
 0.36250D+12 0.32000D+13   0.0300  1  154.23  128.370  0.12418  239.09  234.56  258.49   14.721   24.237   13.39  1499.57
 0.37500D+12 0.32000D+13   0.0300  1  153.96  128.135  0.12323  239.34  234.92  258.53   14.716   24.646   13.20  1499.61
 0.38750D+12 0.32000D+13   0.0300  1  153.68  127.898  0.12229  239.60  235.28  258.56   14.711   25.054   13.01  1499.65
 0.40000D+12 0.32000D+13   0.0300  1  153.40  127.659  0.12135  239.85  235.63  258.59   14.706   25.462   12.83  1499.69
 0.41250D+12 0.32000D+13   0.0300  1  153.12  127.419  0.12042  240.11  235.97  258.63   14.701   25.870   12.65  1499.73
 0.42500D+12 0.32000D+13   0.0300  1  152.84  127.176  0.11950  240.36  236.31  258.66   14.696   26.279   12.48  1499.77
 0.43750D+12 0.32000D+13   0.0300  1  152.56  126.932  0.11859  240.60  236.65  258.70   14.691   26.687   12.31  1499.81
 0.45000D+12 0.32000D+13   0.0300  1  152.27  126.686  0.11768  240.85  236.98  258.73   14.686   27.095   12.15  1499.84
 0.46250D+12 0.32000D+13   0.0300  1  151.98  126.438  0.11678  241.09  237.31  258.77   14.681   27.503   11.99  1499.88
 0.47500D+12 0.32000D+13   0.0300  1  151.69  126.188  0.11588  241.34  237.64  258.80   14.676   27.912   11.84  1499.92
 0.48750D+12 0.32000D+13   0.0300  1  151.39  125.937  0.11499  241.58  237.96  258.84   14.671   28.320   11.69  1499.95
 0.50000D+12 0.32000D+13   0.0300  1  151.09  125.683  0.11411  241.82  238.28  258.88   14.666   28.728   11.54  1499.99
 0.51250D+12 0.32000D+13   0.0300  1  150.79  125.427  0.11324  242.05  238.59  258.91   14.661   29.136   11.40  1500.03
 0.52500D+12 0.32000D+13   0.0300  1  150.49  125.169  0.11237  242.29  238.90  258.95   14.655   29.545   11.27  1500.06
 0.53750D+12 0.32000D+13   0.0300  1  150.19  124.909  0.11151  242.52  239.21  258.99   14.650   29.953   11.13  1500.10
 0.55000D+12 0.32000D+13   0.0300  1  149.88  124.648  0.11065  242.75  239.52  259.02   14.645   30.361   11.00  1500.13
 0.56250D+12 0.32000D+13   0.0300  1  149.57  124.384  0.10980  242.98  239.82  259.06   14.639   30.769   10.88  1500.17
 0.57500D+12 0.32000D+13   0.0300  1  149.25  124.117  0.10895  243.21  240.12  259.10   14.634   31.178   10.75  1500.20
 0.58750D+12 0.32000D+13   0.0300  1  148.94  123.849  0.10811  243.44  240.41  259.14   14.629   31.586   10.63  1500.23
 0.60000D+12 0.32000D+13   0.0300  1  148.62  123.579  0.10728  243.66  240.70  259.17   14.623   31.994   10.52  1500.27
 0.61250D+12 0.32000D+13   0.0300  1  148.30  123.306  0.10645  243.89  240.99  259.21   14.618   32.402   10.40  1500.30
 0.62500D+12 0.32000D+13   0.0300  1  147.97  123.031  0.10563  244.11  241.28  259.25   14.612   32.811   10.29  1500.33
 0.63750D+12 0.32000D+13   0.0300  1  147.65  122.754  0.10482  244.33  241.57  259.29   14.606   33.219   10.18  1500.37
 0.65000D+12 0.32000D+13   0.0300  1  147.32  122.475  0.10401  244.55  241.85  259.33   14.601   33.627   10.07  1500.40
 0.66250D+12 0.32000D+13   0.0300  1  146.98  122.193  0.10320  244.77  242.13  259.37   14.595   34.035    9.97  1500.43
 0.67500D+12 0.32000D+13   0.0300  1  146.65  121.909  0.10240  244.98  242.40  259.41   14.589   34.443    9.87  1500.46
 0.68750D+12 0.32000D+13   0.0300  1  146.31  121.622  0.10161  245.20  242.68  259.45   14.584   34.852    9.77  1500.50
 0.70000D+12 0.32000D+13   0.0300  1  145.97  121.333  0.10082  245.41  242.95  259.49   14.578   35.260    9.67  1500.53
 0.71250D+12 0.32000D+13   0.0300  1  145.62  121.042  0.10004  245.63  243.22  259.53   14.572   35.668    9.58  1500.56
 0.72500D+12 0.32000D+13   0.0300  1  145.27  120.748  0.09926  245.84  243.48  259.57   14.566   36.076    9.49  1500.59
 0.73750D+12 0.32000D+13   0.0300  1  144.92  120.451  0.09848  246.05  243.75  259.61   14.560   36.485    9.40  1500.62
 0.75000D+12 0.32000D+13   0.0300  1  144.57  120.152  0.09772  246.26  244.01  259.65   14.554   36.893    9.31  1500.65
 0.76250D+12 0.32000D+13   0.0300  1  144.21  119.851  0.09695  246.46  244.27  259.70   14.548   37.301    9.22  1500.68
 0.77500D+12 0.32000D+13   0.0300  1  143.85  119.546  0.09620  246.67  244.53  259.74   14.542   37.709    9.13  1500.71
 0.78750D+12 0.32000D+13   0.0300  1  143.48  119.240  0.09544  246.87  244.78  259.78   14.536   38.118    9.05  1500.74
 0.80000D+12 0.32000D+13   0.0300  1  143.11  118.930  0.09469  247.08  245.04  259.82   14.530   38.526    8.97  1500.77
 0.81250D+12 0.32000D+13   0.0300  1  142.74  118.618  0.09395  247.28  245.29  259.87   14.523   38.934    8.89  1500.80
 0.82500D+12 0.32000D+13   0.0300  1  142.37  118.303  0.09321  247.48  245.54  259.91   14.517   39.342    8.81  1500.83
 0.83750D+12 0.32000D+13   0.0300  1  141.99  117.985  0.09248  247.68  245.79  259.95   14.511   39.751    8.73  1500.86
 0.85000D+12 0.32000D+13   0.0300  1  141.61  117.664  0.09175  247.88  246.03  260.00   14.504   40.159    8.66  1500.89
 0.86250D+12 0.32000D+13   0.0300  1  141.22  117.340  0.09103  248.08  246.28  260.04   14.498   40.567    8.59  1500.92
 0.87500D+12 0.32000D+13   0.0300  1  140.84  117.014  0.09031  248.28  246.52  260.09   14.491   40.976    8.51  1500.95
 0.88750D+12 0.32000D+13   0.0300  1  140.44  116.685  0.08959  248.47  246.76  260.13   14.485   41.384    8.44  1500.97
 0.90000D+12 0.32000D+13   0.0300  1  140.05  116.352  0.08888  248.67  247.00  260.18   14.478   41.792    8.37  1501.00
 0.91250D+12 0.32000D+13   0.0300  1  139.65  116.017  0.08818  248.86  247.24  260.22   14.471   42.200    8.30  1501.03
 0.92500D+12 0.32000D+13   0.0300  1  139.24  115.678  0.08748  249.06  247.47  260.27   14.465   42.609    8.24  1501.06
 0.93750D+12 0.32000D+13   0.0300  1  138.84  115.337  0.08678  249.25  247.71  260.32   14.458   43.017    8.17  1501.09
 0.95000D+12 0.32000D+13   0.0300  1  138.43  114.992  0.08609  249.44  247.94  260.36   14.451   43.425    8.11  1501.11
 0.96250D+12 0.32000D+13   0.0300  1  138.01  114.644  0.08540  249.63  248.17  260.41   14.444   43.833    8.04  1501.14
 0.97500D+12 0.32000D+13   0.0300  1  137.59  114.293  0.08472  249.82  248.40  260.46   14.437   44.242    7.98  1501.17
 0.98750D+12 0.32000D+13   0.0300  1  137.17  113.939  0.08404  250.01  248.63  260.51   14.430   44.650    7.92  1501.20
 0.10000D+13 0.32000D+13   0.0300  1  136.74  113.582  0.08337  250.20  248.85  260.55   14.423   45.058    7.86  1501.22
 0.10125D+13 0.32000D+13   0.0300  1  136.31  113.221  0.08269  250.38  249.08  260.60   14.416   45.466    7.80  1501.25
 0.10250D+13 0.32000D+13   0.0300  1  135.88  112.857  0.08203  250.57  249.30  260.65   14.409   45.875    7.74  1501.28
 0.10375D+13 0.32000D+13   0.0300  1  135.44  112.489  0.08137  250.75  249.52  260.70   14.401   46.283    7.69  1501.30
 0.10500D+13 0.32000D+13   0.0300  1  134.99  112.118  0.08071  250.94  249.75  260.75   14.394   46.691    7.63  1501.33
 0.10625D+13 0.32000D+13   0.0300  1  134.55  111.744  0.08006  251.12  249.96  260.80   14.387   47.099    7.58  1501.36
 0.10750D+13 0.32000D+13   0.0300  1  134.10  111.366  0.07941  251.30  250.18  260.85   14.379   47.508    7.52  1501.38
