R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
  time_Gyr   Prad    Ptidal    Fcore     Pint     Hint     conv melt P(MPa)   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid   T_core
 0.10000D-01   1.0375   0.0544    0.785   1.0342 0.73660D-08  0  0    6.02    5.000  0.01145  272.75  268.23   73.159  106.466    5.00   274.47
 0.12270D-01   1.0362   0.0554    1.421   1.0520 0.37308D-08  0  0   12.14   10.074  0.01188  272.24  269.00   27.413   61.417   10.07   276.19
 0.14540D-01   1.0349   0.0563    1.815   1.0689 0.26346D-08  0  0   17.52   14.536  0.01228  271.78  269.36   13.342   48.002   14.54   277.90
 0.16810D-01   1.0336   0.0571    2.055   1.0846 0.22680D-08  1  0   20.33   17.163  0.01253  271.51  269.54    8.599   43.831    9.84   279.62
 0.19080D-01   1.0324   0.0578    2.258   1.0990 0.20695D-08  1  0   22.66   19.082  0.01271  271.31  269.67    7.678   43.381    9.92   281.34
 0.21350D-01   1.0311   0.0585    2.446   1.1118 0.19287D-08  1  0   24.69   20.736  0.01288  271.13  269.78    6.924   43.051    9.98   283.05
 0.23620D-01   1.0298   0.0591    2.617   1.1230 0.18251D-08  1  0   26.42   22.155  0.01302  270.98  269.86    6.306   42.802   10.02   284.77
 0.25890D-01   1.0285   0.0596    2.773   1.1323 0.17462D-08  1  0   27.91   23.367  0.01315  270.85  269.92    5.800   42.607   10.05   286.48
 0.28160D-01   1.0273   0.0600    2.916   1.1398 0.16842D-08  1  0   29.19   24.401  0.01326  270.73  269.97    5.394   42.448   10.07   288.19
 0.30430D-01   1.0260   0.0603    3.051   1.1451 0.16339D-08  1  0   30.28   25.285  0.01336  270.64  270.00    5.075   42.308   10.09   289.90
 0.32700D-01   1.0247   0.0604    3.177   1.1484 0.15916D-08  1  0   31.22   26.045  0.01344  270.55  270.02    4.835   42.179   10.11   291.61
 0.34970D-01   1.0234   0.0605    3.296   1.1495 0.15545D-08  1  0   32.03   26.704  0.01351  270.48  270.02    4.668   42.050   10.14   293.31
 0.37240D-01   1.0222   0.0604    3.411   1.1484 0.15206D-08  1  0   32.74   27.284  0.01357  270.42  270.00    4.567   41.915   10.16   295.02
 0.39510D-01   1.0209   0.0603    3.520   1.1452 0.14883D-08  1  0   33.38   27.807  0.01363  270.36  269.97    4.527   41.768   10.19   296.72
 0.41780D-01   1.0196   0.0600    3.627   1.1399 0.14565D-08  1  0   33.96   28.291  0.01369  270.31  269.92    4.543   41.606   10.22   298.42
 0.44050D-01   1.0184   0.0596    3.730   1.1326 0.14243D-08  1  0   34.52   28.754  0.01374  270.26  269.85    4.607   41.426   10.26   300.11
 0.46320D-01   1.0171   0.0591    3.830   1.1233 0.13909D-08  1  0   35.06   29.211  0.01379  270.20  269.77    4.716   41.224   10.30   301.81
 0.48590D-01   1.0159   0.0585    3.928   1.1121 0.13559D-08  1  0   35.61   29.677  0.01385  270.15  269.67    4.864   41.000   10.35   303.50
 0.50860D-01   1.0146   0.0579    4.025   1.0993 0.13190D-08  1  0   36.19   30.164  0.01390  270.10  269.56    5.045   40.753   10.41   305.19
 0.53130D-01   1.0134   0.0571    4.120   1.0850 0.12802D-08  1  0   36.80   30.683  0.01396  270.04  269.43    5.254   40.482   10.47   306.87
 0.55400D-01   1.0121   0.0563    4.213   1.0693 0.12395D-08  1  0   37.46   31.245  0.01403  269.98  269.29    5.485   40.189   10.54   308.55
 0.57670D-01   1.0109   0.0554    4.305   1.0525 0.11971D-08  1  0   38.18   31.855  0.01410  269.91  269.14    5.734   39.874   10.62   310.23
 0.59940D-01   1.0096   0.0545    4.396   1.0347 0.11533D-08  1  0   38.97   32.521  0.01418  269.83  268.97    5.995   39.538   10.70   311.91
 0.62210D-01   1.0084   0.0535    4.486   1.0162 0.11084D-08  1  0   39.83   33.247  0.01427  269.75  268.79    6.262   39.185   10.78   313.58
 0.64480D-01   1.0071   0.0525    4.576   0.9972 0.10630D-08  1  0   40.77   34.036  0.01437  269.66  268.61    6.533   38.816   10.87   315.24
 0.66750D-01   1.0059   0.0515    4.664   0.9778 0.10174D-08  1  0   41.78   34.889  0.01447  269.56  268.41    6.802   38.435   10.97   316.91
 0.69020D-01   1.0046   0.0504    4.751   0.9584 0.97222D-09  1  0   42.88   35.807  0.01459  269.46  268.21    7.066   38.044   11.07   318.57
 0.71290D-01   1.0034   0.0494    4.837   0.9390 0.92779D-09  1  0   44.05   36.788  0.01472  269.34  268.00    7.320   37.646   11.17   320.23
 0.73560D-01   1.0021   0.0484    4.923   0.9200 0.88455D-09  1  0   45.29   37.830  0.01485  269.22  267.78    7.562   37.245   11.28   321.88
 0.75830D-01   1.0009   0.0474    5.007   0.9015 0.84286D-09  1  0   46.61   38.929  0.01500  269.09  267.56    7.788   36.845   11.38   323.53
 0.78100D-01   0.9997   0.0465    5.090   0.8836 0.80304D-09  1  0   47.99   40.081  0.01515  268.96  267.34    7.996   36.448   11.49   325.18
 0.80370D-01   0.9984   0.0456    5.172   0.8666 0.76532D-09  1  0   49.43   41.279  0.01532  268.81  267.12    8.183   36.059   11.59   326.82
 0.82640D-01   0.9972   0.0448    5.252   0.8506 0.72991D-09  1  0   50.91   42.517  0.01549  268.66  266.90    8.347   35.679   11.70   328.46
 0.84910D-01   0.9960   0.0440    5.331   0.8358 0.69693D-09  1  0   52.44   43.787  0.01568  268.51  266.69    8.487   35.313   11.80   330.10
 0.87180D-01   0.9947   0.0433    5.409   0.8222 0.66647D-09  1  0   53.99   45.082  0.01587  268.35  266.48    8.601   34.962   11.89   331.73
 0.89450D-01   0.9935   0.0426    5.484   0.8100 0.63857D-09  1  0   55.57   46.392  0.01606  268.19  266.28    8.687   34.631   11.99   333.36
 0.91720D-01   0.9923   0.0421    5.559   0.7993 0.61323D-09  1  0   57.15   47.709  0.01627  268.03  266.08    8.744   34.320   12.07   334.99
 0.93990D-01   0.9911   0.0416    5.631   0.7901 0.59045D-09  1  0   58.73   49.023  0.01647  267.87  265.90    8.773   34.033   12.15   336.61
 0.96260D-01   0.9898   0.0412    5.701   0.7825 0.57016D-09  1  0   60.30   50.325  0.01668  267.70  265.74    8.771   33.771   12.22   338.24
 0.98530D-01   0.9886   0.0409    5.769   0.7767 0.55231D-09  1  0   61.84   51.605  0.01690  267.54  265.59    8.740   33.536   12.29   339.86
 0.10080D+00   0.9874   0.0407    5.835   0.7725 0.53683D-09  1  0   63.35   52.852  0.01711  267.38  265.45    8.678   33.330   12.34   341.47
 0.10307D+00   0.9862   0.0405    5.899   0.7701 0.52364D-09  1  0   64.81   54.058  0.01731  267.22  265.33    8.587   33.153   12.38   343.09
 0.10534D+00   0.9850   0.0405    5.960   0.7695 0.51266D-09  1  0   66.20   55.213  0.01752  267.07  265.24    8.465   33.008   12.42   344.70
 0.10761D+00   0.9838   0.0406    6.018   0.7707 0.50380D-09  1  0   67.53   56.308  0.01772  266.93  265.16    8.315   32.894   12.44   346.32
 0.10988D+00   0.9826   0.0407    6.074   0.7736 0.49700D-09  1  0   68.77   57.333  0.01791  266.80  265.11    8.135   32.812   12.45   347.93
 0.11215D+00   0.9813   0.0410    6.128   0.7783 0.49217D-09  1  0   69.92   58.280  0.01808  266.67  265.08    7.929   32.764   12.45   349.54
 0.11442D+00   0.9801   0.0413    6.178   0.7846 0.48925D-09  1  0   70.98   59.141  0.01825  266.55  265.07    7.696   32.748   12.44   351.14
 0.11669D+00   0.9789   0.0417    6.226   0.7927 0.48818D-09  1  0   71.91   59.908  0.01840  266.45  265.09    7.439   32.766   12.42   352.75
 0.11896D+00   0.9777   0.0422    6.271   0.8023 0.48890D-09  1  0   72.74   60.574  0.01853  266.36  265.13    7.159   32.816   12.39   354.35
 0.12123D+00   0.9765   0.0428    6.314   0.8135 0.49136D-09  1  0   73.43   61.133  0.01864  266.28  265.20    6.857   32.898   12.35   355.96
 0.12350D+00   0.9753   0.0435    6.354   0.8261 0.49552D-09  1  0   73.99   61.578  0.01873  266.22  265.29    6.537   33.012   12.30   357.56
 0.12577D+00   0.9741   0.0442    6.391   0.8401 0.50135D-09  1  0   74.41   61.906  0.01880  266.18  265.40    6.201   33.155   12.24   359.16
 0.12804D+00   0.9729   0.0450    6.425   0.8553 0.50880D-09  1  0   74.69   62.112  0.01884  266.15  265.54    5.852   33.328   12.17   360.77
 0.13031D+00   0.9717   0.0459    6.457   0.8716 0.51786D-09  1  0   74.83   62.193  0.01886  266.14  265.69    5.492   33.529   12.10   362.37
 0.13258D+00   0.9705   0.0468    6.487   0.8889 0.52849D-09  1  0   74.81   62.147  0.01885  266.14  265.87    5.125   33.755   12.02   363.97
 0.13485D+00   0.9693   0.0477    6.514   0.9070 0.54069D-09  1  0   74.65   61.972  0.01881  266.17  266.06    4.755   34.005   11.93   365.57
 0.13712D+00   0.9681   0.0487    6.540   0.9257 0.55444D-09  1  0   74.32   61.670  0.01875  266.21  266.26    4.386   34.276   11.85   367.17
 0.13939D+00   0.9670   0.0497    6.563   0.9448 0.56971D-09  1  0   73.81   61.240  0.01866  266.27  266.48    4.021   34.567   11.75   368.77
 0.14166D+00   0.9658   0.0507    6.586   0.9642 0.58649D-09  1  0   73.14   60.686  0.01855  266.34  266.71    3.664   34.873   11.66   370.37
 0.14393D+00   0.9646   0.0518    6.607   0.9836 0.60477D-09  1  0   72.33   60.012  0.01842  266.44  266.94    3.320   35.193   11.57   371.97
 0.14620D+00   0.9634   0.0528    6.627   1.0029 0.62453D-09  1  0   71.37   59.222  0.01827  266.54  267.18    2.994   35.523   11.47   373.57
 0.14847D+00   0.9622   0.0538    6.647   1.0218 0.64573D-09  1  0   70.29   58.323  0.01809  266.66  267.42    2.688   35.861   11.38   375.17
 0.15074D+00   0.9610   0.0547    6.666   1.0401 0.66834D-09  1  0   69.09   57.323  0.01790  266.80  267.66    2.408   36.202   11.29   376.77
 0.15301D+00   0.9599   0.0557    6.685   1.0576 0.69231D-09  1  0   67.77   56.230  0.01770  266.94  267.89    2.158   36.545   11.20   378.37
 0.15528D+00   0.9587   0.0565    6.704   1.0741 0.71758D-09  1  0   66.35   55.054  0.01749  267.09  268.12    1.941   36.885   11.12   379.96
 0.15755D+00   0.9575   0.0573    6.724   1.0894 0.74406D-09  1  0   64.85   53.808  0.01727  267.26  268.34    1.760   37.219   11.04   381.56
 0.15982D+00   0.9563   0.0581    6.744   1.1033 0.77163D-09  1  0   63.28   52.502  0.01705  267.43  268.54    1.619   37.544   10.96   383.16
 0.16209D+00   0.9552   0.0587    6.766   1.1156 0.80017D-09  1  0   61.65   51.150  0.01682  267.60  268.74    1.521   37.857   10.89   384.75
 0.16436D+00   0.9540   0.0593    6.788   1.1262 0.82949D-09  1  0   59.98   49.766  0.01659  267.77  268.91    1.468   38.156   10.83   386.35
 0.16663D+00   0.9528   0.0597    6.812   1.1350 0.85936D-09  1  0   58.29   48.365  0.01637  267.95  269.06    1.460   38.436   10.77   387.94
 0.16890D+00   0.9516   0.0601    6.837   1.1417 0.88953D-09  1  0   56.60   46.960  0.01615  268.12  269.20    1.499   38.697   10.72   389.53
 0.17117D+00   0.9505   0.0603    6.864   1.1464 0.91965D-09  1  0   54.92   45.568  0.01594  268.29  269.31    1.586   38.934   10.67   391.12
 0.17344D+00   0.9493   0.0605    6.893   1.1490 0.94937D-09  1  0   53.27   44.201  0.01574  268.46  269.41    1.718   39.146   10.64   392.71
 0.17571D+00   0.9481   0.0605    6.923   1.1494 0.97823D-09  1  0   51.67   42.875  0.01554  268.62  269.47    1.896   39.330   10.60   394.30
 0.17798D+00   0.9470   0.0604    6.955   1.1476 0.10058D-08  1  0   50.14   41.604  0.01536  268.77  269.52    2.118   39.485   10.58   395.89
 0.18025D+00   0.9458   0.0602    6.989   1.1437 0.10314D-08  1  0   48.69   40.399  0.01520  268.92  269.54    2.379   39.609   10.57   397.47
 0.18252D+00   0.9447   0.0599    7.025   1.1377 0.10546D-08  1  0   47.33   39.274  0.01504  269.05  269.54    2.678   39.701   10.56   399.05
 0.18479D+00   0.9435   0.0595    7.063   1.1297 0.10749D-08  1  0   46.09   38.239  0.01491  269.17  269.52    3.010   39.759   10.56   400.63
 0.18706D+00   0.9424   0.0589    7.102   1.1198 0.10915D-08  1  0   44.96   37.302  0.01478  269.28  269.48    3.370   39.782   10.56   402.20
 0.18933D+00   0.9412   0.0583    7.143   1.1081 0.11041D-08  1  0   43.96   36.472  0.01468  269.38  269.42    3.754   39.770   10.58   403.78
 0.19160D+00   0.9401   0.0576    7.185   1.0948 0.11122D-08  1  0   43.05   35.756  0.01458  269.46  269.34    4.157   39.722   10.60   405.35
 0.19387D+00   0.9389   0.0568    7.229   1.0800 0.11154D-08  1  0   42.27   35.157  0.01451  269.53  269.24    4.573   39.640   10.63   406.92
 0.19614D+00   0.9378   0.0560    7.274   1.0639 0.11136D-08  1  0   41.65   34.680  0.01445  269.59  269.13    4.997   39.523   10.67   408.48
 0.19841D+00   0.9366   0.0551    7.320   1.0468 0.11067D-08  1  0   41.19   34.326  0.01440  269.63  269.01    5.424   39.374   10.72   410.04
 0.20068D+00   0.9355   0.0541    7.367   1.0287 0.10948D-08  1  0   40.88   34.095  0.01437  269.65  268.87    5.849   39.193   10.77   411.60
 0.20295D+00   0.9343   0.0532    7.415   1.0100 0.10783D-08  1  0   40.72   33.986  0.01436  269.67  268.72    6.267   38.983   10.83   413.15
 0.20522D+00   0.9332   0.0522    7.463   0.9909 0.10575D-08  1  0   40.71   33.996  0.01436  269.66  268.56    6.674   38.746   10.89   414.70
 0.20749D+00   0.9320   0.0511    7.512   0.9715 0.10330D-08  1  0   40.85   34.124  0.01438  269.65  268.39    7.065   38.486   10.97   416.25
 0.20976D+00   0.9309   0.0501    7.561   0.9520 0.10055D-08  1  0   41.12   34.362  0.01441  269.62  268.22    7.438   38.206   11.04   417.79
 0.21203D+00   0.9298   0.0491    7.611   0.9328 0.97556D-09  1  0   41.52   34.707  0.01445  269.58  268.04    7.789   37.910   11.12   419.33
 0.21430D+00   0.9286   0.0481    7.660   0.9139 0.94401D-09  1  0   42.04   35.151  0.01451  269.53  267.85    8.117   37.601   11.21   420.87
 0.21657D+00   0.9275   0.0471    7.709   0.8956 0.91150D-09  1  0   42.68   35.687  0.01457  269.47  267.67    8.418   37.285   11.30   422.41
 0.21884D+00   0.9264   0.0462    7.758   0.8780 0.87870D-09  1  0   43.41   36.307  0.01465  269.40  267.49    8.690   36.964   11.38   423.94
 0.22111D+00   0.9252   0.0453    7.807   0.8613 0.84618D-09  1  0   44.24   37.002  0.01474  269.32  267.30    8.933   36.643   11.47   425.46
 0.22338D+00   0.9241   0.0445    7.855   0.8457 0.81448D-09  1  0   45.15   37.763  0.01484  269.23  267.12    9.146   36.326   11.56   426.99
 0.22565D+00   0.9230   0.0437    7.902   0.8312 0.78403D-09  1  0   46.13   38.580  0.01495  269.13  266.95    9.327   36.017   11.65   428.51
 0.22792D+00   0.9218   0.0431    7.949   0.8181 0.75517D-09  1  0   47.16   39.442  0.01507  269.03  266.78    9.475   35.719   11.73   430.03
