R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
   zbot    P(MPa) Hint     conv melt pCLA   Tbot     Tm     etam        k   Fcond_bot Fcond_top   Fbot     Ftop    dlid z_topTBL z_botTBL
    0.00   -0.00 0.62838D-06  0  0  0.01105  273.24  261.57 0.32206D+15  2.167    0.000    0.000    0.000    0.000    0.00    0.00    0.00
    0.32    0.39 0.62850D-07  0  0  0.01108  273.21  263.80 0.25452D+15  2.167 1398.882 1398.305 1389.572 1407.614    0.32    0.32    0.32
    0.64    0.77 0.31431D-07  0  0  0.01110  273.18  264.16 0.24434D+15  2.167  699.459  698.882  690.146  708.192    0.64    0.64    0.64
    0.97    1.16 0.20959D-07  0  0  0.01113  273.15  264.39 0.23789D+15  2.168  466.317  465.740  457.002  475.052    0.97    0.97    0.97
    1.29    1.55 0.15722D-07  0  0  0.01115  273.12  264.56 0.23309D+15  2.168  349.747  349.170  340.429  358.482    1.29    1.29    1.29
    1.61    1.94 0.12580D-07  0  0  0.01118  273.08  264.70 0.22924D+15  2.168  279.804  279.227  270.484  288.541    1.61    1.61    1.61
    1.93    2.33 0.10486D-07  0  0  0.01120  273.05  264.81 0.22602D+15  2.168  233.176  232.599  223.853  241.914    1.93    1.93    1.93
    2.25    2.71 0.89897D-08  0  0  0.01123  273.02  264.90 0.22324D+15  2.169  199.870  199.293  190.544  208.609    2.25    2.25    2.25
    2.58    3.10 0.78676D-08  0  0  0.01125  272.99  264.98 0.22079D+15  2.169  174.890  174.313  165.562  183.631    2.58    2.58    2.58
    2.90    3.49 0.69949D-08  0  0  0.01128  272.96  265.05 0.21860D+15  2.169  155.462  154.885  146.131  164.204    2.90    2.90    2.90
    3.22    3.88 0.62967D-08  0  0  0.01131  272.93  265.11 0.21662D+15  2.170  139.919  139.342  130.586  148.662    3.22    3.22    3.22
    3.54    4.27 0.57254D-08  0  0  0.01133  272.89  265.16 0.21481D+15  2.170  127.202  126.625  117.866  135.947    3.54    3.54    3.54
    3.86    4.65 0.52494D-08  0  0  0.01136  272.86  265.21 0.21314D+15  2.170  116.604  116.028  107.266  125.350    3.86    3.86    3.86
    4.19    5.04 0.48466D-08  0  0  0.01138  272.83  265.25 0.21160D+15  2.170  107.637  107.061   98.296  116.385    4.19    4.19    4.19
    4.51    5.43 0.45013D-08  0  0  0.01141  272.80  265.29 0.21015D+15  2.171   99.951   99.374   90.608  108.700    4.51    4.51    4.51
    4.83    5.82 0.42021D-08  0  0  0.01144  272.77  265.32 0.20880D+15  2.171   93.290   92.713   83.944  102.040    4.83    4.83    4.83
    5.15    6.21 0.39403D-08  0  0  0.01146  272.74  265.35 0.20753D+15  2.171   87.461   86.884   78.112   96.212    5.15    5.15    5.15
    5.47    6.59 0.37093D-08  0  0  0.01149  272.70  265.38 0.20632D+15  2.171   82.318   81.742   72.967   91.071    5.47    5.47    5.47
    5.80    6.98 0.35039D-08  0  0  0.01151  272.67  265.41 0.20518D+15  2.172   77.746   77.170   68.393   86.501    5.80    5.80    5.80
    6.12    7.37 0.33202D-08  0  0  0.01154  272.64  265.43 0.20410D+15  2.172   73.656   73.080   64.300   82.411    6.12    6.12    6.12
    6.44    7.76 0.31548D-08  0  0  0.01157  272.61  265.45 0.20307D+15  2.172   69.975   69.398   60.616   78.731    6.44    6.44    6.44
    6.76    8.15 0.30052D-08  0  0  0.01159  272.57  265.47 0.20208D+15  2.173   66.644   66.068   57.282   75.402    6.76    6.76    6.76
    7.08    8.54 0.28692D-08  0  0  0.01162  272.54  265.49 0.20114D+15  2.173   63.616   63.040   54.252   72.375    7.08    7.08    7.08
    7.41    8.92 0.27450D-08  0  0  0.01165  272.51  265.50 0.20023D+15  2.173   60.851   60.275   51.485   69.612    7.41    7.41    7.41
    7.73    9.31 0.26312D-08  0  0  0.01168  272.48  265.52 0.19936D+15  2.173   58.317   57.741   48.948   67.079    7.73    7.73    7.73
    8.05    9.70 0.25265D-08  0  0  0.01170  272.45  265.53 0.19853D+15  2.174   55.985   55.409   46.613   64.749    8.05    8.05    8.05
