R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       etaref      pCLA   dlid_avg dlid_min dlid_max
 0.58000D+12 0.39811D+15   0.0150   20.079   18.413   21.798
 0.58000D+12 0.44668D+15   0.0150   20.079   18.413   21.798
 0.58000D+12 0.50119D+15   0.0150   20.079   18.413   21.798
 0.58000D+12 0.56234D+15   0.0150   20.079   18.413   21.798
 0.58000D+12 0.63096D+15   0.0150   20.079   18.413   21.798
 0.58000D+12 0.70795D+15   0.0150   20.079   18.413   21.798
 0.58000D+12 0.79433D+15   0.0150   20.079   18.413   21.798
 0.58000D+12 0.89125D+15   0.0150   20.079   18.413   21.798
 0.58000D+12 0.10000D+16   0.0150   20.079   18.413   21.798
 0.59000D+12 0.10000D+14   0.0150   10.306    9.465   11.239
 0.59000D+12 0.11220D+14   0.0150   10.389    9.565   11.300
 0.59000D+12 0.12589D+14   0.0150   10.475    9.670   11.362
 0.59000D+12 0.14125D+14   0.0150   10.565    9.780   11.427
 0.59000D+12 0.15849D+14   0.0150   10.661    9.895   11.495
 0.59000D+12 0.17783D+14   0.0150   10.761   10.015   11.569
 0.59000D+12 0.19953D+14   0.0150   10.868   10.139   11.650
 0.59000D+12 0.22387D+14   0.0150   10.980   10.267   11.740
 0.59000D+12 0.25119D+14   0.0150   11.098   10.399   11.839
 0.59000D+12 0.28184D+14   0.0150   11.223   10.534   11.948
 0.59000D+12 0.31623D+14   0.0150   11.353   10.673   12.066
 0.59000D+12 0.35481D+14   0.0150   11.489   10.814   12.194
 0.59000D+12 0.39811D+14   0.0150   11.630   10.956   12.331
 0.59000D+12 0.44668D+14   0.0150   11.774   11.100   12.475
 0.59000D+12 0.50119D+14   0.0150   11.921   11.243   12.624
 0.59000D+12 0.56234D+14   0.0150   12.068   11.384   12.778
 0.59000D+12 0.63096D+14   0.0150   12.215   11.521   12.935
 0.59000D+12 0.70795D+14   0.0150   12.360   11.653   13.093
 0.59000D+12 0.79433D+14   0.0150   12.501   11.778   13.251
 0.59000D+12 0.89125D+14   0.0150   12.638   11.893   13.408
 0.59000D+12 0.10000D+15   0.0150   12.768   11.996   13.563
 0.59000D+12 0.11220D+15   0.0150   12.890   12.087   13.715
 0.59000D+12 0.12589D+15   0.0150   13.005   12.163   13.864
 0.59000D+12 0.14125D+15   0.0150   13.112   12.223   14.010
 0.59000D+12 0.15849D+15   0.0150   13.316   12.268   18.842
 0.59000D+12 0.17783D+15   0.0150   15.121   12.597   19.605
 0.59000D+12 0.19953D+15   0.0150   16.196   13.153   20.294
 0.59000D+12 0.22387D+15   0.0150   17.340   13.869   20.963
 0.59000D+12 0.25119D+15   0.0150   19.418   14.791   21.557
 0.59000D+12 0.28184D+15   0.0150   19.935   18.265   21.661
 0.59000D+12 0.31623D+15   0.0150   19.935   18.265   21.661
 0.59000D+12 0.35481D+15   0.0150   19.935   18.265   21.661
 0.59000D+12 0.39811D+15   0.0150   19.935   18.265   21.661
 0.59000D+12 0.44668D+15   0.0150   19.935   18.265   21.661
 0.59000D+12 0.50119D+15   0.0150   19.935   18.265   21.661
 0.59000D+12 0.56234D+15   0.0150   19.935   18.265   21.661
 0.59000D+12 0.63096D+15   0.0150   19.935   18.265   21.661
 0.59000D+12 0.70795D+15   0.0150   19.935   18.265   21.661
 0.59000D+12 0.79433D+15   0.0150   19.935   18.265   21.661
 0.59000D+12 0.89125D+15   0.0150   19.935   18.265   21.661
 0.59000D+12 0.10000D+16   0.0150   19.935   18.265   21.661
 0.60000D+12 0.10000D+14   0.0150   10.222    9.388   11.148
 0.60000D+12 0.11220D+14   0.0150   10.305    9.488   11.208
 0.60000D+12 0.12589D+14   0.0150   10.391    9.594   11.270
 0.60000D+12 0.14125D+14   0.0150   10.482    9.704   11.335
 0.60000D+12 0.15849D+14   0.0150   10.578    9.819   11.404
 0.60000D+12 0.17783D+14   0.0150   10.678    9.938   11.479
 0.60000D+12 0.19953D+14   0.0150   10.785   10.062   11.560
 0.60000D+12 0.22387D+14   0.0150   10.898   10.190   11.651
 0.60000D+12 0.25119D+14   0.0150   11.017   10.322   11.751
 0.60000D+12 0.28184D+14   0.0150   11.141   10.457   11.861
 0.60000D+12 0.31623D+14   0.0150   11.272   10.595   11.981
 0.60000D+12 0.35481D+14   0.0150   11.408   10.735   12.110
 0.60000D+12 0.39811D+14   0.0150   11.548   10.877   12.247
 0.60000D+12 0.44668D+14   0.0150   11.691   11.019   12.390
 0.60000D+12 0.50119D+14   0.0150   11.837   11.160   12.540
 0.60000D+12 0.56234D+14   0.0150   11.983   11.298   12.693
 0.60000D+12 0.63096D+14   0.0150   12.128   11.433   12.849
 0.60000D+12 0.70795D+14   0.0150   12.271   11.562   13.006
 0.60000D+12 0.79433D+14   0.0150   12.410   11.683   13.162
 0.60000D+12 0.89125D+14   0.0150   12.543   11.794   13.318
 0.60000D+12 0.10000D+15   0.0150   12.670   11.893   13.471
 0.60000D+12 0.11220D+15   0.0150   12.790   11.979   13.621
 0.60000D+12 0.12589D+15   0.0150   12.902   12.050   13.768
 0.60000D+12 0.14125D+15   0.0150   13.005   12.105   13.912
 0.60000D+12 0.15849D+15   0.0150   13.870   12.163   18.996
 0.60000D+12 0.17783D+15   0.0150   15.301   12.615   19.932
 0.60000D+12 0.19953D+15   0.0150   16.279   13.135   20.163
 0.60000D+12 0.22387D+15   0.0150   17.506   13.862   21.119
 0.60000D+12 0.25119D+15   0.0150   19.794   18.120   21.525
 0.60000D+12 0.28184D+15   0.0150   19.794   18.120   21.525
 0.60000D+12 0.31623D+15   0.0150   19.794   18.120   21.525
 0.60000D+12 0.35481D+15   0.0150   19.794   18.120   21.525
 0.60000D+12 0.39811D+15   0.0150   19.794   18.120   21.525
 0.60000D+12 0.44668D+15   0.0150   19.794   18.120   21.525
 0.60000D+12 0.50119D+15   0.0150   19.794   18.120   21.525
 0.60000D+12 0.56234D+15   0.0150   19.794   18.120   21.525
 0.60000D+12 0.63096D+15   0.0150   19.794   18.120   21.525
 0.60000D+12 0.70795D+15   0.0150   19.794   18.120   21.525
 0.60000D+12 0.79433D+15   0.0150   19.794   18.120   21.525
 0.60000D+12 0.89125D+15   0.0150   19.794   18.120   21.525
 0.60000D+12 0.10000D+16   0.0150   19.794   18.120   21.525
 0.61000D+12 0.10000D+14   0.0150   10.140    9.313   11.058
 0.61000D+12 0.11220D+14   0.0150   10.223    9.413   11.119
 0.61000D+12 0.12589D+14   0.0150   10.309    9.519   11.181
 0.61000D+12 0.14125D+14   0.0150   10.400    9.629   11.245
 0.61000D+12 0.15849D+14   0.0150   10.496    9.744   11.314
 0.61000D+12 0.17783D+14   0.0150   10.597    9.864   11.390
 0.61000D+12 0.19953D+14   0.0150   10.704    9.988   11.473
 0.61000D+12 0.22387D+14   0.0150   10.817   10.115   11.564
 0.61000D+12 0.25119D+14   0.0150   10.937   10.247   11.666
 0.61000D+12 0.28184D+14   0.0150   11.062   10.381   11.777
 0.61000D+12 0.31623D+14   0.0150   11.192   10.519   11.897
 0.61000D+12 0.35481D+14   0.0150   11.328   10.658   12.027
 0.61000D+12 0.39811D+14   0.0150   11.467   10.798   12.164
 0.61000D+12 0.44668D+14   0.0150   11.610   10.939   12.308
 0.61000D+12 0.50119D+14   0.0150   11.755   11.078   12.457
 0.61000D+12 0.56234D+14   0.0150   11.899   11.215   12.610
 0.61000D+12 0.63096D+14   0.0150   12.042   11.347   12.765
 0.61000D+12 0.70795D+14   0.0150   12.183   11.473   12.920
 0.61000D+12 0.79433D+14   0.0150   12.319   11.590   13.075
 0.61000D+12 0.89125D+14   0.0150   12.450   11.696   13.229
 0.61000D+12 0.10000D+15   0.0150   12.574   11.791   13.380
 0.61000D+12 0.11220D+15   0.0150   12.691   11.872   13.528
 0.61000D+12 0.12589D+15   0.0150   12.799   11.938   13.674
 0.61000D+12 0.14125D+15   0.0150   12.899   11.987   13.816
 0.61000D+12 0.15849D+15   0.0150   14.180   12.107   19.125
 0.61000D+12 0.17783D+15   0.0150   15.385   12.578   19.720
 0.61000D+12 0.19953D+15   0.0150   16.458   13.228   20.616
 0.61000D+12 0.22387D+15   0.0150   17.669   13.953   21.041
 0.61000D+12 0.25119D+15   0.0150   19.655   17.978   21.391
 0.61000D+12 0.28184D+15   0.0150   19.655   17.978   21.391
 0.61000D+12 0.31623D+15   0.0150   19.655   17.978   21.391
 0.61000D+12 0.35481D+15   0.0150   19.655   17.978   21.391
 0.61000D+12 0.39811D+15   0.0150   19.655   17.978   21.391
 0.61000D+12 0.44668D+15   0.0150   19.655   17.978   21.391
 0.61000D+12 0.50119D+15   0.0150   19.655   17.978   21.391
 0.61000D+12 0.56234D+15   0.0150   19.655   17.978   21.391
 0.61000D+12 0.63096D+15   0.0150   19.655   17.978   21.391
 0.61000D+12 0.70795D+15   0.0150   19.655   17.978   21.391
 0.61000D+12 0.79433D+15   0.0150   19.655   17.978   21.391
 0.61000D+12 0.89125D+15   0.0150   19.655   17.978   21.391
 0.61000D+12 0.10000D+16   0.0150   19.655   17.978   21.391
 0.62000D+12 0.10000D+14   0.0150   10.060    9.239   10.971
 0.62000D+12 0.11220D+14   0.0150   10.142    9.340   11.031
 0.62000D+12 0.12589D+14   0.0150   10.229    9.446   11.092
 0.62000D+12 0.14125D+14   0.0150   10.320    9.556   11.157
 0.62000D+12 0.15849D+14   0.0150   10.416    9.671   11.227
 0.62000D+12 0.17783D+14   0.0150   10.518    9.791   11.303
 0.62000D+12 0.19953D+14   0.0150   10.626    9.915   11.387
 0.62000D+12 0.22387D+14   0.0150   10.739   10.042   11.479
 0.62000D+12 0.25119D+14   0.0150   10.858   10.173   11.582
 0.62000D+12 0.28184D+14   0.0150   10.983   10.307   11.694
 0.62000D+12 0.31623D+14   0.0150   11.114   10.444   11.815
 0.62000D+12 0.35481D+14   0.0150   11.249   10.582   11.946
 0.62000D+12 0.39811D+14   0.0150   11.389   10.721   12.083
 0.62000D+12 0.44668D+14   0.0150   11.530   10.860   12.227
 0.62000D+12 0.50119D+14   0.0150   11.674   10.998   12.376
 0.62000D+12 0.56234D+14   0.0150   11.817   11.132   12.528
 0.62000D+12 0.63096D+14   0.0150   11.958   11.261   12.682
 0.62000D+12 0.70795D+14   0.0150   12.096   11.384   12.836
 0.62000D+12 0.79433D+14   0.0150   12.230   11.497   12.989
 0.62000D+12 0.89125D+14   0.0150   12.358   11.599   13.141
 0.62000D+12 0.10000D+15   0.0150   12.479   11.690   13.291
 0.62000D+12 0.11220D+15   0.0150   12.592   11.766   13.437
 0.62000D+12 0.12589D+15   0.0150   12.698   11.826   13.581
 0.62000D+12 0.14125D+15   0.0150   12.795   11.871   13.721
 0.62000D+12 0.15849D+15   0.0150   14.355   12.074   19.013
 0.62000D+12 0.17783D+15   0.0150   15.447   12.549   19.573
 0.62000D+12 0.19953D+15   0.0150   16.516   13.223   20.475
 0.62000D+12 0.22387D+15   0.0150   17.861   14.030   21.094
 0.62000D+12 0.25119D+15   0.0150   19.518   17.837   21.258
 0.62000D+12 0.28184D+15   0.0150   19.518   17.837   21.258
 0.62000D+12 0.31623D+15   0.0150   19.518   17.837   21.258
 0.62000D+12 0.35481D+15   0.0150   19.518   17.837   21.258
 0.62000D+12 0.39811D+15   0.0150   19.518   17.837   21.258
 0.62000D+12 0.44668D+15   0.0150   19.518   17.837   21.258
 0.62000D+12 0.50119D+15   0.0150   19.518   17.837   21.258
 0.62000D+12 0.56234D+15   0.0150   19.518   17.837   21.258
 0.62000D+12 0.63096D+15   0.0150   19.518   17.837   21.258
 0.62000D+12 0.70795D+15   0.0150   19.518   17.837   21.258
 0.62000D+12 0.79433D+15   0.0150   19.518   17.837   21.258
 0.62000D+12 0.89125D+15   0.0150   19.518   17.837   21.258
 0.62000D+12 0.10000D+16   0.0150   19.518   17.837   21.258
 0.63000D+12 0.10000D+14   0.0150    9.981    9.168   10.884
 0.63000D+12 0.11220D+14   0.0150   10.063    9.269   10.944
 0.63000D+12 0.12589D+14   0.0150   10.150    9.374   11.006
 0.63000D+12 0.14125D+14   0.0150   10.242    9.485   11.071
 0.63000D+12 0.15849D+14   0.0150   10.339    9.600   11.141
 0.63000D+12 0.17783D+14   0.0150   10.441    9.720   11.218
 0.63000D+12 0.19953D+14   0.0150   10.548    9.843   11.303
 0.63000D+12 0.22387D+14   0.0150   10.662    9.970   11.396
 0.63000D+12 0.25119D+14   0.0150   10.782   10.101   11.500
 0.63000D+12 0.28184D+14   0.0150   10.907   10.235   11.613
 0.63000D+12 0.31623D+14   0.0150   11.037   10.370   11.735
 0.63000D+12 0.35481D+14   0.0150   11.173   10.508   11.866
 0.63000D+12 0.39811D+14   0.0150   11.311   10.646   12.004
 0.63000D+12 0.44668D+14   0.0150   11.452   10.783   12.148
 0.63000D+12 0.50119D+14   0.0150   11.594   10.918   12.296
 0.63000D+12 0.56234D+14   0.0150   11.735   11.050   12.447
 0.63000D+12 0.63096D+14   0.0150   11.875   11.177   12.600
 0.63000D+12 0.70795D+14   0.0150   12.011   11.296   12.753
 0.63000D+12 0.79433D+14   0.0150   12.142   11.405   12.905
 0.63000D+12 0.89125D+14   0.0150   12.267   11.503   13.055
 0.63000D+12 0.10000D+15   0.0150   12.385   11.589   13.203
 0.63000D+12 0.11220D+15   0.0150   12.496   11.661   13.347
 0.63000D+12 0.12589D+15   0.0150   12.598   11.716   13.489
 0.63000D+12 0.14125D+15   0.0150   12.692   11.757   13.627
 0.63000D+12 0.15849D+15   0.0150   14.508   12.018   19.200
 0.63000D+12 0.17783D+15   0.0150   15.484   12.528   19.463
 0.63000D+12 0.19953D+15   0.0150   16.600   13.221   20.344
 0.63000D+12 0.22387D+15   0.0150   18.080   14.014   20.957
 0.63000D+12 0.25119D+15   0.0150   19.383   17.699   21.128
 0.63000D+12 0.28184D+15   0.0150   19.383   17.699   21.128
 0.63000D+12 0.31623D+15   0.0150   19.383   17.699   21.128
 0.63000D+12 0.35481D+15   0.0150   19.383   17.699   21.128
 0.63000D+12 0.39811D+15   0.0150   19.383   17.699   21.128
 0.63000D+12 0.44668D+15   0.0150   19.383   17.699   21.128
 0.63000D+12 0.50119D+15   0.0150   19.383   17.699   21.128
 0.63000D+12 0.56234D+15   0.0150   19.383   17.699   21.128
 0.63000D+12 0.63096D+15   0.0150   19.383   17.699   21.128
 0.63000D+12 0.70795D+15   0.0150   19.383   17.699   21.128
 0.63000D+12 0.79433D+15   0.0150   19.383   17.699   21.128
 0.63000D+12 0.89125D+15   0.0150   19.383   17.699   21.128
 0.63000D+12 0.10000D+16   0.0150   19.383   17.699   21.128
 0.64000D+12 0.10000D+14   0.0150    9.903    9.097   10.800
 0.64000D+12 0.11220D+14   0.0150    9.986    9.199   10.859
 0.64000D+12 0.12589D+14   0.0150   10.074    9.305   10.921
 0.64000D+12 0.14125D+14   0.0150   10.165    9.415   10.986
 0.64000D+12 0.15849D+14   0.0150   10.262    9.530   11.057
 0.64000D+12 0.17783D+14   0.0150   10.365    9.650   11.134
 0.64000D+12 0.19953D+14   0.0150   10.473    9.773   11.220
 0.64000D+12 0.22387D+14   0.0150   10.587    9.900   11.315
 0.64000D+12 0.25119D+14   0.0150   10.707   10.030   11.420
 0.64000D+12 0.28184D+14   0.0150   10.832   10.163   11.534
 0.64000D+12 0.31623D+14   0.0150   10.962   10.298   11.657
 0.64000D+12 0.35481D+14   0.0150   11.097   10.435   11.788
 0.64000D+12 0.39811D+14   0.0150   11.235   10.571   11.927
 0.64000D+12 0.44668D+14   0.0150   11.375   10.707   12.070
 0.64000D+12 0.50119D+14   0.0150   11.516   10.840   12.218
 0.64000D+12 0.56234D+14   0.0150   11.655   10.970   12.368
 0.64000D+12 0.63096D+14   0.0150   11.793   11.093   12.520
 0.64000D+12 0.70795D+14   0.0150   11.926   11.209   12.671
 0.64000D+12 0.79433D+14   0.0150   12.055   11.314   12.822
 0.64000D+12 0.89125D+14   0.0150   12.177   11.408   12.970
 0.64000D+12 0.10000D+15   0.0150   12.293   11.490   13.116
 0.64000D+12 0.11220D+15   0.0150   12.400   11.556   13.259
 0.64000D+12 0.12589D+15   0.0150   12.499   11.607   13.399
 0.64000D+12 0.14125D+15   0.0150   13.197   11.662   18.368
 0.64000D+12 0.15849D+15   0.0150   14.604   12.030   19.028
 0.64000D+12 0.17783D+15   0.0150   15.646   12.613   19.989
 0.64000D+12 0.19953D+15   0.0150   16.661   13.221   20.225
 0.64000D+12 0.22387D+15   0.0150   18.436   14.125   20.965
 0.64000D+12 0.25119D+15   0.0150   19.249   17.563   20.998
 0.64000D+12 0.28184D+15   0.0150   19.249   17.563   20.998
 0.64000D+12 0.31623D+15   0.0150   19.249   17.563   20.998
 0.64000D+12 0.35481D+15   0.0150   19.249   17.563   20.998
 0.64000D+12 0.39811D+15   0.0150   19.249   17.563   20.998
 0.64000D+12 0.44668D+15   0.0150   19.249   17.563   20.998
 0.64000D+12 0.50119D+15   0.0150   19.249   17.563   20.998
 0.64000D+12 0.56234D+15   0.0150   19.249   17.563   20.998
 0.64000D+12 0.63096D+15   0.0150   19.249   17.563   20.998
 0.64000D+12 0.70795D+15   0.0150   19.249   17.563   20.998
 0.64000D+12 0.79433D+15   0.0150   19.249   17.563   20.998
 0.64000D+12 0.89125D+15   0.0150   19.249   17.563   20.998
 0.64000D+12 0.10000D+16   0.0150   19.249   17.563   20.998
 0.65000D+12 0.10000D+14   0.0150    9.828    9.029   10.716
 0.65000D+12 0.11220D+14   0.0150    9.911    9.130   10.776
 0.65000D+12 0.12589D+14   0.0150    9.998    9.236   10.837
 0.65000D+12 0.14125D+14   0.0150   10.090    9.347   10.903
 0.65000D+12 0.15849D+14   0.0150   10.188    9.462   10.974
 0.65000D+12 0.17783D+14   0.0150   10.290    9.582   11.053
 0.65000D+12 0.19953D+14   0.0150   10.399    9.705   11.140
 0.65000D+12 0.22387D+14   0.0150   10.513    9.832   11.236
 0.65000D+12 0.25119D+14   0.0150   10.633    9.961   11.342
 0.65000D+12 0.28184D+14   0.0150   10.759   10.094   11.457
 0.65000D+12 0.31623D+14   0.0150   10.889   10.228   11.581
 0.65000D+12 0.35481D+14   0.0150   11.023   10.363   11.712
 0.65000D+12 0.39811D+14   0.0150   11.161   10.498   11.851
 0.65000D+12 0.44668D+14   0.0150   11.299   10.632   11.994
 0.65000D+12 0.50119D+14   0.0150   11.439   10.763   12.141
 0.65000D+12 0.56234D+14   0.0150   11.577   10.890   12.291
 0.65000D+12 0.63096D+14   0.0150   11.712   11.011   12.441
 0.65000D+12 0.70795D+14   0.0150   11.843   11.122   12.591
 0.65000D+12 0.79433D+14   0.0150   11.969   11.224   12.740
 0.65000D+12 0.89125D+14   0.0150   12.089   11.314   12.886
 0.65000D+12 0.10000D+15   0.0150   12.201   11.391   13.031
 0.65000D+12 0.11220D+15   0.0150   12.306   11.452   13.172
 0.65000D+12 0.12589D+15   0.0150   12.402   11.498   13.310
 0.65000D+12 0.14125D+15   0.0150   13.484   11.594   18.425
 0.65000D+12 0.15849D+15   0.0150   14.697   11.994   18.872
 0.65000D+12 0.17783D+15   0.0150   15.737   12.609   19.897
 0.65000D+12 0.19953D+15   0.0150   16.811   13.223   20.478
 0.65000D+12 0.22387D+15   0.0150   19.009   14.173   20.861
 0.65000D+12 0.25119D+15   0.0150   19.118   17.429   20.871
 0.65000D+12 0.28184D+15   0.0150   19.118   17.429   20.871
 0.65000D+12 0.31623D+15   0.0150   19.118   17.429   20.871
 0.65000D+12 0.35481D+15   0.0150   19.118   17.429   20.871
 0.65000D+12 0.39811D+15   0.0150   19.118   17.429   20.871
 0.65000D+12 0.44668D+15   0.0150   19.118   17.429   20.871
 0.65000D+12 0.50119D+15   0.0150   19.118   17.429   20.871
 0.65000D+12 0.56234D+15   0.0150   19.118   17.429   20.871
 0.65000D+12 0.63096D+15   0.0150   19.118   17.429   20.871
 0.65000D+12 0.70795D+15   0.0150   19.118   17.429   20.871
 0.65000D+12 0.79433D+15   0.0150   19.118   17.429   20.871
 0.65000D+12 0.89125D+15   0.0150   19.118   17.429   20.871
 0.65000D+12 0.10000D+16   0.0150   19.118   17.429   20.871
 0.66000D+12 0.10000D+14   0.0150    9.754    8.961   10.635
 0.66000D+12 0.11220D+14   0.0150    9.837    9.063   10.694
 0.66000D+12 0.12589D+14   0.0150    9.924    9.169   10.756
 0.66000D+12 0.14125D+14   0.0150   10.017    9.280   10.822
 0.66000D+12 0.15849D+14   0.0150   10.114    9.396   10.894
 0.66000D+12 0.17783D+14   0.0150   10.217    9.515   10.973
 0.66000D+12 0.19953D+14   0.0150   10.326    9.638   11.061
 0.66000D+12 0.22387D+14   0.0150   10.441    9.764   11.158
 0.66000D+12 0.25119D+14   0.0150   10.561    9.893   11.265
 0.66000D+12 0.28184D+14   0.0150   10.687   10.025   11.381
 0.66000D+12 0.31623D+14   0.0150   10.817   10.158   11.505
 0.66000D+12 0.35481D+14   0.0150   10.951   10.292   11.638
 0.66000D+12 0.39811D+14   0.0150   11.087   10.426   11.776
 0.66000D+12 0.44668D+14   0.0150   11.225   10.558   11.919
 0.66000D+12 0.50119D+14   0.0150   11.363   10.687   12.066
 0.66000D+12 0.56234D+14   0.0150   11.499   10.811   12.214
 0.66000D+12 0.63096D+14   0.0150   11.632   10.929   12.363
 0.66000D+12 0.70795D+14   0.0150   11.761   11.037   12.512
 0.66000D+12 0.79433D+14   0.0150   11.884   11.135   12.659
 0.66000D+12 0.89125D+14   0.0150   12.001   11.220   12.804
 0.66000D+12 0.10000D+15   0.0150   12.111   11.293   12.947
 0.66000D+12 0.11220D+15   0.0150   12.212   11.349   13.086
 0.66000D+12 0.12589D+15   0.0150   12.306   11.391   13.223
 0.66000D+12 0.14125D+15   0.0150   13.665   11.542   18.542
 0.66000D+12 0.15849D+15   0.0150   14.741   11.966   18.765
 0.66000D+12 0.17783D+15   0.0150   15.777   12.609   19.817
 0.66000D+12 0.19953D+15   0.0150   16.927   13.322   20.374
 0.66000D+12 0.22387D+15   0.0150   18.988   17.297   20.745
 0.66000D+12 0.25119D+15   0.0150   18.988   17.297   20.745
 0.66000D+12 0.28184D+15   0.0150   18.988   17.297   20.745
 0.66000D+12 0.31623D+15   0.0150   18.988   17.297   20.745
 0.66000D+12 0.35481D+15   0.0150   18.988   17.297   20.745
 0.66000D+12 0.39811D+15   0.0150   18.988   17.297   20.745
 0.66000D+12 0.44668D+15   0.0150   18.988   17.297   20.745
 0.66000D+12 0.50119D+15   0.0150   18.988   17.297   20.745
 0.66000D+12 0.56234D+15   0.0150   18.988   17.297   20.745
 0.66000D+12 0.63096D+15   0.0150   18.988   17.297   20.745
 0.66000D+12 0.70795D+15   0.0150   18.988   17.297   20.745
 0.66000D+12 0.79433D+15   0.0150   18.988   17.297   20.745
 0.66000D+12 0.89125D+15   0.0150   18.988   17.297   20.745
 0.66000D+12 0.10000D+16   0.0150   18.988   17.297   20.745
 0.67000D+12 0.10000D+14   0.0150    9.681    8.896   10.554
 0.67000D+12 0.11220D+14   0.0150    9.764    8.997   10.613
 0.67000D+12 0.12589D+14   0.0150    9.852    9.104   10.675
 0.67000D+12 0.14125D+14   0.0150    9.945    9.215   10.742
 0.67000D+12 0.15849D+14   0.0150   10.043    9.330   10.814
 0.67000D+12 0.17783D+14   0.0150   10.146    9.449   10.895
 0.67000D+12 0.19953D+14   0.0150   10.255    9.572   10.984
 0.67000D+12 0.22387D+14   0.0150   10.370    9.698   11.082
 0.67000D+12 0.25119D+14   0.0150   10.491    9.827   11.190
 0.67000D+12 0.28184D+14   0.0150   10.616    9.958   11.307
 0.67000D+12 0.31623D+14   0.0150   10.746   10.090   11.432
 0.67000D+12 0.35481D+14   0.0150   10.879   10.223   11.564
 0.67000D+12 0.39811D+14   0.0150   11.015   10.355   11.703
 0.67000D+12 0.44668D+14   0.0150   11.152   10.485   11.845
 0.67000D+12 0.50119D+14   0.0150   11.288   10.612   11.991
 0.67000D+12 0.56234D+14   0.0150   11.422   10.734   12.139
 0.67000D+12 0.63096D+14   0.0150   11.553   10.848   12.287
 0.67000D+12 0.70795D+14   0.0150   11.680   10.952   12.434
 0.67000D+12 0.79433D+14   0.0150   11.800   11.046   12.580
 0.67000D+12 0.89125D+14   0.0150   11.915   11.128   12.723
 0.67000D+12 0.10000D+15   0.0150   12.021   11.195   12.864
 0.67000D+12 0.11220D+15   0.0150   12.120   11.247   13.002
 0.67000D+12 0.12589D+15   0.0150   12.211   11.285   13.136
 0.67000D+12 0.14125D+15   0.0150   13.849   11.537   18.441
 0.67000D+12 0.15849D+15   0.0150   14.932   12.038   19.305
 0.67000D+12 0.17783D+15   0.0150   15.870   12.613   19.745
 0.67000D+12 0.19953D+15   0.0150   17.099   13.320   20.350
 0.67000D+12 0.22387D+15   0.0150   18.860   17.167   20.620
 0.67000D+12 0.25119D+15   0.0150   18.860   17.167   20.620
 0.67000D+12 0.28184D+15   0.0150   18.860   17.167   20.620
 0.67000D+12 0.31623D+15   0.0150   18.860   17.167   20.620
 0.67000D+12 0.35481D+15   0.0150   18.860   17.167   20.620
 0.67000D+12 0.39811D+15   0.0150   18.860   17.167   20.620
 0.67000D+12 0.44668D+15   0.0150   18.860   17.167   20.620
 0.67000D+12 0.50119D+15   0.0150   18.860   17.167   20.620
 0.67000D+12 0.56234D+15   0.0150   18.860   17.167   20.620
 0.67000D+12 0.63096D+15   0.0150   18.860   17.167   20.620
 0.67000D+12 0.70795D+15   0.0150   18.860   17.167   20.620
 0.67000D+12 0.79433D+15   0.0150   18.860   17.167   20.620
 0.67000D+12 0.89125D+15   0.0150   18.860   17.167   20.620
 0.67000D+12 0.10000D+16   0.0150   18.860   17.167   20.620
 0.68000D+12 0.10000D+14   0.0150    9.610    8.831   10.475
 0.68000D+12 0.11220D+14   0.0150    9.693    8.933   10.534
 0.68000D+12 0.12589D+14   0.0150    9.781    9.040   10.596
 0.68000D+12 0.14125D+14   0.0150    9.874    9.151   10.663
 0.68000D+12 0.15849D+14   0.0150    9.973    9.266   10.737
 0.68000D+12 0.17783D+14   0.0150   10.076    9.385   10.818
 0.68000D+12 0.19953D+14   0.0150   10.186    9.508   10.908
 0.68000D+12 0.22387D+14   0.0150   10.301    9.633   11.008
 0.68000D+12 0.25119D+14   0.0150   10.421    9.761   11.116
 0.68000D+12 0.28184D+14   0.0150   10.547    9.892   11.234
 0.68000D+12 0.31623D+14   0.0150   10.676   10.023   11.360
 0.68000D+12 0.35481D+14   0.0150   10.809   10.155   11.492
 0.68000D+12 0.39811D+14   0.0150   10.944   10.285   11.631
 0.68000D+12 0.44668D+14   0.0150   11.079   10.413   11.773
 0.68000D+12 0.50119D+14   0.0150   11.214   10.538   11.918
 0.68000D+12 0.56234D+14   0.0150   11.347   10.657   12.065
 0.68000D+12 0.63096D+14   0.0150   11.475   10.767   12.211
 0.68000D+12 0.70795D+14   0.0150   11.600   10.868   12.357
 0.68000D+12 0.79433D+14   0.0150   11.718   10.958   12.501
 0.68000D+12 0.89125D+14   0.0150   11.829   11.036   12.643
 0.68000D+12 0.10000D+15   0.0150   11.933   11.098   12.782
 0.68000D+12 0.11220D+15   0.0150   12.029   11.146   12.919
 0.68000D+12 0.12589D+15   0.0150   12.351   11.180   17.694
 0.68000D+12 0.14125D+15   0.0150   13.947   11.491   18.244
 0.68000D+12 0.15849D+15   0.0150   14.953   12.031   19.244
 0.68000D+12 0.17783D+15   0.0150   15.912   12.619   19.674
 0.68000D+12 0.19953D+15   0.0150   17.300   13.397   20.310
 0.68000D+12 0.22387D+15   0.0150   18.733   17.039   20.497
 0.68000D+12 0.25119D+15   0.0150   18.733   17.039   20.497
 0.68000D+12 0.28184D+15   0.0150   18.733   17.039   20.497
 0.68000D+12 0.31623D+15   0.0150   18.733   17.039   20.497
