R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.75000D+11 0.18666D-10 0.10000D+15   0.0100  0  157.862  0.32100  176.85  189.71    0.000    2.449  157.86
 0.87500D+11 0.22018D-10 0.10000D+15   0.0100  0  155.920  0.28667  188.52  195.83   -0.000    2.858  155.92
 0.10000D+12 0.25257D-10 0.10000D+15   0.0100  0  155.220  0.24851  200.70  202.90   -0.000    3.266  155.22
 0.11250D+12 0.28627D-10 0.10000D+15   0.0100  0  154.225  0.20904  212.33  210.77    0.000    3.674  150.76
 0.12500D+12 0.31867D-10 0.10000D+15   0.0100  0  153.794  0.19569  216.05  214.93    0.000    4.082  119.32
 0.13750D+12 0.35120D-10 0.10000D+15   0.0100  1  153.478  0.18684  218.46  217.17    0.000    4.490   63.72
 0.15000D+12 0.38313D-10 0.10000D+15   0.0100  1  153.338  0.18318  219.45  219.60   -0.000    4.899   56.97
 0.16250D+12 0.41584D-10 0.10000D+15   0.0100  1  153.092  0.17709  221.06  220.66    0.000    5.307   54.27
 0.17500D+12 0.44867D-10 0.10000D+15   0.0100  1  152.848  0.17141  222.55  221.63   -0.000    5.715   51.86
 0.18750D+12 0.48072D-10 0.10000D+15   0.0100  1  152.697  0.16808  223.42  223.83   -0.000    6.123   47.08
 0.20000D+12 0.51374D-10 0.10000D+15   0.0100  1  152.457  0.16307  224.71  224.61    0.000    6.532   45.46
 0.21250D+12 0.54689D-10 0.10000D+15   0.0100  1  152.223  0.15841  225.89  225.30    0.000    6.940   44.02
 0.22500D+12 0.57906D-10 0.10000D+15   0.0100  1  152.044  0.15504  226.74  227.46   -0.000    7.348   40.19
 0.23750D+12 0.61239D-10 0.10000D+15   0.0100  1  151.815  0.15096  227.77  228.02   -0.000    7.756   39.22
 0.25000D+12 0.64586D-10 0.10000D+15   0.0100  1  151.598  0.14725  228.69  228.45    0.000    8.164   38.40
 0.26250D+12 0.67815D-10 0.10000D+15   0.0100  1  151.352  0.14324  229.68  230.85   -0.000    8.573   34.84
 0.27500D+12 0.71180D-10 0.10000D+15   0.0100  1  151.142  0.14005  230.46  231.17    0.000    8.981   34.35
 0.28750D+12 0.74559D-10 0.10000D+15   0.0100  1  150.970  0.13749  231.08  231.25    0.000    9.389   34.13
 0.30000D+12 0.77950D-10 0.10000D+15   0.0100  1  150.696  0.13361  232.02  232.02   -0.000    9.797   33.55
 0.31250D+12 0.81354D-10 0.10000D+15   0.0100  1  150.374  0.12934  233.04  233.08    0.000   10.206   32.14
 0.32500D+12 0.84609D-10 0.10000D+15   0.0100  1  150.278  0.12814  233.33  234.11    0.000   10.614   30.39
 0.33750D+12 0.88032D-10 0.10000D+15   0.0100  1  150.052  0.12534  233.99  234.54    0.000   11.022   30.20
 0.35000D+12 0.91470D-10 0.10000D+15   0.0100  1  149.730  0.12157  234.88  235.48    0.000   11.430   29.09
 0.36250D+12 0.94921D-10 0.10000D+15   0.0100  1  149.408  0.11802  235.71  236.38   -0.000   11.838   28.07
 0.37500D+12 0.98385D-10 0.10000D+15   0.0100  1  149.086  0.11467  236.49  237.24   -0.000   12.247   27.14
 0.38750D+12 0.10186D-09 0.10000D+15   0.0100  1  148.764  0.11150  237.23  238.06    0.000   12.655   26.28
 0.40000D+12 0.10535D-09 0.10000D+15   0.0100  1  148.442  0.10851  237.92  238.85    0.000   13.063   25.48
 0.41250D+12 0.10886D-09 0.10000D+15   0.0100  1  148.120  0.10566  238.57  239.61    0.000   13.471   24.75
 0.42500D+12 0.11238D-09 0.10000D+15   0.0100  1  147.798  0.10297  239.19  240.33   -0.000   13.879   24.06
 0.43750D+12 0.11591D-09 0.10000D+15   0.0100  1  147.476  0.10040  239.77  241.04   -0.000   14.288   23.42
 0.45000D+12 0.11946D-09 0.10000D+15   0.0100  1  147.154  0.09796  240.33  241.72    0.000   14.696   22.82
 0.46250D+12 0.12302D-09 0.10000D+15   0.0100  1  146.832  0.09563  240.85  242.37   -0.000   15.104   22.25
 0.47500D+12 0.12685D-09 0.10000D+15   0.0100  1  146.188  0.09129  241.84  243.27   -0.000   15.512   21.57
 0.48750D+12 0.13045D-09 0.10000D+15   0.0100  1  145.866  0.08927  242.29  243.87   -0.000   15.921   21.08
 0.50000D+12 0.13406D-09 0.10000D+15   0.0100  1  145.544  0.08733  242.73  244.46    0.000   16.329   20.62
 0.51250D+12 0.13796D-09 0.10000D+15   0.0100  1  144.900  0.08369  243.55  245.24    0.000   16.737   20.07
 0.52500D+12 0.14161D-09 0.10000D+15   0.0100  1  144.578  0.08198  243.93  245.79    0.000   17.145   19.66
 0.53750D+12 0.14557D-09 0.10000D+15   0.0100  1  143.934  0.07876  244.66  246.51    0.000   17.553   19.19
 0.55000D+12 0.14926D-09 0.10000D+15   0.0100  1  143.612  0.07724  245.00  247.02    0.000   17.962   18.83
 0.56250D+12 0.15327D-09 0.10000D+15   0.0100  1  142.968  0.07438  245.65  247.69   -0.000   18.370   18.41
 0.57500D+12 0.15732D-09 0.10000D+15   0.0100  1  142.324  0.07171  246.25  248.33    0.000   18.778   18.02
 0.58750D+12 0.16107D-09 0.10000D+15   0.0100  1  142.002  0.07045  246.54  248.80    0.000   19.186   17.71
 0.60000D+12 0.16518D-09 0.10000D+15   0.0100  1  141.358  0.06805  247.08  249.40    0.000   19.595   17.36
 0.61250D+12 0.16932D-09 0.10000D+15   0.0100  1  140.714  0.06581  247.60  249.97    0.000   20.003   17.03
 0.62500D+12 0.17349D-09 0.10000D+15   0.0100  1  140.070  0.06371  248.08  250.53    0.000   20.411   16.72
 0.63750D+12 0.17808D-09 0.10000D+15   0.0100  1  139.104  0.06079  248.76  251.18    0.000   20.819   16.39
 0.65000D+12 0.18234D-09 0.10000D+15   0.0100  1  138.460  0.05899  249.18  251.70    0.000   21.227   16.12
 0.66250D+12 0.18663D-09 0.10000D+15   0.0100  1  137.816  0.05729  249.58  252.19   -0.000   21.636   15.86
 0.67500D+12 0.19137D-09 0.10000D+15   0.0100  1  136.850  0.05491  250.15  252.77    0.000   22.044   15.59
 0.68750D+12 0.19618D-09 0.10000D+15   0.0100  1  135.884  0.05272  250.68  253.33    0.000   22.452   15.33
 0.70000D+12 0.20061D-09 0.10000D+15   0.0100  1  135.240  0.05136  251.01  253.78    0.000   22.860   15.11
 0.71250D+12 0.20553D-09 0.10000D+15   0.0100  1  134.274  0.04943  251.49  254.30    0.000   23.269   14.88
 0.72500D+12 0.21099D-09 0.10000D+15   0.0100  1  132.986  0.04708  252.09  254.88   -0.000   23.677   14.65
 0.73750D+12 0.21606D-09 0.10000D+15   0.0100  1  132.020  0.04545  252.51  255.36    0.000   24.085   14.45
 0.75000D+12 0.22120D-09 0.10000D+15   0.0100  1  131.054  0.04393  252.91  255.83    0.000   24.493   14.26
 0.76250D+12 0.22692D-09 0.10000D+15   0.0100  1  129.766  0.04205  253.41  256.34   -0.000   24.901   14.06
 0.77500D+12 0.23276D-09 0.10000D+15   0.0100  1  128.478  0.04033  253.88  256.84   -0.000   25.310   13.88
 0.78750D+12 0.23870D-09 0.10000D+15   0.0100  1  127.190  0.03873  254.33  257.31    0.000   25.718   13.71
 0.80000D+12 0.24534D-09 0.10000D+15   0.0100  1  125.580  0.03691  254.86  257.83    0.000   26.126   13.54
 0.81250D+12 0.25154D-09 0.10000D+15   0.0100  1  124.292  0.03556  255.26  258.27   -0.000   26.534   13.39
 0.82500D+12 0.25849D-09 0.10000D+15   0.0100  1  122.682  0.03401  255.74  258.74   -0.000   26.943   13.24
 0.83750D+12 0.26562D-09 0.10000D+15   0.0100  1  121.072  0.03258  256.20  259.20    0.000   27.351   13.10
 0.85000D+12 0.27361D-09 0.10000D+15   0.0100  1  119.140  0.03102  256.71  259.69   -0.000   27.759   12.96
 0.86250D+12 0.28114D-09 0.10000D+15   0.0100  1  117.530  0.02982  257.12  260.11    0.000   28.167   12.84
 0.87500D+12 0.28961D-09 0.10000D+15   0.0100  1  115.598  0.02850  257.59  260.56    0.000   28.575   12.72
 0.88750D+12 0.29836D-09 0.10000D+15   0.0100  1  113.666  0.02729  258.04  260.99    0.000   28.984   12.61
 0.90000D+12 0.30823D-09 0.10000D+15   0.0100  1  111.412  0.02600  258.55  261.44    0.000   29.392   12.50
 0.91250D+12 0.31849D-09 0.10000D+15   0.0100  1  109.158  0.02482  259.03  261.87   -0.000   29.800   12.40
 0.92500D+12 0.32917D-09 0.10000D+15   0.0100  1  106.904  0.02374  259.49  262.28    0.000   30.208   12.31
 0.93750D+12 0.34031D-09 0.10000D+15   0.0100  1  104.650  0.02274  259.93  262.67   -0.000   30.617   12.22
 0.95000D+12 0.35191D-09 0.10000D+15   0.0100  1  102.396  0.02182  260.36  263.05    0.000   31.025   12.14
 0.96250D+12 0.36513D-09 0.10000D+15   0.0100  1   99.820  0.02086  260.83  263.44   -0.000   31.433   12.06
 0.97500D+12 0.37903D-09 0.10000D+15   0.0100  1   97.244  0.01998  261.29  263.81    0.000   31.841   11.99
 0.98750D+12 0.39367D-09 0.10000D+15   0.0100  1   94.668  0.01916  261.73  264.17    0.000   32.249   11.92
 0.10000D+13 0.40912D-09 0.10000D+15   0.0100  1   92.092  0.01840  262.15  264.51    0.000   32.658   11.86
 0.10125D+13 0.42544D-09 0.10000D+15   0.0100  1   89.516  0.01770  262.57  264.84    0.000   33.066   11.80
 0.10250D+13 0.44426D-09 0.10000D+15   0.0100  1   86.618  0.01698  263.03  265.16   -0.000   33.474   11.75
 0.10375D+13 0.46268D-09 0.10000D+15   0.0100  1   84.042  0.01637  263.42  265.46    0.000   33.882   11.70
