R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
  time_Gyr   Prad    Ptidal    Fcore     Pint     Hint     conv melt P(MPa)   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid   T_core
 0.10000D-01   1.0375   0.1633    0.863   0.9254 0.65907D-08  0  0    6.02    5.000  0.01145  272.75  267.59   74.944  104.685    5.00   274.64
 0.12270D-01   1.0362   0.1661    1.546   0.9413 0.33028D-08  0  0   12.27   10.183  0.01189  272.23  268.27   28.760   59.126   10.18   276.53
 0.14540D-01   1.0349   0.1688    1.989   0.9564 0.22760D-08  0  0   18.15   15.060  0.01233  271.73  268.58   14.117   45.078   15.06   278.43
 0.16810D-01   1.0336   0.1712    2.263   0.9704 0.19311D-08  1  0   21.36   18.046  0.01261  271.42  268.72   10.735   42.179   10.22   280.32
 0.19080D-01   1.0324   0.1735    2.510   0.9833 0.17166D-08  1  0   24.46   20.603  0.01287  271.14  268.82    9.698   41.555   10.34   282.22
 0.21350D-01   1.0311   0.1755    2.732   0.9948 0.15676D-08  1  0   27.19   22.859  0.01310  270.90  268.89    8.859   41.088   10.42   284.12
 0.23620D-01   1.0298   0.1773    2.931   1.0048 0.14587D-08  1  0   29.61   24.845  0.01331  270.69  268.94    8.171   40.727   10.49   286.02
 0.25890D-01   1.0285   0.1788    3.112   1.0131 0.13757D-08  1  0   31.74   26.594  0.01350  270.49  268.97    7.606   40.436   10.54   287.92
 0.28160D-01   1.0273   0.1800    3.279   1.0198 0.13100D-08  1  0   33.62   28.137  0.01367  270.32  268.98    7.143   40.191   10.58   289.82
 0.30430D-01   1.0260   0.1808    3.434   1.0246 0.12564D-08  1  0   35.28   29.502  0.01383  270.17  268.99    6.769   39.976   10.62   291.72
 0.32700D-01   1.0247   0.1813    3.579   1.0275 0.12111D-08  1  0   36.76   30.717  0.01397  270.04  268.97    6.476   39.780   10.66   293.62
 0.34970D-01   1.0234   0.1815    3.716   1.0285 0.11715D-08  1  0   38.09   31.807  0.01410  269.91  268.95    6.255   39.591   10.69   295.51
 0.37240D-01   1.0222   0.1813    3.847   1.0276 0.11360D-08  1  0   39.29   32.793  0.01422  269.80  268.90    6.099   39.403   10.73   297.41
 0.39510D-01   1.0209   0.1808    3.972   1.0247 0.11030D-08  1  0   40.39   33.699  0.01433  269.70  268.85    6.003   39.211   10.77   299.30
 0.41780D-01   1.0196   0.1800    4.091   1.0199 0.10717D-08  1  0   41.41   34.542  0.01443  269.60  268.78    5.962   39.009   10.81   301.19
 0.44050D-01   1.0184   0.1788    4.207   1.0133 0.10412D-08  1  0   42.38   35.341  0.01453  269.51  268.69    5.970   38.796   10.86   303.07
 0.46320D-01   1.0171   0.1774    4.318   1.0050 0.10111D-08  1  0   43.31   36.114  0.01463  269.42  268.59    6.022   38.568   10.91   304.95
 0.48590D-01   1.0159   0.1756    4.427   0.9951 0.98091D-09  1  0   44.22   36.874  0.01473  269.33  268.47    6.113   38.324   10.97   306.83
 0.50860D-01   1.0146   0.1736    4.533   0.9836 0.95048D-09  1  0   45.13   37.634  0.01483  269.24  268.34    6.239   38.063   11.04   308.70
 0.53130D-01   1.0134   0.1713    4.636   0.9708 0.91966D-09  1  0   46.05   38.408  0.01493  269.15  268.19    6.393   37.786   11.11   310.56
 0.55400D-01   1.0121   0.1688    4.737   0.9567 0.88843D-09  1  0   47.00   39.203  0.01503  269.06  268.03    6.572   37.491   11.18   312.42
 0.57670D-01   1.0109   0.1662    4.836   0.9417 0.85685D-09  1  0   47.99   40.030  0.01515  268.96  267.86    6.770   37.181   11.26   314.27
 0.59940D-01   1.0096   0.1634    4.933   0.9258 0.82503D-09  1  0   49.02   40.895  0.01527  268.86  267.67    6.983   36.856   11.35   316.12
 0.62210D-01   1.0084   0.1605    5.028   0.9092 0.79314D-09  1  0   50.10   41.802  0.01539  268.75  267.48    7.205   36.518   11.44   317.96
 0.64480D-01   1.0071   0.1574    5.122   0.8922 0.76138D-09  1  0   51.24   42.757  0.01553  268.64  267.27    7.433   36.168   11.53   319.79
 0.66750D-01   1.0059   0.1544    5.215   0.8749 0.72997D-09  1  0   52.44   43.760  0.01567  268.51  267.05    7.662   35.811   11.63   321.62
