R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       etaref      pCLA conv P(MPa)   zbot     %vol    Tbot     Tm      TH2O      Fbot     Ftop     dlid   T_core
 0.00000D+00 0.32000D+15   0.0300  1   95.12   80.015  0.04706  261.31  249.80  264.80   13.801   12.422   28.41  1502.18
 0.12500D+11 0.32000D+15   0.0300  1   98.00   82.360  0.04857  260.78  249.64  264.52   13.843   12.829   30.19  1502.14
 0.25000D+11 0.32000D+15   0.0300  1   95.69   80.417  0.04732  261.22  250.41  264.75   13.807   13.237   29.38  1502.22
 0.37500D+11 0.32000D+15   0.0300  1   93.33   78.430  0.04609  261.66  251.16  264.99   13.770   13.646   28.62  1502.29
 0.50000D+11 0.32000D+15   0.0300  1   90.91   76.403  0.04491  262.10  251.89  265.23   13.733   14.054   27.90  1502.36
 0.62500D+11 0.32000D+15   0.0300  1   88.46   74.340  0.04376  262.53  252.60  265.47   13.695   14.463   27.22  1502.43
 0.75000D+11 0.32000D+15   0.0300  1   85.96   72.244  0.04264  262.95  253.28  265.71   13.657   14.871   26.58  1502.50
 0.87500D+11 0.32000D+15   0.0300  1   83.43   70.122  0.04157  263.37  253.95  265.95   13.618   15.279   25.97  1502.57
 0.10000D+12 0.32000D+15   0.0300  1   80.87   67.977  0.04054  263.77  254.60  266.20   13.579   15.688   25.40  1502.64
 0.11250D+12 0.32000D+15   0.0300  1   78.28   65.814  0.03954  264.17  255.23  266.44   13.540   16.096   24.85  1502.70
 0.12500D+12 0.32000D+15   0.0300  1   75.68   63.640  0.03859  264.57  255.84  266.69   13.500   16.504   24.33  1502.77
 0.13750D+12 0.32000D+15   0.0300  1   73.08   61.460  0.03767  264.95  256.43  266.93   13.461   16.912   23.83  1502.83
 0.15000D+12 0.32000D+15   0.0300  1   70.47   59.279  0.03680  265.32  257.00  267.17   13.422   17.320   23.35  1502.89
 0.16250D+12 0.32000D+15   0.0300  1   67.87   57.104  0.03596  265.68  257.55  267.41   13.383   17.728   22.90  1502.96
 0.17500D+12 0.32000D+15   0.0300  1   65.28   54.941  0.03516  266.03  258.08  267.65   13.344   18.136   22.46  1503.02
 0.18750D+12 0.32000D+15   0.0300  1   62.71   52.794  0.03441  266.38  258.59  267.88   13.306   18.544   22.05  1503.08
 0.20000D+12 0.32000D+15   0.0300  1   60.17   50.670  0.03368  266.71  259.09  268.11   13.268   18.952   21.65  1503.13
 0.21250D+12 0.32000D+15   0.0300  1   57.66   48.575  0.03300  267.02  259.57  268.34   13.231   19.360   21.26  1503.19
 0.22500D+12 0.32000D+15   0.0300  1   55.19   46.513  0.03235  267.33  260.02  268.56   13.194   19.767   20.89  1503.25
