R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.75000D+11 0.18666D-10 0.10000D+15   0.0250  0  157.862  0.32100  176.85  189.71    0.000    2.449  157.86
 0.87500D+11 0.22956D-10 0.10000D+15   0.0250  0  148.871  0.29972  184.40  194.28   -0.000    2.858  148.87
 0.10000D+12 0.26442D-10 0.10000D+15   0.0250  0  147.559  0.26735  195.58  200.45    0.000    3.266  147.56
 0.11250D+12 0.30043D-10 0.10000D+15   0.0250  0  145.867  0.23457  206.26  207.11    0.000    3.674  145.87
 0.12500D+12 0.33853D-10 0.10000D+15   0.0250  0  143.651  0.20208  216.22  214.03    0.000    4.082  143.65
 0.13750D+12 0.37390D-10 0.10000D+15   0.0250  0  143.029  0.19449  218.46  218.54    0.000    4.490   76.11
 0.15000D+12 0.40956D-10 0.10000D+15   0.0250  1  142.435  0.18777  220.42  220.02   -0.000    4.899   58.44
 0.16250D+12 0.44460D-10 0.10000D+15   0.0250  1  142.049  0.18363  221.62  221.92    0.000    5.307   53.63
 0.17500D+12 0.48077D-10 0.10000D+15   0.0250  1  141.492  0.17798  223.23  222.84    0.000    5.715   51.53
 0.18750D+12 0.51618D-10 0.10000D+15   0.0250  1  141.105  0.17424  224.30  224.57   -0.000    6.123   47.77
 0.20000D+12 0.55287D-10 0.10000D+15   0.0250  1  140.557  0.16922  225.71  225.28    0.000    6.532   46.33
 0.21250D+12 0.58865D-10 0.10000D+15   0.0250  1  140.165  0.16579  226.67  226.90   -0.000    6.940   43.23
 0.22500D+12 0.62458D-10 0.10000D+15   0.0250  1  139.759  0.16238  227.62  228.55   -0.000    7.348   40.33
 0.23750D+12 0.66204D-10 0.10000D+15   0.0250  1  139.229  0.15815  228.79  228.98    0.000    7.756   39.62
 0.25000D+12 0.69835D-10 0.10000D+15   0.0250  1  138.805  0.15490  229.68  230.63   -0.000    8.164   37.01
 0.26250D+12 0.73636D-10 0.10000D+15   0.0250  1  138.300  0.15121  230.69  230.84    0.000    8.573   36.69
 0.27500D+12 0.77306D-10 0.10000D+15   0.0250  1  137.840  0.14799  231.57  232.61   -0.000    8.981   34.16
 0.28750D+12 0.81164D-10 0.10000D+15   0.0250  1  137.386  0.14495  232.39  232.44    0.000    9.389   34.35
 0.30000D+12 0.85055D-10 0.10000D+15   0.0250  1  136.850  0.14151  233.32  232.83   -0.000    9.797   34.40
 0.31250D+12 0.88790D-10 0.10000D+15   0.0250  1  136.528  0.13952  233.85  233.60   -0.000   10.206   33.30
 0.32500D+12 0.92739D-10 0.10000D+15   0.0250  1  135.884  0.13570  234.88  234.64    0.000   10.614   31.98
 0.33750D+12 0.96515D-10 0.10000D+15   0.0250  1  135.562  0.13387  235.36  235.36    0.000   11.022   31.04
 0.35000D+12 0.10052D-09 0.10000D+15   0.0250  1  134.918  0.13034  236.30  236.32   -0.000   11.430   29.91
 0.36250D+12 0.10457D-09 0.10000D+15   0.0250  1  134.274  0.12700  237.19  237.25    0.000   11.838   28.87
 0.37500D+12 0.10841D-09 0.10000D+15   0.0250  1  133.952  0.12539  237.61  237.90   -0.000   12.247   28.12
 0.38750D+12 0.11252D-09 0.10000D+15   0.0250  1  133.308  0.12228  238.43  238.76   -0.000   12.655   27.22
 0.40000D+12 0.11666D-09 0.10000D+15   0.0250  1  132.664  0.11933  239.21  239.60    0.000   13.063   26.39
 0.41250D+12 0.12084D-09 0.10000D+15   0.0250  1  132.020  0.11651  239.95  240.40   -0.000   13.471   25.62
 0.42500D+12 0.12506D-09 0.10000D+15   0.0250  1  131.376  0.11382  240.65  241.17   -0.000   13.879   24.90
 0.43750D+12 0.12932D-09 0.10000D+15   0.0250  1  130.732  0.11124  241.33  241.91   -0.000   14.288   24.23
 0.45000D+12 0.13362D-09 0.10000D+15   0.0250  1  130.088  0.10878  241.97  242.63   -0.000   14.696   23.60
 0.46250D+12 0.13795D-09 0.10000D+15   0.0250  1  129.444  0.10643  242.59  243.33   -0.000   15.104   23.02
 0.47500D+12 0.14233D-09 0.10000D+15   0.0250  1  128.800  0.10417  243.18  244.00   -0.000   15.512   22.47
 0.48750D+12 0.14675D-09 0.10000D+15   0.0250  1  128.156  0.10200  243.74  244.66   -0.000   15.921   21.95
 0.50000D+12 0.15121D-09 0.10000D+15   0.0250  1  127.512  0.09992  244.29  245.29   -0.000   16.329   21.46
 0.51250D+12 0.15571D-09 0.10000D+15   0.0250  1  126.868  0.09792  244.81  245.91    0.000   16.737   21.00
 0.52500D+12 0.16025D-09 0.10000D+15   0.0250  1  126.224  0.09600  245.32  246.51    0.000   17.145   20.56
 0.53750D+12 0.16523D-09 0.10000D+15   0.0250  1  125.258  0.09325  246.04  247.22   -0.000   17.553   20.08
 0.55000D+12 0.16987D-09 0.10000D+15   0.0250  1  124.614  0.09151  246.50  247.79    0.000   17.962   19.69
 0.56250D+12 0.17498D-09 0.10000D+15   0.0250  1  123.648  0.08900  247.16  248.45   -0.000   18.370   19.27
 0.57500D+12 0.17973D-09 0.10000D+15   0.0250  1  123.004  0.08740  247.58  248.98   -0.000   18.778   18.92
 0.58750D+12 0.18497D-09 0.10000D+15   0.0250  1  122.038  0.08511  248.19  249.61   -0.000   19.186   18.55
 0.60000D+12 0.19029D-09 0.10000D+15   0.0250  1  121.072  0.08293  248.77  250.21   -0.000   19.595   18.19
 0.61250D+12 0.19521D-09 0.10000D+15   0.0250  1  120.428  0.08154  249.14  250.70   -0.000   20.003   17.89
 0.62500D+12 0.20068D-09 0.10000D+15   0.0250  1  119.462  0.07953  249.68  251.27    0.000   20.411   17.57
 0.63750D+12 0.20623D-09 0.10000D+15   0.0250  1  118.496  0.07762  250.20  251.83   -0.000   20.819   17.27
 0.65000D+12 0.21187D-09 0.10000D+15   0.0250  1  117.530  0.07579  250.70  252.37    0.000   21.227   16.98
 0.66250D+12 0.21760D-09 0.10000D+15   0.0250  1  116.564  0.07405  251.18  252.89    0.000   21.636   16.71
 0.67500D+12 0.22341D-09 0.10000D+15   0.0250  1  115.598  0.07238  251.63  253.40    0.000   22.044   16.45
 0.68750D+12 0.22992D-09 0.10000D+15   0.0250  1  114.310  0.07027  252.22  253.97    0.000   22.452   16.19
 0.70000D+12 0.23595D-09 0.10000D+15   0.0250  1  113.344  0.06876  252.64  254.44   -0.000   22.860   15.95
 0.71250D+12 0.24207D-09 0.10000D+15   0.0250  1  112.378  0.06731  253.05  254.91   -0.000   23.269   15.73
 0.72500D+12 0.24896D-09 0.10000D+15   0.0250  1  111.090  0.06547  253.58  255.43    0.000   23.677   15.50
 0.73750D+12 0.25601D-09 0.10000D+15   0.0250  1  109.802  0.06373  254.08  255.93    0.000   24.085   15.28
 0.75000D+12 0.26249D-09 0.10000D+15   0.0250  1  108.836  0.06248  254.44  256.36   -0.000   24.493   15.09
 0.76250D+12 0.26984D-09 0.10000D+15   0.0250  1  107.548  0.06088  254.91  256.83    0.000   24.901   14.89
 0.77500D+12 0.27735D-09 0.10000D+15   0.0250  1  106.260  0.05936  255.36  257.30   -0.000   25.310   14.70
 0.78750D+12 0.28504D-09 0.10000D+15   0.0250  1  104.972  0.05792  255.79  257.74   -0.000   25.718   14.52
 0.80000D+12 0.29376D-09 0.10000D+15   0.0250  1  103.362  0.05620  256.31  258.23   -0.000   26.126   14.34
 0.81250D+12 0.30186D-09 0.10000D+15   0.0250  1  102.074  0.05490  256.72  258.65   -0.000   26.534   14.18
 0.82500D+12 0.31109D-09 0.10000D+15   0.0250  1  100.464  0.05335  257.20  259.10    0.000   26.943   14.02
 0.83750D+12 0.31964D-09 0.10000D+15   0.0250  1   99.176  0.05217  257.57  259.50   -0.000   27.351   13.87
 0.85000D+12 0.32942D-09 0.10000D+15   0.0250  1   97.566  0.05076  258.03  259.92    0.000   27.759   13.72
 0.86250D+12 0.33951D-09 0.10000D+15   0.0250  1   95.956  0.04942  258.46  260.33    0.000   28.167   13.58
 0.87500D+12 0.34994D-09 0.10000D+15   0.0250  1   94.346  0.04815  258.89  260.73    0.000   28.575   13.45
 0.88750D+12 0.36072D-09 0.10000D+15   0.0250  1   92.736  0.04694  259.29  261.12    0.000   28.984   13.32
 0.90000D+12 0.37187D-09 0.10000D+15   0.0250  1   91.126  0.04579  259.69  261.49    0.000   29.392   13.20
 0.91250D+12 0.38342D-09 0.10000D+15   0.0250  1   89.516  0.04469  260.07  261.86   -0.000   29.800   13.08
 0.92500D+12 0.39674D-09 0.10000D+15   0.0250  1   87.584  0.04344  260.52  262.24    0.000   30.208   12.97
 0.93750D+12 0.41066D-09 0.10000D+15   0.0250  1   85.652  0.04225  260.95  262.60   -0.000   30.617   12.86
 0.95000D+12 0.42366D-09 0.10000D+15   0.0250  1   84.042  0.04130  261.30  262.93    0.000   31.025   12.76
 0.96250D+12 0.43878D-09 0.10000D+15   0.0250  1   82.110  0.04022  261.71  263.27   -0.000   31.433   12.66
 0.97500D+12 0.45461D-09 0.10000D+15   0.0250  1   80.178  0.03919  262.10  263.60   -0.000   31.841   12.57
 0.98750D+12 0.47122D-09 0.10000D+15   0.0250  1   78.246  0.03821  262.49  263.91   -0.000   32.249   12.48
 0.10000D+13 0.48865D-09 0.10000D+15   0.0250  1   76.314  0.03728  262.86  264.21   -0.000   32.658   12.39
 0.10125D+13 0.50697D-09 0.10000D+15   0.0250  1   74.382  0.03639  263.22  264.51    0.000   33.066   12.31
 0.10250D+13 0.52625D-09 0.10000D+15   0.0250  1   72.450  0.03553  263.58  264.78   -0.000   33.474   12.23
 0.10375D+13 0.54658D-09 0.10000D+15   0.0250  1   70.518  0.03472  263.92  265.05    0.000   33.882   12.16
 0.10500D+13 0.57059D-09 0.10000D+15   0.0250  1   68.264  0.03381  264.32  265.32   -0.000   34.290   12.09
 0.10625D+13 0.59345D-09 0.10000D+15   0.0250  1   66.332  0.03307  264.65  265.56    0.000   34.699   12.02
 0.10750D+13 0.61767D-09 0.10000D+15   0.0250  1   64.400  0.03235  264.97  265.79    0.000   35.107   11.95
 0.10875D+13 0.64337D-09 0.10000D+15   0.0250  1   62.468  0.03167  265.28  266.01    0.000   35.515   11.89
 0.11000D+13 0.67414D-09 0.10000D+15   0.0250  1   60.214  0.03090  265.64  266.23   -0.000   35.923   11.83
 0.11125D+13 0.70352D-09 0.10000D+15   0.0250  1   58.282  0.03027  265.95  266.42    0.000   36.332   11.78
 0.11250D+13 0.73490D-09 0.10000D+15   0.0250  1   56.350  0.02967  266.24  266.61   -0.000   36.740   11.72
 0.11375D+13 0.76848D-09 0.10000D+15   0.0250  1   54.418  0.02909  266.53  266.78   -0.000   37.148   11.67
 0.11500D+13 0.80452D-09 0.10000D+15   0.0250  1   52.486  0.02852  266.82  266.94   -0.000   37.556   11.62
 0.11625D+13 0.84329D-09 0.10000D+15   0.0250  1   50.554  0.02798  267.10  267.08   -0.000   37.964   11.57
 0.11750D+13 0.88511D-09 0.10000D+15   0.0250  1   48.622  0.02746  267.37  267.22   -0.000   38.373   11.52
 0.11875D+13 0.92420D-09 0.10000D+15   0.0250  1   47.012  0.02704  267.60  267.35   -0.000   38.781   11.47
 0.12000D+13 0.97274D-09 0.10000D+15   0.0250  1   45.080  0.02655  267.86  267.46    0.000   39.189   11.42
 0.12125D+13 0.10256D-08 0.10000D+15   0.0250  1   43.148  0.02607  268.13  267.56    0.000   39.597   11.38
 0.12250D+13 0.10752D-08 0.10000D+15   0.0250  1   41.538  0.02569  268.34  267.65   -0.000   40.006   11.33
 0.12375D+13 0.11288D-08 0.10000D+15   0.0250  1   39.928  0.02531  268.56  267.73    0.000   40.414   11.29
 0.12500D+13 0.11869D-08 0.10000D+15   0.0250  1   38.318  0.02495  268.77  267.80   -0.000   40.822   11.25
 0.12625D+13 0.12500D-08 0.10000D+15   0.0250  1   36.507  0.02455  269.00  269.44   -0.000   41.230   10.47
 0.12750D+13 0.13189D-08 0.10000D+15   0.0250  1   34.834  0.02420  269.21  270.07    0.000   41.638   10.24
 0.12875D+13 0.13945D-08 0.10000D+15   0.0250  1   33.222  0.02386  269.42  270.21    0.000   42.047   10.16
 0.13000D+13 0.14631D-08 0.10000D+15   0.0250  1   31.902  0.02359  269.58  270.62    0.000   42.455   10.01
 0.13125D+13 0.15374D-08 0.10000D+15   0.0250  1   30.599  0.02333  269.74  270.88    0.000   42.863    9.89
 0.13250D+13 0.16182D-08 0.10000D+15   0.0250  1   29.305  0.02308  269.90  271.05    0.000   43.271    9.81
 0.13375D+13 0.17063D-08 0.10000D+15   0.0250  1   28.017  0.02284  270.06  271.16    0.000   43.680    9.73
 0.13500D+13 0.18028D-08 0.10000D+15   0.0250  1   26.733  0.02260  270.21  271.23   -0.000   44.088    9.67
 0.13625D+13 0.19089D-08 0.10000D+15   0.0250  1   25.451  0.02236  270.36  271.26   -0.000   44.496    9.61
 0.13750D+13 0.20002D-08 0.10000D+15   0.0250  1   24.474  0.02218  270.48  271.47   -0.000   44.904    9.51
 0.13875D+13 0.21272D-08 0.10000D+15   0.0250  1   23.197  0.02196  270.63  271.43    0.000   45.312    9.46
 0.14000D+13 0.22370D-08 0.10000D+15   0.0250  1   22.226  0.02179  270.74  271.56    0.000   45.721    9.38
 0.14125D+13 0.23565D-08 0.10000D+15   0.0250  1   21.258  0.02162  270.85  271.66   -0.000   46.129    9.31
 0.14250D+13 0.24873D-08 0.10000D+15   0.0250  1   20.292  0.02146  270.96  271.72    0.000   46.537    9.24
 0.14375D+13 0.26308D-08 0.10000D+15   0.0250  0   19.337  0.02130  271.07  271.64    0.000   46.945    9.71
 0.14500D+13 0.27425D-08 0.10000D+15   0.0250  0   18.719  0.02120  271.14  267.90    0.000   47.354   18.72
 0.14625D+13 0.28133D-08 0.10000D+15   0.0250  0   18.563  0.02117  271.16  267.97    0.000   47.762   18.56
 0.14750D+13 0.28373D-08 0.10000D+15   0.0250  0   18.407  0.02114  271.18  268.04    0.000   48.170   18.41
 0.14875D+13 0.29110D-08 0.10000D+15   0.0250  0   18.256  0.02112  271.20  268.11    0.000   48.578   18.26
 0.15000D+13 0.29354D-08 0.10000D+15   0.0250  0   18.106  0.02109  271.21  268.18    0.000   48.986   18.11
