R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
  time_Gyr   Prad    Ptidal    Fcore     Pint     Hint     conv melt P(MPa)   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid   T_core
 0.10000D-01   1.0375   0.1089    0.824   0.9798 0.69784D-08  0  0    6.02    5.000  0.01145  272.75  267.91   74.051  105.575    5.00   274.55
 0.12270D-01   1.0362   0.1107    1.484   0.9967 0.35077D-08  0  0   12.23   10.152  0.01188  272.23  268.64   27.983   60.169   10.15   276.36
 0.14540D-01   1.0349   0.1125    1.902   1.0126 0.24504D-08  0  0   17.85   14.809  0.01230  271.75  268.97   13.698   46.509   14.81   278.17
 0.16810D-01   1.0336   0.1142    2.157   1.0275 0.20996D-08  1  0   20.80   17.569  0.01257  271.47  269.14    9.679   43.018   10.02   279.97
 0.19080D-01   1.0324   0.1157    2.383   1.0411 0.18899D-08  1  0   23.51   19.805  0.01279  271.23  269.25    8.696   42.477   10.12   281.78
 0.21350D-01   1.0311   0.1170    2.588   1.0533 0.17426D-08  1  0   25.89   21.758  0.01298  271.02  269.34    7.897   42.076   10.19   283.59
 0.23620D-01   1.0298   0.1182    2.773   1.0639 0.16343D-08  1  0   27.96   23.458  0.01316  270.84  269.41    7.241   41.769   10.25   285.39
 0.25890D-01   1.0285   0.1192    2.941   1.0727 0.15518D-08  1  0   29.77   24.936  0.01332  270.68  269.46    6.703   41.524   10.29   287.20
 0.28160D-01   1.0273   0.1200    3.096   1.0798 0.14866D-08  1  0   31.34   26.221  0.01346  270.54  269.50    6.266   41.320   10.32   289.00
 0.30430D-01   1.0260   0.1205    3.241   1.0849 0.14334D-08  1  0   32.72   27.343  0.01358  270.41  269.51    5.918   41.141   10.35   290.81
 0.32700D-01   1.0247   0.1209    3.377   1.0879 0.13884D-08  1  0   33.92   28.326  0.01369  270.30  269.52    5.649   40.976   10.38   292.61
 0.34970D-01   1.0234   0.1210    3.505   1.0890 0.13491D-08  1  0   34.99   29.196  0.01379  270.21  269.50    5.453   40.815   10.41   294.41
 0.37240D-01   1.0222   0.1209    3.627   1.0880 0.13135D-08  1  0   35.94   29.975  0.01388  270.12  269.48    5.324   40.653   10.44   296.21
 0.39510D-01   1.0209   0.1206    3.745   1.0850 0.12801D-08  1  0   36.80   30.685  0.01396  270.04  269.43    5.254   40.482   10.47   298.01
 0.41780D-01   1.0196   0.1200    3.857   1.0799 0.12479D-08  1  0   37.60   31.343  0.01404  269.97  269.37    5.240   40.299   10.51   299.80
 0.44050D-01   1.0184   0.1192    3.966   1.0730 0.12161D-08  1  0   38.35   31.970  0.01412  269.89  269.30    5.275   40.101   10.55   301.59
 0.46320D-01   1.0171   0.1182    4.072   1.0641 0.11840D-08  1  0   39.08   32.579  0.01419  269.83  269.21    5.355   39.886   10.60   303.38
 0.48590D-01   1.0159   0.1171    4.176   1.0536 0.11512D-08  1  0   39.81   33.187  0.01426  269.76  269.10    5.474   39.651   10.66   305.16
 0.50860D-01   1.0146   0.1157    4.277   1.0415 0.11176D-08  1  0   40.55   33.807  0.01434  269.69  268.98    5.627   39.397   10.72   306.94
 0.53130D-01   1.0134   0.1142    4.376   1.0279 0.10829D-08  1  0   41.31   34.448  0.01442  269.61  268.85    5.808   39.122   10.78   308.72
 0.55400D-01   1.0121   0.1126    4.473   1.0130 0.10472D-08  1  0   42.11   35.122  0.01450  269.53  268.70    6.013   38.828   10.85   310.49
 0.57670D-01   1.0109   0.1108    4.569   0.9971 0.10107D-08  1  0   42.96   35.837  0.01459  269.45  268.53    6.236   38.515   10.93   312.25
 0.59940D-01   1.0096   0.1089    4.663   0.9802 0.97340D-09  1  0   43.86   36.599  0.01469  269.36  268.36    6.473   38.186   11.02   314.01
 0.62210D-01   1.0084   0.1070    4.755   0.9627 0.93569D-09  1  0   44.83   37.412  0.01480  269.27  268.17    6.719   37.840   11.10   315.77
 0.64480D-01   1.0071   0.1050    4.847   0.9447 0.89783D-09  1  0   45.87   38.281  0.01491  269.17  267.97    6.969   37.482   11.20   317.52
 0.66750D-01   1.0059   0.1029    4.937   0.9264 0.86014D-09  1  0   46.97   39.207  0.01503  269.06  267.77    7.219   37.113   11.29   319.26
 0.69020D-01   1.0046   0.1009    5.026   0.9079 0.82293D-09  1  0   48.15   40.190  0.01517  268.94  267.55    7.465   36.736   11.40   321.00
 0.71290D-01   1.0034   0.0988    5.114   0.8896 0.78651D-09  1  0   49.39   41.230  0.01531  268.82  267.33    7.703   36.354   11.50   322.74
 0.73560D-01   1.0021   0.0968    5.201   0.8716 0.75117D-09  1  0   50.70   42.325  0.01547  268.69  267.11    7.931   35.970   11.60   324.47
 0.75830D-01   1.0009   0.0949    5.286   0.8540 0.71717D-09  1  0   52.07   43.472  0.01563  268.55  266.88    8.144   35.588   11.71   326.19
 0.78100D-01   0.9997   0.0930    5.370   0.8371 0.68472D-09  1  0   53.50   44.665  0.01580  268.40  266.65    8.340   35.209   11.82   327.91
 0.80370D-01   0.9984   0.0912    5.453   0.8210 0.65401D-09  1  0   54.98   45.899  0.01599  268.25  266.41    8.518   34.837   11.92   329.63
 0.82640D-01   0.9972   0.0895    5.534   0.8059 0.62517D-09  1  0   56.50   47.169  0.01618  268.10  266.19    8.674   34.475   12.03   331.34
 0.84910D-01   0.9960   0.0880    5.614   0.7918 0.59830D-09  1  0   58.06   48.467  0.01639  267.94  265.96    8.806   34.126   12.13   333.04
 0.87180D-01   0.9947   0.0865    5.692   0.7789 0.57348D-09  1  0   59.64   49.785  0.01660  267.77  265.74    8.914   33.793   12.22   334.74
 0.89450D-01   0.9935   0.0853    5.769   0.7674 0.55073D-09  1  0   61.24   51.116  0.01681  267.60  265.53    8.996   33.477   12.32   336.44
 0.91720D-01   0.9923   0.0841    5.843   0.7572 0.53007D-09  1  0   62.85   52.450  0.01704  267.43  265.33    9.050   33.181   12.40   338.14
 0.93990D-01   0.9911   0.0832    5.916   0.7485 0.51148D-09  1  0   64.45   53.779  0.01727  267.26  265.14    9.077   32.907   12.48   339.83
 0.96260D-01   0.9898   0.0824    5.987   0.7414 0.49493D-09  1  0   66.03   55.094  0.01750  267.09  264.96    9.075   32.656   12.55   341.51
 0.98530D-01   0.9886   0.0818    6.056   0.7358 0.48037D-09  1  0   67.59   56.384  0.01773  266.92  264.80    9.044   32.432   12.62   343.20
 0.10080D+00   0.9874   0.0813    6.123   0.7319 0.46777D-09  1  0   69.10   57.642  0.01796  266.75  264.66    8.984   32.234   12.67   344.88
 0.10307D+00   0.9862   0.0811    6.188   0.7296 0.45705D-09  1  0   70.57   58.858  0.01819  266.59  264.53    8.895   32.065   12.72   346.56
 0.10534D+00   0.9850   0.0810    6.250   0.7290 0.44816D-09  1  0   71.98   60.022  0.01842  266.43  264.42    8.778   31.924   12.75   348.24
 0.10761D+00   0.9838   0.0811    6.310   0.7301 0.44104D-09  1  0   73.32   61.126  0.01864  266.28  264.34    8.633   31.814   12.77   349.91
