R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       etaref      pCLA conv P(MPa)   zbot     %vol    Tbot     Tm      TH2O      Fbot     Ftop     dlid   T_core
 0.00000D+00 0.32000D+15   0.0300  1  146.75  123.593  0.10732  243.65  233.16  259.17    7.485    6.347   48.68  1501.55
 0.12500D+11 0.32000D+15   0.0300  1  146.41  123.209  0.10616  243.97  234.07  259.23    7.475    6.750   49.97  1501.54
 0.25000D+11 0.32000D+15   0.0300  1  145.39  122.269  0.10342  244.71  235.33  259.36    7.462    7.155   47.41  1501.62
 0.37500D+11 0.32000D+15   0.0300  1  144.30  121.292  0.10071  245.44  236.54  259.50    7.449    7.561   45.12  1501.70
 0.50000D+11 0.32000D+15   0.0300  1  143.17  120.278  0.09804  246.17  237.69  259.64    7.435    7.966   43.07  1501.78
 0.62500D+11 0.32000D+15   0.0300  1  141.98  119.225  0.09541  246.88  238.80  259.78    7.421    8.372   41.21  1501.86
 0.75000D+11 0.32000D+15   0.0300  1  140.74  118.134  0.09282  247.59  239.88  259.93    7.408    8.778   39.53  1501.94
 0.87500D+11 0.32000D+15   0.0300  1  139.45  117.003  0.09029  248.28  240.91  260.09    7.393    9.184   37.99  1502.01
 0.10000D+12 0.32000D+15   0.0300  1  138.10  115.831  0.08779  248.97  241.91  260.25    7.379    9.590   36.57  1502.09
 0.11250D+12 0.32000D+15   0.0300  1  136.70  114.618  0.08535  249.64  242.88  260.41    7.364    9.997   35.28  1502.16
 0.12500D+12 0.32000D+15   0.0300  1  135.24  113.360  0.08295  250.31  243.82  260.58    7.350   10.403   34.08  1502.24
 0.13750D+12 0.32000D+15   0.0300  1  133.72  112.058  0.08060  250.97  244.73  260.76    7.334   10.810   32.97  1502.31
 0.15000D+12 0.32000D+15   0.0300  1  132.14  110.710  0.07831  251.61  245.62  260.94    7.319   11.216   31.94  1502.38
