R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
  time_Gyr   Prad    Ptidal    Fcore     Pint     Hint     conv melt P(MPa)   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid   T_core
 0.41633D+00   0.8336   0.0000    9.880   0.8428 0.26152D-09  1  0  149.42  123.975  0.05321  252.94  253.85    3.776   30.722   11.66   536.59
 0.41860D+00   0.8326   0.0000    9.705   0.9382 0.29469D-09  1  0  147.46  122.350  0.05087  253.58  255.27    2.157   32.471   11.09   537.90
 0.42087D+00   0.8316   0.0000    9.531   1.0394 0.33160D-09  1  0  144.99  120.302  0.04819  254.33  256.77    0.499   34.370   10.54   539.21
 0.42314D+00   0.8306   0.0000    9.362   1.1454 0.37251D-09  1  0  141.99  117.814  0.04529  255.18  260.18    0.000   37.406    9.29   540.52
 0.42541D+00   0.8296   0.0000    9.223   1.2549 0.41725D-09  1  0  138.63  115.025  0.04241  256.05  262.17    0.000   40.981    8.70   541.82
 0.42768D+00   0.8286   0.0000    9.143   1.3664 0.46467D-09  1  0  135.30  112.267  0.03990  256.84  264.07    0.000   44.625    8.18   543.13
 0.42995D+00   0.8276   0.0000    9.087   1.4785 0.51443D-09  1  0  132.00  109.526  0.03767  257.57  265.86    0.000   48.284    7.72   544.43
 0.43222D+00   0.8266   0.0000    9.046   1.5893 0.56610D-09  1  0  128.71  106.796  0.03568  258.26  267.53    0.000   51.903    7.32   545.73
 0.43449D+00   0.8256   0.0000    9.015   1.6971 0.61920D-09  1  0  125.43  104.074  0.03389  258.90  269.08    0.000   55.422    6.98   547.03
 0.43676D+00   0.8246   0.0000    8.990   1.7999 0.67315D-09  1  0    1.28  101.355  0.03226  259.51  270.48   -0.162   58.640    6.96   548.33
 0.43903D+00   0.8236   0.0000    8.972   1.8961 0.72731D-09  1  1   99.90   98.642  0.03078  260.09  271.74   -0.982   61.059    6.72   549.62
 0.44130D+00   0.8226   0.0000    8.938   1.9837 0.78265D-09  1  1  104.30   95.719  0.02933  260.68  272.85   -1.746   63.243    6.52   550.92
 0.44357D+00   0.8217   0.0000    8.897   2.0611 0.83925D-09  1  1  103.46   92.556  0.02790  261.29  273.80   -2.443   65.147    6.37   552.21
 0.44584D+00   0.8207   0.0000    8.856   2.1268 0.89685D-09  1  1  100.96   89.174  0.02651  261.92  274.57   -3.066   66.729    6.26   553.50
 0.44811D+00   0.8197   0.0000    8.816   2.1794 0.95522D-09  1  1   97.64   85.599  0.02518  262.55  275.16   -3.602   67.957    6.18   554.79
 0.45038D+00   0.8187   0.0000    8.781   2.2180 0.10141D-08  1  1   93.82   81.857  0.02391  263.18  275.56   -4.037   68.810    6.15   556.08
 0.45265D+00   0.8177   0.0000    8.749   2.2417 0.10731D-08  1  1   89.66   77.982  0.02272  263.81  275.78   -4.354   69.278    6.14   557.37
 0.45492D+00   0.8167   0.0000    8.724   2.2500 0.11319D-08  1  1   85.25   74.013  0.02162  264.43  275.80   -4.534   69.365    6.18   558.65
 0.45719D+00   0.8158   0.0000    8.704   2.2428 0.11899D-08  1  1   80.70   69.998  0.02060  265.03  275.64   -4.558   69.085    6.24   559.94
 0.45946D+00   0.8148   0.0000    8.691   2.2202 0.12462D-08  1  1   76.07   65.989  0.01967  265.61  275.30   -4.403   68.466    6.34   561.22
 0.46173D+00   0.8138   0.0000    8.687   2.1826 0.12997D-08  1  1   71.42   62.046  0.01883  266.16  274.80   -4.052   67.542    6.46   562.50
 0.46400D+00   0.8128   0.0000    8.690   2.1309 0.13486D-08  1  1   66.81   58.235  0.01808  266.67  274.16   -3.489   66.357    6.61   563.78
 0.46627D+00   0.8119   0.0000    8.703   2.0661 0.13907D-08  1  1   62.20   54.627  0.01742  267.15  273.39   -2.701   64.959    6.79   565.06
 0.46854D+00   0.8109   0.0000    8.725   1.9895 0.14230D-08  1  1   57.20   51.294  0.01684  267.58  272.52   -1.685   63.395    6.99   566.33
 0.47081D+00   0.8099   0.0000    8.758   1.9025 0.14422D-08  1  1   45.34   48.306  0.01636  267.96  271.58   -0.447   61.713    7.21   567.61
 0.47308D+00   0.8089   0.0000    8.792   1.8070 0.14486D-08  1  0   54.95   45.598  0.01594  268.29  270.58    0.000   59.011    7.48   568.88
 0.47535D+00   0.8080   0.0000    8.815   1.7045 0.14499D-08  1  0   51.70   42.898  0.01555  268.62  270.53    0.008   55.673    7.49   570.15
 0.47762D+00   0.8070   0.0000    8.858   1.5970 0.14319D-08  1  0   48.98   40.639  0.01523  268.89  269.99    2.763   54.776    7.64   571.42
 0.47989D+00   0.8060   0.0000    8.929   1.4864 0.13802D-08  1  0   47.25   39.203  0.01503  269.06  269.39    5.416   53.689    7.81   572.69
 0.48216D+00   0.8051   0.0000    9.016   1.3743 0.12973D-08  1  0   46.38   38.551  0.01495  269.14  268.72    7.925   52.421    8.00   573.96
 0.48443D+00   0.8041   0.0000    9.111   1.2627 0.11891D-08  1  0   46.40   38.644  0.01496  269.12  268.00   10.258   50.993    8.23   575.22
 0.48670D+00   0.8032   0.0000    9.215   1.1530 0.10645D-08  1  0   47.30   39.436  0.01507  269.03  267.23   12.392   49.429    8.48   576.49
 0.48897D+00   0.8022   0.0000    9.323   1.0467 0.93313D-09  1  0   49.00   40.881  0.01526  268.86  266.41   14.317   47.761    8.76   577.75
 0.49124D+00   0.8012   0.0000    9.436   0.9452 0.80355D-09  1  0   51.43   42.922  0.01555  268.62  265.55   16.029   46.026    9.06   579.01
 0.49351D+00   0.8003   0.0000    9.553   0.8493 0.68223D-09  1  0   54.51   45.503  0.01593  268.30  264.64   17.531   44.259    9.39   580.27
 0.49578D+00   0.7993   0.0000    9.671   0.7599 0.57319D-09  1  0   58.17   48.558  0.01640  267.92  263.69   18.829   42.494    9.74   581.53
 0.49805D+00   0.7984   0.0000    9.790   0.6778 0.47825D-09  1  0   62.32   52.020  0.01696  267.49  262.72   19.931   40.759   10.10   582.79
 0.50032D+00   0.7974   0.0000    9.910   0.6031 0.39759D-09  1  0   66.88   55.821  0.01763  266.99  261.71   20.846   39.079   10.48   584.04
 0.50259D+00   0.7965   0.0000   10.029   0.5362 0.33034D-09  1  0   71.76   59.891  0.01840  266.45  260.69   21.584   37.471   10.86   585.29
 0.50486D+00   0.7955   0.0000   10.147   0.4771 0.27510D-09  1  0   76.89   64.161  0.01927  265.87  259.67   22.152   35.949   11.25   586.55
 0.50713D+00   0.7946   0.0000   10.264   0.4256 0.23029D-09  1  0   82.18   68.569  0.02026  265.24  258.64   22.563   34.522   11.64   587.80
 0.50940D+00   0.7936   0.0000   10.378   0.3815 0.19431D-09  1  0   87.56   73.051  0.02137  264.57  257.63   22.824   33.195   12.02   589.05
 0.51167D+00   0.7927   0.0000   10.489   0.3444 0.16573D-09  1  0   92.97   77.552  0.02260  263.88  256.64   22.946   31.969   12.39   590.29
 0.51394D+00   0.7917   0.0000   10.598   0.3140 0.14328D-09  1  0   98.34   82.021  0.02397  263.16  255.68   22.937   30.844   12.75   591.54
 0.51621D+00   0.7908   0.0000   10.703   0.2899 0.12592D-09  1  0  103.62   86.411  0.02547  262.41  254.76   22.806   29.818   13.09   592.78
 0.51848D+00   0.7898   0.0000   10.805   0.2717 0.11279D-09  1  0  108.75   90.681  0.02711  261.64  253.87   22.561   28.889   13.40   594.03
 0.52075D+00   0.7889   0.0000   10.903   0.2592 0.10318D-09  1  0  113.69   94.793  0.02890  260.86  253.04   22.207   28.055   13.70   595.27
 0.52302D+00   0.7879   0.0000   10.996   0.2520 0.96590D-10  1  0  118.41   98.714  0.03082  260.07  252.27   21.750   27.315   13.96   596.51
 0.52529D+00   0.7870   0.0000   11.083   0.2500 0.92609D-10  1  0  122.86  102.414  0.03288  259.28  251.56   21.193   26.669   14.19   597.75
 0.52756D+00   0.7861   0.0000   11.165   0.2533 0.90964D-10  1  0  127.01  105.867  0.03505  258.48  250.93   20.539   26.120   14.38   598.98
 0.52983D+00   0.7851   0.0000   11.237   0.2618 0.91475D-10  1  0  130.85  109.049  0.03731  257.69  250.38   19.790   25.672   14.53   600.22
 0.53210D+00   0.7842   0.0000   11.300   0.2758 0.94046D-10  1  0  134.33  111.936  0.03962  256.93  249.94   18.947   25.334   14.62   601.45
 0.53437D+00   0.7833   0.0000   11.350   0.2955 0.98650D-10  1  0  137.44  114.511  0.04192  256.20  249.61   18.011   25.114   14.66   602.69
 0.53664D+00   0.7823   0.0000   11.384   0.3211 0.10532D-09  1  0  140.15  116.755  0.04415  255.52  249.42   16.985   25.027   14.62   603.92
 0.53891D+00   0.7814   0.0000   11.398   0.3532 0.11412D-09  1  0  142.45  118.652  0.04623  254.90  249.38   15.871   25.085   14.51   605.15
 0.54118D+00   0.7805   0.0000   11.391   0.3920 0.12518D-09  1  0  144.33  120.189  0.04805  254.37  249.50   14.673   25.304   14.32   606.38
 0.54345D+00   0.7795   0.0000   11.358   0.4380 0.13862D-09  1  0  145.77  121.356  0.04954  253.95  249.79   13.395   25.699   14.05   607.60
 0.54572D+00   0.7786   0.0000   11.298   0.4915 0.15461D-09  1  0  146.76  122.142  0.05058  253.66  250.27   12.042   26.282   13.71   608.83
 0.54799D+00   0.7777   0.0000   11.212   0.5526 0.17332D-09  1  0  147.30  122.539  0.05113  253.51  250.93   10.619   27.063   13.29   610.05
 0.55026D+00   0.7767   0.0000   11.101   0.6215 0.19493D-09  1  0  147.39  122.538  0.05113  253.51  251.77    9.130   28.048   12.83   611.27
 0.55253D+00   0.7758   0.0000   10.969   0.6981 0.21962D-09  1  0  147.01  122.132  0.05057  253.66  252.78    7.580   29.237   12.32   612.50
 0.55480D+00   0.7749   0.0000   10.820   0.7821 0.24760D-09  1  0  146.19  121.309  0.04947  253.97  253.92    5.973   30.623   11.79   613.71
 0.55707D+00   0.7740   0.0000   10.659   0.8732 0.27908D-09  1  0  144.69  120.059  0.04789  254.42  255.19    4.315   32.193   11.26   614.93
 0.55934D+00   0.7731   0.0000   10.492   0.9706 0.31431D-09  1  0  142.66  118.368  0.04591  254.99  256.56    2.614   33.930   10.74   616.15
 0.56161D+00   0.7721   0.0000   10.325   1.0735 0.35354D-09  1  0  140.07  116.223  0.04361  255.68  257.99    0.880   35.811   10.23   617.36
 0.56388D+00   0.7712   0.0000   10.160   1.1808 0.39713D-09  1  0  136.92  113.611  0.04109  256.46  261.26    0.000   38.561    9.08   618.58
 0.56615D+00   0.7703   0.0000   10.012   1.2911 0.44517D-09  1  0  133.30  110.601  0.03852  257.29  263.19    0.000   42.164    8.53   619.79
 0.56842D+00   0.7694   0.0000    9.921   1.4030 0.49629D-09  1  0  129.67  107.595  0.03624  258.06  265.01    0.000   45.818    8.04   621.00
 0.57069D+00   0.7685   0.0000    9.857   1.5148 0.55007D-09  1  0  126.08  104.610  0.03423  258.78  266.73    0.000   49.471    7.62   622.21
 0.57296D+00   0.7676   0.0000    9.808   1.6249 0.60609D-09  1  0  122.49  101.638  0.03243  259.45  268.33    0.000   53.064    7.25   623.42
 0.57523D+00   0.7666   0.0000    9.769   1.7312 0.66387D-09  1  0  118.92   98.676  0.03080  260.08  269.79    0.000   56.538    6.93   624.63
 0.57750D+00   0.7657   0.0000    9.738   1.8321 0.72285D-09  1  0   10.43   95.719  0.02933  260.68  271.11   -0.174   59.679    6.91   625.83
 0.57977D+00   0.7648   0.0000    9.712   1.9256 0.78240D-09  1  1   94.90   92.771  0.02799  261.25  272.28   -1.042   61.965    6.69   627.03
 0.58204D+00   0.7639   0.0000    9.672   2.0101 0.84383D-09  1  1   98.18   89.604  0.02668  261.84  273.30   -1.850   64.001    6.52   628.24
 0.58431D+00   0.7630   0.0000    9.625   2.0838 0.90746D-09  1  1   96.73   86.185  0.02539  262.45  274.15   -2.589   65.742    6.38   629.44
 0.58658D+00   0.7621   0.0000    9.578   2.1454 0.97325D-09  1  1   93.77   82.537  0.02413  263.07  274.81   -3.247   67.151    6.29   630.64
 0.58885D+00   0.7612   0.0000    9.534   2.1936 0.10412D-08  1  1   90.04   78.687  0.02293  263.70  275.30   -3.810   68.201    6.23   631.84
 0.59112D+00   0.7603   0.0000    9.492   2.2274 0.11112D-08  1  1   85.83   74.668  0.02179  264.33  275.59   -4.262   68.877    6.21   633.03
 0.59339D+00   0.7594   0.0000    9.456   2.2461 0.11833D-08  1  1   81.30   70.517  0.02073  264.95  275.68   -4.582   69.175    6.23   634.23
 0.59566D+00   0.7585   0.0000    9.425   2.2493 0.12573D-08  1  1   76.56   66.282  0.01973  265.57  275.59   -4.748   69.105    6.27   635.42
 0.59793D+00   0.7576   0.0000    9.401   2.2371 0.13328D-08  1  1   71.70   62.015  0.01882  266.16  275.31   -4.737   68.689    6.35   636.61
 0.60020D+00   0.7567   0.0000    9.385   2.2095 0.14090D-08  1  1   66.81   57.778  0.01799  266.74  274.86   -4.527   67.960    6.46   637.80
 0.60247D+00   0.7558   0.0000    9.377   2.1673 0.14847D-08  1  1   61.97   53.639  0.01724  267.28  274.26   -4.094   66.960    6.60   638.99
 0.60474D+00   0.7549   0.0000    9.378   2.1112 0.15577D-08  1  1   57.23   49.675  0.01658  267.78  273.52   -3.422   65.738    6.76   640.18
 0.60701D+00   0.7540   0.0000    9.390   2.0424 0.16247D-08  1  1   52.61   45.962  0.01600  268.25  272.67   -2.500   64.344    6.94   641.37
 0.60928D+00   0.7531   0.0000    9.411   1.9622 0.16812D-08  1  1   47.65   42.580  0.01550  268.66  271.75   -1.324   62.828    7.14   642.55
 0.61155D+00   0.7522   0.0000    9.440   1.8722 0.17240D-08  1  0   47.66   39.544  0.01508  269.02  270.77    0.000   61.143    7.41   643.74
 0.61382D+00   0.7513   0.0000    9.463   1.7742 0.17589D-08  1  0   44.18   36.660  0.01470  269.36  269.74    0.000   57.942    7.68   644.92
 0.61609D+00   0.7504   0.0000    9.504   1.6699 0.17685D-08  1  0   41.30   34.266  0.01440  269.63  270.65    2.575   56.999    7.40   646.10
 0.61836D+00   0.7496   0.0000    9.570   1.5612 0.17318D-08  1  0   39.39   32.679  0.01420  269.81  270.07    5.269   56.036    7.55   647.28
 0.62063D+00   0.7487   0.0000    9.649   1.4499 0.16485D-08  1  0   38.31   31.867  0.01410  269.91  269.44    7.827   54.861    7.72   648.46
 0.62290D+00   0.7478   0.0000    9.737   1.3378 0.15247D-08  1  0   38.14   31.790  0.01409  269.91  268.77   10.208   53.487    7.92   649.64
 0.62517D+00   0.7469   0.0000    9.832   1.2266 0.13720D-08  1  0   38.83   32.405  0.01417  269.85  268.05   12.389   51.939    8.14   650.81
 0.62744D+00   0.7460   0.0000    9.932   1.1179 0.12044D-08  1  0   40.31   33.669  0.01432  269.70  267.28   14.356   50.252    8.40   651.99
 0.62971D+00   0.7451   0.0000   10.036   1.0131 0.10353D-08  1  0   42.54   35.536  0.01456  269.49  266.48   16.107   48.466    8.69   653.16
 0.63198D+00   0.7442   0.0000   10.143   0.9132 0.87520D-09  1  0   45.43   37.955  0.01487  269.21  265.63   17.648   46.624    9.01   654.33
 0.63425D+00   0.7434   0.0000   10.252   0.8194 0.73068D-09  1  0   48.91   40.868  0.01526  268.86  264.74   18.987   44.766    9.34   655.50
 0.63652D+00   0.7425   0.0000   10.364   0.7323 0.60494D-09  1  0   52.92   44.214  0.01574  268.46  263.81   20.135   42.927    9.70   656.67
 0.63879D+00   0.7416   0.0000   10.475   0.6526 0.49848D-09  1  0   57.38   47.928  0.01630  268.00  262.85   21.100   41.136   10.07   657.84
 0.64106D+00   0.7407   0.0000   10.587   0.5805 0.41018D-09  1  0   62.20   51.944  0.01695  267.50  261.87   21.893   39.417   10.45   659.00
 0.64333D+00   0.7399   0.0000   10.698   0.5161 0.33804D-09  1  0   67.30   56.194  0.01770  266.95  260.87   22.523   37.785   10.83   660.17
 0.64560D+00   0.7390   0.0000   10.807   0.4595 0.27980D-09  1  0   72.61   60.615  0.01854  266.35  259.87   22.999   36.252   11.22   661.33
 0.64787D+00   0.7381   0.0000   10.914   0.4104 0.23323D-09  1  0   78.05   65.145  0.01948  265.73  258.88   23.328   34.824   11.60   662.49
 0.65014D+00   0.7372   0.0000   11.019   0.3686 0.19630D-09  1  0   83.56   69.726  0.02053  265.07  257.90   23.521   33.504   11.97   663.65
 0.65241D+00   0.7364   0.0000   11.121   0.3338 0.16728D-09  1  0   89.06   74.307  0.02170  264.38  256.94   23.585   32.293   12.33   664.81
 0.65468D+00   0.7355   0.0000   11.219   0.3055 0.14472D-09  1  0   94.51   78.838  0.02298  263.67  256.02   23.529   31.188   12.67   665.97
 0.65695D+00   0.7346   0.0000   11.315   0.2833 0.12744D-09  1  0   99.84   83.278  0.02438  262.95  255.13   23.360   30.187   13.00   667.12
 0.65922D+00   0.7338   0.0000   11.406   0.2670 0.11452D-09  1  0  105.02   87.587  0.02590  262.20  254.29   23.086   29.287   13.30   668.28
 0.66149D+00   0.7329   0.0000   11.493   0.2562 0.10522D-09  1  0  110.01   91.731  0.02755  261.45  253.51   22.710   28.487   13.57   669.43
 0.66376D+00   0.7320   0.0000   11.575   0.2508 0.98981D-10  1  0  114.76   95.679  0.02931  260.69  252.78   22.237   27.784   13.81   670.58
 0.66603D+00   0.7312   0.0000   11.651   0.2505 0.95413D-10  1  0  119.24   99.404  0.03119  259.93  252.12   21.670   27.180   14.01   671.73
 0.66830D+00   0.7303   0.0000   11.721   0.2555 0.94232D-10  1  0  123.42  102.881  0.03316  259.17  251.55   21.009   26.675   14.18   672.88
 0.67057D+00   0.7294   0.0000   11.783   0.2658 0.95261D-10  1  0  127.28  106.085  0.03520  258.43  251.06   20.256   26.277   14.29   674.03
 0.67284D+00   0.7286   0.0000   11.835   0.2816 0.98412D-10  1  0  130.79  108.997  0.03727  257.71  250.67   19.411   25.990   14.36   675.18
 0.67511D+00   0.7277   0.0000   11.874   0.3032 0.10366D-09  1  0  133.93  111.595  0.03933  257.02  250.40   18.473   25.826   14.36   676.32
 0.67738D+00   0.7269   0.0000   11.898   0.3309 0.11105D-09  1  0  136.68  113.863  0.04132  256.39  250.27   17.442   25.795   14.29   677.47
 0.67965D+00   0.7260   0.0000   11.905   0.3651 0.12066D-09  1  0  139.01  115.783  0.04316  255.82  250.28   16.319   25.911   14.16   678.61
 0.68192D+00   0.7252   0.0000   11.891   0.4062 0.13261D-09  1  0  140.91  117.339  0.04477  255.33  250.44   15.106   26.187   13.95   679.75
 0.68419D+00   0.7243   0.0000   11.854   0.4546 0.14704D-09  1  0  142.37  118.518  0.04608  254.94  250.78   13.807   26.637   13.67   680.89
 0.68646D+00   0.7235   0.0000   11.793   0.5105 0.16412D-09  1  0  143.36  119.308  0.04699  254.68  251.29   12.426   27.272   13.32   682.03
 0.68873D+00   0.7226   0.0000   11.707   0.5742 0.18403D-09  1  0  143.89  119.697  0.04745  254.54  251.97   10.966   28.100   12.92   683.17
 0.69100D+00   0.7217   0.0000   11.599   0.6456 0.20696D-09  1  0  143.94  119.673  0.04743  254.55  252.82    9.434   29.126   12.46   684.30
 0.69327D+00   0.7209   0.0000   11.470   0.7247 0.23310D-09  1  0  143.51  119.225  0.04689  254.71  253.82    7.835   30.349   11.97   685.44
 0.69554D+00   0.7201   0.0000   11.325   0.8111 0.26269D-09  1  0  142.62  118.342  0.04588  255.00  254.96    6.176   31.762   11.47   686.57
 0.69781D+00   0.7192   0.0000   11.169   0.9043 0.29596D-09  1  0  141.02  117.011  0.04442  255.43  256.21    4.464   33.352   10.96   687.70
 0.70008D+00   0.7184   0.0000   11.007   1.0036 0.33318D-09  1  0  138.86  115.219  0.04260  255.99  257.56    2.711   35.101   10.47   688.83
 0.70235D+00   0.7175   0.0000   10.843   1.1080 0.37468D-09  1  0  136.13  112.953  0.04050  256.65  258.96    0.929   36.985    9.99   689.96
 0.70462D+00   0.7167   0.0000   10.682   1.2165 0.42085D-09  1  0  132.81  110.201  0.03820  257.40  262.17    0.000   39.727    8.89   691.09
 0.70689D+00   0.7158   0.0000   10.535   1.3275 0.47187D-09  1  0  129.00  107.033  0.03585  258.20  264.04    0.000   43.352    8.38   692.22
 0.70916D+00   0.7150   0.0000   10.442   1.4395 0.52624D-09  1  0  125.17  103.862  0.03376  258.95  265.80    0.000   47.012    7.92   693.34
 0.71143D+00   0.7141   0.0000   10.374   1.5510 0.58350D-09  1  0  121.38  100.712  0.03190  259.65  267.46    0.000   50.652    7.52   694.47
 0.71370D+00   0.7133   0.0000   10.322   1.6600 0.64328D-09  1  0  117.60   97.576  0.03024  260.31  268.98    0.000   54.212    7.18   695.59
 0.71597D+00   0.7125   0.0000   10.279   1.7648 0.70507D-09  1  0  113.83   94.450  0.02874  260.93  270.38    0.000   57.635    6.88   696.71
