R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       etaref      pCLA conv P(MPa)   zbot     %vol    Tbot     Tm      TH2O      Fbot     Ftop     dlid   T_core
 0.00000D+00 0.32000D+15   0.0000  1  192.64  161.000  0.00000  253.41  241.68  253.41   13.214   10.629   31.15  1502.17
 0.12500D+11 0.32000D+15   0.0000  1  192.71  161.000  0.00000  253.41  242.12  253.41   13.354   11.150   31.38  1502.16
 0.25000D+11 0.32000D+15   0.0000  1  192.74  161.000  0.00000  253.41  242.55  253.41   13.118   11.368   30.78  1502.17
 0.37500D+11 0.32000D+15   0.0000  1  192.76  161.000  0.00000  253.41  242.97  253.41   12.879   11.584   30.21  1502.17
 0.50000D+11 0.32000D+15   0.0000  1  192.79  161.000  0.00000  253.41  243.37  253.41   12.636   11.797   29.66  1502.17
 0.62500D+11 0.32000D+15   0.0000  1  192.82  161.000  0.00000  253.41  243.77  253.41   12.392   12.008   29.14  1502.17
 0.75000D+11 0.32000D+15   0.0000  1  192.84  161.000  0.00000  253.41  244.15  253.41   12.144   12.218   28.64  1502.17
 0.87500D+11 0.32000D+15   0.0000  1  192.86  161.000  0.00000  253.41  244.53  253.41   11.894   12.425   28.16  1502.17
 0.10000D+12 0.32000D+15   0.0000  1  192.89  161.000  0.00000  253.41  244.89  253.41   11.642   12.630   27.71  1502.18
 0.11250D+12 0.32000D+15   0.0000  1  192.91  161.000  0.00000  253.41  245.25  253.41   11.388   12.834   27.27  1502.20
 0.12500D+12 0.32000D+15   0.0000  1  192.94  161.000  0.00000  253.41  245.61  253.41   11.132   13.036   26.84  1502.24
 0.13750D+12 0.32000D+15   0.0000  1  192.96  161.000  0.00000  253.41  245.95  253.41   10.874   13.237   26.44  1502.29
 0.15000D+12 0.32000D+15   0.0000  1  192.98  161.000  0.00000  253.41  246.29  253.41   10.613   13.436   26.05  1502.35
 0.16250D+12 0.32000D+15   0.0000  1  193.01  161.000  0.00000  253.41  246.62  253.41   10.352   13.633   25.67  1502.41
 0.17500D+12 0.32000D+15   0.0000  1  193.03  161.000  0.00000  253.41  246.95  253.41   10.088   13.829   25.30  1502.48
 0.18750D+12 0.32000D+15   0.0000  1  193.06  161.000  0.00000  253.41  247.26  253.41    9.823   14.024   24.95  1502.54
 0.20000D+12 0.32000D+15   0.0000  1  193.08  161.000  0.00000  253.41  247.58  253.41    9.556   14.218   24.61  1502.62
 0.21250D+12 0.32000D+15   0.0000  1  193.10  161.000  0.00000  253.41  247.89  253.41    9.288   14.410   24.28  1502.69
 0.22500D+12 0.32000D+15   0.0000  1  193.13  161.000  0.00000  253.41  248.19  253.41    9.018   14.601   23.97  1502.76
 0.23750D+12 0.32000D+15   0.0000  1  193.15  161.000  0.00000  253.41  248.49  253.41    8.747   14.792   23.66  1502.84
 0.25000D+12 0.32000D+15   0.0000  1  193.18  161.000  0.00000  253.41  248.78  253.41    8.474   14.981   23.36  1502.92
 0.26250D+12 0.32000D+15   0.0000  1  193.21  161.000  0.00000  253.41  249.07  253.41    8.200   15.169   23.07  1503.01
 0.27500D+12 0.32000D+15   0.0000  1  190.22  158.501  0.00000  253.83  249.71  253.83    8.012   15.449   22.75  1503.09
 0.28750D+12 0.32000D+15   0.0000  1  183.35  152.788  0.00000  254.77  250.79  254.77    7.937   15.848   22.41  1503.18
 0.30000D+12 0.32000D+15   0.0000  1  176.52  147.100  0.00000  255.68  251.83  255.68    7.863   16.248   22.07  1503.25
 0.31250D+12 0.32000D+15   0.0000  1  169.72  141.447  0.00000  256.55  252.84  256.55    7.790   16.648   21.75  1503.33
 0.32500D+12 0.32000D+15   0.0000  1  162.99  135.841  0.00000  257.40  253.81  257.40    7.719   17.047   21.44  1503.40
 0.33750D+12 0.32000D+15   0.0000  1  156.32  130.295  0.00000  258.21  254.74  258.21    7.649   17.447   21.14  1503.47
 0.35000D+12 0.32000D+15   0.0000  1  149.74  124.820  0.00000  259.00  255.63  259.00    7.580   17.847   20.85  1503.54
 0.36250D+12 0.32000D+15   0.0000  1  143.25  119.426  0.00000  259.75  256.49  259.75    7.514   18.246   20.56  1503.61
 0.37500D+12 0.32000D+15   0.0000  1  136.88  114.125  0.00000  260.48  257.31  260.48    7.449   18.646   20.29  1503.67
 0.38750D+12 0.32000D+15   0.0000  1  130.62  108.927  0.00000  261.18  258.09  261.18    7.386   19.046   20.02  1503.73
 0.40000D+12 0.32000D+15   0.0000  1  124.51  103.841  0.00000  261.84  258.84  261.84    7.325   19.446   19.76  1503.79
 0.41250D+12 0.32000D+15   0.0000  1  118.53   98.876  0.00000  262.48  259.56  262.48    7.266   19.846   19.50  1503.84
 0.42500D+12 0.32000D+15   0.0000  1  112.72   94.040  0.00000  263.09  260.24  263.09    7.208   20.246   19.25  1503.89
 0.43750D+12 0.32000D+15   0.0000  1  107.06   89.341  0.00000  263.67  260.89  263.67    7.153   20.646   19.01  1503.94
 0.45000D+12 0.32000D+15   0.0000  1  101.58   84.784  0.00000  264.23  261.50  264.23    7.100   21.046   18.77  1503.99
 0.46250D+12 0.32000D+15   0.0000  1   96.28   80.376  0.00000  264.76  262.09  264.76    7.049   21.446   18.53  1504.04
 0.47500D+12 0.32000D+15   0.0000  1   91.15   76.121  0.00000  265.26  262.64  265.26    7.000   21.846   18.30  1504.08
 0.48750D+12 0.32000D+15   0.0000  1   86.22   72.023  0.00000  265.74  263.16  265.74    6.953   22.247   18.07  1504.12
 0.50000D+12 0.32000D+15   0.0000  1   81.48   68.083  0.00000  266.19  263.66  266.19    6.909   22.648   17.85  1504.16
 0.51250D+12 0.32000D+15   0.0000  1   76.93   64.304  0.00000  266.61  264.12  266.61    6.866   23.049   17.63  1504.20
 0.52500D+12 0.32000D+15   0.0000  1   72.58   60.686  0.00000  267.02  264.56  267.02    6.825   23.450   17.41  1504.23
