R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.75000D+11 0.18666D-10 0.32000D+14   0.0100  0  157.862  0.32100  176.85  186.78    0.000    2.449  157.86
 0.87500D+11 0.22018D-10 0.32000D+14   0.0100  0  155.920  0.28667  188.52  193.25   -0.000    2.858  155.92
 0.10000D+12 0.25257D-10 0.32000D+14   0.0100  0  155.220  0.24851  200.70  200.79   -0.000    3.266  155.22
 0.11250D+12 0.28520D-10 0.32000D+14   0.0100  0  154.593  0.22213  208.58  208.95    0.000    3.674   76.63
 0.12500D+12 0.31748D-10 0.32000D+14   0.0100  0  154.403  0.21528  210.55  209.89   -0.000    4.082  108.02
 0.13750D+12 0.34923D-10 0.32000D+14   0.0100  0  154.241  0.20956  212.19  212.84   -0.000    4.490   58.06
 0.15000D+12 0.38169D-10 0.32000D+14   0.0100  1  154.043  0.20327  213.95  213.68   -0.000    4.899   55.23
 0.16250D+12 0.41350D-10 0.32000D+14   0.0100  1  153.921  0.19937  215.04  215.80    0.000    5.307   49.77
 0.17500D+12 0.44614D-10 0.32000D+14   0.0100  1  153.735  0.19397  216.52  216.39    0.000    5.715   48.48
 0.18750D+12 0.47801D-10 0.32000D+14   0.0100  1  153.607  0.19029  217.53  218.36    0.000    6.123   44.17
 0.20000D+12 0.51084D-10 0.32000D+14   0.0100  1  153.433  0.18566  218.78  218.75    0.000    6.532   43.40
 0.21250D+12 0.54277D-10 0.32000D+14   0.0100  1  153.297  0.18208  219.74  220.62   -0.000    6.940   39.83
 0.22500D+12 0.57578D-10 0.32000D+14   0.0100  1  153.139  0.17822  220.76  220.82    0.000    7.348   39.44
 0.23750D+12 0.60777D-10 0.32000D+14   0.0100  1  152.988  0.17459  221.72  222.66   -0.000    7.756   36.35
 0.25000D+12 0.64096D-10 0.32000D+14   0.0100  1  152.856  0.17158  222.51  222.63   -0.000    8.164   36.30
 0.26250D+12 0.67301D-10 0.32000D+14   0.0100  1  152.682  0.16774  223.50  224.50    0.000    8.573   33.49
 0.27500D+12 0.70640D-10 0.32000D+14   0.0100  1  152.590  0.16578  224.01  224.19    0.000    8.981   33.80
 0.28750D+12 0.73851D-10 0.32000D+14   0.0100  1  152.378  0.16146  225.12  226.19    0.000    9.389   31.11
 0.30000D+12 0.77208D-10 0.32000D+14   0.0100  1  152.306  0.15998  225.50  225.80    0.000    9.797   31.90
 0.31250D+12 0.80425D-10 0.32000D+14   0.0100  1  152.081  0.15573  226.57  227.72   -0.000   10.206   29.12
 0.32500D+12 0.83801D-10 0.32000D+14   0.0100  1  151.984  0.15391  227.03  227.57   -0.000   10.614   29.52
 0.33750D+12 0.87025D-10 0.32000D+14   0.0100  1  151.812  0.15091  227.78  228.99   -0.000   11.022   27.55
 0.35000D+12 0.90420D-10 0.32000D+14   0.0100  1  151.662  0.14828  228.43  229.22   -0.000   11.430   27.49
 0.36250D+12 0.93649D-10 0.32000D+14   0.0100  1  151.662  0.14828  228.43  229.64    0.000   11.838   26.92
