R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
  time_Gyr   Prad    Ptidal    Fcore     Pint     Hint     conv melt P(MPa)   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid   T_core
 0.10000D-01   1.0375   0.0000    1.814   1.0881 0.77498D-08  0  0    6.02    5.000  0.01914  272.64  268.46   72.217  107.291    5.00   274.27
 0.12270D-01   1.0362   0.0000    2.008   1.1067 0.39942D-08  0  0   11.93    9.898  0.01983  272.12  269.24   27.274   63.072    9.90   275.90
 0.14540D-01   1.0349   0.0000    2.185   1.1243 0.28549D-08  0  0   17.00   14.107  0.02046  271.66  269.61   13.345   49.822   14.11   277.53
 0.16810D-01   1.0336   0.0000    2.348   1.1407 0.24684D-08  0  0   19.98   16.579  0.02085  271.38  269.79    8.272   45.350   16.58   279.16
 0.19080D-01   1.0324   0.0000    2.500   1.1557 0.22935D-08  1  0   21.50   18.096  0.02109  271.21  269.92    6.533   44.124    9.75   280.78
 0.21350D-01   1.0311   0.0000    2.643   1.1691 0.21741D-08  1  0   23.01   19.326  0.02130  271.07  270.03    5.856   43.891    9.79   282.41
 0.23620D-01   1.0298   0.0000    2.778   1.1807 0.20867D-08  1  0   24.28   20.349  0.02147  270.96  270.12    5.301   43.723    9.81   284.03
 0.25890D-01   1.0285   0.0000    2.907   1.1904 0.20212D-08  1  0   25.33   21.193  0.02161  270.86  270.19    4.853   43.597    9.83   285.65
 0.28160D-01   1.0273   0.0000    3.030   1.1980 0.19709D-08  1  0   26.19   21.883  0.02173  270.78  270.25    4.498   43.499    9.85   287.26
 0.30430D-01   1.0260   0.0000    3.147   1.2036 0.19311D-08  1  0   26.89   22.446  0.02183  270.72  270.29    4.230   43.414    9.86   288.88
 0.32700D-01   1.0247   0.0000    3.261   1.2069 0.18982D-08  1  0   27.47   22.904  0.02191  270.66  270.31    4.039   43.334    9.87   290.49
 0.34970D-01   1.0234   0.0000    3.370   1.2079 0.18695D-08  1  0   27.94   23.281  0.02197  270.62  270.31    3.920   43.251    9.88   292.10
 0.37240D-01   1.0222   0.0000    3.475   1.2066 0.18429D-08  1  0   28.33   23.597  0.02203  270.58  270.30    3.867   43.157    9.90   293.71
 0.39510D-01   1.0209   0.0000    3.577   1.2031 0.18166D-08  1  0   28.66   23.874  0.02208  270.55  270.27    3.873   43.047    9.92   295.32
 0.41780D-01   1.0196   0.0000    3.676   1.1974 0.17892D-08  1  0   28.96   24.128  0.02212  270.52  270.23    3.933   42.917    9.95   296.92
 0.44050D-01   1.0184   0.0000    3.773   1.1895 0.17596D-08  1  0   29.25   24.376  0.02217  270.49  270.17    4.042   42.764    9.98   298.52
 0.46320D-01   1.0171   0.0000    3.866   1.1796 0.17269D-08  1  0   29.55   24.634  0.02221  270.46  270.09    4.192   42.585   10.02   300.12
 0.48590D-01   1.0159   0.0000    3.957   1.1678 0.16907D-08  1  0   29.88   24.915  0.02226  270.43  270.00    4.379   42.379   10.06   301.72
 0.50860D-01   1.0146   0.0000    4.046   1.1542 0.16505D-08  1  0   30.24   25.230  0.02232  270.39  269.90    4.597   42.144   10.12   303.32
 0.53130D-01   1.0134   0.0000    4.133   1.1391 0.16063D-08  1  0   30.66   25.589  0.02239  270.35  269.78    4.838   41.880   10.18   304.92
 0.55400D-01   1.0121   0.0000    4.218   1.1225 0.15582D-08  1  0   31.14   26.002  0.02246  270.30  269.64    5.099   41.588   10.24   306.51
 0.57670D-01   1.0109   0.0000    4.301   1.1047 0.15066D-08  1  0   31.69   26.474  0.02255  270.24  269.50    5.373   41.269   10.31   308.10
 0.59940D-01   1.0096   0.0000    4.382   1.0859 0.14521D-08  1  0   32.32   27.011  0.02265  270.18  269.34    5.656   40.925   10.39   309.69
 0.62210D-01   1.0084   0.0000    4.461   1.0664 0.13952D-08  1  0   33.04   27.617  0.02276  270.10  269.17    5.942   40.558   10.48   311.28
 0.64480D-01   1.0071   0.0000    4.539   1.0463 0.13367D-08  1  0   33.84   28.294  0.02289  270.02  268.99    6.227   40.171   10.57   312.86
 0.66750D-01   1.0059   0.0000    4.616   1.0259 0.12775D-08  1  0   34.73   29.043  0.02303  269.93  268.80    6.506   39.768   10.67   314.44
 0.69020D-01   1.0046   0.0000    4.691   1.0053 0.12182D-08  1  0   35.71   29.863  0.02319  269.83  268.61    6.777   39.352   10.77   316.02
 0.71290D-01   1.0034   0.0000    4.764   0.9849 0.11596D-08  1  0   36.77   30.753  0.02337  269.72  268.41    7.035   38.926   10.87   317.60
 0.73560D-01   1.0021   0.0000    4.836   0.9649 0.11024D-08  1  0   37.91   31.710  0.02356  269.60  268.20    7.277   38.495   10.98   319.18
 0.75830D-01   1.0009   0.0000    4.907   0.9453 0.10471D-08  1  0   39.13   32.729  0.02376  269.48  267.99    7.501   38.062   11.09   320.76
 0.78100D-01   0.9997   0.0000    4.977   0.9265 0.99428D-09  1  0   40.42   33.805  0.02398  269.34  267.78    7.704   37.632   11.20   322.33
 0.80370D-01   0.9984   0.0000    5.046   0.9086 0.94428D-09  1  0   41.78   34.932  0.02422  269.20  267.57    7.884   37.208   11.31   323.90
 0.82640D-01   0.9972   0.0000    5.114   0.8917 0.89738D-09  1  0   43.18   36.102  0.02447  269.05  267.36    8.039   36.793   11.42   325.47
 0.84910D-01   0.9960   0.0000    5.180   0.8761 0.85379D-09  1  0   44.63   37.308  0.02473  268.90  267.15    8.168   36.392   11.52   327.04
 0.87180D-01   0.9947   0.0000    5.246   0.8617 0.81361D-09  1  0   46.11   38.540  0.02500  268.74  266.94    8.270   36.008   11.62   328.60
 0.89450D-01   0.9935   0.0000    5.310   0.8488 0.77690D-09  1  0   47.61   39.789  0.02528  268.57  266.75    8.342   35.643   11.72   330.17
 0.91720D-01   0.9923   0.0000    5.374   0.8375 0.74365D-09  1  0   49.12   41.046  0.02557  268.41  266.56    8.385   35.300   11.81   331.73
 0.93990D-01   0.9911   0.0000    5.437   0.8278 0.71381D-09  1  0   50.63   42.301  0.02587  268.24  266.38    8.398   34.983   11.90   333.29
 0.96260D-01   0.9898   0.0000    5.499   0.8198 0.68730D-09  1  0   52.13   43.542  0.02617  268.07  266.22    8.381   34.692   11.98   334.85
 0.98530D-01   0.9886   0.0000    5.560   0.8135 0.66403D-09  1  0   53.60   44.761  0.02647  267.91  266.07    8.333   34.430   12.05   336.40
 0.10080D+00   0.9874   0.0000    5.620   0.8091 0.64388D-09  1  0   55.03   45.945  0.02676  267.75  265.94    8.255   34.200   12.11   337.96
 0.10307D+00   0.9862   0.0000    5.679   0.8065 0.62674D-09  1  0   56.41   47.085  0.02706  267.59  265.83    8.147   34.001   12.16   339.51
 0.10534D+00   0.9850   0.0000    5.738   0.8058 0.61248D-09  1  0   57.72   48.171  0.02734  267.44  265.74    8.009   33.836   12.20   341.06
 0.10761D+00   0.9838   0.0000    5.796   0.8069 0.60099D-09  1  0   58.96   49.193  0.02761  267.29  265.66    7.842   33.706   12.23   342.61
 0.10988D+00   0.9826   0.0000    5.853   0.8098 0.59216D-09  1  0   60.11   50.140  0.02787  267.16  265.62    7.648   33.612   12.24   344.15
 0.11215D+00   0.9813   0.0000    5.910   0.8146 0.58589D-09  1  0   61.17   51.005  0.02811  267.03  265.59    7.427   33.553   12.25   345.70
 0.11442D+00   0.9801   0.0000    5.966   0.8212 0.58210D-09  1  0   62.11   51.778  0.02832  266.92  265.59    7.181   33.531   12.24   347.24
 0.11669D+00   0.9789   0.0000    6.021   0.8295 0.58070D-09  1  0   62.94   52.451  0.02851  266.82  265.62    6.912   33.546   12.22   348.78
 0.11896D+00   0.9777   0.0000    6.075   0.8395 0.58165D-09  1  0   63.64   53.017  0.02868  266.74  265.67    6.622   33.597   12.19   350.32
 0.12123D+00   0.9765   0.0000    6.129   0.8511 0.58487D-09  1  0   64.21   53.469  0.02881  266.67  265.74    6.312   33.684   12.15   351.86
 0.12350D+00   0.9753   0.0000    6.183   0.8643 0.59034D-09  1  0   64.64   53.802  0.02890  266.62  265.84    5.986   33.806   12.10   353.39
 0.12577D+00   0.9741   0.0000    6.236   0.8788 0.59803D-09  1  0   64.92   54.010  0.02897  266.59  265.96    5.647   33.962   12.04   354.92
 0.12804D+00   0.9729   0.0000    6.288   0.8946 0.60791D-09  1  0   65.05   54.090  0.02899  266.58  266.11    5.296   34.151   11.98   356.46
 0.13031D+00   0.9717   0.0000    6.339   0.9116 0.62000D-09  1  0   65.03   54.039  0.02897  266.59  266.27    4.939   34.372   11.90   357.99
 0.13258D+00   0.9705   0.0000    6.390   0.9295 0.63429D-09  1  0   64.85   53.856  0.02892  266.61  266.46    4.577   34.622   11.82   359.51
 0.13485D+00   0.9693   0.0000    6.441   0.9483 0.65081D-09  1  0   64.52   53.539  0.02883  266.66  266.66    4.215   34.900   11.73   361.04
 0.13712D+00   0.9681   0.0000    6.491   0.9677 0.66957D-09  1  0   63.98   53.090  0.02870  266.73  266.88    3.858   35.203   11.64   362.56
 0.13939D+00   0.9670   0.0000    6.541   0.9876 0.69061D-09  1  0   63.29   52.510  0.02853  266.81  267.11    3.508   35.529   11.54   364.08
 0.14166D+00   0.9658   0.0000    6.590   1.0078 0.71398D-09  1  0   62.43   51.804  0.02833  266.92  267.34    3.170   35.875   11.44   365.60
 0.14393D+00   0.9646   0.0000    6.638   1.0280 0.73972D-09  1  0   61.44   50.977  0.02810  267.04  267.59    2.849   36.237   11.34   367.12
 0.14620D+00   0.9634   0.0000    6.686   1.0480 0.76787D-09  1  0   60.30   50.034  0.02784  267.17  267.84    2.548   36.613   11.24   368.64
 0.14847D+00   0.9622   0.0000    6.734   1.0676 0.79848D-09  1  0   59.04   48.984  0.02755  267.32  268.08    2.273   36.999   11.14   370.15
 0.15074D+00   0.9610   0.0000    6.781   1.0866 0.83158D-09  1  0   57.65   47.836  0.02725  267.48  268.33    2.027   37.392   11.04   371.67
 0.15301D+00   0.9599   0.0000    6.828   1.1048 0.86721D-09  1  0   56.16   46.600  0.02693  267.65  268.57    1.814   37.788   10.95   373.18
 0.15528D+00   0.9587   0.0000    6.874   1.1219 0.90536D-09  1  0   54.58   45.289  0.02660  267.84  268.80    1.639   38.184   10.85   374.68
 0.15755D+00   0.9575   0.0000    6.920   1.1378 0.94602D-09  1  0   52.93   43.916  0.02626  268.02  269.01    1.503   38.577   10.77   376.19
 0.15982D+00   0.9563   0.0000    6.965   1.1521 0.98912D-09  1  0   51.21   42.494  0.02591  268.22  269.21    1.411   38.962   10.68   377.70
 0.16209D+00   0.9552   0.0000    7.010   1.1649 0.10345D-08  1  0   49.46   41.039  0.02557  268.41  269.40    1.365   39.336   10.60   379.20
 0.16436D+00   0.9540   0.0000    7.055   1.1758 0.10821D-08  1  0   47.69   39.566  0.02523  268.60  269.56    1.366   39.697   10.53   380.70
 0.16663D+00   0.9528   0.0000    7.099   1.1848 0.11315D-08  1  0   45.91   38.092  0.02490  268.80  269.71    1.416   40.041   10.46   382.20
 0.16890D+00   0.9516   0.0000    7.143   1.1917 0.11824D-08  1  0   44.15   36.631  0.02458  268.98  269.83    1.515   40.364   10.40   383.70
 0.17117D+00   0.9505   0.0000    7.186   1.1965 0.12342D-08  1  0   42.42   35.201  0.02427  269.17  269.93    1.663   40.663   10.34   385.19
 0.17344D+00   0.9493   0.0000    7.230   1.1990 0.12863D-08  1  0   40.76   33.816  0.02398  269.34  270.00    1.859   40.936   10.29   386.69
 0.17571D+00   0.9481   0.0000    7.272   1.1993 0.13379D-08  1  0   39.16   32.492  0.02371  269.51  270.05    2.099   41.179   10.25   388.18
 0.17798D+00   0.9470   0.0000    7.315   1.1973 0.13880D-08  1  0   37.65   31.242  0.02346  269.66  270.08    2.383   41.390   10.22   389.67
 0.18025D+00   0.9458   0.0000    7.357   1.1931 0.14356D-08  1  0   36.25   30.078  0.02323  269.81  270.08    2.705   41.566   10.19   391.16
 0.18252D+00   0.9447   0.0000    7.398   1.1867 0.14794D-08  1  0   34.96   29.010  0.02303  269.94  270.06    3.061   41.705   10.17   392.65
 0.18479D+00   0.9435   0.0000    7.440   1.1783 0.15182D-08  1  0   33.79   28.050  0.02284  270.05  270.02    3.447   41.803   10.16   394.13
 0.18706D+00   0.9424   0.0000    7.481   1.1678 0.15508D-08  1  0   32.71   27.202  0.02268  270.15  269.96    3.856   41.860   10.16   395.61
 0.18933D+00   0.9412   0.0000    7.522   1.1555 0.15758D-08  1  0   31.78   26.474  0.02255  270.24  269.88    4.284   41.874   10.16   397.10
 0.19160D+00   0.9401   0.0000    7.562   1.1414 0.15925D-08  1  0   31.00   25.870  0.02244  270.31  269.79    4.723   41.844   10.18   398.58
 0.19387D+00   0.9389   0.0000    7.602   1.1259 0.16000D-08  1  0   30.39   25.390  0.02235  270.37  269.68    5.168   41.769   10.20   400.05
 0.19614D+00   0.9378   0.0000    7.642   1.1090 0.15979D-08  1  0   29.94   25.037  0.02229  270.41  269.56    5.613   41.651   10.24   401.53
 0.19841D+00   0.9366   0.0000    7.681   1.0910 0.15861D-08  1  0   29.64   24.809  0.02224  270.44  269.43    6.052   41.491   10.28   403.00
 0.20068D+00   0.9355   0.0000    7.720   1.0721 0.15651D-08  1  0   29.49   24.704  0.02223  270.45  269.28    6.482   41.290   10.33   404.48
