R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.64256D-09 0.16375D+13 0.10000D+14   0.0300  1   96.278  0.05984  257.06  262.85    0.000   53.477    6.54
 0.68404D-09 0.16500D+13 0.10000D+14   0.0300  1   90.804  0.05486  258.65  263.55    0.000   53.885    6.50
 0.69386D-09 0.16625D+13 0.10000D+14   0.0300  1   90.160  0.05433  258.83  263.74    0.000   54.293    6.46
 0.70620D-09 0.16750D+13 0.10000D+14   0.0300  1   89.194  0.05355  259.08  263.96    0.000   54.701    6.43
 0.71634D-09 0.16875D+13 0.10000D+14   0.0300  1   88.550  0.05304  259.25  264.15    0.000   55.110    6.40
 0.72915D-09 0.17000D+13 0.10000D+14   0.0300  1   87.584  0.05229  259.50  264.36    0.000   55.518    6.37
 0.73964D-09 0.17125D+13 0.10000D+14   0.0300  1   86.940  0.05180  259.67  264.54    0.000   55.926    6.34
 0.75293D-09 0.17250D+13 0.10000D+14   0.0300  1   85.974  0.05109  259.91  264.74    0.000   56.334    6.31
 0.76653D-09 0.17375D+13 0.10000D+14   0.0300  1   85.008  0.05039  260.15  264.94    0.000   56.743    6.28
 0.77761D-09 0.17500D+13 0.10000D+14   0.0300  1   84.364  0.04994  260.30  265.11    0.000   57.151    6.25
 0.79173D-09 0.17625D+13 0.10000D+14   0.0300  1   83.398  0.04927  260.53  265.31    0.000   57.559    6.22
 0.80618D-09 0.17750D+13 0.10000D+14   0.0300  1   82.432  0.04862  260.76  265.49    0.000   57.967    6.19
 0.82097D-09 0.17875D+13 0.10000D+14   0.0300  1   81.466  0.04799  260.98  265.68    0.000   58.375    6.17
 0.83295D-09 0.18000D+13 0.10000D+14   0.0300  1   80.822  0.04757  261.13  265.84    0.000   58.784    6.14
 0.84835D-09 0.18125D+13 0.10000D+14   0.0300  1   79.856  0.04697  261.35  266.02    0.000   59.192    6.12
 0.86411D-09 0.18250D+13 0.10000D+14   0.0300  1   78.890  0.04637  261.56  266.19    0.000   59.600    6.09
 0.88026D-09 0.18375D+13 0.10000D+14   0.0300  1   77.924  0.04579  261.77  266.36    0.000   60.008    6.07
 0.89681D-09 0.18500D+13 0.10000D+14   0.0300  1   76.958  0.04523  261.98  266.53    0.000   60.417    6.05
 0.91011D-09 0.18625D+13 0.10000D+14   0.0300  1   76.314  0.04486  262.12  266.68    0.000   60.825    6.02
 0.92738D-09 0.18750D+13 0.10000D+14   0.0300  1   75.348  0.04431  262.32  266.84    0.000   61.233    6.00
 0.94509D-09 0.18875D+13 0.10000D+14   0.0300  1   74.382  0.04378  262.52  267.00    0.000   61.641    5.98
 0.96326D-09 0.19000D+13 0.10000D+14   0.0300  1   73.416  0.04326  262.72  267.15    0.000   62.049    5.96
 0.98191D-09 0.19125D+13 0.10000D+14   0.0300  1   72.450  0.04275  262.91  267.30    0.000   62.458    5.94
 0.10011D-08 0.19250D+13 0.10000D+14   0.0300  1   71.484  0.04225  263.10  267.45    0.000   62.866    5.92
 0.11406D-08 0.19375D+13 0.10000D+14   0.0300  1   62.790  0.03822  264.72  266.82    2.075   65.185    6.17
 0.12266D-08 0.19500D+13 0.10000D+14   0.0300  1   58.604  0.03653  265.43  267.29    2.943   66.408    6.10
 0.13035D-08 0.19625D+13 0.10000D+14   0.0300  1   55.384  0.03532  265.96  267.64    3.551   67.394    6.04
 0.13735D-08 0.19750D+13 0.10000D+14   0.0300  1   52.808  0.03441  266.37  267.92    3.990   68.224    5.99
 0.14329D-08 0.19875D+13 0.10000D+14   0.0300  1   50.876  0.03375  266.67  268.13    4.259   68.893    5.95
 0.14970D-08 0.20000D+13 0.10000D+14   0.0300  1   48.944  0.03312  266.97  268.34    4.534   69.570    5.91
 0.15663D-08 0.20125D+13 0.10000D+14   0.0300  1   47.012  0.03251  267.26  268.54    4.818   70.255    5.87
 0.16302D-08 0.20250D+13 0.10000D+14   0.0300  1   45.402  0.03201  267.50  268.71    5.017   70.861    5.84
 0.16988D-08 0.20375D+13 0.10000D+14   0.0300  1   43.792  0.03153  267.73  268.88    5.225   71.475    5.80
 0.17595D-08 0.20500D+13 0.10000D+14   0.0300  1   42.504  0.03116  267.91  269.02    5.344   72.005    5.77
 0.18241D-08 0.20625D+13 0.10000D+14   0.0300  1   41.216  0.03079  268.10  269.15    5.470   72.541    5.74
 0.18927D-08 0.20750D+13 0.10000D+14   0.0300  1   39.928  0.03043  268.28  269.28    5.603   73.085    5.71
 0.19501D-08 0.20875D+13 0.10000D+14   0.0300  1   38.962  0.03017  268.41  269.39    5.643   73.537    5.68
 0.20272D-08 0.21000D+13 0.10000D+14   0.0300  1   37.674  0.02982  268.59  269.52    5.790   74.095    5.65
 0.20916D-08 0.21125D+13 0.10000D+14   0.0300  1   36.708  0.02957  268.72  269.62    5.841   74.559    5.62
 0.21595D-08 0.21250D+13 0.10000D+14   0.0300  1   35.742  0.02932  268.85  269.72    5.898   75.029    5.59
 0.22312D-08 0.21375D+13 0.10000D+14   0.0300  1   34.776  0.02907  268.98  269.82    5.961   75.504    5.57
 0.23069D-08 0.21500D+13 0.10000D+14   0.0300  1   33.810  0.02883  269.11  269.92    6.031   75.987    5.54
 0.23871D-08 0.21625D+13 0.10000D+14   0.0300  1   32.844  0.02859  269.23  270.01    6.108   76.476    5.51
 0.24479D-08 0.21750D+13 0.10000D+14   0.0300  1   32.200  0.02843  269.32  270.09    6.076   76.858    5.49
 0.25365D-08 0.21875D+13 0.10000D+14   0.0300  1   31.234  0.02820  269.44  270.18    6.167   77.361    5.46
 0.26036D-08 0.22000D+13 0.10000D+14   0.0300  1   30.590  0.02805  269.53  270.25    6.144   77.752    5.44
 0.26736D-08 0.22125D+13 0.10000D+14   0.0300  1   29.946  0.02790  269.61  270.32    6.125   78.147    5.41
 0.27766D-08 0.22250D+13 0.10000D+14   0.0300  1   28.980  0.02767  269.73  270.40    6.237   78.671    5.39
 0.28545D-08 0.22375D+13 0.10000D+14   0.0300  1   28.336  0.02752  269.81  270.47    6.230   79.078    5.36
 0.29360D-08 0.22500D+13 0.10000D+14   0.0300  1   27.692  0.02738  269.89  270.54    6.228   79.489    5.34
 0.30213D-08 0.22625D+13 0.10000D+14   0.0300  1   27.048  0.02723  269.98  270.60    6.231   79.905    5.32
 0.31108D-08 0.22750D+13 0.10000D+14   0.0300  1   26.404  0.02709  270.06  270.67    6.240   80.327    5.29
 0.32048D-08 0.22875D+13 0.10000D+14   0.0300  1   25.760  0.02694  270.14  270.73    6.255   80.754    5.27
 0.33035D-08 0.23000D+13 0.10000D+14   0.0300  1   25.116  0.02680  270.22  270.79    6.275   81.188    5.25
 0.33639D-08 0.23125D+13 0.10000D+14   0.0300  1   24.794  0.02673  270.26  270.84    6.156   81.483    5.23
 0.34709D-08 0.23250D+13 0.10000D+14   0.0300  1   24.150  0.02659  270.34  270.90    6.188   81.927    5.21
 0.35836D-08 0.23375D+13 0.10000D+14   0.0300  1   23.506  0.02646  270.41  270.95    6.226   82.377    5.18
 0.36521D-08 0.23500D+13 0.10000D+14   0.0300  1   23.184  0.02639  270.45  271.00    6.116   82.681    5.17
 0.37749D-08 0.23625D+13 0.10000D+14   0.0300  1   22.540  0.02625  270.53  271.05    6.166   83.143    5.14
 0.38490D-08 0.23750D+13 0.10000D+14   0.0300  1   22.218  0.02619  270.57  271.10    6.062   83.453    5.12
 0.39831D-08 0.23875D+13 0.10000D+14   0.0300  1   21.574  0.02605  270.65  271.14    6.126   83.928    5.10
 0.40638D-08 0.24000D+13 0.10000D+14   0.0300  1   21.252  0.02599  270.69  271.19    6.029   84.244    5.08
 0.42109D-08 0.24125D+13 0.10000D+14   0.0300  1   20.608  0.02585  270.76  271.23    6.106   84.733    5.06
 0.42990D-08 0.24250D+13 0.10000D+14   0.0300  1   20.286  0.02579  270.80  271.28    6.017   85.056    5.04
 0.43900D-08 0.24375D+13 0.10000D+14   0.0300  1   19.964  0.02572  270.84  271.32    5.930   85.383    5.02
 0.45577D-08 0.24500D+13 0.10000D+14   0.0300  1   19.320  0.02559  270.92  271.36    6.030   85.893    5.00
 0.46576D-08 0.24625D+13 0.10000D+14   0.0300  1   18.998  0.02553  270.96  271.40    5.952   86.227    4.98
 0.47610D-08 0.24750D+13 0.10000D+14   0.0300  1   18.676  0.02546  270.99  271.44    5.877   86.565    4.96
 0.48679D-08 0.24875D+13 0.10000D+14   0.0300  1   18.354  0.02540  271.03  271.48    5.805   86.905    4.95
 0.49787D-08 0.25000D+13 0.10000D+14   0.0300  1   18.032  0.02534  271.07  271.51    5.737   87.249    4.93
 0.50935D-08 0.25125D+13 0.10000D+14   0.0300  1   17.710  0.02527  271.11  271.55    5.672   87.596    4.91
 0.52126D-08 0.25250D+13 0.10000D+14   0.0300  1   17.388  0.02521  271.15  271.59    5.611   87.947    4.89
 0.54376D-08 0.25375D+13 0.10000D+14   0.0300  1   16.744  0.02509  271.22  271.61    5.766   88.511    4.87
 0.55704D-08 0.25500D+13 0.10000D+14   0.0300  1   16.422  0.02502  271.26  271.64    5.716   88.874    4.85
 0.57085D-08 0.25625D+13 0.10000D+14   0.0300  1   16.100  0.02496  271.30  271.67    5.672   89.240    4.83
 0.58522D-08 0.25750D+13 0.10000D+14   0.0300  1   15.778  0.02490  271.33  271.70    5.631   89.611    4.81
 0.58806D-08 0.25875D+13 0.10000D+14   0.0300  1   15.778  0.02490  271.33  271.75    5.366   89.760    4.81
 0.60309D-08 0.26000D+13 0.10000D+14   0.0300  1   15.456  0.02484  271.37  271.77    5.330   90.135    4.79
 0.61875D-08 0.26125D+13 0.10000D+14   0.0300  1   15.134  0.02478  271.41  271.80    5.300   90.515    4.77
 0.63510D-08 0.26250D+13 0.10000D+14   0.0300  1   14.812  0.02472  271.44  271.83    5.274   90.901    4.75
 0.65217D-08 0.26375D+13 0.10000D+14   0.0300  1   14.490  0.02466  271.48  271.85    5.254   91.292    4.73
 0.67001D-08 0.26500D+13 0.10000D+14   0.0300  1   14.168  0.02460  271.52  271.88    5.240   91.688    4.71
 0.68868D-08 0.26625D+13 0.10000D+14   0.0300  1   13.846  0.02454  271.56  271.90    5.232   92.090    4.70
 0.70824D-08 0.26750D+13 0.10000D+14   0.0300  1   13.524  0.02448  271.59  271.92    5.230   92.499    4.68
