R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
  time_Gyr   Prad    Ptidal    Fcore     Pint     Hint     conv melt P(MPa)   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid   T_core
 0.10000D-01   1.0375   0.2400    1.814   0.9600 0.34297D-08  0  0   12.05   10.000  0.01187  272.25  268.39   29.263   60.240   10.00   274.26
 0.12270D-01   1.0362   0.2400    2.008   0.9600 0.23242D-08  0  0   17.84   14.802  0.01230  271.75  268.60   14.582   45.658   14.80   276.27
 0.14540D-01   1.0349   0.2400    2.185   0.9600 0.19368D-08  1  0   21.05   17.797  0.01259  271.44  268.64   11.036   42.137   10.23   278.27
 0.16810D-01   1.0336   0.2400    2.348   0.9600 0.16896D-08  1  0   24.24   20.436  0.01285  271.16  268.64   10.238   41.323   10.40   280.28
 0.19080D-01   1.0324   0.2400    2.500   0.9600 0.15116D-08  1  0   27.20   22.877  0.01310  270.90  268.62    9.592   40.664   10.53   282.28
 0.21350D-01   1.0311   0.2400    2.643   0.9600 0.13778D-08  1  0   29.93   25.136  0.01334  270.65  268.58    9.055   40.117   10.64   284.28
 0.23620D-01   1.0298   0.2400    2.778   0.9600 0.12737D-08  1  0   32.47   27.227  0.01357  270.42  268.53    8.600   39.654   10.74   286.28
 0.25890D-01   1.0285   0.2400    2.907   0.9600 0.11906D-08  1  0   34.82   29.164  0.01379  270.21  268.47    8.209   39.256   10.82   288.28
 0.28160D-01   1.0273   0.2400    3.030   0.9600 0.11228D-08  1  0   37.00   30.961  0.01400  270.01  268.41    7.867   38.910   10.89   290.27
 0.30430D-01   1.0260   0.2400    3.147   0.9600 0.10665D-08  1  0   39.02   32.629  0.01420  269.82  268.35    7.567   38.605   10.95   292.26
 0.32700D-01   1.0247   0.2400    3.261   0.9600 0.10192D-08  1  0   40.90   34.178  0.01439  269.64  268.29    7.300   38.335   11.01   294.25
 0.34970D-01   1.0234   0.2400    3.370   0.9600 0.97894D-09  1  0   42.65   35.617  0.01457  269.48  268.23    7.062   38.095   11.06   296.24
 0.37240D-01   1.0222   0.2400    3.475   0.9600 0.94432D-09  1  0   44.27   36.955  0.01474  269.32  268.17    6.848   37.879   11.10   298.23
 0.39510D-01   1.0209   0.2400    3.577   0.9600 0.91433D-09  1  0   45.78   38.198  0.01490  269.18  268.11    6.655   37.685   11.14   300.21
 0.41780D-01   1.0196   0.2400    3.676   0.9600 0.88816D-09  1  0   47.19   39.352  0.01505  269.04  268.05    6.480   37.509   11.17   302.20
 0.44050D-01   1.0184   0.2400    3.773   0.9600 0.86519D-09  1  0   48.49   40.425  0.01520  268.91  268.00    6.322   37.350   11.20   304.18
 0.46320D-01   1.0171   0.2400    3.866   0.9600 0.84493D-09  1  0   49.70   41.421  0.01534  268.80  267.95    6.178   37.205   11.23   306.15
 0.48590D-01   1.0159   0.2400    3.957   0.9600 0.82699D-09  1  0   50.83   42.345  0.01547  268.69  267.90    6.046   37.074   11.26   308.13
 0.50860D-01   1.0146   0.2400    4.046   0.9600 0.81105D-09  1  0   51.87   43.201  0.01559  268.58  267.85    5.926   36.954   11.28   310.11
 0.53130D-01   1.0134   0.2400    4.133   0.9600 0.79684D-09  1  0   52.84   43.994  0.01571  268.49  267.80    5.817   36.845   11.30   312.08
 0.55400D-01   1.0121   0.2400    4.218   0.9600 0.78415D-09  1  0   53.73   44.727  0.01581  268.40  267.76    5.717   36.746   11.32   314.05
 0.57670D-01   1.0109   0.2400    4.301   0.9600 0.77280D-09  1  0   54.56   45.404  0.01591  268.31  267.72    5.626   36.655   11.34   316.02
 0.59940D-01   1.0096   0.2400    4.382   0.9600 0.76263D-09  1  0   55.32   46.028  0.01601  268.24  267.68    5.543   36.572   11.35   317.98
 0.62210D-01   1.0084   0.2400    4.461   0.9600 0.75352D-09  1  0   56.02   46.602  0.01610  268.17  267.65    5.467   36.497   11.37   319.95
 0.64480D-01   1.0071   0.2400    4.539   0.9600 0.74535D-09  1  0   56.66   47.129  0.01618  268.10  267.62    5.398   36.428   11.38   321.91
