R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       etaref      pCLA conv P(MPa)   zbot     %vol    Tbot     Tm      TH2O      Fbot     Ftop     dlid   T_core
 0.00000D+00 0.10000D+14   0.0300  1  155.37  129.802  0.13028  237.42  227.38  258.29   14.752   12.400   24.22  1499.07
 0.12500D+11 0.10000D+14   0.0300  1  155.31  129.724  0.12994  237.52  227.80  258.30   14.750   12.808   25.04  1499.11
 0.25000D+11 0.10000D+14   0.0300  1  154.99  129.436  0.12867  237.86  228.43  258.34   14.744   13.217   24.33  1499.17
 0.37500D+11 0.10000D+14   0.0300  1  154.67  129.144  0.12741  238.21  229.05  258.38   14.738   13.625   23.66  1499.23
 0.50000D+11 0.10000D+14   0.0300  1  154.34  128.848  0.12615  238.55  229.66  258.42   14.732   14.033   23.04  1499.29
 0.62500D+11 0.10000D+14   0.0300  1  154.00  128.547  0.12490  238.89  230.25  258.47   14.726   14.441   22.45  1499.35
 0.75000D+11 0.10000D+14   0.0300  1  153.66  128.242  0.12366  239.23  230.82  258.51   14.719   14.850   21.89  1499.41
 0.87500D+11 0.10000D+14   0.0300  1  153.31  127.932  0.12242  239.56  231.39  258.56   14.713   15.258   21.36  1499.46
 0.10000D+12 0.10000D+14   0.0300  1  152.96  127.618  0.12119  239.90  231.94  258.60   14.707   15.666   20.85  1499.52
 0.11250D+12 0.10000D+14   0.0300  1  152.60  127.301  0.11997  240.23  232.48  258.65   14.700   16.074   20.38  1499.57
 0.12500D+12 0.10000D+14   0.0300  1  152.23  126.978  0.11876  240.56  233.01  258.69   14.694   16.483   19.92  1499.63
 0.13750D+12 0.10000D+14   0.0300  1  151.86  126.652  0.11755  240.88  233.53  258.74   14.687   16.891   19.49  1499.68
 0.15000D+12 0.10000D+14   0.0300  1  151.48  126.322  0.11636  241.21  234.04  258.79   14.680   17.299   19.08  1499.73
 0.16250D+12 0.10000D+14   0.0300  1  151.09  125.987  0.11517  241.53  234.54  258.83   14.673   17.707   18.69  1499.78
 0.17500D+12 0.10000D+14   0.0300  1  150.70  125.649  0.11400  241.85  235.03  258.88   14.667   18.116   18.31  1499.84
 0.18750D+12 0.10000D+14   0.0300  1  150.31  125.306  0.11283  242.16  235.52  258.93   14.660   18.524   17.95  1499.89
 0.20000D+12 0.10000D+14   0.0300  1  149.91  124.959  0.11167  242.48  235.99  258.98   14.653   18.932   17.61  1499.94
 0.21250D+12 0.10000D+14   0.0300  1  149.50  124.607  0.11052  242.79  236.46  259.03   14.645   19.340   17.28  1499.99
 0.22500D+12 0.10000D+14   0.0300  1  149.09  124.251  0.10938  243.10  236.92  259.08   14.638   19.749   16.96  1500.04
