R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.27943D-09 0.68750D+12 0.10000D+16   0.0300  1   92.736  0.05653  258.11  263.66   -4.646   18.342   22.18
 0.31793D-09 0.70000D+12 0.10000D+16   0.0300  1   82.432  0.04862  260.76  264.83   -4.209   19.084   21.82
 0.34816D-09 0.71250D+12 0.10000D+16   0.0300  1   76.314  0.04486  262.12  265.50   -4.110   19.550   21.57
 0.37541D-09 0.72500D+12 0.10000D+16   0.0300  1   71.806  0.04242  263.04  266.01   -4.123   19.924   21.35
 0.40442D-09 0.73750D+12 0.10000D+16   0.0300  1   67.620  0.04037  263.84  266.44   -4.169   20.270   21.15
 0.43094D-09 0.75000D+12 0.10000D+16   0.0300  1   64.400  0.03891  264.43  266.81   -4.267   20.571   20.96
 0.46021D-09 0.76250D+12 0.10000D+16   0.0300  1   61.180  0.03756  265.00  267.14   -4.374   20.864   20.78
 0.49009D-09 0.77500D+12 0.10000D+16   0.0300  1   58.282  0.03641  265.49  267.43   -4.500   21.140   20.61
 0.51728D-09 0.78750D+12 0.10000D+16   0.0300  1   56.028  0.03556  265.86  267.70   -4.654   21.392   20.44
 0.54989D-09 0.80000D+12 0.10000D+16   0.0300  1   53.452  0.03463  266.27  267.94   -4.801   21.648   20.29
 0.58222D-09 0.81250D+12 0.10000D+16   0.0300  1   51.198  0.03386  266.62  268.16   -4.964   21.891   20.13
 0.59846D-09 0.82500D+12 0.10000D+16   0.0300  1   50.554  0.03365  266.72  268.39   -5.182   22.091   19.97
 0.60753D-09 0.83750D+12 0.10000D+16   0.0300  1   50.554  0.03365  266.72  268.62   -5.421   22.275   19.81
 0.61282D-09 0.85000D+12 0.10000D+16   0.0300  1   50.876  0.03375  266.67  268.86   -5.669   22.453   19.64
 0.62183D-09 0.86250D+12 0.10000D+16   0.0300  1   50.876  0.03375  266.67  269.10   -5.907   22.639   19.48
 0.62701D-09 0.87500D+12 0.10000D+16   0.0300  1   51.198  0.03386  266.62  269.34   -6.153   22.819   19.32
 0.63597D-09 0.88750D+12 0.10000D+16   0.0300  1   51.198  0.03386  266.62  269.57   -6.389   23.007   19.16
 0.64103D-09 0.90000D+12 0.10000D+16   0.0300  1   51.520  0.03397  266.57  269.81   -6.633   23.189   19.00
 0.64993D-09 0.91250D+12 0.10000D+16   0.0300  1   51.520  0.03397  266.57  270.04   -6.868   23.378   18.84
 0.65488D-09 0.92500D+12 0.10000D+16   0.0300  1   51.842  0.03408  266.52  270.28   -7.110   23.563   18.69
 0.66373D-09 0.93750D+12 0.10000D+16   0.0300  1   51.842  0.03408  266.52  270.51   -7.343   23.753   18.54
 0.67258D-09 0.95000D+12 0.10000D+16   0.0300  1   51.842  0.03408  266.52  270.74   -7.576   23.944   18.39
 0.67736D-09 0.96250D+12 0.10000D+16   0.0300  1   52.164  0.03419  266.47  270.98   -7.815   24.132   18.24
 0.68616D-09 0.97500D+12 0.10000D+16   0.0300  1   52.164  0.03419  266.47  271.21   -8.046   24.324   18.09
 0.69495D-09 0.98750D+12 0.10000D+16   0.0300  1   52.164  0.03419  266.47  271.44   -8.277   24.517   17.95
 0.69958D-09 0.10000D+13 0.10000D+16   0.0300  1   52.486  0.03430  266.42  271.68   -8.513   24.707   17.80
 0.70832D-09 0.10125D+13 0.10000D+16   0.0300  1   52.486  0.03430  266.42  271.91   -8.743   24.901   17.66
 0.71707D-09 0.10250D+13 0.10000D+16   0.0300  1   52.486  0.03430  266.42  272.13   -8.972   25.096   17.53
 0.72154D-09 0.10375D+13 0.10000D+16   0.0300  1   52.808  0.03441  266.37  272.37   -9.206   25.289   17.38
 0.73023D-09 0.10500D+13 0.10000D+16   0.0300  1   52.808  0.03441  266.37  272.60   -9.433   25.485   17.25
 0.73893D-09 0.10625D+13 0.10000D+16   0.0300  1   52.808  0.03441  266.37  272.82   -9.660   25.681   17.12
 0.74762D-09 0.10750D+13 0.10000D+16   0.0300  1   52.808  0.03441  266.37  273.05   -9.887   25.878   16.99
 0.75188D-09 0.10875D+13 0.10000D+16   0.0300  1   53.130  0.03452  266.32  273.29  -10.117   26.075   16.85
 0.76053D-09 0.11000D+13 0.10000D+16   0.0300  1   53.130  0.03452  266.32  273.51  -10.343   26.273   16.72
 0.76917D-09 0.11125D+13 0.10000D+16   0.0300  1   53.130  0.03452  266.32  273.73  -10.568   26.471   16.60
 0.77781D-09 0.11250D+13 0.10000D+16   0.0300  1   53.130  0.03452  266.32  273.95  -10.792   26.670   16.48
 0.78645D-09 0.11375D+13 0.10000D+16   0.0300  1   53.130  0.03452  266.32  274.17  -11.017   26.869   16.35
 0.79047D-09 0.11500D+13 0.10000D+16   0.0300  1   53.452  0.03463  266.27  274.41  -11.243   27.070   16.22
 0.79906D-09 0.11625D+13 0.10000D+16   0.0300  1   53.452  0.03463  266.27  274.63  -11.466   27.270   16.10
 0.80766D-09 0.11750D+13 0.10000D+16   0.0300  1   53.452  0.03463  266.27  274.85  -11.689   27.471   15.99
 0.81625D-09 0.11875D+13 0.10000D+16   0.0300  1   53.452  0.03463  266.27  275.06  -11.911   27.672   15.87
 0.82484D-09 0.12000D+13 0.10000D+16   0.0300  1   53.452  0.03463  266.27  275.28  -12.132   27.873   15.76
 0.83343D-09 0.12125D+13 0.10000D+16   0.0300  1   53.452  0.03463  266.27  275.50  -12.354   28.075   15.64
 0.83716D-09 0.12250D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  275.73  -12.576   28.281   15.52
 0.84570D-09 0.12375D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  275.95  -12.796   28.484   15.41
 0.85424D-09 0.12500D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  276.16  -13.016   28.688   15.30
 0.86278D-09 0.12625D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  276.38  -13.235   28.891   15.19
 0.87133D-09 0.12750D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  276.59  -13.454   29.095   15.09
 0.87987D-09 0.12875D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  276.80  -13.673   29.300   14.98
 0.88841D-09 0.13000D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  277.01  -13.891   29.505   14.88
 0.89695D-09 0.13125D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  277.22  -14.109   29.710   14.77
 0.90550D-09 0.13250D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  277.43  -14.326   29.915   14.67
 0.91404D-09 0.13375D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  277.64  -14.543   30.121   14.57
 0.92258D-09 0.13500D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  277.85  -14.760   30.327   14.47
 0.93112D-09 0.13625D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  278.06  -14.976   30.534   14.38
 0.93967D-09 0.13750D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  278.26  -15.192   30.740   14.28
 0.94821D-09 0.13875D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  278.47  -15.408   30.948   14.18
 0.95675D-09 0.14000D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  278.67  -15.623   31.155   14.09
 0.95975D-09 0.14125D+13 0.10000D+16   0.0300  1   54.096  0.03486  266.17  278.90  -15.835   31.372   13.98
 0.96824D-09 0.14250D+13 0.10000D+16   0.0300  1   54.096  0.03486  266.17  279.11  -16.049   31.581   13.89
 0.97673D-09 0.14375D+13 0.10000D+16   0.0300  1   54.096  0.03486  266.17  279.31  -16.263   31.790   13.80
 0.98523D-09 0.14500D+13 0.10000D+16   0.0300  1   54.096  0.03486  266.17  279.51  -16.477   31.999   13.71
 0.99372D-09 0.14625D+13 0.10000D+16   0.0300  1   54.096  0.03486  266.17  279.71  -16.690   32.208   13.62
 0.10022D-08 0.14750D+13 0.10000D+16   0.0300  1   54.096  0.03486  266.17  279.92  -16.903   32.418   13.53
 0.10107D-08 0.14875D+13 0.10000D+16   0.0300  1   54.096  0.03486  266.17  280.12  -17.116   32.628   13.45
 0.10251D-08 0.15000D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  280.29  -17.334   32.826   13.37
 0.10336D-08 0.15125D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  280.49  -17.546   33.037   13.29
 0.10422D-08 0.15250D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  280.69  -17.758   33.247   13.20
 0.10507D-08 0.15375D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  280.88  -17.970   33.458   13.12
 0.10593D-08 0.15500D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  281.08  -18.181   33.669   13.04
 0.10678D-08 0.15625D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  281.28  -18.392   33.881   12.96
 0.10763D-08 0.15750D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  281.47  -18.602   34.093   12.87
 0.10849D-08 0.15875D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  281.67  -18.813   34.305   12.80
 0.10934D-08 0.16000D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  281.86  -19.023   34.517   12.72
 0.11020D-08 0.16125D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  282.05  -19.233   34.730   12.64
 0.11105D-08 0.16250D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  282.25  -19.442   34.943   12.56
 0.11191D-08 0.16375D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  282.44  -19.651   35.156   12.49
 0.11276D-08 0.16500D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  282.63  -19.860   35.370   12.41
 0.11361D-08 0.16625D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  282.82  -20.069   35.584   12.34
 0.11447D-08 0.16750D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  283.01  -20.277   35.798   12.26
 0.11532D-08 0.16875D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  283.20  -20.485   36.012   12.19
 0.11618D-08 0.17000D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  283.39  -20.692   36.227   12.12
 0.11703D-08 0.17125D+13 0.10000D+16   0.0300  1   53.774  0.03475  266.22  283.58  -20.900   36.442   12.05
 0.11857D-08 0.17250D+13 0.10000D+16   0.0300  1   53.452  0.03463  266.27  283.73  -21.118   36.638   11.99
 0.11943D-08 0.17375D+13 0.10000D+16   0.0300  1   53.452  0.03463  266.27  283.92  -21.325   36.853   11.92
 0.12029D-08 0.17500D+13 0.10000D+16   0.0300  1   53.452  0.03463  266.27  284.10  -21.532   37.068   11.85
 0.12115D-08 0.17625D+13 0.10000D+16   0.0300  1   53.452  0.03463  266.27  284.29  -21.738   37.284   11.78
 0.12201D-08 0.17750D+13 0.10000D+16   0.0300  1   53.452  0.03463  266.27  284.47  -21.945   37.500   11.71
 0.12287D-08 0.17875D+13 0.10000D+16   0.0300  1   53.452  0.03463  266.27  284.66  -22.151   37.716   11.64
 0.12373D-08 0.18000D+13 0.10000D+16   0.0300  1   53.452  0.03463  266.27  284.84  -22.356   37.932   11.58
 0.12459D-08 0.18125D+13 0.10000D+16   0.0300  1   53.452  0.03463  266.27  285.03  -22.562   38.149   11.51
 0.12544D-08 0.18250D+13 0.10000D+16   0.0300  1   53.452  0.03463  266.27  285.21  -22.767   38.366   11.45
 0.12704D-08 0.18375D+13 0.10000D+16   0.0300  1   53.130  0.03452  266.32  285.35  -22.986   38.560   11.40
 0.12791D-08 0.18500D+13 0.10000D+16   0.0300  1   53.130  0.03452  266.32  285.53  -23.191   38.778   11.33
 0.12877D-08 0.18625D+13 0.10000D+16   0.0300  1   53.130  0.03452  266.32  285.71  -23.395   38.995   11.27
 0.12964D-08 0.18750D+13 0.10000D+16   0.0300  1   53.130  0.03452  266.32  285.89  -23.600   39.212   11.21
 0.13050D-08 0.18875D+13 0.10000D+16   0.0300  1   53.130  0.03452  266.32  286.07  -23.804   39.430   11.14
 0.13136D-08 0.19000D+13 0.10000D+16   0.0300  1   53.130  0.03452  266.32  286.25  -24.008   39.648   11.08
 0.13223D-08 0.19125D+13 0.10000D+16   0.0300  1   53.130  0.03452  266.32  286.43  -24.211   39.867   11.02
 0.13309D-08 0.19250D+13 0.10000D+16   0.0300  1   53.130  0.03452  266.32  286.61  -24.414   40.085   10.96
 0.13475D-08 0.19375D+13 0.10000D+16   0.0300  1   52.808  0.03441  266.37  286.75  -24.635   40.278   10.91
 0.13561D-08 0.19500D+13 0.10000D+16   0.0300  1   52.808  0.03441  266.37  286.92  -24.838   40.497   10.86
 0.13648D-08 0.19625D+13 0.10000D+16   0.0300  1   52.808  0.03441  266.37  287.10  -25.040   40.716   10.80
 0.13735D-08 0.19750D+13 0.10000D+16   0.0300  1   52.808  0.03441  266.37  287.27  -25.243   40.935   10.74
 0.13822D-08 0.19875D+13 0.10000D+16   0.0300  1   52.808  0.03441  266.37  287.45  -25.445   41.154   10.68
 0.13909D-08 0.20000D+13 0.10000D+16   0.0300  1   52.808  0.03441  266.37  287.62  -25.647   41.374   10.63
 0.13996D-08 0.20125D+13 0.10000D+16   0.0300  1   52.808  0.03441  266.37  287.80  -25.849   41.594   10.57
 0.14083D-08 0.20250D+13 0.10000D+16   0.0300  1   52.808  0.03441  266.37  287.97  -26.051   41.814   10.51
 0.14254D-08 0.20375D+13 0.10000D+16   0.0300  1   52.486  0.03430  266.42  288.10  -26.272   42.005   10.47
 0.14341D-08 0.20500D+13 0.10000D+16   0.0300  1   52.486  0.03430  266.42  288.27  -26.473   42.225   10.42
 0.14429D-08 0.20625D+13 0.10000D+16   0.0300  1   52.486  0.03430  266.42  288.44  -26.674   42.446   10.36
 0.14516D-08 0.20750D+13 0.10000D+16   0.0300  1   52.486  0.03430  266.42  288.61  -26.875   42.666   10.31
 0.14604D-08 0.20875D+13 0.10000D+16   0.0300  1   52.486  0.03430  266.42  288.78  -27.076   42.887   10.26
 0.14691D-08 0.21000D+13 0.10000D+16   0.0300  1   52.486  0.03430  266.42  288.95  -27.276   43.108   10.20
 0.14867D-08 0.21125D+13 0.10000D+16   0.0300  1   52.164  0.03419  266.47  289.08  -27.498   43.298   10.16
 0.14955D-08 0.21250D+13 0.10000D+16   0.0300  1   52.164  0.03419  266.47  289.25  -27.698   43.519   10.11
 0.15043D-08 0.21375D+13 0.10000D+16   0.0300  1   52.164  0.03419  266.47  289.42  -27.898   43.741   10.06
 0.15131D-08 0.21500D+13 0.10000D+16   0.0300  1   52.164  0.03419  266.47  289.58  -28.098   43.962   10.01
 0.15219D-08 0.21625D+13 0.10000D+16   0.0300  1   52.164  0.03419  266.47  289.75  -28.298   44.184    9.96
 0.15307D-08 0.21750D+13 0.10000D+16   0.0300  1   52.164  0.03419  266.47  289.92  -28.497   44.406    9.91
 0.15395D-08 0.21875D+13 0.10000D+16   0.0300  1   52.164  0.03419  266.47  290.08  -28.696   44.628    9.86
 0.15575D-08 0.22000D+13 0.10000D+16   0.0300  1   51.842  0.03408  266.52  290.20  -28.919   44.816    9.82
 0.15664D-08 0.22125D+13 0.10000D+16   0.0300  1   51.842  0.03408  266.52  290.37  -29.118   45.039    9.78
 0.15752D-08 0.22250D+13 0.10000D+16   0.0300  1   51.842  0.03408  266.52  290.53  -29.317   45.261    9.73
 0.15841D-08 0.22375D+13 0.10000D+16   0.0300  1   51.842  0.03408  266.52  290.70  -29.515   45.484    9.68
 0.15929D-08 0.22500D+13 0.10000D+16   0.0300  1   51.842  0.03408  266.52  290.86  -29.713   45.707    9.63
 0.16018D-08 0.22625D+13 0.10000D+16   0.0300  1   51.842  0.03408  266.52  291.02  -29.911   45.930    9.59
 0.16204D-08 0.22750D+13 0.10000D+16   0.0300  1   51.520  0.03397  266.57  291.14  -30.136   46.116    9.55
 0.16293D-08 0.22875D+13 0.10000D+16   0.0300  1   51.520  0.03397  266.57  291.30  -30.334   46.340    9.51
 0.16382D-08 0.23000D+13 0.10000D+16   0.0300  1   51.520  0.03397  266.57  291.46  -30.531   46.563    9.46
 0.16471D-08 0.23125D+13 0.10000D+16   0.0300  1   51.520  0.03397  266.57  291.62  -30.729   46.787    9.42
