R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.75000D+11 0.18666D-10 0.32000D+14   0.0300  0  157.862  0.32100  176.85  186.78    0.000    2.449  157.86
 0.87500D+11 0.23274D-10 0.32000D+14   0.0300  0  146.633  0.30354  183.09  190.99    0.000    2.858  146.63
 0.10000D+12 0.26865D-10 0.32000D+14   0.0300  0  145.187  0.27270  194.00  197.26   -0.000    3.266  145.19
 0.11250D+12 0.30530D-10 0.32000D+14   0.0300  0  143.364  0.24169  204.38  204.01   -0.000    3.674  143.36
 0.12500D+12 0.34270D-10 0.32000D+14   0.0300  0  141.811  0.22032  211.22  210.71    0.000    4.082   94.98
 0.13750D+12 0.37853D-10 0.32000D+14   0.0300  0  141.186  0.21272  213.58  212.77   -0.000    4.490   96.06
 0.15000D+12 0.41380D-10 0.32000D+14   0.0300  1  140.820  0.20851  214.88  214.60   -0.000    4.899   55.74
 0.16250D+12 0.44921D-10 0.32000D+14   0.0300  1  140.457  0.20449  216.11  216.28    0.000    5.307   51.49
 0.17500D+12 0.48477D-10 0.32000D+14   0.0300  1  140.094  0.20062  217.29  217.87   -0.000    5.715   47.80
 0.18750D+12 0.52157D-10 0.32000D+14   0.0300  1  139.591  0.19551  218.82  218.37    0.000    6.123   46.76
 0.20000D+12 0.55751D-10 0.32000D+14   0.0300  1  139.237  0.19205  219.86  219.76   -0.000    6.532   43.89
 0.21250D+12 0.59360D-10 0.32000D+14   0.0300  1  138.880  0.18869  220.86  221.11   -0.000    6.940   41.32
 0.22500D+12 0.62984D-10 0.32000D+14   0.0300  1  138.519  0.18541  221.83  222.42    0.000    7.348   38.98
 0.23750D+12 0.66623D-10 0.32000D+14   0.0300  1  138.152  0.18217  222.78  223.72   -0.000    7.756   36.82
 0.25000D+12 0.70428D-10 0.32000D+14   0.0300  1  137.731  0.17861  223.82  223.49   -0.000    8.164   37.13
 0.26250D+12 0.74106D-10 0.32000D+14   0.0300  1  137.382  0.17576  224.65  224.60    0.000    8.573   35.40
 0.27500D+12 0.77801D-10 0.32000D+14   0.0300  1  137.026  0.17294  225.47  225.71   -0.000    8.981   33.76
 0.28750D+12 0.81512D-10 0.32000D+14   0.0300  1  136.654  0.17009  226.29  226.88   -0.000    9.389   32.14
 0.30000D+12 0.85238D-10 0.32000D+14   0.0300  1  136.245  0.16705  227.16  228.22    0.000    9.797   30.40
 0.31250D+12 0.89173D-10 0.32000D+14   0.0300  1  135.884  0.16446  227.90  227.69   -0.000   10.206   31.49
 0.32500D+12 0.92940D-10 0.32000D+14   0.0300  1  135.562  0.16221  228.54  228.49    0.000   10.614   30.43
 0.33750D+12 0.96724D-10 0.32000D+14   0.0300  1  135.240  0.16003  229.16  229.26   -0.000   11.022   29.43
 0.35000D+12 0.10052D-09 0.32000D+14   0.0300  1  134.918  0.15790  229.76  230.02   -0.000   11.430   28.51
 0.36250D+12 0.10457D-09 0.32000D+14   0.0300  1  134.274  0.15381  230.92  231.08   -0.000   11.838   27.34
 0.37500D+12 0.10841D-09 0.32000D+14   0.0300  1  133.952  0.15184  231.47  231.78   -0.000   12.247   26.55
 0.38750D+12 0.11227D-09 0.32000D+14   0.0300  1  133.630  0.14992  232.00  232.47   -0.000   12.655   25.80
 0.40000D+12 0.11615D-09 0.32000D+14   0.0300  1  133.308  0.14805  232.53  233.14   -0.000   13.063   25.09
 0.41250D+12 0.12031D-09 0.32000D+14   0.0300  1  132.664  0.14444  233.53  234.07   -0.000   13.471   24.21
 0.42500D+12 0.12423D-09 0.32000D+14   0.0300  1  132.342  0.14270  234.01  234.70    0.000   13.879   23.60
 0.43750D+12 0.12817D-09 0.32000D+14   0.0300  1  132.020  0.14100  234.48  235.32   -0.000   14.288   23.01
 0.45000D+12 0.13212D-09 0.32000D+14   0.0300  1  131.698  0.13934  234.94  235.92    0.000   14.696   22.46
 0.46250D+12 0.13640D-09 0.32000D+14   0.0300  1  131.054  0.13613  235.82  236.75    0.000   15.104   21.78
 0.47500D+12 0.14041D-09 0.32000D+14   0.0300  1  130.732  0.13458  236.25  237.32   -0.000   15.512   21.28
 0.48750D+12 0.14443D-09 0.32000D+14   0.0300  1  130.410  0.13306  236.66  237.88   -0.000   15.921   20.82
 0.50000D+12 0.14880D-09 0.32000D+14   0.0300  1  129.766  0.13013  237.47  238.64    0.000   16.329   20.24
 0.51250D+12 0.15287D-09 0.32000D+14   0.0300  1  129.444  0.12871  237.85  239.17   -0.000   16.737   19.82
 0.52500D+12 0.15731D-09 0.32000D+14   0.0300  1  128.800  0.12595  238.60  239.89    0.000   17.145   19.31
 0.53750D+12 0.16143D-09 0.32000D+14   0.0300  1  128.478  0.12462  238.97  240.40   -0.000   17.553   18.94
 0.55000D+12 0.16556D-09 0.32000D+14   0.0300  1  128.156  0.12331  239.32  240.90   -0.000   17.962   18.57
 0.56250D+12 0.17011D-09 0.32000D+14   0.0300  1  127.512  0.12078  240.01  241.57   -0.000   18.370   18.14
 0.57500D+12 0.17429D-09 0.32000D+14   0.0300  1  127.190  0.11955  240.34  242.04   -0.000   18.778   17.81
 0.58750D+12 0.17891D-09 0.32000D+14   0.0300  1  126.546  0.11717  240.99  242.68   -0.000   19.186   17.41
 0.60000D+12 0.18315D-09 0.32000D+14   0.0300  1  126.224  0.11601  241.30  243.13   -0.000   19.595   17.11
 0.61250D+12 0.18784D-09 0.32000D+14   0.0300  1  125.580  0.11376  241.91  243.74    0.000   20.003   16.76
 0.62500D+12 0.19213D-09 0.32000D+14   0.0300  1  125.258  0.11267  242.21  244.17    0.000   20.411   16.48
 0.63750D+12 0.19690D-09 0.32000D+14   0.0300  1  124.614  0.11054  242.78  244.75    0.000   20.819   16.16
 0.65000D+12 0.20172D-09 0.32000D+14   0.0300  1  123.970  0.10849  243.34  245.32    0.000   21.227   15.85
 0.66250D+12 0.20609D-09 0.32000D+14   0.0300  1  123.648  0.10749  243.61  245.73    0.000   21.636   15.61
 0.67500D+12 0.21099D-09 0.32000D+14   0.0300  1  123.004  0.10555  244.13  246.27   -0.000   22.044   15.32
 0.68750D+12 0.21593D-09 0.32000D+14   0.0300  1  122.360  0.10368  244.64  246.79    0.000   22.452   15.05
 0.70000D+12 0.22039D-09 0.32000D+14   0.0300  1  122.038  0.10276  244.89  247.18   -0.000   22.860   14.84
 0.71250D+12 0.22542D-09 0.32000D+14   0.0300  1  121.394  0.10098  245.37  247.68    0.000   23.269   14.59
 0.72500D+12 0.23050D-09 0.32000D+14   0.0300  1  120.750  0.09926  245.84  248.17    0.000   23.677   14.35
 0.73750D+12 0.23563D-09 0.32000D+14   0.0300  1  120.106  0.09760  246.29  248.66   -0.000   24.085   14.12
 0.75000D+12 0.24022D-09 0.32000D+14   0.0300  1  119.784  0.09679  246.51  249.01    0.000   24.493   13.94
 0.76250D+12 0.24544D-09 0.32000D+14   0.0300  1  119.140  0.09520  246.94  249.48   -0.000   24.901   13.73
 0.77500D+12 0.25071D-09 0.32000D+14   0.0300  1  118.496  0.09367  247.36  249.93    0.000   25.310   13.52
 0.78750D+12 0.25604D-09 0.32000D+14   0.0300  1  117.852  0.09218  247.77  250.38    0.000   25.718   13.33
 0.80000D+12 0.26142D-09 0.32000D+14   0.0300  1  117.208  0.09073  248.16  250.81    0.000   26.126   13.14
 0.81250D+12 0.26686D-09 0.32000D+14   0.0300  1  116.564  0.08934  248.55  251.23    0.000   26.534   12.96
 0.82500D+12 0.27236D-09 0.32000D+14   0.0300  1  115.920  0.08798  248.92  251.65    0.000   26.943   12.79
 0.83750D+12 0.27791D-09 0.32000D+14   0.0300  1  115.276  0.08666  249.28  252.06    0.000   27.351   12.62
 0.85000D+12 0.28353D-09 0.32000D+14   0.0300  1  114.632  0.08538  249.64  252.46   -0.000   27.759   12.46
 0.86250D+12 0.28920D-09 0.32000D+14   0.0300  1  113.988  0.08413  249.98  252.85   -0.000   28.167   12.31
 0.87500D+12 0.29571D-09 0.32000D+14   0.0300  1  113.022  0.08233  250.48  253.32    0.000   28.575   12.14
 0.88750D+12 0.30153D-09 0.32000D+14   0.0300  1  112.378  0.08117  250.81  253.70   -0.000   28.984   12.00
 0.90000D+12 0.30740D-09 0.32000D+14   0.0300  1  111.734  0.08004  251.13  254.06   -0.000   29.392   11.86
 0.91250D+12 0.31335D-09 0.32000D+14   0.0300  1  111.090  0.07894  251.44  254.43   -0.000   29.800   11.72
 0.92500D+12 0.32022D-09 0.32000D+14   0.0300  1  110.124  0.07735  251.89  254.86    0.000   30.208   11.58
 0.93750D+12 0.32632D-09 0.32000D+14   0.0300  1  109.480  0.07632  252.18  255.20   -0.000   30.617   11.45
 0.95000D+12 0.33341D-09 0.32000D+14   0.0300  1  108.514  0.07482  252.61  255.61   -0.000   31.025   11.32
 0.96250D+12 0.33967D-09 0.32000D+14   0.0300  1  107.870  0.07386  252.88  255.95    0.000   31.433   11.20
 0.97500D+12 0.34600D-09 0.32000D+14   0.0300  1  107.226  0.07291  253.15  256.28   -0.000   31.841   11.09
 0.98750D+12 0.35340D-09 0.32000D+14   0.0300  1  106.260  0.07154  253.55  256.66    0.000   32.249   10.97
 0.10000D+13 0.36092D-09 0.32000D+14   0.0300  1  105.294  0.07022  253.93  257.04    0.000   32.658   10.85
 0.10125D+13 0.36753D-09 0.32000D+14   0.0300  1  104.650  0.06937  254.18  257.35   -0.000   33.066   10.75
 0.10250D+13 0.37530D-09 0.32000D+14   0.0300  1  103.684  0.06812  254.55  257.71   -0.000   33.474   10.64
 0.10375D+13 0.38320D-09 0.32000D+14   0.0300  1  102.718  0.06692  254.91  258.07   -0.000   33.882   10.54
 0.10500D+13 0.39125D-09 0.32000D+14   0.0300  1  101.752  0.06576  255.26  258.41   -0.000   34.290   10.44
 0.10625D+13 0.39827D-09 0.32000D+14   0.0300  1  101.108  0.06500  255.48  258.70    0.000   34.699   10.35
 0.10750D+13 0.40658D-09 0.32000D+14   0.0300  1  100.142  0.06390  255.81  259.03    0.000   35.107   10.25
 0.10875D+13 0.41505D-09 0.32000D+14   0.0300  1   99.176  0.06284  256.14  259.36    0.000   35.515   10.16
 0.11000D+13 0.42369D-09 0.32000D+14   0.0300  1   98.210  0.06181  256.45  259.68   -0.000   35.923   10.07
 0.11125D+13 0.43248D-09 0.32000D+14   0.0300  1   97.244  0.06081  256.76  259.99    0.000   36.332    9.99
 0.11250D+13 0.44284D-09 0.32000D+14   0.0300  1   95.956  0.05952  257.16  260.34   -0.000   36.740    9.90
 0.11375D+13 0.45203D-09 0.32000D+14   0.0300  1   94.990  0.05859  257.46  260.64   -0.000   37.148    9.82
 0.11500D+13 0.46140D-09 0.32000D+14   0.0300  1   94.024  0.05769  257.74  260.93   -0.000   37.556    9.75
 0.11625D+13 0.47096D-09 0.32000D+14   0.0300  1   93.058  0.05681  258.02  261.22    0.000   37.964    9.67
 0.11750D+13 0.48230D-09 0.32000D+14   0.0300  1   91.770  0.05568  258.39  261.54    0.000   38.373    9.60
 0.11875D+13 0.49230D-09 0.32000D+14   0.0300  1   90.804  0.05486  258.65  261.81    0.000   38.781    9.53
 0.12000D+13 0.50252D-09 0.32000D+14   0.0300  1   89.838  0.05407  258.91  262.08    0.000   39.189    9.46
 0.12125D+13 0.51471D-09 0.32000D+14   0.0300  1   88.550  0.05304  259.25  262.38   -0.000   39.597    9.39
 0.12250D+13 0.52542D-09 0.32000D+14   0.0300  1   87.584  0.05229  259.50  262.63    0.000   40.006    9.33
 0.12375D+13 0.53825D-09 0.32000D+14   0.0300  1   86.296  0.05132  259.83  262.91    0.000   40.414    9.26
 0.12500D+13 0.55146D-09 0.32000D+14   0.0300  1   85.008  0.05039  260.15  263.19    0.000   40.822    9.20
 0.12625D+13 0.56302D-09 0.32000D+14   0.0300  1   84.042  0.04971  260.38  263.43   -0.000   41.230    9.15
 0.12750D+13 0.57696D-09 0.32000D+14   0.0300  1   82.754  0.04884  260.69  263.69    0.000   41.638    9.09
 0.12875D+13 0.59133D-09 0.32000D+14   0.0300  1   81.466  0.04799  260.98  263.95    0.000   42.047    9.03
 0.13000D+13 0.60615D-09 0.32000D+14   0.0300  1   80.178  0.04717  261.28  264.20   -0.000   42.455    8.98
 0.13125D+13 0.62145D-09 0.32000D+14   0.0300  1   78.890  0.04637  261.56  264.44   -0.000   42.863    8.93
 0.13250D+13 0.63725D-09 0.32000D+14   0.0300  1   77.602  0.04560  261.84  264.67   -0.000   43.271    8.88
 0.13375D+13 0.65357D-09 0.32000D+14   0.0300  1   76.314  0.04486  262.12  264.90   -0.000   43.680    8.83
 0.13500D+13 0.67044D-09 0.32000D+14   0.0300  1   75.026  0.04413  262.39  265.12   -0.000   44.088    8.78
 0.13625D+13 0.68789D-09 0.32000D+14   0.0300  1   73.738  0.04343  262.65  265.34   -0.000   44.496    8.74
 0.13750D+13 0.70595D-09 0.32000D+14   0.0300  1   72.450  0.04275  262.91  265.55   -0.000   44.904    8.70
 0.13875D+13 0.72465D-09 0.32000D+14   0.0300  1   71.162  0.04209  263.16  265.75   -0.000   45.312    8.65
 0.14000D+13 0.74404D-09 0.32000D+14   0.0300  1   69.874  0.04145  263.41  265.95   -0.000   45.721    8.61
 0.14125D+13 0.76414D-09 0.32000D+14   0.0300  1   68.586  0.04082  263.66  266.14    0.000   46.129    8.57
 0.14250D+13 0.78500D-09 0.32000D+14   0.0300  1   67.298  0.04022  263.90  266.33    0.000   46.537    8.53
 0.14375D+13 0.81044D-09 0.32000D+14   0.0300  1   65.688  0.03948  264.20  266.52    0.000   46.945    8.50
 0.14500D+13 0.83314D-09 0.32000D+14   0.0300  1   64.400  0.03891  264.43  266.69    0.000   47.354    8.46
 0.14625D+13 0.85676D-09 0.32000D+14   0.0300  1   63.112  0.03836  264.66  266.86    0.000   47.762    8.43
 0.14750D+13 0.88134D-09 0.32000D+14   0.0300  1   61.824  0.03782  264.88  267.02    0.000   48.170    8.39
 0.14875D+13 0.90697D-09 0.32000D+14   0.0300  1   60.536  0.03730  265.11  267.18    0.000   48.578    8.36
 0.15000D+13 0.93859D-09 0.32000D+14   0.0300  1   58.926  0.03666  265.38  267.33    0.000   48.986    8.33
 0.15125D+13 0.96676D-09 0.32000D+14   0.0300  1   57.638  0.03616  265.59  267.47   -0.000   49.395    8.30
