R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       etaref      pCLA conv P(MPa)   zbot     %vol    Tbot     Tm      TH2O      Fbot     Ftop     dlid   T_core
 0.00000D+00 0.10000D+16   0.0000  1  192.14  161.000  0.00000  253.41  241.68  253.41    9.715    7.814   42.07  1502.68
 0.12500D+11 0.10000D+16   0.0000  1  192.24  161.000  0.00000  253.41  242.27  253.41    9.749    8.250   42.42  1502.64
 0.25000D+11 0.10000D+16   0.0000  1  192.29  161.000  0.00000  253.41  242.83  253.41    9.505    8.462   41.35  1502.72
 0.37500D+11 0.10000D+16   0.0000  1  192.33  161.000  0.00000  253.41  243.37  253.41    9.258    8.671   40.36  1502.80
 0.50000D+11 0.10000D+16   0.0000  1  192.38  161.000  0.00000  253.41  243.89  253.41    9.006    8.877   39.42  1502.88
 0.62500D+11 0.10000D+16   0.0000  1  192.42  161.000  0.00000  253.41  244.40  253.41    8.752    9.081   38.54  1502.98
 0.75000D+11 0.10000D+16   0.0000  1  192.46  161.000  0.00000  253.41  244.89  253.41    8.495    9.282   37.70  1503.08
 0.87500D+11 0.10000D+16   0.0000  1  192.50  161.000  0.00000  253.41  245.36  253.41    8.234    9.481   36.91  1503.17
 0.10000D+12 0.10000D+16   0.0000  1  187.46  156.781  0.00000  254.12  246.47  254.12    8.071    9.797   35.99  1503.27
 0.11250D+12 0.10000D+16   0.0000  1  179.01  149.723  0.00000  255.26  247.94  255.26    7.975   10.193   35.03  1503.36
 0.12500D+12 0.10000D+16   0.0000  1  170.56  142.681  0.00000  256.36  249.35  256.36    7.881   10.588   34.13  1503.44
 0.13750D+12 0.10000D+16   0.0000  1  162.17  135.682  0.00000  257.42  250.70  257.42    7.788   10.984   33.28  1503.52
 0.15000D+12 0.10000D+16   0.0000  1  153.86  128.751  0.00000  258.44  251.99  258.44    7.698   11.379   32.49  1503.60
 0.16250D+12 0.10000D+16   0.0000  1  145.65  121.915  0.00000  259.41  253.21  259.41    7.609   11.774   31.74  1503.68
 0.17500D+12 0.10000D+16   0.0000  1  137.59  115.197  0.00000  260.34  254.37  260.34    7.524   12.169   31.04  1503.75
 0.18750D+12 0.10000D+16   0.0000  1  129.70  108.621  0.00000  261.22  255.47  261.22    7.441   12.565   30.36  1503.82
 0.20000D+12 0.10000D+16   0.0000  1  122.00  102.207  0.00000  262.06  256.51  262.06    7.361   12.960   29.72  1503.89
 0.21250D+12 0.10000D+16   0.0000  1  114.52   95.977  0.00000  262.85  257.49  262.85    7.284   13.355   29.11  1503.95
 0.22500D+12 0.10000D+16   0.0000  1  107.28   89.946  0.00000  263.60  258.42  263.60    7.210   13.751   28.52  1504.00
 0.23750D+12 0.10000D+16   0.0000  1  100.29   84.132  0.00000  264.31  259.28  264.31    7.139   14.146   27.95  1504.06
 0.25000D+12 0.10000D+16   0.0000  1   93.59   78.548  0.00000  264.97  260.10  264.97    7.072   14.542   27.40  1504.11
 0.26250D+12 0.10000D+16   0.0000  1   87.17   73.208  0.00000  265.60  260.86  265.60    7.007   14.938   26.87  1504.15
 0.27500D+12 0.10000D+16   0.0000  1   81.05   68.117  0.00000  266.18  261.57  266.18    6.946   15.334   26.36  1504.18
 0.28750D+12 0.10000D+16   0.0000  1   75.24   63.281  0.00000  266.73  262.24  266.73    6.889   15.731   25.86  1504.21
 0.30000D+12 0.10000D+16   0.0000  1   69.74   58.702  0.00000  267.24  262.85  267.24    6.834   16.127   25.38  1504.24
 0.31250D+12 0.10000D+16   0.0000  1   64.55   54.382  0.00000  267.71  263.42  267.71    6.783   16.524   24.91  1504.26
 0.32500D+12 0.10000D+16   0.0000  1   59.67   50.319  0.00000  268.15  263.95  268.15    6.735   16.922   24.46  1504.28
 0.33750D+12 0.10000D+16   0.0000  1   55.09   46.510  0.00000  268.56  264.44  268.56    6.690   17.320   24.01  1504.30
 0.35000D+12 0.10000D+16   0.0000  1   50.81   42.951  0.00000  268.93  264.89  268.93    6.648   17.717   23.58  1504.32
 0.36250D+12 0.10000D+16   0.0000  1   46.83   39.637  0.00000  269.28  265.31  269.28    6.608   18.115   23.16  1504.33
 0.37500D+12 0.10000D+16   0.0000  1   43.17   36.596  0.00000  269.59  265.69  269.59    6.568   18.510   22.76  1504.35
 0.38750D+12 0.10000D+16   0.0000  0   41.82   34.703  0.00000  269.79  265.99  269.79    6.491   18.860   34.70  1504.36
 0.40000D+12 0.10000D+16   0.0000  0   41.18   34.171  0.00000  269.84  266.23  269.84    6.486   19.268   34.17  1504.37
 0.41250D+12 0.10000D+16   0.0000  0   40.56   33.656  0.00000  269.89  266.46  269.89    6.480   19.675   33.66  1504.38
 0.42500D+12 0.10000D+16   0.0000  0   39.96   33.155  0.00000  269.94  266.68  269.94    6.476   20.083   33.16  1504.39
 0.43750D+12 0.10000D+16   0.0000  0   39.37   32.669  0.00000  269.99  266.90  269.99    6.471   20.490   32.67  1504.40
 0.45000D+12 0.10000D+16   0.0000  0   38.80   32.197  0.00000  270.04  267.12  270.04    6.466   20.898   32.20  1504.41
 0.46250D+12 0.10000D+16   0.0000  0   38.25   31.738  0.00000  270.09  267.33  270.09    6.462   21.306   31.74  1504.42
 0.47500D+12 0.10000D+16   0.0000  0   37.71   31.292  0.00000  270.13  267.54  270.13    6.457   21.713   31.29  1504.43
 0.48750D+12 0.10000D+16   0.0000  0   37.19   30.859  0.00000  270.18  267.75  270.18    6.453   22.121   30.86  1504.43
 0.50000D+12 0.10000D+16   0.0000  0   36.68   30.437  0.00000  270.22  267.95  270.22    6.449   22.529   30.44  1504.44
 0.51250D+12 0.10000D+16   0.0000  0   36.18   30.026  0.00000  270.26  268.15  270.26    6.445   22.936   30.03  1504.44
 0.52500D+12 0.10000D+16   0.0000  0   35.70   29.626  0.00000  270.30  268.34  270.30    6.441   23.344   29.63  1504.45
 0.53750D+12 0.10000D+16   0.0000  0   35.23   29.237  0.00000  270.34  268.54  270.34    6.437   23.752   29.24  1504.45
 0.55000D+12 0.10000D+16   0.0000  0   34.78   28.857  0.00000  270.38  268.72  270.38    6.434   24.160   28.86  1504.46
 0.56250D+12 0.10000D+16   0.0000  0   34.33   28.487  0.00000  270.42  268.91  270.42    6.430   24.567   28.49  1504.46
 0.57500D+12 0.10000D+16   0.0000  0   33.90   28.127  0.00000  270.45  269.10  270.45    6.427   24.975   28.13  1504.46
 0.58750D+12 0.10000D+16   0.0000  0   33.47   27.775  0.00000  270.49  269.28  270.49    6.423   25.383   27.78  1504.47
 0.60000D+12 0.10000D+16   0.0000  0   33.06   27.432  0.00000  270.52  269.46  270.52    6.420   25.791   27.43  1504.47
