R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
  time_Gyr   Prad    Ptidal    Fcore     Pint     Hint     conv melt P(MPa)   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid   T_core
 0.10000D-01   1.0375   0.0500    0.782   0.9500 0.33939D-08  0  0   12.05   10.000  0.01187  272.25  268.32   29.427   60.076   10.00   273.96
 0.12270D-01   1.0362   0.0500    1.419   0.9500 0.22651D-08  0  0   18.11   15.032  0.01232  271.73  268.53   14.278   45.029   15.03   275.67
 0.14540D-01   1.0349   0.0500    1.751   0.9500 0.18759D-08  1  0   21.52   18.188  0.01263  271.40  268.57   11.121   41.888   10.29   277.38
 0.16810D-01   1.0336   0.0500    2.027   0.9500 0.16279D-08  1  0   24.92   20.996  0.01291  271.10  268.56   10.294   41.044   10.46   279.08
 0.19080D-01   1.0324   0.0500    2.265   0.9500 0.14525D-08  1  0   28.03   23.571  0.01317  270.82  268.53    9.633   40.369   10.60   280.79
 0.21350D-01   1.0311   0.0500    2.474   0.9500 0.13221D-08  1  0   30.90   25.936  0.01343  270.57  268.48    9.088   39.814   10.71   282.49
 0.23620D-01   1.0298   0.0500    2.661   0.9500 0.12215D-08  1  0   33.53   28.112  0.01367  270.33  268.42    8.630   39.347   10.81   284.19
 0.25890D-01   1.0285   0.0500    2.832   0.9500 0.11416D-08  1  0   35.97   30.117  0.01390  270.10  268.36    8.237   38.947   10.89   285.88
 0.28160D-01   1.0273   0.0500    2.988   0.9500 0.10768D-08  1  0   38.21   31.968  0.01412  269.89  268.29    7.896   38.601   10.96   287.58
 0.30430D-01   1.0260   0.0500    3.134   0.9500 0.10232D-08  1  0   40.29   33.679  0.01432  269.70  268.23    7.597   38.298   11.03   289.27
 0.32700D-01   1.0247   0.0500    3.270   0.9500 0.97825D-09  1  0   42.21   35.263  0.01452  269.52  268.16    7.332   38.030   11.08   290.96
 0.34970D-01   1.0234   0.0500    3.398   0.9500 0.94008D-09  1  0   43.99   36.730  0.01471  269.35  268.09    7.096   37.791   11.13   292.65
 0.37240D-01   1.0222   0.0500    3.519   0.9500 0.90733D-09  1  0   45.64   38.089  0.01489  269.19  268.03    6.885   37.578   11.17   294.34
 0.39510D-01   1.0209   0.0500    3.634   0.9500 0.87899D-09  1  0   47.17   39.349  0.01505  269.04  267.97    6.694   37.386   11.21   296.03
 0.41780D-01   1.0196   0.0500    3.744   0.9500 0.85430D-09  1  0   48.59   40.517  0.01521  268.90  267.91    6.522   37.212   11.24   297.71
 0.44050D-01   1.0184   0.0500    3.848   0.9500 0.83264D-09  1  0   49.91   41.599  0.01536  268.77  267.85    6.366   37.055   11.28   299.39
 0.46320D-01   1.0171   0.0500    3.948   0.9500 0.81355D-09  1  0   51.13   42.603  0.01551  268.65  267.79    6.224   36.913   11.30   301.07
 0.48590D-01   1.0159   0.0500    4.044   0.9500 0.79666D-09  1  0   52.26   43.533  0.01564  268.54  267.74    6.094   36.784   11.33   302.75
 0.50860D-01   1.0146   0.0500    4.137   0.9500 0.78164D-09  1  0   53.31   44.394  0.01576  268.44  267.69    5.976   36.666   11.35   304.42
 0.53130D-01   1.0134   0.0500    4.226   0.9500 0.76826D-09  1  0   54.28   45.190  0.01588  268.34  267.65    5.869   36.559   11.37   306.10
 0.55400D-01   1.0121   0.0500    4.312   0.9500 0.75631D-09  1  0   55.17   45.926  0.01599  268.25  267.60    5.770   36.461   11.39   307.77
 0.57670D-01   1.0109   0.0500    4.395   0.9500 0.74561D-09  1  0   56.00   46.606  0.01610  268.17  267.56    5.681   36.371   11.41   309.44
 0.59940D-01   1.0096   0.0500    4.476   0.9500 0.73602D-09  1  0   56.76   47.232  0.01619  268.09  267.52    5.599   36.290   11.42   311.11
 0.62210D-01   1.0084   0.0500    4.554   0.9500 0.72742D-09  1  0   57.47   47.808  0.01628  268.02  267.49    5.524   36.215   11.44   312.77
 0.64480D-01   1.0071   0.0500    4.630   0.9500 0.71970D-09  1  0   58.11   48.338  0.01636  267.95  267.45    5.456   36.148   11.45   314.44
 0.66750D-01   1.0059   0.0500    4.704   0.9500 0.71277D-09  1  0   58.70   48.823  0.01644  267.89  267.42    5.394   36.086   11.46   316.10
 0.69020D-01   1.0046   0.0500    4.777   0.9500 0.70656D-09  1  0   59.25   49.267  0.01651  267.84  267.39    5.337   36.030   11.47   317.76
 0.71290D-01   1.0034   0.0500    4.847   0.9500 0.70099D-09  1  0   59.74   49.671  0.01658  267.78  267.37    5.286   35.980   11.48   319.42
 0.73560D-01   1.0021   0.0500    4.915   0.9500 0.69600D-09  1  0   60.19   50.038  0.01664  267.74  267.34    5.240   35.934   11.49   321.07
 0.75830D-01   1.0009   0.0500    4.982   0.9500 0.69156D-09  1  0   60.59   50.371  0.01669  267.70  267.32    5.198   35.893   11.50   322.72
 0.78100D-01   0.9997   0.0500    5.048   0.9500 0.68760D-09  1  0   60.96   50.671  0.01674  267.66  267.30    5.161   35.856   11.51   324.38
 0.80370D-01   0.9984   0.0500    5.112   0.9500 0.68410D-09  1  0   61.29   50.939  0.01678  267.62  267.28    5.128   35.823   11.51   326.03
 0.82640D-01   0.9972   0.0500    5.175   0.9500 0.68100D-09  1  0   61.58   51.179  0.01682  267.59  267.27    5.098   35.794   11.52   327.68
 0.84910D-01   0.9960   0.0500    5.236   0.9500 0.67829D-09  1  0   61.84   51.390  0.01686  267.57  267.25    5.072   35.768   11.52   329.32
 0.87180D-01   0.9947   0.0500    5.296   0.9500 0.67593D-09  1  0   62.06   51.575  0.01689  267.54  267.24    5.049   35.745   11.53   330.97
 0.89450D-01   0.9935   0.0500    5.355   0.9500 0.67391D-09  1  0   62.26   51.736  0.01692  267.52  267.23    5.029   35.726   11.53   332.61
 0.91720D-01   0.9923   0.0500    5.413   0.9500 0.67218D-09  1  0   62.43   51.874  0.01694  267.51  267.22    5.012   35.709   11.53   334.25
 0.93990D-01   0.9911   0.0500    5.470   0.9500 0.67074D-09  1  0   62.57   51.989  0.01696  267.49  267.21    4.998   35.695   11.54   335.89
 0.96260D-01   0.9898   0.0500    5.526   0.9500 0.66957D-09  1  0   62.68   52.083  0.01698  267.48  267.21    4.986   35.684   11.54   337.52
 0.98530D-01   0.9886   0.0500    5.581   0.9500 0.66864D-09  1  0   62.78   52.158  0.01699  267.47  267.20    4.977   35.675   11.54   339.16
 0.10080D+00   0.9874   0.0500    5.635   0.9500 0.66794D-09  1  0   62.84   52.214  0.01700  267.46  267.20    4.970   35.668   11.54   340.79
 0.10307D+00   0.9862   0.0500    5.689   0.9500 0.66747D-09  1  0   62.89   52.253  0.01700  267.46  267.19    4.966   35.663   11.54   342.42
 0.10534D+00   0.9850   0.0500    5.741   0.9500 0.66719D-09  1  0   62.92   52.275  0.01701  267.45  267.19    4.963   35.661   11.54   344.05
 0.10761D+00   0.9838   0.0500    5.793   0.9500 0.66712D-09  1  0   62.93   52.281  0.01701  267.45  267.19    4.962   35.660   11.54   345.68
 0.10988D+00   0.9826   0.0500    5.843   0.9500 0.66722D-09  1  0   62.92   52.273  0.01701  267.45  267.19    4.963   35.661   11.54   347.30
 0.11215D+00   0.9813   0.0500    5.894   0.9500 0.66749D-09  1  0   62.89   52.251  0.01700  267.46  267.19    4.966   35.664   11.54   348.93
 0.11442D+00   0.9801   0.0500    5.943   0.9500 0.66793D-09  1  0   62.85   52.215  0.01700  267.46  267.20    4.970   35.668   11.54   350.55
 0.11669D+00   0.9789   0.0500    5.992   0.9500 0.66852D-09  1  0   62.79   52.167  0.01699  267.47  267.20    4.976   35.674   11.54   352.17
 0.11896D+00   0.9777   0.0500    6.040   0.9500 0.66926D-09  1  0   62.71   52.108  0.01698  267.48  267.20    4.983   35.681   11.54   353.78
 0.12123D+00   0.9765   0.0500    6.087   0.9500 0.67014D-09  1  0   62.63   52.037  0.01697  267.48  267.21    4.992   35.689   11.54   355.40
 0.12350D+00   0.9753   0.0500    6.134   0.9500 0.67115D-09  1  0   62.53   51.956  0.01695  267.50  267.21    5.002   35.699   11.54   357.01
 0.12577D+00   0.9741   0.0500    6.180   0.9500 0.67228D-09  1  0   62.42   51.866  0.01694  267.51  267.22    5.013   35.710   11.53   358.62
 0.12804D+00   0.9729   0.0500    6.226   0.9500 0.67353D-09  1  0   62.30   51.766  0.01692  267.52  267.23    5.025   35.722   11.53   360.23
 0.13031D+00   0.9717   0.0500    6.271   0.9500 0.67490D-09  1  0   62.16   51.658  0.01690  267.53  267.23    5.039   35.735   11.53   361.84
 0.13258D+00   0.9705   0.0500    6.316   0.9500 0.67637D-09  1  0   62.02   51.541  0.01688  267.55  267.24    5.053   35.750   11.53   363.45
 0.13485D+00   0.9693   0.0500    6.360   0.9500 0.67795D-09  1  0   61.87   51.417  0.01686  267.56  267.25    5.068   35.765   11.52   365.05
 0.13712D+00   0.9681   0.0500    6.404   0.9500 0.67962D-09  1  0   61.71   51.286  0.01684  267.58  267.26    5.085   35.781   11.52   366.66
 0.13939D+00   0.9670   0.0500    6.447   0.9500 0.68139D-09  1  0   61.54   51.148  0.01682  267.60  267.27    5.102   35.797   11.52   368.26
 0.14166D+00   0.9658   0.0500    6.489   0.9500 0.68325D-09  1  0   61.37   51.004  0.01680  267.62  267.28    5.119   35.815   11.51   369.85
 0.14393D+00   0.9646   0.0500    6.532   0.9500 0.68520D-09  1  0   61.18   50.855  0.01677  267.64  267.29    5.138   35.833   11.51   371.45
 0.14620D+00   0.9634   0.0500    6.573   0.9500 0.68722D-09  1  0   60.99   50.700  0.01674  267.65  267.30    5.157   35.852   11.51   373.05
 0.14847D+00   0.9622   0.0500    6.615   0.9500 0.68933D-09  1  0   60.80   50.539  0.01672  267.68  267.31    5.177   35.872   11.50   374.64
 0.15074D+00   0.9610   0.0500    6.656   0.9500 0.69151D-09  1  0   60.60   50.375  0.01669  267.70  267.32    5.198   35.893   11.50   376.23
 0.15301D+00   0.9599   0.0500    6.696   0.9500 0.69376D-09  1  0   60.39   50.206  0.01666  267.72  267.33    5.219   35.913   11.50   377.82
 0.15528D+00   0.9587   0.0500    6.736   0.9500 0.69609D-09  1  0   60.18   50.032  0.01664  267.74  267.34    5.241   35.935   11.49   379.41
 0.15755D+00   0.9575   0.0500    6.776   0.9500 0.69847D-09  1  0   59.96   49.856  0.01661  267.76  267.35    5.263   35.957   11.49   380.99
 0.15982D+00   0.9563   0.0500    6.815   0.9500 0.70093D-09  1  0   59.74   49.675  0.01658  267.78  267.37    5.286   35.979   11.48   382.58
 0.16209D+00   0.9552   0.0500    6.854   0.9500 0.70344D-09  1  0   59.52   49.492  0.01655  267.81  267.38    5.309   36.002   11.48   384.16
 0.16436D+00   0.9540   0.0500    6.893   0.9500 0.70601D-09  1  0   59.29   49.306  0.01652  267.83  267.39    5.332   36.026   11.47   385.74
 0.16663D+00   0.9528   0.0500    6.931   0.9500 0.70864D-09  1  0   59.06   49.117  0.01649  267.85  267.40    5.356   36.049   11.47   387.32
 0.16890D+00   0.9516   0.0500    6.969   0.9500 0.71132D-09  1  0   58.83   48.926  0.01646  267.88  267.41    5.381   36.073   11.47   388.89
 0.17117D+00   0.9505   0.0500    7.006   0.9500 0.71405D-09  1  0   58.59   48.733  0.01643  267.90  267.43    5.405   36.098   11.46   390.47
 0.17344D+00   0.9493   0.0500    7.043   0.9500 0.71683D-09  1  0   58.36   48.537  0.01640  267.93  267.44    5.430   36.122   11.46   392.04
 0.17571D+00   0.9481   0.0500    7.080   0.9500 0.71966D-09  1  0   58.12   48.340  0.01637  267.95  267.45    5.455   36.147   11.45   393.61
 0.17798D+00   0.9470   0.0500    7.116   0.9500 0.72254D-09  1  0   57.87   48.142  0.01633  267.98  267.46    5.481   36.173   11.45   395.18
 0.18025D+00   0.9458   0.0500    7.153   0.9500 0.72545D-09  1  0   57.63   47.942  0.01630  268.00  267.48    5.507   36.198   11.44   396.75
 0.18252D+00   0.9447   0.0500    7.189   0.9500 0.72841D-09  1  0   57.39   47.741  0.01627  268.03  267.49    5.533   36.224   11.44   398.31
 0.18479D+00   0.9435   0.0500    7.224   0.9500 0.73141D-09  1  0   57.14   47.539  0.01624  268.05  267.50    5.559   36.250   11.43   399.88
 0.18706D+00   0.9424   0.0500    7.259   0.9500 0.73445D-09  1  0   56.89   47.336  0.01621  268.08  267.52    5.585   36.276   11.43   401.44
 0.18933D+00   0.9412   0.0500    7.294   0.9500 0.73752D-09  1  0   56.64   47.133  0.01618  268.10  267.53    5.612   36.303   11.42   403.00
 0.19160D+00   0.9401   0.0500    7.329   0.9500 0.74063D-09  1  0   56.40   46.929  0.01615  268.13  267.54    5.638   36.329   11.42   404.56
 0.19387D+00   0.9389   0.0500    7.363   0.9500 0.74377D-09  1  0   56.15   46.725  0.01611  268.15  267.55    5.665   36.356   11.41   406.11
 0.19614D+00   0.9378   0.0500    7.397   0.9500 0.74694D-09  1  0   55.90   46.520  0.01608  268.18  267.57    5.692   36.382   11.41   407.67
 0.19841D+00   0.9366   0.0500    7.431   0.9500 0.75015D-09  1  0   55.65   46.315  0.01605  268.20  267.58    5.719   36.409   11.40   409.22
 0.20068D+00   0.9355   0.0500    7.465   0.9500 0.75338D-09  1  0   55.40   46.110  0.01602  268.23  267.59    5.746   36.436   11.40   410.77
 0.20295D+00   0.9343   0.0500    7.498   0.9500 0.75664D-09  1  0   55.15   45.906  0.01599  268.25  267.60    5.773   36.463   11.39   412.32
 0.20522D+00   0.9332   0.0500    7.531   0.9500 0.75993D-09  1  0   54.90   45.701  0.01596  268.28  267.61    5.800   36.490   11.39   413.87
 0.20749D+00   0.9320   0.0500    7.564   0.9500 0.76324D-09  1  0   54.65   45.497  0.01593  268.30  267.63    5.828   36.518   11.38   415.41
 0.20976D+00   0.9309   0.0500    7.596   0.9500 0.76657D-09  1  0   54.40   45.293  0.01590  268.33  267.64    5.855   36.545   11.37   416.96
 0.21203D+00   0.9298   0.0500    7.628   0.9500 0.76993D-09  1  0   54.15   45.089  0.01587  268.35  267.65    5.882   36.572   11.37   418.50
 0.21430D+00   0.9286   0.0500    7.660   0.9500 0.77331D-09  1  0   53.91   44.886  0.01584  268.38  267.66    5.910   36.599   11.36   420.04
 0.21657D+00   0.9275   0.0500    7.692   0.9500 0.77671D-09  1  0   53.66   44.684  0.01581  268.40  267.68    5.937   36.627   11.36   421.58
 0.21884D+00   0.9264   0.0500    7.724   0.9500 0.78013D-09  1  0   53.42   44.483  0.01578  268.43  267.69    5.964   36.654   11.35   423.12
 0.22111D+00   0.9252   0.0500    7.755   0.9500 0.78356D-09  1  0   53.17   44.282  0.01575  268.45  267.70    5.992   36.681   11.35   424.65
 0.22338D+00   0.9241   0.0500    7.786   0.9500 0.78702D-09  1  0   52.93   44.082  0.01572  268.48  267.71    6.019   36.708   11.34   426.18
 0.22565D+00   0.9230   0.0500    7.817   0.9500 0.79049D-09  1  0   52.69   43.883  0.01569  268.50  267.72    6.046   36.736   11.34   427.71
 0.22792D+00   0.9218   0.0500    7.847   0.9500 0.79397D-09  1  0   52.44   43.684  0.01566  268.52  267.73    6.073   36.763   11.33   429.24
 0.23019D+00   0.9207   0.0500    7.878   0.9500 0.79747D-09  1  0   52.20   43.487  0.01563  268.55  267.74    6.100   36.790   11.33   430.77
 0.23246D+00   0.9196   0.0500    7.908   0.9500 0.80098D-09  1  0   51.97   43.291  0.01560  268.57  267.76    6.128   36.817   11.32   432.30
 0.23473D+00   0.9185   0.0500    7.937   0.9500 0.80450D-09  1  0   51.73   43.096  0.01558  268.59  267.77    6.155   36.844   11.32   433.82
 0.23700D+00   0.9173   0.0500    7.967   0.9500 0.80804D-09  1  0   51.49   42.902  0.01555  268.62  267.78    6.182   36.871   11.31   435.34
 0.23927D+00   0.9162   0.0500    7.997   0.9500 0.81158D-09  1  0   51.26   42.710  0.01552  268.64  267.79    6.209   36.898   11.31   436.87
 0.24154D+00   0.9151   0.0500    8.026   0.9500 0.81513D-09  1  0   51.03   42.518  0.01549  268.66  267.80    6.235   36.925   11.30   438.38
 0.24381D+00   0.9140   0.0500    8.055   0.9500 0.81870D-09  1  0   50.79   42.328  0.01547  268.69  267.81    6.262   36.952   11.30   439.90
 0.24608D+00   0.9129   0.0500    8.084   0.9500 0.82227D-09  1  0   50.56   42.139  0.01544  268.71  267.82    6.289   36.979   11.29   441.42
 0.24835D+00   0.9118   0.0500    8.112   0.9500 0.82585D-09  1  0   50.34   41.951  0.01541  268.73  267.83    6.315   37.005   11.29   442.93
