R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
   zbot    P(MPa) Hint     conv melt pCLA   Tbot     Tm     etam        k   Fcond_bot Fcond_top   Fbot     Ftop    dlid z_topTBL z_botTBL
    0.00   -0.00 0.11024D-05  0  0  0.01105  273.24  261.57 0.18035D+15  2.167    0.000    0.000    0.000    0.000    0.00    0.00    0.00
    0.32    0.39 0.11026D-06  0  0  0.01108  273.21  264.86 0.12766D+15  2.167 1398.882 1398.305 1382.549 1414.636    0.32    0.32    0.32
    0.64    0.77 0.55143D-07  0  0  0.01110  273.18  265.40 0.12047D+15  2.167  699.459  698.882  683.121  715.215    0.64    0.64    0.64
    0.97    1.16 0.36770D-07  0  0  0.01113  273.15  265.74 0.11600D+15  2.168  466.317  465.740  449.975  482.076    0.97    0.97    0.97
    1.29    1.55 0.27583D-07  0  0  0.01115  273.12  266.00 0.11272D+15  2.168  349.747  349.170  333.400  365.507    1.29    1.29    1.29
    1.61    1.94 0.22071D-07  0  0  0.01118  273.08  266.20 0.11012D+15  2.168  279.804  279.227  263.453  295.567    1.61    1.61    1.61
    1.93    2.33 0.18396D-07  0  0  0.01120  273.05  266.36 0.10796D+15  2.168  233.176  232.599  216.820  248.941    1.93    1.93    1.93
    2.25    2.71 0.15771D-07  0  0  0.01123  273.02  266.50 0.10610D+15  2.169  199.870  199.293  183.509  215.637    2.25    2.25    2.25
    2.58    3.10 0.13803D-07  0  0  0.01125  272.99  266.63 0.10448D+15  2.169  174.890  174.313  158.525  190.660    2.58    2.58    2.58
    2.90    3.49 0.12272D-07  0  0  0.01128  272.96  266.74 0.10304D+15  2.169  155.462  154.885  139.092  171.234    2.90    2.90    2.90
    3.22    3.88 0.11047D-07  0  0  0.01131  272.93  266.83 0.10174D+15  2.170  139.919  139.342  123.545  155.693    3.22    3.22    3.22
    3.54    4.27 0.10045D-07  0  0  0.01133  272.89  266.92 0.10056D+15  2.170  127.202  126.625  110.823  142.979    3.54    3.54    3.54
    3.86    4.65 0.92095D-08  0  0  0.01136  272.86  267.00 0.99472D+14  2.170  116.604  116.028  100.221  132.383    3.86    3.86    3.86
    4.19    5.04 0.85028D-08  0  0  0.01138  272.83  267.07 0.98468D+14  2.170  107.637  107.061   91.250  123.419    4.19    4.19    4.19
    4.51    5.43 0.78971D-08  0  0  0.01141  272.80  267.13 0.97534D+14  2.171   99.951   99.374   83.559  115.735    4.51    4.51    4.51
    4.83    5.82 0.73721D-08  0  0  0.01144  272.77  267.19 0.96662D+14  2.171   93.290   92.713   76.893  109.076    4.83    4.83    4.83
    5.15    6.21 0.69128D-08  0  0  0.01146  272.74  267.25 0.95842D+14  2.171   87.461   86.884   71.060  103.249    5.15    5.15    5.15
    5.47    6.59 0.65075D-08  0  0  0.01149  272.70  267.30 0.95070D+14  2.171   82.318   81.742   65.912   98.109    5.47    5.47    5.47
    5.80    6.98 0.61473D-08  0  0  0.01151  272.67  267.35 0.94340D+14  2.172   77.746   77.170   61.336   93.539    5.80    5.80    5.80
    6.12    7.37 0.58249D-08  0  0  0.01154  272.64  267.39 0.93648D+14  2.172   73.656   73.080   57.241   89.451    6.12    6.12    6.12
    6.44    7.76 0.55348D-08  0  0  0.01157  272.61  267.43 0.92989D+14  2.172   69.975   69.398   53.556   85.772    6.44    6.44    6.44
    6.76    8.15 0.52723D-08  0  0  0.01159  272.57  267.47 0.92361D+14  2.173   66.644   66.068   50.220   82.444    6.76    6.76    6.76
    7.08    8.54 0.50337D-08  0  0  0.01162  272.54  267.51 0.91761D+14  2.173   63.616   63.040   47.188   79.418    7.08    7.08    7.08
    7.41    8.92 0.48159D-08  0  0  0.01165  272.51  267.54 0.91186D+14  2.173   60.851   60.275   44.419   76.656    7.41    7.41    7.41
    7.73    9.31 0.46162D-08  0  0  0.01168  272.48  267.57 0.90635D+14  2.173   58.317   57.741   41.880   74.124    7.73    7.73    7.73
    8.05    9.70 0.44324D-08  0  0  0.01170  272.45  267.60 0.90105D+14  2.174   55.985   55.409   39.544   71.794    8.05    8.05    8.05
    8.37   10.09 0.42628D-08  0  0  0.01173  272.41  267.63 0.89596D+14  2.174   53.833   53.257   37.387   69.644    8.37    8.37    8.37
    8.69   10.48 0.41058D-08  0  0  0.01176  272.38  267.65 0.89104D+14  2.174   51.840   51.264   35.389   67.654    8.69    8.69    8.69
    9.02   10.86 0.39600D-08  0  0  0.01179  272.35  267.67 0.88630D+14  2.174   49.990   49.414   33.534   65.806    9.02    9.02    9.02
    9.34   11.25 0.38242D-08  0  0  0.01181  272.31  267.70 0.88172D+14  2.175   48.267   47.691   31.807   64.085    9.34    9.34    9.34
    9.66   11.64 0.36975D-08  0  0  0.01184  272.28  267.72 0.87729D+14  2.175   46.659   46.083   30.194   62.479    9.66    9.66    9.66
    9.98   12.03 0.35790D-08  0  0  0.01187  272.25  267.74 0.87300D+14  2.175   45.154   44.579   28.685   60.977    9.98    9.98    9.98
   10.30   12.42 0.34679D-08  0  0  0.01190  272.22  267.75 0.86883D+14  2.176   43.744   43.168   27.271   59.569   10.30   10.30   10.30
   10.63   12.80 0.33635D-08  0  0  0.01193  272.18  267.77 0.86480D+14  2.176   42.419   41.844   25.941   58.247   10.63   10.63   10.63
   10.95   13.19 0.32652D-08  0  0  0.01195  272.15  267.79 0.86088D+14  2.176   41.172   40.597   24.690   57.002   10.95   10.95   10.95
   11.27   13.58 0.31726D-08  0  0  0.01198  272.12  267.80 0.85706D+14  2.176   39.997   39.421   23.510   55.829   11.27   11.27   11.27
   11.59   13.97 0.30851D-08  0  0  0.01201  272.09  267.81 0.85336D+14  2.177   38.886   38.311   22.395   54.721   11.59   11.59   11.59
   11.91   14.36 0.30023D-08  0  0  0.01204  272.05  267.83 0.84975D+14  2.177   37.836   37.261   21.340   53.673   11.91   11.91   11.91
   12.24   14.74 0.29239D-08  0  0  0.01207  272.02  267.84 0.84623D+14  2.177   36.841   36.266   20.340   52.680   12.24   12.24   12.24
   12.56   15.13 0.28495D-08  0  0  0.01210  271.99  267.85 0.84280D+14  2.178   35.897   35.321   19.391   51.738   12.56   12.56   12.56
   12.88   15.52 0.27789D-08  0  0  0.01213  271.95  267.86 0.83945D+14  2.178   35.000   34.425   18.490   50.844   12.88   12.88   12.88
   13.20   15.55 0.27117D-08  1  0  0.01216  271.92  267.87 0.83619D+14  2.178   34.147   33.572   17.698   50.058    8.66   11.92   12.61
   13.52   15.94 0.26476D-08  1  0  0.01219  271.89  267.87 0.83300D+14  2.178   33.334   32.759   17.529   49.884    8.69   11.87   12.93
   13.85   16.33 0.25866D-08  1  0  0.01222  271.85  267.88 0.82989D+14  2.179   32.559   31.984   17.365   49.716    8.71   11.82   13.25
   14.17   16.72 0.25283D-08  1  0  0.01224  271.82  267.89 0.82684D+14  2.179   31.820   31.245   17.204   49.551    8.74   11.77   13.57
   14.49   17.11 0.24727D-08  1  0  0.01227  271.79  267.89 0.82386D+14  2.179   31.113   30.538   17.048   49.391    8.76   11.73   13.90
   14.81   17.49 0.24194D-08  1  0  0.01230  271.75  267.90 0.82094D+14  2.180   30.437   29.862   16.896   49.234    8.79   11.69   14.22
   15.13   17.88 0.23684D-08  1  0  0.01233  271.72  267.90 0.81809D+14  2.180   29.790   29.215   16.747   49.081    8.81   11.66   14.54
   15.46   18.27 0.23196D-08  1  0  0.01236  271.69  267.91 0.81529D+14  2.180   29.170   28.595   16.602   48.932    8.84   11.63   14.86
   15.78   18.66 0.22727D-08  1  0  0.01239  271.65  267.91 0.81255D+14  2.180   28.575   28.000   16.460   48.786    8.86   11.60   15.19
   16.10   19.05 0.22277D-08  1  0  0.01243  271.62  267.91 0.80986D+14  2.181   28.004   27.429   16.321   48.644    8.88   11.57   15.51
   16.42   19.44 0.21845D-08  1  0  0.01246  271.59  267.92 0.80723D+14  2.181   27.455   26.880   16.186   48.504    8.90   11.54   15.83
   16.74   19.82 0.21429D-08  1  0  0.01249  271.55  267.92 0.80464D+14  2.181   26.927   26.353   16.053   48.368    8.92   11.52   16.16
   17.07   20.21 0.21029D-08  1  0  0.01252  271.52  267.92 0.80210D+14  2.182   26.420   25.845   15.923   48.234    8.95   11.50   16.48
   17.39   20.60 0.20644D-08  1  0  0.01255  271.48  267.92 0.79961D+14  2.182   25.931   25.356   15.796   48.103    8.97   11.48   16.80
   17.71   20.99 0.20273D-08  1  0  0.01258  271.45  267.92 0.79717D+14  2.182   25.459   24.885   15.671   47.975    8.99   11.46   17.12
   18.03   21.38 0.19915D-08  1  0  0.01261  271.42  267.92 0.79476D+14  2.182   25.005   24.431   15.549   47.849    9.01   11.45   17.45
   18.35   21.77 0.19570D-08  1  0  0.01264  271.38  267.92 0.79240D+14  2.183   24.567   23.992   15.429   47.726    9.03   11.43   17.77
   18.68   22.16 0.19236D-08  1  0  0.01267  271.35  267.92 0.79008D+14  2.183   24.143   23.569   15.311   47.605    9.04   11.42   18.09
   19.00   22.55 0.18914D-08  1  0  0.01271  271.31  267.91 0.78780D+14  2.183   23.734   23.160   15.196   47.486    9.06   11.40   18.42
   19.32   22.93 0.18603D-08  1  0  0.01274  271.28  267.91 0.78555D+14  2.184   23.339   22.765   15.083   47.369    9.08   11.39   18.74
   19.64   23.32 0.18302D-08  1  0  0.01277  271.25  267.91 0.78335D+14  2.184   22.957   22.383   14.972   47.255    9.10   11.38   19.06
   19.96   23.71 0.18010D-08  1  0  0.01280  271.21  267.91 0.78117D+14  2.184   22.587   22.013   14.862   47.142    9.12   11.37   19.39
   20.29   24.10 0.17728D-08  1  0  0.01283  271.18  267.90 0.77903D+14  2.184   22.228   21.654   14.755   47.031    9.14   11.36   19.71
   20.61   24.49 0.17454D-08  1  0  0.01287  271.14  267.90 0.77693D+14  2.185   21.881   21.307   14.649   46.923    9.15   11.35   20.03
   20.93   24.88 0.17190D-08  1  0  0.01290  271.11  267.89 0.77485D+14  2.185   21.545   20.971   14.546   46.816    9.17   11.35   20.36
   21.25   25.27 0.16933D-08  1  0  0.01293  271.07  267.89 0.77281D+14  2.185   21.218   20.645   14.443   46.710    9.19   11.34   20.68
   21.57   25.66 0.16683D-08  1  0  0.01296  271.04  267.88 0.77080D+14  2.186   20.902   20.328   14.343   46.607    9.20   11.33   21.00
   21.90   26.05 0.16441D-08  1  0  0.01300  271.01  267.88 0.76882D+14  2.186   20.595   20.021   14.244   46.505    9.22   11.33   21.33
   22.22   26.43 0.16206D-08  1  0  0.01303  270.97  267.87 0.76686D+14  2.186   20.296   19.723   14.147   46.404    9.24   11.32   21.65
   22.54   26.82 0.15978D-08  1  0  0.01306  270.94  267.87 0.76494D+14  2.187   20.006   19.433   14.051   46.306    9.25   11.32   21.97
   22.86   27.21 0.15756D-08  1  0  0.01310  270.90  267.86 0.76304D+14  2.187   19.725   19.151   13.956   46.208    9.27   11.31   22.30
   23.18   27.60 0.15541D-08  1  0  0.01313  270.87  267.85 0.76117D+14  2.187   19.451   18.877   13.863   46.112    9.28   11.31   22.62
   23.51   27.99 0.15331D-08  1  0  0.01317  270.83  267.85 0.75932D+14  2.187   19.185   18.611   13.772   46.018    9.30   11.31   22.94
   23.83   28.38 0.15127D-08  1  0  0.01320  270.80  267.84 0.75750D+14  2.188   18.925   18.352   13.681   45.924    9.31   11.31   23.27
   24.15   28.77 0.14928D-08  1  0  0.01323  270.76  267.83 0.75570D+14  2.188   18.673   18.100   13.592   45.832    9.33   11.30   23.59
   24.47   29.16 0.14735D-08  1  0  0.01327  270.73  267.83 0.75393D+14  2.188   18.428   17.854   13.504   45.742    9.34   11.30   23.91
   24.79   29.55 0.14547D-08  1  0  0.01330  270.69  267.82 0.75218D+14  2.189   18.188   17.615   13.417   45.652    9.36   11.30   24.24
   25.12   29.94 0.14363D-08  1  0  0.01334  270.66  267.81 0.75045D+14  2.189   17.955   17.382   13.332   45.564    9.37   11.30   24.56
   25.44   30.32 0.14184D-08  1  0  0.01337  270.62  267.80 0.74874D+14  2.189   17.728   17.155   13.247   45.477    9.39   11.30   24.88
   25.76   30.71 0.14010D-08  1  0  0.01341  270.59  267.79 0.74706D+14  2.190   17.506   16.933   13.164   45.391    9.40   11.30   25.21
   26.08   31.10 0.13840D-08  1  0  0.01344  270.55  267.78 0.74540D+14  2.190   17.290   16.717   13.082   45.306    9.41   11.30   25.53
   26.40   31.49 0.13674D-08  1  0  0.01348  270.52  267.77 0.74375D+14  2.190   17.080   16.507   13.000   45.222    9.43   11.30   25.86
   26.73   31.88 0.13512D-08  1  0  0.01351  270.48  267.76 0.74213D+14  2.190   16.874   16.301   12.920   45.139    9.44   11.30   26.18
   27.05   32.27 0.13354D-08  1  0  0.01355  270.44  267.75 0.74053D+14  2.191   16.673   16.100   12.841   45.057    9.45   11.30   26.50
   27.37   32.66 0.13200D-08  1  0  0.01358  270.41  267.74 0.73894D+14  2.191   16.477   15.904   12.762   44.976    9.47   11.30   26.83
   27.69   33.05 0.13049D-08  1  0  0.01362  270.37  267.73 0.73738D+14  2.191   16.285   15.713   12.685   44.896    9.48   11.30   27.15
   28.01   33.44 0.12901D-08  1  0  0.01366  270.34  267.72 0.73583D+14  2.192   16.098   15.525   12.608   44.817    9.49   11.30   27.47
   28.34   33.83 0.12757D-08  1  0  0.01369  270.30  267.71 0.73430D+14  2.192   15.915   15.343   12.533   44.739    9.51   11.31   27.80
   28.66   34.22 0.12617D-08  1  0  0.01373  270.27  267.70 0.73279D+14  2.192   15.736   15.164   12.458   44.662    9.52   11.31   28.12
   28.98   34.60 0.12479D-08  1  0  0.01377  270.23  267.69 0.73130D+14  2.193   15.561   14.989   12.384   44.586    9.53   11.31   28.45
   29.30   34.99 0.12345D-08  1  0  0.01380  270.19  267.68 0.72982D+14  2.193   15.390   14.818   12.310   44.510    9.54   11.31   28.77
   29.62   35.38 0.12213D-08  1  0  0.01384  270.16  267.66 0.72836D+14  2.193   15.223   14.651   12.238   44.436    9.55   11.32   29.09
   29.95   35.77 0.12084D-08  1  0  0.01388  270.12  267.65 0.72692D+14  2.194   15.059   14.487   12.166   44.362    9.57   11.32   29.42
   30.27   36.16 0.11958D-08  1  0  0.01391  270.09  267.64 0.72549D+14  2.194   14.899   14.327   12.095   44.289    9.58   11.32   29.74
   30.59   36.55 0.11835D-08  1  0  0.01395  270.05  267.63 0.72408D+14  2.194   14.742   14.170   12.025   44.216    9.59   11.32   30.07
   30.91   36.94 0.11714D-08  1  0  0.01399  270.01  267.61 0.72268D+14  2.194   14.589   14.017   11.956   44.144    9.60   11.33   30.39
   31.23   37.33 0.11595D-08  1  0  0.01403  269.98  267.60 0.72130D+14  2.195   14.438   13.866   11.887   44.074    9.61   11.33   30.71
   31.56   37.72 0.11480D-08  1  0  0.01407  269.94  267.59 0.71993D+14  2.195   14.291   13.719   11.819   44.003    9.62   11.33   31.04
   31.88   38.11 0.11366D-08  1  0  0.01411  269.90  267.58 0.71858D+14  2.195   14.147   13.575   11.751   43.934    9.63   11.34   31.36
   32.20   38.50 0.11255D-08  1  0  0.01414  269.87  267.56 0.71724D+14  2.196   14.005   13.433   11.684   43.865    9.65   11.34   31.69
   32.52   38.89 0.11145D-08  1  0  0.01418  269.83  267.55 0.71591D+14  2.196   13.866   13.294   11.618   43.797    9.66   11.34   32.01
   32.84   39.28 0.11039D-08  1  0  0.01422  269.80  267.53 0.71460D+14  2.196   13.730   13.159   11.553   43.729    9.67   11.35   32.33
   33.17   39.67 0.10934D-08  1  0  0.01426  269.76  267.52 0.71330D+14  2.197   13.597   13.025   11.488   43.662    9.68   11.35   32.66
   33.49   40.06 0.10831D-08  1  0  0.01430  269.72  267.51 0.71202D+14  2.197   13.466   12.894   11.423   43.596    9.69   11.36   32.98
   33.81   40.45 0.10730D-08  1  0  0.01434  269.69  267.49 0.71075D+14  2.197   13.338   12.766   11.359   43.530    9.70   11.36   33.31
   34.13   40.83 0.10631D-08  1  0  0.01438  269.65  267.48 0.70949D+14  2.198   13.212   12.640   11.296   43.465    9.71   11.36   33.63
   34.45   41.22 0.10534D-08  1  0  0.01442  269.61  267.46 0.70824D+14  2.198   13.088   12.517   11.233   43.400    9.72   11.37   33.96
