R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       etaref      pCLA conv P(MPa)   zbot     %vol    Tbot     Tm      TH2O      Fbot     Ftop     dlid   T_core
 0.00000D+00 0.32000D+14   0.0300  1  146.04  122.115  0.10298  244.83  234.25  259.38   14.598   12.403   25.50  1500.05
 0.12500D+11 0.32000D+14   0.0300  1  146.21  122.228  0.10330  244.74  234.52  259.36   14.600   12.811   26.48  1500.07
 0.25000D+11 0.32000D+14   0.0300  1  145.65  121.734  0.10191  245.12  235.19  259.43   14.590   13.219   25.74  1500.13
 0.37500D+11 0.32000D+14   0.0300  1  145.07  121.229  0.10054  245.49  235.85  259.50   14.580   13.628   25.04  1500.20
 0.50000D+11 0.32000D+14   0.0300  1  144.47  120.713  0.09916  245.86  236.50  259.58   14.569   14.036   24.39  1500.26
 0.62500D+11 0.32000D+14   0.0300  1  143.87  120.186  0.09780  246.23  237.13  259.65   14.559   14.444   23.77  1500.32
 0.75000D+11 0.32000D+14   0.0300  1  143.25  119.648  0.09645  246.60  237.75  259.72   14.548   14.853   23.18  1500.38
 0.87500D+11 0.32000D+14   0.0300  1  142.61  119.099  0.09510  246.97  238.35  259.80   14.537   15.261   22.62  1500.44
 0.10000D+12 0.32000D+14   0.0300  1  141.96  118.539  0.09377  247.33  238.95  259.88   14.526   15.669   22.10  1500.50
 0.11250D+12 0.32000D+14   0.0300  1  141.29  117.968  0.09244  247.69  239.53  259.96   14.515   16.078   21.60  1500.56
 0.12500D+12 0.32000D+14   0.0300  1  140.61  117.386  0.09113  248.05  240.10  260.04   14.503   16.486   21.12  1500.62
 0.13750D+12 0.32000D+14   0.0300  1  139.92  116.792  0.08983  248.41  240.65  260.12   14.491   16.894   20.67  1500.67
 0.15000D+12 0.32000D+14   0.0300  1  139.21  116.187  0.08854  248.76  241.20  260.20   14.479   17.303   20.24  1500.73
 0.16250D+12 0.32000D+14   0.0300  1  138.49  115.571  0.08726  249.12  241.74  260.28   14.467   17.711   19.83  1500.79
 0.17500D+12 0.32000D+14   0.0300  1  137.75  114.942  0.08599  249.47  242.27  260.37   14.455   18.119   19.44  1500.84
 0.18750D+12 0.32000D+14   0.0300  1  136.99  114.302  0.08474  249.82  242.79  260.46   14.442   18.528   19.06  1500.90
 0.20000D+12 0.32000D+14   0.0300  1  136.23  113.650  0.08349  250.16  243.30  260.54   14.429   18.936   18.70  1500.95
 0.21250D+12 0.32000D+14   0.0300  1  135.44  112.985  0.08226  250.50  243.81  260.63   14.416   19.344   18.36  1501.01
 0.22500D+12 0.32000D+14   0.0300  1  134.64  112.308  0.08105  250.84  244.30  260.73   14.403   19.753   18.02  1501.06
 0.23750D+12 0.32000D+14   0.0300  1  133.83  111.618  0.07984  251.18  244.79  260.82   14.389   20.161   17.71  1501.11
 0.25000D+12 0.32000D+14   0.0300  1  132.99  110.916  0.07865  251.52  245.27  260.91   14.375   20.569   17.40  1501.16
 0.26250D+12 0.32000D+14   0.0300  1  132.15  110.200  0.07747  251.85  245.75  261.01   14.361   20.978   17.11  1501.21
 0.27500D+12 0.32000D+14   0.0300  1  131.28  109.471  0.07630  252.18  246.21  261.10   14.347   21.386   16.83  1501.26
 0.28750D+12 0.32000D+14   0.0300  1  130.40  108.729  0.07515  252.51  246.67  261.20   14.332   21.794   16.56  1501.31
 0.30000D+12 0.32000D+14   0.0300  1  129.50  107.973  0.07401  252.84  247.13  261.30   14.318   22.203   16.30  1501.36
 0.31250D+12 0.32000D+14   0.0300  1  128.59  107.204  0.07288  253.16  247.58  261.40   14.303   22.611   16.04  1501.41
 0.32500D+12 0.32000D+14   0.0300  1  127.66  106.420  0.07177  253.48  248.02  261.51   14.288   23.020   15.80  1501.46
 0.33750D+12 0.32000D+14   0.0300  1  126.71  105.623  0.07067  253.80  248.45  261.61   14.272   23.428   15.57  1501.51
 0.35000D+12 0.32000D+14   0.0300  1  125.74  104.811  0.06958  254.12  248.89  261.72   14.256   23.836   15.34  1501.56
 0.36250D+12 0.32000D+14   0.0300  1  124.76  103.984  0.06850  254.44  249.31  261.83   14.240   24.245   15.12  1501.61
 0.37500D+12 0.32000D+14   0.0300  1  123.75  103.143  0.06744  254.75  249.73  261.93   14.224   24.653   14.91  1501.65
 0.38750D+12 0.32000D+14   0.0300  1  122.73  102.287  0.06640  255.06  250.15  262.05   14.208   25.061   14.71  1501.70
 0.40000D+12 0.32000D+14   0.0300  1  121.69  101.416  0.06536  255.37  250.56  262.16   14.191   25.470   14.51  1501.75
 0.41250D+12 0.32000D+14   0.0300  1  120.64  100.530  0.06434  255.68  250.96  262.27   14.174   25.878   14.32  1501.79
 0.42500D+12 0.32000D+14   0.0300  1  119.56   99.629  0.06333  255.99  251.36  262.39   14.156   26.287   14.13  1501.84
 0.43750D+12 0.32000D+14   0.0300  1  118.47   98.712  0.06234  256.29  251.76  262.50   14.139   26.695   13.95  1501.88
 0.45000D+12 0.32000D+14   0.0300  1  117.35   97.780  0.06136  256.59  252.15  262.62   14.121   27.103   13.77  1501.93
 0.46250D+12 0.32000D+14   0.0300  1  116.22   96.833  0.06039  256.89  252.54  262.74   14.103   27.512   13.60  1501.97
 0.47500D+12 0.32000D+14   0.0300  1  115.07   95.871  0.05944  257.19  252.92  262.86   14.085   27.920   13.44  1502.01
 0.48750D+12 0.32000D+14   0.0300  1  113.90   94.892  0.05850  257.48  253.30  262.99   14.066   28.329   13.28  1502.06
 0.50000D+12 0.32000D+14   0.0300  1  112.71   93.899  0.05757  257.78  253.67  263.11   14.047   28.737   13.12  1502.10
 0.51250D+12 0.32000D+14   0.0300  1  111.50   92.890  0.05666  258.07  254.04  263.24   14.028   29.145   12.97  1502.14
 0.52500D+12 0.32000D+14   0.0300  1  110.27   91.865  0.05576  258.36  254.41  263.36   14.009   29.554   12.83  1502.19
 0.53750D+12 0.32000D+14   0.0300  1  109.03   90.826  0.05488  258.65  254.77  263.49   13.989   29.962   12.68  1502.23
 0.55000D+12 0.32000D+14   0.0300  1  107.76   89.771  0.05401  258.93  255.13  263.62   13.969   30.370   12.54  1502.27
 0.56250D+12 0.32000D+14   0.0300  1  106.48   88.701  0.05316  259.21  255.48  263.75   13.949   30.779   12.41  1502.31
 0.57500D+12 0.32000D+14   0.0300  1  105.18   87.616  0.05231  259.49  255.83  263.89   13.929   31.187   12.28  1502.35
 0.58750D+12 0.32000D+14   0.0300  1  103.87   86.517  0.05149  259.77  256.18  264.02   13.908   31.596   12.15  1502.39
 0.60000D+12 0.32000D+14   0.0300  1  102.53   85.404  0.05068  260.05  256.52  264.15   13.887   32.004   12.02  1502.43
 0.61250D+12 0.32000D+14   0.0300  1  101.18   84.277  0.04988  260.32  256.85  264.29   13.866   32.412   11.90  1502.47
 0.62500D+12 0.32000D+14   0.0300  1   99.81   83.136  0.04909  260.60  257.19  264.43   13.845   32.821   11.78  1502.51
 0.63750D+12 0.32000D+14   0.0300  1   98.43   81.982  0.04832  260.87  257.52  264.57   13.824   33.229   11.67  1502.55
 0.65000D+12 0.32000D+14   0.0300  1   97.02   80.816  0.04757  261.13  257.84  264.71   13.802   33.637   11.55  1502.59
 0.66250D+12 0.32000D+14   0.0300  1   95.61   79.637  0.04683  261.40  258.16  264.85   13.780   34.046   11.44  1502.63
 0.67500D+12 0.32000D+14   0.0300  1   94.18   78.446  0.04610  261.66  258.48  264.99   13.758   34.454   11.33  1502.67
 0.68750D+12 0.32000D+14   0.0300  1   92.74   77.245  0.04539  261.92  258.79  265.13   13.736   34.862   11.23  1502.71
 0.70000D+12 0.32000D+14   0.0300  1   91.28   76.033  0.04470  262.18  259.10  265.27   13.714   35.271   11.12  1502.75
 0.71250D+12 0.32000D+14   0.0300  1   89.82   74.811  0.04401  262.43  259.40  265.41   13.691   35.679   11.02  1502.78
 0.72500D+12 0.32000D+14   0.0300  1   88.34   73.580  0.04335  262.68  259.70  265.56   13.669   36.087   10.92  1502.82
 0.73750D+12 0.32000D+14   0.0300  1   86.85   72.341  0.04269  262.93  260.00  265.70   13.646   36.496   10.83  1502.86
 0.75000D+12 0.32000D+14   0.0300  1   85.35   71.095  0.04206  263.18  260.29  265.84   13.623   36.904   10.73  1502.90
 0.76250D+12 0.32000D+14   0.0300  1   83.85   69.842  0.04143  263.42  260.58  265.99   13.601   37.312   10.64  1502.93
 0.77500D+12 0.32000D+14   0.0300  1   82.33   68.584  0.04082  263.66  260.86  266.13   13.578   37.721   10.55  1502.97
 0.78750D+12 0.32000D+14   0.0300  1   80.82   67.321  0.04023  263.90  261.14  266.27   13.555   38.129   10.46  1503.00
 0.80000D+12 0.32000D+14   0.0300  1   79.29   66.054  0.03965  264.13  261.41  266.42   13.532   38.537   10.37  1503.04
 0.81250D+12 0.32000D+14   0.0300  1   77.77   64.784  0.03908  264.36  261.68  266.56   13.509   38.945   10.29  1503.07
 0.82500D+12 0.32000D+14   0.0300  1   76.24   63.513  0.03853  264.59  261.94  266.70   13.486   39.354   10.20  1503.11
 0.83750D+12 0.32000D+14   0.0300  1   74.71   62.241  0.03799  264.81  262.20  266.85   13.463   39.762   10.12  1503.14
 0.85000D+12 0.32000D+14   0.0300  1   73.18   60.970  0.03747  265.03  262.46  266.99   13.440   40.170   10.04  1503.17
 0.86250D+12 0.32000D+14   0.0300  1   71.65   59.700  0.03696  265.25  262.71  267.13   13.418   40.578    9.96  1503.21
 0.87500D+12 0.32000D+14   0.0300  1   70.13   58.433  0.03647  265.46  262.95  267.27   13.395   40.986    9.88  1503.24
 0.88750D+12 0.32000D+14   0.0300  1   68.61   57.169  0.03598  265.67  263.19  267.41   13.372   41.394    9.81  1503.27
 0.90000D+12 0.32000D+14   0.0300  1   67.10   55.911  0.03552  265.88  263.43  267.54   13.350   41.803    9.73  1503.30
 0.91250D+12 0.32000D+14   0.0300  1   65.59   54.658  0.03506  266.08  263.66  267.68   13.328   42.211    9.66  1503.34
 0.92500D+12 0.32000D+14   0.0300  1   64.09   53.412  0.03462  266.28  263.88  267.82   13.306   42.619    9.58  1503.37
 0.93750D+12 0.32000D+14   0.0300  1   62.60   52.175  0.03419  266.47  264.11  267.95   13.284   43.027    9.51  1503.40
 0.95000D+12 0.32000D+14   0.0300  1   61.12   50.947  0.03378  266.66  264.32  268.08   13.262   43.435    9.44  1503.43
 0.96250D+12 0.32000D+14   0.0300  1   59.66   49.728  0.03337  266.85  264.53  268.21   13.241   43.843    9.37  1503.46
 0.97500D+12 0.32000D+14   0.0300  1   58.21   48.521  0.03298  267.03  264.74  268.34   13.219   44.251    9.30  1503.49
 0.98750D+12 0.32000D+14   0.0300  1   56.77   47.327  0.03261  267.21  264.94  268.47   13.198   44.660    9.23  1503.51
 0.10000D+13 0.32000D+14   0.0300  1   55.35   46.145  0.03224  267.39  265.13  268.60   13.178   45.068    9.17  1503.54
 0.10125D+13 0.32000D+14   0.0300  1   53.94   44.977  0.03188  267.56  265.32  268.72   13.157   45.476    9.10  1503.57
 0.10250D+13 0.32000D+14   0.0300  1   52.55   43.824  0.03154  267.72  265.51  268.84   13.137   45.884    9.04  1503.60
 0.10375D+13 0.32000D+14   0.0300  1   51.18   42.687  0.03121  267.89  265.69  268.96   13.117   46.292    8.97  1503.63
 0.10500D+13 0.32000D+14   0.0300  1   49.83   41.565  0.03089  268.05  265.87  269.08   13.098   46.700    8.91  1503.65
 0.10625D+13 0.32000D+14   0.0300  1   48.50   40.461  0.03058  268.20  266.04  269.19   13.078   47.108    8.85  1503.68
 0.10750D+13 0.32000D+14   0.0300  1   47.20   39.375  0.03028  268.35  266.21  269.30   13.060   47.516    8.78  1503.70
 0.10875D+13 0.32000D+14   0.0300  1   45.91   38.306  0.02999  268.50  266.37  269.42   13.041   47.924    8.72  1503.73
 0.11000D+13 0.32000D+14   0.0300  1   44.65   37.257  0.02971  268.64  266.52  269.52   13.023   48.332    8.66  1503.75
 0.11125D+13 0.32000D+14   0.0300  1   43.41   36.226  0.02944  268.78  266.68  269.63   13.005   48.740    8.60  1503.78
 0.11250D+13 0.32000D+14   0.0300  1   42.19   35.215  0.02918  268.92  266.82  269.73   12.988   49.148    8.54  1503.80
 0.11375D+13 0.32000D+14   0.0300  1   41.00   34.224  0.02893  269.05  266.97  269.83   12.971   49.556    8.49  1503.82
 0.11500D+13 0.32000D+14   0.0300  1   39.83   33.253  0.02869  269.18  267.11  269.93   12.954   49.964    8.43  1503.84
 0.11625D+13 0.32000D+14   0.0300  1   38.68   32.303  0.02846  269.30  267.24  270.03   12.938   50.372    8.37  1503.87
 0.11750D+13 0.32000D+14   0.0300  1   37.56   31.373  0.02823  269.42  267.37  270.12   12.922   50.780    8.32  1503.89
 0.11875D+13 0.32000D+14   0.0300  1   36.47   30.463  0.02802  269.54  267.50  270.22   12.906   51.188    8.26  1503.91
 0.12000D+13 0.32000D+14   0.0300  1   35.40   29.575  0.02781  269.66  267.62  270.31   12.891   51.596    8.20  1503.93
 0.12125D+13 0.32000D+14   0.0300  1   34.35   28.708  0.02761  269.77  267.74  270.39   12.876   52.004    8.15  1503.95
 0.12250D+13 0.32000D+14   0.0300  1   33.33   27.861  0.02741  269.87  267.85  270.48   12.862   52.412    8.10  1503.97
 0.12375D+13 0.32000D+14   0.0300  1   32.34   27.035  0.02723  269.98  267.96  270.56   12.848   52.820    8.04  1503.99
 0.12500D+13 0.32000D+14   0.0300  1   31.37   26.230  0.02705  270.08  268.07  270.64   12.834   53.228    7.99  1504.01
 0.12625D+13 0.32000D+14   0.0300  1   30.42   25.446  0.02688  270.18  268.17  270.72   12.821   53.636    7.94  1504.02
 0.12750D+13 0.32000D+14   0.0300  1   29.50   24.682  0.02671  270.27  268.27  270.80   12.808   54.044    7.89  1504.04
 0.12875D+13 0.32000D+14   0.0300  1   28.61   23.938  0.02655  270.36  268.36  270.87   12.795   54.452    7.84  1504.06
 0.13000D+13 0.32000D+14   0.0300  1   27.73   23.214  0.02639  270.45  268.46  270.94   12.783   54.860    7.78  1504.07
 0.13125D+13 0.32000D+14   0.0300  1   26.89   22.511  0.02625  270.54  268.55  271.01   12.771   55.268    7.73  1504.09
 0.13250D+13 0.32000D+14   0.0300  1   26.06   21.826  0.02610  270.62  268.63  271.08   12.759   55.676    7.68  1504.11
 0.13375D+13 0.32000D+14   0.0300  1   25.26   21.161  0.02597  270.70  268.71  271.14   12.748   56.084    7.64  1504.12
 0.13500D+13 0.32000D+14   0.0300  1   24.48   20.515  0.02583  270.78  268.79  271.21   12.737   56.492    7.59  1504.14
 0.13625D+13 0.32000D+14   0.0300  1   23.72   19.887  0.02571  270.85  268.87  271.27   12.727   56.900    7.54  1504.15
 0.13750D+13 0.32000D+14   0.0300  1   22.99   19.278  0.02558  270.92  268.94  271.33   12.716   57.309    7.49  1504.16
 0.13875D+13 0.32000D+14   0.0300  1   22.28   18.686  0.02547  270.99  269.01  271.38   12.707   57.717    7.44  1504.18
 0.14000D+13 0.32000D+14   0.0300  1   21.58   18.112  0.02535  271.06  269.08  271.44   12.697   58.125    7.40  1504.19
 0.14125D+13 0.32000D+14   0.0300  1   20.91   17.556  0.02524  271.13  269.15  271.50   12.688   58.533    7.35  1504.20
 0.14250D+13 0.32000D+14   0.0300  1   20.26   17.016  0.02514  271.19  269.21  271.55   12.679   58.941    7.31  1504.22
 0.14375D+13 0.32000D+14   0.0300  1   19.63   16.492  0.02504  271.25  269.27  271.60   12.670   59.349    7.26  1504.23
 0.14500D+13 0.32000D+14   0.0300  1   19.02   15.984  0.02494  271.31  269.33  271.65   12.661   59.757    7.22  1504.24
 0.14625D+13 0.32000D+14   0.0300  1   18.43   15.493  0.02485  271.37  269.38  271.69   12.653   60.165    7.17  1504.25
 0.14750D+13 0.32000D+14   0.0300  1   17.85   15.016  0.02476  271.42  269.44  271.74   12.645   60.573    7.13  1504.26
