R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
  time_Gyr   Prad    Ptidal    Fcore     Pint     Hint     conv melt P(MPa)   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid   T_core
 0.10000D-01   1.0375   0.0600    0.789   0.5400 0.19292D-08  0  0   12.05   10.000  0.01187  272.25  265.34   36.180   53.353   10.00   273.98
 0.12270D-01   1.0362   0.0600    1.530   0.5400 0.11315D-08  1  0   20.15   17.127  0.01252  271.51  265.25   20.005   37.204   11.60   275.70
 0.14540D-01   1.0349   0.0600    1.951   0.5400 0.84565D-09  1  0   27.22   23.005  0.01311  270.89  265.03   18.301   35.401   12.10   277.42
 0.16810D-01   1.0336   0.0600    2.286   0.5400 0.68666D-09  1  0   33.76   28.430  0.01370  270.29  264.76   17.102   34.120   12.46   279.14
 0.19080D-01   1.0324   0.0600    2.567   0.5400 0.58534D-09  1  0   39.82   33.460  0.01430  269.73  264.45   16.185   33.133   12.75   280.86
 0.21350D-01   1.0311   0.0600    2.812   0.5400 0.51498D-09  1  0   45.46   38.146  0.01489  269.18  264.14   15.443   32.332   12.98   282.58
 0.23620D-01   1.0298   0.0600    3.032   0.5400 0.46320D-09  1  0   50.75   42.532  0.01550  268.66  263.82   14.820   31.658   13.18   284.30
 0.25890D-01   1.0285   0.0600    3.231   0.5400 0.42344D-09  1  0   55.71   46.648  0.01610  268.16  263.50   14.282   31.076   13.35   286.01
 0.28160D-01   1.0273   0.0600    3.414   0.5400 0.39195D-09  1  0   60.38   50.523  0.01672  267.68  263.18   13.807   30.563   13.50   287.72
 0.30430D-01   1.0260   0.0600    3.584   0.5400 0.36637D-09  1  0   64.79   54.178  0.01734  267.21  262.87   13.382   30.104   13.64   289.43
 0.32700D-01   1.0247   0.0600    3.743   0.5400 0.34520D-09  1  0   68.95   57.631  0.01796  266.76  262.56   12.996   29.689   13.76   291.14
 0.34970D-01   1.0234   0.0600    3.893   0.5400 0.32738D-09  1  0   72.89   60.896  0.01859  266.32  262.25   12.641   29.309   13.87   292.84
 0.37240D-01   1.0222   0.0600    4.033   0.5400 0.31219D-09  1  0   76.62   63.987  0.01923  265.89  261.95   12.313   28.960   13.97   294.55
 0.39510D-01   1.0209   0.0600    4.167   0.5400 0.29910D-09  1  0   80.15   66.914  0.01988  265.48  261.66   12.007   28.635   14.07   296.25
 0.41780D-01   1.0196   0.0600    4.294   0.5400 0.28772D-09  1  0   83.49   69.688  0.02052  265.07  261.37   11.720   28.332   14.16   297.95
 0.44050D-01   1.0184   0.0600    4.415   0.5400 0.27773D-09  1  0   86.66   72.317  0.02118  264.68  261.09   11.450   28.049   14.24   299.64
 0.46320D-01   1.0171   0.0600    4.530   0.5400 0.26892D-09  1  0   89.67   74.809  0.02183  264.31  260.82   11.194   27.782   14.32   301.34
